window,miu,be,sig,a,p,LogL
192,0.396955563,0.960933374,0.171184766,0.299046618,5.499032189,-9188.313757
193,0.307460492,0.958778264,0.149803287,0.301675202,5.52685732,-9197.000858
194,0.383933169,0.959993765,0.149921658,0.299986559,5.499980941,-9188.824649
195,0.437478609,0.961302705,0.164011248,0.291191146,5.518741327,-9179.294359
196,0.534984867,0.960002326,0.14998837,0.299961234,5.499651104,-9194.298905
197,0.387785382,0.951583017,0.155963738,0.286580731,5.548009613,-9179.373631
198,0.418972713,0.959202714,0.160052401,0.301321167,5.502184779,-9194.099202
199,0.321301333,0.9599141,0.149993127,0.299978427,5.510343491,-9185.502322
200,0.383480569,0.947088499,0.193366547,0.305150995,5.512044832,-9186.83014
201,0.400854141,0.960004349,0.150004719,0.299996461,5.503863585,-9196.903349
202,0.406121402,0.960029918,0.150030976,0.299874508,5.507396805,-9190.025269
203,0.411263251,0.960554498,0.149934381,0.304822133,5.500014649,-9196.426311
204,0.446591387,0.959515603,0.149962739,0.299875796,5.49888216,-9191.871369
205,0.402007293,0.960013376,0.151203354,0.300739314,5.504458453,-9192.267574
206,0.395070814,0.959989891,0.15471434,0.299997408,5.499976672,-9180.987582
207,0.380637538,0.959987411,0.176170824,0.299996772,5.499970949,-9192.825633
208,0.398661349,0.959682602,0.162638673,0.299272193,5.500395873,-9177.796357
209,0.438002426,0.959980411,0.188875086,0.309787896,5.500824853,-9200.710223
210,0.425770752,0.958872101,0.158537063,0.300784543,5.550925242,-9190.151575
211,0.398538124,0.961981235,0.144692835,0.2980288,5.506380731,-9186.354532
212,0.402319385,0.960262588,0.150061783,0.302505721,5.498913581,-9184.635593
213,0.416472442,0.957616591,0.173138385,0.299662263,5.500960709,-9184.620095
214,0.396602171,0.959997785,0.158077436,0.301245938,5.506405468,-9191.732718
215,0.402874264,0.960006997,0.151866369,0.302983864,5.501094334,-9188.789944
216,0.38048558,0.959598172,0.149569897,0.300052272,5.498249032,-9187.019105
217,0.399332282,0.959825177,0.154847557,0.302744023,5.499906169,-9184.038581
218,0.416263502,0.960436745,0.166509838,0.300194053,5.522961559,-9190.263293
219,0.362536327,0.960321872,0.149436289,0.299924363,5.499147476,-9192.353669
220,0.405477385,0.959996084,0.164128438,0.305054811,5.499990963,-9188.452606
221,0.441541944,0.959986023,0.149998925,0.299996416,5.53823761,-9186.999589
222,0.400004494,0.960375408,0.151500995,0.302620743,5.500072421,-9195.634736
223,0.431467328,0.95996205,0.149997081,0.299990269,5.516785955,-9192.968923
224,0.389365952,0.961293118,0.189816253,0.301077269,5.488831335,-9194.837857
225,0.348174202,0.959969726,0.158744363,0.299992237,5.549281104,-9200.846765
226,0.401810923,0.959667442,0.150337598,0.299776868,5.500349358,-9196.46566
227,0.367245661,0.959987087,0.170898379,0.299996689,5.4999702,-9188.157063
228,0.333366422,0.959974458,0.149998055,0.299993478,5.50424263,-9188.853958
229,0.476238523,0.959464014,0.183618018,0.300484618,5.502489911,-9192.262969
230,0.400626592,0.959894062,0.151413579,0.299910123,5.50028323,-9194.025532
231,0.405848889,0.962232467,0.158898828,0.294135815,5.512063249,-9193.941085
232,0.427653368,0.959985623,0.1774248,0.299996314,5.499966823,-9193.514863
233,0.393476898,0.959990289,0.153908272,0.29999751,5.509223842,-9193.640072
234,0.409435491,0.959726414,0.156963614,0.29965532,5.503481743,-9193.658296
235,0.425118919,0.958915997,0.168796427,0.29319421,5.509124034,-9185.070104
236,0.39974262,0.959996263,0.157851341,0.299999042,5.5029206,-9192.493205
237,0.389897138,0.960016986,0.150652017,0.299966676,5.508666523,-9196.027635
238,0.368676688,0.959781717,0.196984313,0.299827566,5.500918938,-9201.690332
239,0.299048574,0.959982454,0.170613714,0.299986564,5.499922836,-9190.133931
240,0.406921651,0.960213795,0.171602081,0.299916827,5.501120591,-9190.652247
241,0.409420724,0.960068661,0.149969187,0.300130803,5.502736861,-9196.043914
242,0.485833563,0.95995866,0.14999682,0.2999894,5.4999046,-9192.405625
243,0.325558251,0.95277725,0.143827783,0.284198589,5.504434287,-9192.057718
244,0.462399778,0.95976459,0.156538198,0.300563313,5.499996765,-9185.343332
245,0.396472947,0.960245113,0.149475922,0.302276916,5.499663725,-9195.216447
246,0.40907696,0.961163014,0.150348496,0.305179338,5.5471496,-9204.109671
247,0.394969994,0.958696194,0.156054827,0.300604638,5.500637221,-9192.327119
248,0.398667034,0.960352174,0.152876937,0.299838512,5.500027914,-9193.957749
249,0.439802795,0.960703552,0.150154262,0.298373211,5.52813992,-9198.42019
250,0.297560039,0.960001854,0.149990728,0.299969093,5.559306506,-9198.895122
251,0.398593236,0.95682055,0.15926729,0.297010562,5.505599878,-9183.077009
252,0.403952668,0.959597233,0.152486816,0.300643697,5.5051787,-9187.504488
253,0.408161728,0.959996901,0.157950503,0.299999205,5.506092865,-9188.460219
254,0.39719849,0.94831633,0.169724158,0.295502007,5.506336304,-9184.717913
255,0.451393178,0.960000575,0.168002816,0.29999041,5.499913687,-9187.165529
256,0.398014725,0.959926558,0.150064078,0.303081036,5.507355434,-9197.784857
257,0.334712386,0.960000923,0.149995386,0.299984621,5.499861586,-9202.235934
258,0.349238859,0.959720868,0.196358821,0.297126697,5.50110211,-9199.668164
259,0.432139997,0.959985126,0.180079346,0.299995023,5.516628275,-9190.626242
260,0.318425515,0.961318663,0.1547378,0.293148009,5.502524508,-9184.119344
261,0.404337875,0.959664388,0.156600637,0.299548625,5.499428727,-9192.406063
262,0.399108081,0.960036236,0.149879066,0.300400155,5.499888965,-9182.494668
263,0.369071427,0.959943986,0.149995691,0.299985637,5.507404613,-9190.893676
264,0.399296191,0.959998645,0.155273163,0.302788252,5.501092602,-9185.646122
265,0.431561936,0.966871566,0.153943406,0.293176186,5.509521409,-9188.659687
266,0.434030417,0.960311621,0.150155726,0.299631277,5.500068072,-9185.254293
267,0.396402562,0.959988231,0.150328411,0.299999429,5.499980148,-9183.880865
268,0.399150934,0.959912334,0.151078119,0.300619639,5.500035646,-9181.519439
269,0.369033648,0.960003704,0.164208442,0.299997639,5.530454082,-9186.783405
270,0.386406361,0.959153056,0.158664185,0.298541613,5.499763079,-9183.918681
271,0.304579092,0.959962462,0.172137965,0.304457262,5.499798189,-9186.722761
272,0.338152679,0.959855292,0.150431777,0.299800544,5.500159849,-9185.104623
273,0.439684578,0.959738496,0.150028734,0.299906399,5.499889715,-9186.995308
274,0.465376449,0.960740828,0.155699027,0.300992966,5.498867237,-9184.628442
275,0.341709497,0.960002697,0.149986515,0.29995505,5.562309521,-9185.310633
276,0.445263396,0.959984283,0.149998791,0.301325787,5.530436263,-9178.602893
277,0.395513279,0.95981996,0.149892331,0.301789324,5.507747715,-9177.533285
278,0.429625314,0.960206588,0.162352391,0.299341381,5.499913313,-9181.624599
279,0.405168262,0.959994043,0.150297688,0.299998473,5.531883201,-9193.122234
280,0.400698217,0.959999286,0.150287343,0.301264917,5.501178813,-9176.881442
281,0.412175214,0.960343255,0.162551754,0.300455597,5.499938945,-9172.892828
282,0.390114754,0.952475139,0.147704924,0.295876551,5.508033685,-9170.078506
283,0.413792554,0.961525187,0.14965016,0.297497043,5.500542481,-9179.868354
284,0.438021127,0.959984175,0.149976283,0.299995297,5.4998569,-9175.069264
285,0.374313358,0.952307355,0.164829629,0.303417838,5.505878451,-9170.389832
286,0.249499704,0.959913279,0.149993329,0.299977764,5.569349716,-9183.909053
287,0.376918658,0.959937939,0.173232847,0.300037959,5.554065608,-9173.007053
288,0.401941503,0.959819457,0.14892474,0.300598561,5.50222775,-9177.558294
289,0.410743127,0.961068817,0.145546496,0.293751656,5.60223364,-9173.132419
290,0.388264981,0.960001306,0.14999336,0.299977831,5.555882269,-9185.69877
291,0.380824727,0.959994577,0.153913743,0.299998609,5.499987485,-9170.74749
292,0.401382649,0.959996253,0.150411177,0.302488859,5.50624277,-9173.459476
293,0.389890082,0.959977425,0.193855192,0.299994212,5.499947905,-9180.334381
294,0.383251018,0.95560537,0.148051989,0.291270983,5.518368364,-9168.862091
295,0.284167232,0.959791028,0.149983925,0.299946417,5.499517756,-9179.015297
296,0.320241373,0.96183973,0.149853729,0.301695625,5.501845553,-9176.174314
297,0.398747202,0.959545037,0.150662804,0.301891074,5.499971932,-9177.749855
298,0.434998747,0.960000885,0.149995575,0.29998525,5.499867251,-9179.926609
299,0.432488368,0.959953862,0.149996451,0.29998817,5.576095958,-9172.737544
300,0.4853761,0.959764315,0.149994485,0.299942802,5.499442255,-9170.99114
301,0.400092879,0.959991273,0.149999329,0.299997762,5.543535844,-9176.012125
302,0.399800065,0.959986994,0.149996345,0.300204428,5.500382846,-9177.83831
303,0.412449011,0.959981975,0.149998613,0.299995378,5.510285432,-9168.086877
304,0.416274721,0.961927203,0.179186228,0.299778487,5.531467711,-9173.800108
305,0.41145117,0.959958056,0.150013714,0.300022033,5.530621045,-9171.808024
306,0.367278291,0.957308557,0.16927836,0.297290629,5.4984315,-9163.827372
307,0.337549334,0.953098497,0.148897593,0.301959191,5.501198523,-9176.137311
308,0.398988395,0.958630809,0.145451461,0.298904514,5.498509828,-9169.121358
309,0.414810824,0.960000852,0.196610254,0.299985801,5.504083978,-9176.141003
310,0.400677504,0.959998865,0.152666062,0.300755977,5.49999738,-9169.529117
311,0.402496353,0.957911065,0.151562225,0.298479334,5.49915099,-9172.43693
312,0.340355612,0.954115902,0.189249183,0.299288552,5.523995683,-9169.837777
313,0.402249315,0.961157605,0.171521909,0.298575155,5.496754409,-9172.710964
314,0.36850172,0.941078368,0.193067907,0.286123616,5.490281713,-9162.661573
315,0.392604722,0.959068093,0.149190486,0.299256507,5.504089833,-9168.239178
316,0.412282294,0.959878699,0.158939895,0.303800045,5.500027749,-9172.467305
317,0.405101671,0.959738901,0.157363111,0.300673328,5.501609304,-9166.36099
318,0.409139142,0.959994364,0.153358498,0.310830959,5.499986993,-9178.848689
319,0.400828875,0.959998229,0.150001104,0.300000256,5.501840391,-9165.921232
320,0.384911105,0.960197053,0.178838941,0.299889682,5.499981469,-9168.108028
321,0.376238656,0.960066945,0.150003324,0.300034633,5.499955405,-9171.512934
322,0.199037869,0.959816192,0.149985861,0.29995287,5.499575828,-9179.298764
323,0.418825835,0.959995164,0.150539298,0.301040507,5.49998884,-9164.007154
324,0.395507673,0.959992352,0.170095606,0.299998039,5.504778388,-9167.205989
325,0.397223739,0.960000665,0.149996673,0.299988912,5.499900204,-9176.420208
326,0.412418773,0.963899195,0.165502039,0.300963098,5.500661522,-9167.71601
327,0.398457313,0.958529534,0.155242245,0.30005792,5.505527596,-9166.963728
328,0.361057038,0.932680631,0.190314902,0.310857664,5.482305869,-9164.046097
329,0.44142447,0.946804876,0.184675924,0.293036669,5.539082524,-9160.172989
330,0.318454521,0.959938093,0.149995238,0.299984126,5.553409512,-9176.077396
331,0.546859205,0.935969918,0.173764193,0.279414372,5.526186281,-9161.164009
332,0.396827009,0.959997731,0.153053858,0.300538816,5.499994763,-9173.471588
333,0.291863047,0.957749508,0.159652603,0.291479683,5.489678402,-9164.849873
334,0.497663056,0.959437569,0.150141728,0.300028541,5.50023018,-9172.529838
335,0.398456711,0.960001883,0.154626928,0.300000729,5.499994882,-9171.068147
336,0.38552843,0.960434366,0.149764746,0.30023994,5.500015214,-9168.925194
337,0.397947105,0.960004759,0.150618011,0.300007844,5.500845544,-9163.691036
338,0.418719123,0.950998841,0.146688653,0.282845072,5.466313417,-9163.337633
339,0.42165814,0.956022749,0.166091303,0.305280565,5.508821358,-9161.881546
340,0.48992019,0.962071505,0.153504986,0.296135914,5.49957138,-9171.130675
341,0.479519731,0.961951411,0.151769032,0.298474512,5.496815688,-9166.220066
342,0.40743408,0.959997917,0.153597965,0.303941262,5.499995194,-9169.066696
343,0.397552254,0.95874603,0.152728649,0.299423238,5.499761854,-9169.064987
344,0.399200768,0.959998284,0.157555427,0.300124063,5.505277368,-9167.510073
345,0.390384843,0.959937569,0.149906537,0.302244927,5.502012834,-9171.942005
346,0.339584296,0.959966378,0.149997414,0.299991379,5.548884046,-9173.192753
347,0.451528149,0.959944296,0.150026313,0.300006663,5.499889511,-9168.586687
348,0.394611243,0.96102094,0.1711436,0.299423184,5.50005449,-9170.281369
349,0.315527173,0.960000737,0.149996314,0.299987713,5.531676206,-9167.337945
350,0.399836339,0.959353122,0.149698324,0.299588967,5.499147257,-9169.051892
351,0.653387586,0.959010873,0.149923913,0.299746378,5.497717398,-9177.481503
352,0.372589539,0.958615637,0.141052828,0.303487163,5.547434529,-9165.155875
353,0.398950441,0.962069483,0.175262422,0.291806629,5.503196823,-9154.702903
354,0.388192804,0.953754104,0.151126726,0.266929149,5.492421035,-9163.104721
355,0.364335893,0.958846928,0.175093746,0.302103852,5.500723443,-9155.485809
