window,miu,be,sig,a,p,LogL
939,0.382616182,0.954746541,0.168781253,0.45326023,5.517391653,-9198.482864
940,0.400113257,0.960139305,0.150012418,0.300172583,5.500018752,-9206.907465
941,0.39761951,0.960110726,0.148987178,0.301249129,5.510923673,-9199.806753
942,0.362890178,0.963351457,0.155246287,0.293324249,5.501503309,-9193.081189
943,0.381993131,0.95987465,0.150267211,0.300438774,5.516889931,-9199.054209
944,0.398567489,0.962106426,0.151718668,0.303548643,5.500836936,-9206.199569
945,0.366087201,0.957465731,0.159984207,0.301821329,5.500204728,-9201.241688
946,0.460817453,0.959973175,0.149997937,0.299993122,5.499938096,-9211.012396
947,0.382522946,0.95999219,0.149999399,0.302612205,5.499981977,-9201.622787
948,0.387901105,0.959993355,0.149999489,0.301377942,5.499984665,-9201.55772
949,0.399899813,0.959999435,0.150069546,0.299998819,5.500001874,-9200.700372
950,0.332240124,0.960042687,0.150337015,0.299872313,5.500134261,-9202.951808
951,0.362217851,0.959997415,0.15000969,0.299996239,5.522054265,-9203.07549
952,0.401069154,0.960312856,0.148352269,0.299130029,5.499938742,-9197.99798
953,0.397861334,0.959516712,0.174349315,0.299390694,5.499231605,-9204.381361
954,0.37388467,0.95959584,0.169064305,0.300852541,5.498279779,-9206.073022
955,0.414916225,0.959995712,0.153922027,0.299998901,5.502724521,-9209.713806
956,0.400000971,0.959996332,0.150012956,0.299992784,5.500011515,-9200.082106
957,0.393926511,0.959993523,0.156494221,0.299998339,5.51036497,-9202.376341
958,0.422688343,0.959979303,0.171622575,0.299994693,5.533748458,-9200.139498
959,0.274366921,0.959913141,0.149993319,0.299977728,5.499799556,-9208.912371
960,0.391157517,0.961055056,0.161302551,0.301194904,5.539070208,-9209.672483
961,0.400959005,0.959981687,0.150668243,0.301301562,5.501028525,-9203.034645
962,0.472092138,0.962489925,0.151189086,0.488634362,4.510785323,-9199.758964
963,0.39556516,0.944853083,0.197950868,0.303348645,5.496654332,-9197.322
964,0.389766135,0.959979717,0.149998439,0.299994798,5.499953196,-9207.334108
965,0.433005944,0.959970897,0.149997761,0.299992538,5.523568104,-9204.500755
966,0.443130735,0.964390463,0.192424965,0.50200995,4.50412338,-9207.737215
967,0.40092724,0.959793639,0.149531996,0.302281823,5.503466949,-9204.490716
968,0.399326929,0.959992023,0.152776074,0.299997416,5.500281488,-9209.238994
969,0.456143054,0.959967784,0.149997522,0.299991739,5.546342397,-9201.685379
970,0.308391092,0.960000763,0.149996187,0.299987289,5.560984627,-9204.813444
971,0.406017962,0.96056516,0.154170895,0.299280877,5.497398334,-9211.238571
972,0.397786758,0.959827159,0.150385831,0.301057306,5.501422783,-9203.399649
973,0.311466732,0.939897529,0.170403307,0.278942627,5.505163447,-9192.715448
974,0.393142942,0.96200553,0.147840917,0.297713736,5.502719965,-9203.894561
975,0.376854635,0.959884324,0.149991102,0.299970339,5.523872058,-9213.079825
976,0.398150454,0.959977907,0.160364036,0.299994335,5.499949017,-9194.581415
977,0.409451696,0.959994527,0.174734976,0.305486585,5.49998737,-9205.33333
978,0.38369257,0.960001232,0.149993839,0.299979464,5.509658751,-9205.068852
979,0.47107832,0.962485605,0.162421747,0.50337288,4.502443744,-9208.459996
980,0.403824459,0.960497766,0.168346625,0.296444617,5.514780859,-9202.384123
981,0.395543485,0.948262759,0.169819465,0.279969268,5.483623297,-9187.551769
982,0.394798453,0.959210662,0.153800384,0.501974083,4.501341587,-9200.82794
983,0.414709012,0.959992956,0.149999458,0.307102597,5.512267577,-9211.7948
984,0.392257986,0.960053894,0.151537349,0.300178782,5.507705017,-9201.642778
985,0.403296281,0.946891312,0.17858097,0.309171676,5.514981441,-9206.43737
986,0.391772884,0.959989445,0.164422991,0.299997294,5.501987336,-9197.953504
987,0.404558613,0.959931221,0.150188172,0.304208167,5.499638975,-9210.483508
988,0.39420521,0.959985963,0.14999892,0.299996401,5.499967607,-9201.944161
989,0.373033034,0.960788581,0.181605618,0.29943479,5.49990795,-9202.593279
990,0.385832626,0.960775353,0.16366186,0.293872375,5.624886138,-9201.119559
991,0.392821659,0.959987371,0.149999029,0.299996762,5.521645862,-9193.733821
992,0.351184983,0.959086376,0.173960364,0.309259266,5.51531375,-9216.67001
993,0.410451825,0.959987925,0.149999059,0.299996949,5.525767507,-9206.761111
994,0.399400121,0.959999435,0.150269486,0.300435042,5.499998697,-9207.840837
995,0.386932516,0.960201641,0.169355811,0.298318813,5.499393858,-9204.922381
996,0.399539913,0.959994239,0.159609629,0.299998523,5.508585946,-9203.990013
997,0.399501765,0.960073945,0.154125571,0.301097987,5.500074128,-9202.719415
998,0.386401125,0.957545371,0.175208867,0.300458759,5.517174566,-9204.223497
999,0.406455868,0.960158289,0.203028755,0.432332115,5.49907482,-9209.721464
1000,0.352984531,0.942463312,0.190546731,0.29191312,5.506819269,-9189.311358
1001,0.299455897,0.96604665,0.151544251,0.253426119,5.625411683,-9210.942746
1002,0.387840765,0.937011189,0.163065759,0.412876108,5.502151382,-9206.420978
1003,0.373276829,0.96009974,0.154058479,0.300491095,5.611009597,-9214.261163
1004,0.438442161,0.959978416,0.14999834,0.299994466,5.49995019,-9211.482561
1005,0.407639576,0.957384447,0.148772847,0.300636439,5.529445157,-9207.30248
1006,0.372111428,0.958969729,0.169736499,0.296981837,5.501863404,-9210.244395
1007,0.284636015,0.960026075,0.149869627,0.499565422,4.4960888,-9219.901802
1008,0.380331455,0.959792018,0.190734511,0.444697382,5.499490988,-9206.684724
1009,0.387483129,0.959619917,0.156750908,0.300046782,5.498333115,-9208.87462
1010,0.348966383,0.959951964,0.170587509,0.299985732,5.501521324,-9205.095832
1011,0.400264719,0.960161385,0.150331867,0.30011862,5.49989513,-9204.674652
1012,0.505670928,0.959940421,0.149995417,0.299984723,5.510382058,-9212.421399
1013,0.495167523,0.959239629,0.148923744,0.303805403,5.504360021,-9212.454492
1014,0.312064682,0.959713409,0.150333576,0.300741344,5.521395243,-9211.368277
1015,0.381204618,0.940181906,0.193545911,0.433120519,5.514426955,-9192.900677
1016,0.410844914,0.960271034,0.149788454,0.302890071,5.500333673,-9211.762227
1017,0.419942724,0.959993186,0.152446528,0.304206806,5.499984274,-9217.74945
1018,0.397853205,0.960818989,0.149553905,0.300748901,5.501526684,-9209.43475
1019,0.401680054,0.9602079,0.150310147,0.501387834,4.499448375,-9223.307654
1020,0.394165321,0.956717039,0.146849262,0.30305567,5.510893159,-9221.73675
1021,0.389567584,0.948195271,0.152725342,0.429270198,5.490238071,-9207.894864
1022,0.388675332,0.962444885,0.156007699,0.307568351,5.528918588,-9220.017412
1023,0.399735959,0.960189528,0.151052861,0.498961907,4.500014573,-9218.578957
1024,0.416315967,0.960275302,0.20009243,0.300049369,5.499281025,-9223.870148
1025,0.401119466,0.960014257,0.149928419,0.299911805,5.500460068,-9212.764744
1026,0.397452339,0.960080949,0.150645386,0.302385594,5.500445234,-9221.959479
1027,0.695122429,0.961088284,0.159267751,0.278412922,5.467092615,-9213.999033
1028,0.450948704,0.943886824,0.155039647,0.280297209,5.505591536,-9204.414225
1029,0.4106005,0.959399824,0.194016936,0.435116814,5.497018888,-9206.315896
1030,0.488651736,0.959941263,0.176141785,0.299984939,5.583257798,-9219.53782
1031,0.393740695,0.959862358,0.150773387,0.298402259,5.507789922,-9208.875179
1032,0.450076025,0.9600012,0.149993999,0.299979996,5.655177874,-9221.507151
1033,0.360017962,0.959873332,0.149990256,0.300348198,5.49970769,-9213.915686
1034,0.346724403,0.96509469,0.162392349,0.299101153,5.496890645,-9212.494187
1035,0.389002222,0.959983496,0.14999873,0.499995768,4.51921499,-9213.79426
1036,0.445430177,0.950630398,0.139853519,0.29440822,5.487720657,-9213.460774
1037,0.407129768,0.956376391,0.162178756,0.298048042,5.492886468,-9200.601226
1038,0.230981631,0.960001304,0.149993479,0.299978263,5.499804363,-9221.555805
1039,0.399805624,0.960178881,0.152421682,0.298229141,5.503648511,-9212.234742
1040,0.351562584,0.960000789,0.149996054,0.299986846,5.530918435,-9221.624712
1041,0.35974378,0.959444849,0.191160724,0.30075176,5.500685702,-9217.565414
1042,0.357293556,0.930329421,0.20659774,0.272697481,5.562371787,-9204.783157
1043,0.549367255,0.964353583,0.152978164,0.482931649,4.587745257,-9211.397683
1044,0.385194067,0.960000618,0.166203709,0.499989693,4.577757747,-9218.730142
1045,0.402846147,0.959942472,0.151682139,0.300976324,5.500100525,-9210.640188
1046,0.309506065,0.959965415,0.14999734,0.499991132,4.52499744,-9216.663436
1047,0.398994607,0.958802216,0.139417301,0.497280164,4.499753267,-9219.052507
1048,0.385754204,0.959886924,0.149832234,0.299420874,5.499839897,-9222.684177
1049,0.399373553,0.960416245,0.150025533,0.302732142,5.50377797,-9222.110404
1050,0.4134267,0.936656146,0.178433639,0.482684685,4.534710568,-9196.797916
1051,0.28832225,0.959961331,0.172681762,0.299990085,5.499910764,-9220.951389
1052,0.438034592,0.960000633,0.149996834,0.299989446,5.499905017,-9212.195602
1053,0.492769926,0.961588141,0.152880943,0.441341266,5.571773049,-9206.067073
1054,0.410498574,0.937049364,0.185264039,0.429505426,5.549433615,-9192.074985
1055,0.40117177,0.959983896,0.150271759,0.50089892,4.500015381,-9211.740095
1056,0.400012758,0.959998007,0.149997559,0.299999432,5.499993841,-9205.208782
1057,0.401070326,0.959656427,0.150669275,0.299986052,5.500064273,-9219.462252
1058,0.42049724,0.963269258,0.182887431,0.497484686,4.501233299,-9214.996088
1059,0.384994853,0.959973782,0.191405379,0.431569558,5.526543315,-9205.570695
1060,0.392956578,0.959994182,0.172871166,0.299998508,5.499986575,-9214.505003
1061,0.391070915,0.960483152,0.152001005,0.297359288,5.498575965,-9210.443684
1062,0.38480339,0.966807735,0.19047005,0.296928182,5.498698546,-9212.321369
1063,0.410768656,0.956423205,0.167298801,0.492566878,4.496216738,-9205.126533
1064,0.352196944,0.959922524,0.14999404,0.299980134,5.59271619,-9222.430731
1065,0.399310534,0.959925896,0.159366915,0.299773459,5.500963259,-9205.205286
1066,0.384598055,0.960540645,0.197758232,0.499664999,4.500124616,-9222.695886
1067,0.375072205,0.958854761,0.147209572,0.296216815,5.50263221,-9201.22166
1068,0.439555355,0.962490901,0.155289483,0.299161918,5.536058492,-9211.827868
1069,0.399630031,0.959953493,0.149794305,0.300211124,5.500013125,-9207.681187
1070,0.410756147,0.959989149,0.167169004,0.299997218,5.523705812,-9203.326624
1071,0.36645099,0.959887863,0.150001199,0.300001431,5.499814358,-9216.222246
1072,0.355475883,0.958240498,0.163048398,0.499775181,4.493217969,-9216.230456
1073,0.350879084,0.940313629,0.149046575,0.457695081,5.459296233,-9228.050629
1074,0.406145714,0.961065923,0.166772445,0.301220229,5.515063072,-9213.904771
1075,0.403250119,0.959997105,0.154483201,0.300545249,5.505488126,-9211.905413
1076,0.355065179,0.95998209,0.149998622,0.299995408,5.49995867,-9213.331217
1077,0.395328705,0.959998203,0.154418964,0.301738117,5.501474641,-9215.44934
1078,0.396811655,0.960850029,0.166539513,0.294586316,5.502824921,-9204.547666
1079,0.535261881,0.937074123,0.177979763,0.273105574,5.51408772,-9203.272246
1080,0.332916309,0.960008567,0.149957164,0.299857214,5.498714924,-9215.15571
1081,0.34712366,0.959851121,0.149988548,0.499961826,4.499656432,-9217.573947
1082,0.500350573,0.960036264,0.190674135,0.300056129,5.499895058,-9216.640571
1083,0.402181967,0.960221258,0.162183055,0.503967517,4.493369822,-9221.21718
1084,0.397347359,0.956536917,0.137955485,0.42728228,5.517917596,-9206.373284
1085,0.400933974,0.959945061,0.150759838,0.302034944,5.501565035,-9208.563374
1086,0.401949818,0.9600951,0.170769964,0.300141797,5.500196857,-9211.75772
1087,0.459757396,0.933570912,0.155908431,0.286976251,5.467380385,-9205.23087
1088,0.404098833,0.96000054,0.172115102,0.29999113,5.501217759,-9211.853411
1089,0.285363132,0.975435647,0.148501382,0.289990209,5.496590468,-9227.398103
1090,0.481722257,0.959882855,0.200500619,0.298355391,5.506665225,-9212.561119
1091,0.398843061,0.95999779,0.156402964,0.299999433,5.4999949,-9206.957593
1092,0.396150088,0.960032421,0.150596226,0.306495546,5.518168731,-9226.178756
1093,0.406261652,0.959997005,0.153393089,0.306185319,5.504341103,-9211.220892
1094,0.3953597,0.960580714,0.150150195,0.299249505,5.499945426,-9219.148208
1095,0.428163412,0.960001084,0.154617784,0.302781911,5.499837365,-9219.073383
1096,0.399996401,0.960014706,0.150499105,0.300233357,5.50066055,-9212.404459
1097,0.405306624,0.959788328,0.150120914,0.302180496,5.500134616,-9220.336737
1098,0.476718151,0.959914027,0.157509273,0.300034861,5.499880638,-9211.756517
1099,0.401004045,0.959485485,0.149675006,0.299676697,5.505004689,-9214.798252
1100,0.405057752,0.960207083,0.15665349,0.299928059,5.499899121,-9216.719964
1101,0.400418315,0.961134903,0.167190451,0.296615186,5.501456506,-9215.510341
1102,0.398085993,0.959997749,0.159248987,0.299999423,5.499994804,-9211.947326
1103,0.413072777,0.960235672,0.151726111,0.301036876,5.500446415,-9218.880022
1104,0.392909897,0.952937763,0.168629847,0.293316622,5.49620156,-9201.969933
1105,0.374944518,0.960000573,0.180258267,0.299996893,5.521072025,-9221.383933
1106,0.359523287,0.930987963,0.16500678,0.430699783,5.477832846,-9207.111773
1107,0.492242022,0.958239934,0.14912949,0.490533356,4.496541353,-9205.537583
1108,0.330566447,0.946297756,0.14573393,0.268306362,5.512802833,-9213.309506
1109,0.419138757,0.959985085,0.149998853,0.299996176,5.499965581,-9212.098044
1110,0.37994878,0.960205902,0.14793618,0.298863174,5.499353946,-9221.330866
1111,0.382509781,0.959991207,0.149999324,0.499997745,4.499979709,-9219.556743
1112,0.518174658,0.95926893,0.149172366,0.300880738,5.499372298,-9208.039115
1113,0.383319585,0.956436432,0.149924438,0.289454232,5.517718905,-9203.678554
1114,0.278733482,0.947399865,0.173542935,0.277992272,5.562724837,-9206.522159
1115,0.411229893,0.960682352,0.185531051,0.432934138,5.527620843,-9216.952295
1116,0.319187241,0.888988149,0.245877586,0.456805969,5.477327875,-9209.048282
1117,0.313452761,0.960005729,0.149971356,0.499904519,4.499140671,-9213.915171
1118,0.400158768,0.960976976,0.149125582,0.298635014,5.505134811,-9214.338063
1119,0.514228594,0.959963351,0.180482913,0.299990603,5.540096769,-9222.184846
1120,0.402447652,0.952698525,0.140695068,0.294191903,5.540216018,-9220.113119
1121,0.40018306,0.960008464,0.150536762,0.300654309,5.500002612,-9214.828806
1122,0.470636831,0.960000784,0.149996082,0.499986942,4.499882475,-9212.859208
1123,0.395771539,0.959894786,0.150137496,0.30819159,5.514286825,-9229.150683
1124,0.550045093,0.959909001,0.182307027,0.299976667,5.499790003,-9216.467938
1125,0.400029011,0.960012844,0.150082554,0.300045092,5.500020036,-9211.48745
1126,0.33010482,0.95933059,0.149948507,0.499828357,4.498455209,-9220.634811
1127,0.3991864,0.960198708,0.150113971,0.30004844,5.499953217,-9211.300222
1128,0.399268541,0.959993369,0.14997553,0.300049637,5.500299327,-9214.094004
1129,0.39146699,0.956903282,0.166584246,0.298659473,5.510431481,-9208.962003
1130,0.400620801,0.959990037,0.173854429,0.299997445,5.499977009,-9214.066281
1131,0.42974418,0.960013957,0.202464329,0.499767385,4.497906469,-9220.256309
1132,0.398190893,0.960239853,0.15461657,0.294191634,5.495936984,-9216.961244
1133,0.393125662,0.948059182,0.170827406,0.285091115,5.53643834,-9201.602398
1134,0.406461184,0.955982083,0.149338073,0.30312712,5.504849279,-9215.1315
1135,0.34523132,0.960035979,0.149947117,0.300030905,5.510742199,-9216.256069
1136,0.379977946,0.944147153,0.186138205,0.305289153,5.462085002,-9209.616211
1137,0.436391834,0.959994511,0.170166945,0.299995224,5.519055635,-9214.721376
1138,0.379893914,0.960279114,0.182331983,0.30014396,5.500478163,-9214.164228
1139,0.416352826,0.943565619,0.181840426,0.295287976,5.492873584,-9201.086178
1140,0.414259068,0.959981159,0.16689466,0.300077073,5.499928932,-9206.297259
1141,0.400100099,0.959971365,0.149935262,0.50022712,4.50021963,-9208.811253
1142,0.478000417,0.958889868,0.156115256,0.47449447,4.52679691,-9193.224813
1143,0.372507666,0.95317493,0.165131281,0.294391012,5.497349296,-9210.294791
1144,0.389068519,0.959994232,0.15352626,0.299998531,5.499986693,-9211.791499
1145,0.456393924,0.96000469,0.149983327,0.299952643,5.499842385,-9225.604186
1146,0.400716006,0.959987422,0.170243638,0.299996775,5.499970975,-9214.096011
1147,0.356470955,0.951104719,0.151459043,0.298219785,5.561191147,-9219.087625
1148,0.63611223,0.960004489,0.149977554,0.299925179,5.499326613,-9228.957561
1149,0.395341043,0.959996633,0.188288059,0.299994584,5.499966141,-9219.11344
1150,0.37509424,0.944917397,0.147391837,0.285094843,5.491258529,-9210.462541
1151,0.368796022,0.962365273,0.145422576,0.290918474,5.496652049,-9211.727951
1152,0.413383958,0.959992879,0.159178879,0.305224756,5.503477038,-9217.493652
1153,0.424116561,0.958846355,0.184576604,0.303313046,5.499571436,-9215.608464
1154,0.399880216,0.95999889,0.153834847,0.501395175,4.500315273,-9208.383157
1155,0.402913843,0.958266447,0.198597392,0.501242197,4.514057597,-9225.03008
1156,0.608938555,0.95991977,0.149996808,0.299975434,5.499752859,-9228.669859
1157,0.396984516,0.959998921,0.151779741,0.301534525,5.500589929,-9226.052912
1158,0.457491703,0.974333818,0.207654572,0.42875356,5.491821303,-9256.517801
1159,0.356919705,0.959922256,0.149993954,0.299980066,5.499820551,-9216.986872
1160,0.399361791,0.959994911,0.149998592,0.300006442,5.499990157,-9219.098071
1161,0.409509107,0.960703979,0.162488458,0.302781824,5.522251941,-9224.706457
1162,0.388982803,0.95997822,0.149998324,0.299994415,5.499949738,-9219.233563
1163,0.496044059,0.959134585,0.14993343,0.299778099,5.498002889,-9225.486522
1164,0.40307863,0.95999839,0.151393254,0.301692383,5.499996284,-9218.49019
1165,0.398470867,0.960731384,0.174883084,0.304832879,5.513222262,-9228.388257
1166,0.400369238,0.960011648,0.150280946,0.300153422,5.499679635,-9218.758943
1167,0.398294615,0.953512376,0.143586887,0.290734083,5.501577002,-9227.889227
1168,0.423443664,0.959356264,0.168789661,0.299499871,5.501944315,-9215.857835
1169,0.401970976,0.961072882,0.153845886,0.488212704,4.519773297,-9209.83158
1170,0.402342668,0.96043556,0.166354392,0.272814883,5.48773939,-9207.849439
1171,0.40021351,0.959998589,0.150499711,0.300460844,5.4999951,-9211.83139
1172,0.31013929,0.938386119,0.176749948,0.291957802,5.478120319,-9210.758751
1173,0.396523994,0.958338327,0.152857359,0.298661295,5.502746975,-9213.630353
1174,0.467236102,0.941807966,0.174640556,0.46989719,4.508916595,-9203.11201
1175,0.400319412,0.960099348,0.150712086,0.299898813,5.500481801,-9222.477859
1176,0.422688416,0.952880668,0.147806037,0.298255444,5.523118548,-9218.769878
1177,0.398341443,0.963493309,0.146914007,0.278915288,5.490071404,-9213.355637
1178,0.378349875,0.949720892,0.155873113,0.427481314,5.524203302,-9215.817303
1179,0.401316322,0.959997409,0.149995652,0.300390218,5.499996867,-9228.696998
1180,0.269551201,0.960253748,0.177909077,0.300781055,5.50008087,-9225.976841
1181,0.233785782,0.959916697,0.149993592,0.29997864,5.535800801,-9226.787951
1182,0.407700591,0.947608173,0.141924323,0.290592265,5.496131249,-9214.825181
1183,0.394586231,0.960177328,0.15442551,0.49946197,4.520280128,-9218.289697
1184,0.38132403,0.960023059,0.166726537,0.299991311,5.499960376,-9214.711443
1185,0.380635947,0.963751797,0.151203702,0.301319855,5.502983131,-9224.095916
1186,0.398738356,0.910933324,0.235924887,0.426065199,5.531438468,-9212.818051
1187,0.406435909,0.959985519,0.150000571,0.500007201,4.503994004,-9214.935272
1188,0.488521961,0.954596716,0.151531487,0.302547703,5.509404062,-9213.376645
1189,0.401366018,0.960380247,0.150045367,0.301194608,5.507504695,-9219.069219
1190,0.244952772,0.956730679,0.208357602,0.449504459,5.421107647,-9228.537769
1191,0.36751174,0.934121193,0.190317769,0.435088456,5.561788488,-9201.221425
1192,0.442865685,0.957050788,0.191561076,0.463777906,5.638214281,-9247.084484
1193,0.482763725,0.931400516,0.19852767,0.269701762,5.58716437,-9206.132175
1194,0.512757645,0.96227261,0.151514857,0.289222924,5.52297005,-9208.205754
1195,0.431001279,0.972906081,0.139596411,0.419275427,5.517827312,-9220.686403
1196,0.400958977,0.959999468,0.150491401,0.501316382,4.500898909,-9216.257476
1197,0.482051886,0.960387515,0.173839063,0.299553611,5.518361177,-9215.321332
1198,0.400116971,0.959996631,0.15358244,0.300994326,5.504368891,-9218.36364
1199,0.441545987,0.959960795,0.149996984,0.299989948,5.499909528,-9223.056788
1200,0.405318665,0.960034431,0.199387332,0.440618827,5.529586813,-9217.091081
1201,0.419185901,0.960000553,0.186436658,0.299990776,5.499916983,-9217.306672
1202,0.370842214,0.962167181,0.149141028,0.297100105,5.59289724,-9230.364162
1203,0.401043766,0.959997681,0.155288353,0.301664734,5.502595968,-9218.538464
1204,0.434257422,0.923615702,0.208545968,0.456338582,5.507905411,-9202.72007
1205,0.359139875,0.959994111,0.18452212,0.299968031,5.499878645,-9219.351202
1206,0.435205324,0.961452324,0.153090314,0.299145244,5.5009133,-9214.387861
1207,0.349086384,0.939214674,0.172630274,0.283351907,5.474171107,-9200.52725
1208,0.399115955,0.959800978,0.149879631,0.299840923,5.499900998,-9213.989701
1209,0.401346521,0.959997796,0.155488636,0.303305681,5.499994914,-9208.702207
1210,0.489980451,0.942877787,0.155527389,0.292837613,5.533418589,-9208.991192
1211,0.400747676,0.959944674,0.14983082,0.300417643,5.499940788,-9214.005334
1212,0.408517401,0.949546584,0.166127311,0.300713104,5.501801606,-9210.921237
1213,0.419103682,0.956642699,0.146034498,0.291929629,5.499924394,-9202.582849
1214,0.320694785,0.959932393,0.149997257,0.30003384,5.499936232,-9211.117999
1215,0.460491999,0.960010296,0.149992315,0.299998485,5.502678164,-9207.050158
1216,0.399715434,0.918119689,0.17040918,0.265044266,5.703789654,-9205.504908
1217,0.353061493,0.922773729,0.164989867,0.428967191,5.556710388,-9204.707879
1218,0.466786337,0.959978198,0.149998323,0.302586366,5.499949688,-9215.16926
1219,0.336173439,0.958309178,0.197126851,0.302166626,5.500065668,-9215.734518
1220,0.386288185,0.919754846,0.207311018,0.433343421,5.520735929,-9193.82409
1221,0.416056866,0.945727441,0.152525588,0.29645726,5.497040037,-9202.902681
1222,0.396107844,0.959998424,0.151669119,0.300706983,5.499996344,-9211.754695
1223,0.389473555,0.957863304,0.153353472,0.295672684,5.516667224,-9211.122333
1224,0.484960835,0.918614897,0.236298177,0.469199988,5.512964541,-9215.14668
1225,0.39978281,0.960005334,0.149973155,0.300880781,5.502935831,-9211.94741
1226,0.404323863,0.953020964,0.150557108,0.298743039,5.500097198,-9208.390821
1227,0.351321354,0.960088254,0.149994881,0.300135021,5.500037953,-9213.244129
1228,0.464410457,0.942496748,0.187494969,0.470995245,5.504591304,-9228.19303
1229,0.401436669,0.95998919,0.167878402,0.304436126,5.502072604,-9208.99128
1230,0.458895039,0.975770834,0.113922523,0.419794572,5.527340964,-9218.256715
1231,0.379335645,0.959986544,0.150522539,0.29999655,5.534509106,-9211.536198
1232,0.427363276,0.959773788,0.159117852,0.30986964,5.500737467,-9224.658645
1233,0.387964664,0.96004209,0.156922378,0.295091425,5.504365964,-9212.058393
1234,0.419727059,0.960131231,0.217293122,0.496919317,5.544273964,-9301.32613
1235,0.402432403,0.959998598,0.152143259,0.301246589,5.501090282,-9220.842951
1236,0.440174818,0.925927992,0.179207686,0.294818248,5.508928943,-9197.306221
1237,0.362317473,0.965476526,0.206743318,0.479660972,5.479331709,-9261.331023
1238,0.433241501,0.961834446,0.153428634,0.304407011,5.499143578,-9224.649465
1239,0.3910477,0.961466021,0.148866743,0.299250066,5.499722626,-9213.393338
1240,0.41995675,0.944170728,0.168517209,0.283452882,5.47217333,-9192.125509
1241,0.493374908,0.959989036,0.172566614,0.300109117,5.499953875,-9202.566582
1242,0.387303452,0.96021264,0.16277999,0.300193137,5.5001119,-9210.851395
1243,0.375961289,0.955062186,0.148122424,0.299340296,5.501084825,-9196.825187
1244,0.401007509,0.960055144,0.160770011,0.306214309,5.50006276,-9215.983031
1245,0.607609802,0.945778956,0.188397598,0.277117287,5.695532738,-9204.014101
1246,0.375660554,0.959990127,0.149999248,0.29999748,5.499977261,-9203.672899
1247,0.361676879,0.961947673,0.15089291,0.297323444,5.498134741,-9212.183005
1248,0.408168847,0.958926751,0.162444897,0.297380748,5.497415249,-9211.048967
1249,0.406235461,0.957893618,0.163390246,0.297891506,5.505743219,-9201.061752
1250,0.461088511,0.960003755,0.149981223,0.29993741,5.605229646,-9216.802461
1251,0.415423998,0.971310149,0.195398586,0.438335317,5.542049296,-9226.439596
1252,0.347741698,0.960137464,0.150504519,0.300391389,5.526827661,-9215.222129
1253,0.359845936,0.939391452,0.206513823,0.307882177,5.548820251,-9203.190659
1254,0.535828639,0.967035272,0.174436803,0.290040268,5.475987812,-9220.654781
1255,0.304155387,0.959561058,0.149741672,0.301130662,5.50045852,-9224.260374
1256,0.407127128,0.957370868,0.160122909,0.303921337,5.502930607,-9213.285111
1257,0.392183587,0.95999312,0.149999471,0.299998236,5.499984123,-9205.77459
1258,0.471095552,0.960074275,0.150517596,0.299865408,5.499679873,-9204.911266
1259,0.421038354,0.946123243,0.195298304,0.448276729,5.470126438,-9197.12566
1260,0.510919779,0.950344156,0.202540922,0.287879596,5.653657659,-9190.883091
1261,0.490734824,0.957463575,0.157083199,0.290997348,5.504984315,-9201.785358
1262,0.419500047,0.96016553,0.171473757,0.300333379,5.520634872,-9214.899506
1263,0.392193786,0.9564396,0.176519704,0.455284942,5.52591678,-9213.838318
1264,0.366170249,0.959988762,0.168092797,0.299997118,5.499974066,-9199.741173
1265,0.361198938,0.919192764,0.224872446,0.473267365,5.511384227,-9224.440475
1266,0.550144208,0.95813323,0.182519853,0.301618506,5.519455959,-9209.470636
1267,0.310471508,0.959642852,0.150611162,0.300794938,5.514324178,-9216.076405
1268,0.273045376,0.959896847,0.184276987,0.297808345,5.502769124,-9210.142057
1269,0.449643521,0.955145552,0.146375729,0.29946915,5.501445982,-9215.676662
1270,0.46107927,0.960000797,0.149996013,0.301265619,5.499880382,-9217.233253
1271,0.406476678,0.959914633,0.172802004,0.299815094,5.500073986,-9207.088883
1272,0.363126114,0.90665119,0.279238012,0.450609988,5.618003517,-9213.246748
1273,0.394378061,0.951655125,0.159539939,0.461266603,5.522839172,-9225.707064
1274,0.439322382,0.956605354,0.151511673,0.295154241,5.531098249,-9202.353493
1275,0.392591079,0.960290592,0.152812026,0.299952466,5.500331803,-9210.452514
1276,0.401013254,0.952605925,0.15285203,0.419172071,5.565228682,-9197.383918
1277,0.563519093,0.9597707,0.149982362,0.299941205,5.499470847,-9212.358517
1278,0.417458693,0.959988684,0.159948194,0.299997098,5.514046627,-9205.716823
1279,0.396186523,0.912882608,0.225704388,0.445536171,5.503044737,-9192.676922
1280,0.382734106,0.961170938,0.169541447,0.301033995,5.497997529,-9209.460663
1281,0.334722446,0.949411616,0.194011435,0.475556046,5.548377211,-9246.709582
1282,0.423908469,0.929453262,0.195151324,0.419995502,5.486469679,-9198.496912
1283,0.351328308,0.960000583,0.184119942,0.299990281,5.521774861,-9215.497804
1284,0.459894269,0.961087107,0.190409776,0.299834116,5.635152123,-9227.027903
1285,0.433292879,0.952942977,0.172631707,0.300893395,5.498016934,-9204.531102
1286,0.398227667,0.95996348,0.149982759,0.299926584,5.500008691,-9204.302519
1287,0.43227706,0.942776042,0.148576965,0.435549995,5.53860456,-9211.907009
1288,0.482172194,0.962558213,0.150317462,0.299157354,5.571077594,-9222.680415
1289,0.400058411,0.959730157,0.169051152,0.301606118,5.50557868,-9217.499069
