window,miu,be,sig,a,LogL
997,0.627870267,0.725259954,0.354158129,1.15412341,-9414.12063
998,0.399887734,0.899994975,0.30019608,0.500055154,-9298.902678
999,0.356791792,0.89992459,0.299893279,0.505832675,-9306.300806
1000,0.472660663,0.868203479,0.36023627,1.304872072,-9291.957803
1001,0.413454767,0.899573411,0.311629871,0.500695307,-9292.393557
1002,0.308214631,0.908568738,0.307301444,0.497518403,-9310.739359
1003,0.386887607,0.900547175,0.319570001,0.500433589,-9316.627742
1004,0.400037783,0.899938421,0.30022639,0.500187781,-9309.07883
1005,0.411289369,0.899702932,0.304422192,0.500335818,-9313.565199
1006,0.403148474,0.900965716,0.3046764,0.501309776,-9291.083246
1007,0.382408345,0.894722614,0.328819061,0.496070592,-9285.669803
1008,0.449506351,0.900000657,0.350697537,0.499990505,-9310.695939
1009,0.398895085,0.900452392,0.306531515,0.503390319,-9300.291901
1010,0.400724421,0.899998497,0.300899841,0.499998966,-9306.156529
1011,0.379972939,0.899996178,0.304389515,0.511012358,-9310.618881
1012,0.349754848,0.89358272,0.28914748,0.489953446,-9295.062205
1013,0.417751826,0.899895019,0.335808107,0.499927791,-9315.625069
1014,0.403624489,0.899998289,0.305525324,0.507566337,-9302.238953
1015,0.537022141,0.900030149,0.299931183,0.499886731,-9306.317199
1016,0.404064009,0.899853155,0.300818603,0.499979158,-9303.65782
1017,0.404988834,0.900311077,0.301177026,0.504157644,-9340.111642
1018,0.383850061,0.900008279,0.29999074,0.500021917,-9310.777123
1019,0.507151185,0.90000103,0.299996565,0.499985116,-9305.828688
1020,0.355067605,0.89997325,0.349342191,0.499981601,-9305.948421
1021,0.496353574,0.900478149,0.303655166,0.499764224,-9304.668858
1022,0.403056626,0.899955441,0.300029595,0.501910546,-9305.908379
1023,0.385590287,0.903659087,0.298376126,0.498927647,-9294.053287
1024,0.539745886,0.900009407,0.299968599,1.490187408,-9489.275141
1025,0.197601866,0.900004781,0.299984062,0.499930937,-9323.487725
1026,0.462608362,0.899720126,0.299955576,0.499807494,-9316.58816
1027,0.382800622,0.89868556,0.315530552,0.489108666,-9297.470634
1028,0.512190893,0.900753914,0.299683157,0.500719571,-9311.708946
1029,0.29048507,0.899974721,0.299995987,0.507318416,-9310.253136
1030,0.426677924,0.900000548,0.299998217,1.299991985,-9309.585632
1031,0.421577335,0.899922624,0.363346779,0.501923637,-9317.875635
1032,0.410489204,0.901249725,0.335523311,0.493028221,-9313.41436
1033,0.454146013,0.900267712,0.300102417,0.498823516,-9314.06554
1034,0.375030637,0.89992505,0.328636217,0.499979279,-9296.790859
1035,0.456959695,0.899995785,0.29999888,0.499974731,-9302.95028
1036,0.35751698,0.900001764,0.299994119,0.499974514,-9322.710142
1037,0.33024771,0.89998765,0.299983375,1.300018768,-9321.144599
1038,0.415830128,0.899983366,0.337960675,0.50019112,-9324.936438
1039,0.34206215,0.900000767,0.306962642,1.327533681,-9336.237363
1040,0.407535003,0.894492666,0.294381981,0.506629972,-9310.809895
1041,0.47577094,0.909732821,0.319077595,0.50396697,-9318.820284
1042,0.403516603,0.901945446,0.301056093,0.495394859,-9302.098372
1043,0.378712591,0.900323858,0.307818619,0.500081918,-9300.243593
1044,0.467619023,0.899828508,0.299967444,0.499947332,-9314.445446
1045,0.405267454,0.896157696,0.310356837,0.50093769,-9317.558303
1046,0.394973129,0.900260471,0.30932898,0.506282065,-9321.163998
1047,0.308258581,0.899826091,0.300057005,0.499798242,-9317.472337
1048,0.384625232,0.900978825,0.316587866,0.501416871,-9299.244162
1049,0.518757804,0.938207936,0.276054035,1.024445381,-9378.102949
1050,0.541067494,0.903863184,0.287901154,1.405090073,-9409.854624
1051,0.403506393,0.899084632,0.299300501,0.499204562,-9322.394046
1052,0.395610367,0.898797166,0.302784485,0.499549151,-9319.517403
1053,0.296324056,0.899985531,0.299997703,0.499990048,-9325.544633
1054,0.307819808,0.896238086,0.313174982,0.493004709,-9312.60636
1055,0.563743643,0.900002847,0.29999051,0.499958876,-9314.537878
1056,0.449159923,0.900112948,0.299559788,0.499715342,-9304.989115
1057,0.360715773,0.900000522,0.299998259,0.520100132,-9331.185849
1058,0.415020768,0.897959809,0.301947082,0.337733088,-9280.926152
1059,0.606716038,0.891408925,0.340003964,0.504817426,-9336.076997
1060,0.381527607,0.899531378,0.299968681,0.499537205,-9312.689419
1061,0.354570253,0.914308375,0.333704591,1.488404738,-9517.39087
1062,0.402758603,0.8999988,0.302340374,0.499999175,-9321.080208
1063,0.404627724,0.90000269,0.316137404,0.499995212,-9303.717174
1064,0.399325986,0.836044901,0.399251905,1.286532037,-9285.593496
1065,0.245549959,0.899896369,0.299973992,0.499958002,-9322.455559
1066,0.273115998,0.879175287,0.323982755,0.494430533,-9300.027168
1067,0.396786026,0.8999995,0.303989435,0.501039683,-9322.256091
1068,0.40142884,0.899999472,0.302028027,0.500265377,-9303.313261
1069,0.402206299,0.899903374,0.300081997,0.502740153,-9304.552323
1070,0.413499434,0.898553297,0.312359195,0.527207043,-9305.449787
1071,0.48350131,0.899163282,0.329348263,0.501663925,-9305.473305
1072,0.391268182,0.900847811,0.308929236,0.502281632,-9309.000567
1073,0.455613722,0.901539477,0.300884928,0.499441851,-9324.671858
1074,0.413991705,0.899997633,0.309684621,0.505021309,-9310.700461
1075,0.343074512,0.884440243,0.32366929,0.486331959,-9296.839858
1076,0.396573506,0.899025884,0.302762435,0.50227725,-9298.173266
1077,0.403123009,0.899985219,0.300075112,0.499702598,-9305.031277
1078,0.406397137,0.902037373,0.344716319,0.495776688,-9311.302978
1079,0.357069157,0.901937859,0.311023379,0.491857973,-9311.843747
1080,0.403888007,0.899993332,0.31231691,0.514459621,-9315.758215
1081,0.448720286,0.899928048,0.334963054,0.499950509,-9325.615489
1082,0.376946187,0.899996242,0.299999403,0.499997415,-9304.24168
1083,0.400753483,0.899870004,0.300051156,0.500290353,-9316.75321
1084,0.389504527,0.887403407,0.290081467,0.491280625,-9305.652269
1085,0.444831649,0.905103873,0.292674054,0.487538331,-9293.602805
1086,0.397007729,0.900106287,0.30499074,0.507861484,-9309.65617
1087,0.396708586,0.908946452,0.286175163,0.497746635,-9313.636844
1088,0.402730964,0.891331945,0.340627109,0.503125817,-9311.207107
1089,0.409443055,0.900100142,0.299778217,0.502176072,-9310.845457
1090,0.448897779,0.906017193,0.304038871,0.490038743,-9306.308134
1091,0.390320247,0.899996549,0.31164104,0.499997626,-9301.900247
1092,0.431286616,0.898453659,0.308265821,0.500171507,-9287.820873
1093,0.416179641,0.900109794,0.304479852,0.499915212,-9303.638254
1094,0.456057922,0.887034896,0.323766686,0.490959029,-9284.345743
1095,0.322269346,0.899780282,0.359648392,0.499848871,-9319.889803
1096,0.398679456,0.891630371,0.300866729,1.297253573,-9306.62825
1097,0.492581528,0.898671456,0.314641739,0.47518678,-9301.064361
1098,0.447372841,0.90044325,0.299340842,0.49929251,-9307.243512
1099,0.293172936,0.890273732,0.320426158,0.503367079,-9298.170063
1100,0.400799426,0.89981292,0.300200717,0.500736046,-9318.281099
1101,0.395999174,0.923918897,0.327333209,1.27770768,-9327.460993
1102,0.31424474,0.897675662,0.299566443,0.498398731,-9301.3299
1103,0.406635458,0.904480607,0.326299408,0.503466238,-9317.978401
1104,0.384109839,0.893282498,0.294577885,0.487566132,-9300.46868
1105,0.539270245,0.931425264,0.293953513,0.473788051,-9326.450947
1106,0.43405911,0.900000571,0.301437848,0.517396296,-9318.885003
1107,0.396437001,0.899023151,0.308314917,0.502248865,-9299.944499
1108,0.329571099,0.899964105,0.299994302,0.511713579,-9315.413287
1109,0.371435201,0.899981624,0.299997083,0.499987361,-9312.59961
1110,0.451698256,0.899904987,0.300371995,0.500604459,-9310.806454
1111,0.392992138,0.900000698,0.305958022,0.500855367,-9316.377257
1112,0.394432863,0.89999521,0.314653855,0.499996705,-9306.135769
1113,0.231563545,0.898024598,0.301759636,0.440464656,-9276.567006
1114,0.455610529,0.899971408,0.36009301,0.499980333,-9317.770634
1115,0.418429067,0.901129541,0.318568135,0.499239248,-9309.770804
1116,0.447649902,0.898773046,0.30599801,0.499477059,-9308.887965
1117,0.399139916,0.899988771,0.299944291,1.300079703,-9296.119469
1118,0.358987416,0.901578377,0.303165421,0.501052024,-9302.57482
1119,0.322418556,0.894273288,0.346192565,0.496444999,-9299.103527
1120,0.414732425,0.900164074,0.299946042,1.30182301,-9322.166114
1121,0.341840068,0.901252075,0.276997383,0.490880187,-9304.495653
1122,0.374661301,0.899700408,0.299494761,0.50620131,-9312.389784
1123,0.39224573,0.899998015,0.303426644,0.507959396,-9300.053815
1124,0.365817506,0.899993369,0.299998948,0.5158027,-9305.648217
1125,0.401067888,0.900016749,0.300129111,0.500341865,-9303.582757
1126,0.428403243,0.899742206,0.339252621,0.501764639,-9305.8147
1127,0.246754735,0.89984474,0.300051344,0.500036719,-9324.811243
1128,0.348611362,0.900194148,0.300274839,0.513626127,-9303.02274
1129,0.240767217,0.900004812,0.313890277,1.299930492,-9326.982268
1130,0.368829319,0.900000611,0.299997964,0.499991177,-9319.094673
1131,0.471164249,0.900004617,0.329144952,1.003555774,-9412.386497
1132,0.503951421,0.89993951,0.299990398,0.51219079,-9325.0048
1133,0.401156288,0.900015076,0.310674011,0.500028777,-9318.126425
1134,0.411111198,0.899993319,0.320260594,0.528030628,-9318.475316
1135,0.532720415,0.89890938,0.338279201,0.498806563,-9310.538536
1136,0.348722342,0.899986182,0.332842178,0.499990495,-9311.704633
1137,0.518699095,0.899951833,0.332287957,1.301118014,-9312.253238
1138,0.517382383,0.828216741,0.318130951,1.18363973,-9298.457641
1139,0.325771868,0.899983817,0.341893566,0.521704618,-9318.105846
1140,0.544908457,0.982531676,0.19336883,1.222256861,-9374.268892
1141,0.367573701,0.899987601,0.299998032,0.499991472,-9306.076775
1142,0.393207954,0.899999159,0.321000246,0.503942163,-9325.889274
1143,0.402490999,0.913050102,0.337676027,1.515908962,-9509.215649
1144,0.553383046,0.899894278,0.317749886,0.500060386,-9300.287515
1145,0.472638022,0.8988702,0.547615415,1.472267033,-9488.180163
1146,0.367965745,0.900005475,0.299981751,0.499920921,-9320.758775
1147,0.519641852,0.888019088,0.296970352,1.490216247,-9469.726556
1148,0.395812765,0.899926415,0.299678423,0.501419993,-9318.804586
1149,0.382384469,0.898583265,0.30163321,0.504626401,-9304.479915
1150,0.308712574,0.899978719,0.300115022,0.500037569,-9328.445738
1151,0.415670649,0.898896578,0.304282938,0.498806425,-9321.679101
1152,0.52544947,0.899977161,0.336158429,0.499984291,-9313.192872
1153,0.506980358,0.900000919,0.353975141,0.510638572,-9340.086656
1154,0.396195911,0.898359414,0.311557699,0.496520581,-9300.077234
1155,0.420567995,0.899637514,0.325349256,1.299497236,-9324.979855
1156,0.556889494,0.89798467,0.305827409,0.499932553,-9340.252064
1157,0.343988057,0.897732017,0.308689912,0.501533676,-9316.1072
1158,0.412529121,0.900000537,0.348374588,0.499988433,-9306.282358
1159,0.29877673,0.899983944,0.299997451,0.500968636,-9307.164926
1160,0.400007972,0.900016063,0.300029509,0.499982618,-9303.603399
1161,0.48443831,0.879314633,0.306456465,0.497172038,-9303.611998
1162,0.242481658,0.8694803,0.335509795,0.396841146,-9292.88565
1163,0.400239164,0.899909735,0.300051419,0.500301046,-9316.614223
1164,0.394300153,0.89998457,0.299997551,0.499989387,-9314.850321
1165,0.413616591,0.895059279,0.293849103,0.49148096,-9305.229363
1166,0.400141329,0.900004769,0.30028722,1.300139461,-9309.409269
1167,0.38607747,0.897465695,0.312615309,0.500250192,-9308.706022
1168,0.408690005,0.899883677,0.32935708,0.500158332,-9299.776274
1169,0.41882375,0.899986682,0.300007107,0.504386127,-9318.223668
1170,0.298488981,0.802889044,0.36147034,0.424869526,-9290.204038
1171,0.444583075,0.901258284,0.374268137,0.504790394,-9319.570045
1172,0.535103425,0.900006355,0.299978815,0.4999082,-9318.885324
1173,0.3781363,0.884578588,0.301215586,0.501708536,-9309.246601
1174,0.458864046,0.854995851,0.356910385,0.431876035,-9280.975868
1175,0.394452748,0.902034509,0.305971695,0.49971392,-9325.713486
1176,0.392681292,0.898099539,0.299326668,0.51166951,-9312.215592
1177,0.350019773,0.88370192,0.273253805,0.453031518,-9296.684886
1178,0.444767872,0.90128881,0.323032433,1.307738295,-9313.517175
1179,0.303474842,0.899963834,0.299994259,0.499975124,-9312.338902
1180,0.413833646,0.901133036,0.33956821,0.512522372,-9325.555387
1181,0.419569482,0.899992577,0.340171074,0.508913574,-9331.584625
1182,0.312643457,0.876823155,0.313841141,0.498304366,-9300.823486
1183,0.390375293,0.897948597,0.330646072,0.499287822,-9308.622092
1184,0.33436631,0.899984443,0.323472828,0.499989299,-9320.527146
1185,0.417225931,0.899996443,0.299999435,0.519740719,-9316.053678
1186,0.390321754,0.900787562,0.299740262,0.50079378,-9322.395907
1187,0.429561499,0.899982573,0.360857661,0.506402965,-9334.335598
1188,0.382273767,0.899993556,0.303347852,0.510195282,-9317.173895
1189,0.416555184,0.899466667,0.315397489,0.510708096,-9312.327061
1190,0.382568507,0.899991537,0.299998657,0.499994179,-9296.728117
1191,0.42443307,0.90000059,0.349448003,0.517531522,-9318.93251
1192,0.426454547,0.899989041,0.316155962,1.299992462,-9307.596162
1193,0.376436548,0.899994611,0.325499179,0.499996293,-9310.728056
1194,0.397021487,0.899995725,0.32481229,0.49999706,-9294.813936
1195,0.428285315,0.915310299,0.275955511,0.479396867,-9307.789569
1196,0.156732533,0.900051783,0.29982739,0.499252021,-9342.157982
1197,0.527254074,0.906327733,0.288193034,0.493558776,-9323.23189
1198,0.383547357,0.900874717,0.343265072,0.492869688,-9312.034985
1199,0.400945651,0.900000517,0.299998277,0.499992534,-9317.550016
1200,0.41487828,0.90778519,0.303765582,0.499594461,-9327.891469
1201,0.404859039,0.900915636,0.30177622,0.499965882,-9306.880584
1202,0.375501006,0.903847201,0.299155306,0.497526085,-9322.232741
1203,0.364204536,0.902019321,0.29873275,0.500155419,-9326.780984
1204,0.390146922,0.900041843,0.300640793,0.500145591,-9305.493667
1205,0.44354146,0.897512158,0.305855502,0.487129139,-9302.251393
1206,0.394771236,0.899788623,0.30751622,0.499493477,-9310.613903
1207,0.403799247,0.89238579,0.368436939,0.505365875,-9305.478746
1208,0.406697992,0.89977599,0.298884846,0.508635215,-9316.487618
1209,0.453766312,0.899976083,0.299996204,0.499983549,-9299.118692
1210,0.43898645,0.899703038,0.362795881,0.500542624,-9303.186733
1211,0.286900733,0.900002319,0.299992271,0.499966509,-9312.804789
1212,0.401413937,0.899998319,0.303723393,0.500291147,-9315.34191
1213,0.31746103,0.900044769,0.299850771,0.499353341,-9318.237997
1214,0.26701065,0.899967461,0.319139243,0.50756413,-9322.667947
1215,0.340767271,0.895337654,0.319240143,0.500812972,-9295.951103
1216,0.40227436,0.899968431,0.299994989,0.499978286,-9310.223852
1217,0.410683434,0.899846314,0.314776163,0.500180605,-9290.196504
1218,0.428609911,0.899449195,0.299707314,0.499510839,-9297.529577
1219,0.401729431,0.899998431,0.311157262,0.499998921,-9306.729481
1220,0.346048308,0.899870747,0.300063479,0.500119229,-9296.140944
1221,0.412531832,0.899994437,0.299999091,0.499996146,-9301.11473
1222,0.316234905,0.900003128,0.299989573,0.499954816,-9312.734355
1223,0.408301764,0.899996727,0.29999948,0.499997749,-9300.347555
1224,0.432273224,0.894470024,0.360910692,0.503319644,-9310.091838
1225,0.483953359,0.898517649,0.425606209,1.492130736,-9439.984049
1226,0.204446369,0.706392522,0.594430301,1.405317946,-9325.20271
1227,0.401862564,0.899927736,0.299365766,0.501169417,-9316.930317
1228,0.390709202,0.899996791,0.299999491,0.499997793,-9302.90182
1229,0.245677066,0.908813027,0.403120704,1.122622151,-9378.937137
1230,0.370235633,0.899010313,0.31247344,0.500127095,-9286.281998
1231,0.388019306,0.900057604,0.316166373,0.510497852,-9297.604297
1232,0.381614366,0.900000602,0.343328318,0.499991302,-9311.583164
1233,0.399792743,0.895688352,0.317057241,0.494671459,-9301.881454
1234,0.37603069,0.901824034,0.32412819,0.503201678,-9290.750913
1235,0.380379643,0.89750584,0.312446097,0.501693756,-9304.647452
1236,0.494019972,0.8995528,0.331263001,0.49586895,-9295.486628
1237,0.398825078,0.839505031,0.354041068,0.403711937,-9264.91576
1238,0.344463807,0.897182592,0.334169077,0.474000754,-9299.856926
1239,0.558872404,0.874345307,0.298292068,1.20386262,-9278.882328
1240,0.473635478,0.900402698,0.347950644,0.504141071,-9301.763612
1241,0.260819579,0.899506425,0.300791954,0.500273177,-9306.854492
1242,0.402524981,0.900173174,0.299912034,0.500241679,-9299.274918
1243,0.473916861,0.899978775,0.299996631,0.499985401,-9295.160768
1244,0.39962997,0.899991028,0.300765937,0.500035611,-9301.456226
1245,0.29881287,0.8963416,0.302462024,0.500060035,-9305.850544
1246,0.404107247,0.899980588,0.319384972,0.500081132,-9315.83805
1247,0.414748422,0.900023407,0.300009834,0.499980235,-9305.018454
1248,0.448212019,0.8477742,0.302008531,1.143754306,-9281.633911
1249,0.235868662,0.899921337,0.300031813,0.500364964,-9313.584163
1250,0.39296061,0.899978247,0.321574435,1.341890632,-9331.262696
1251,0.399976967,0.899993327,0.300013066,0.499996056,-9290.149855
1252,0.398766794,0.899987728,0.321656701,0.499991559,-9295.861676
1253,0.482408198,0.893556999,0.301451855,1.504173576,-9486.472125
1254,0.401361249,0.901580905,0.302111687,0.502837714,-9295.458423
1255,0.497709857,0.724722932,0.267335034,1.080463791,-9463.851574
1256,0.397780839,0.89999847,0.302143885,0.50363073,-9291.087637
1257,0.435796849,0.828565071,0.372980445,1.220923347,-9267.256224
1258,0.34731233,0.899944183,0.355728801,1.299961607,-9306.175101
1259,0.497230597,0.899986097,0.329683309,0.514545626,-9294.316126
1260,0.38839919,0.901254765,0.300380497,0.502444934,-9302.88908
1261,0.428371219,0.900000787,0.299997376,1.299988629,-9301.185465
1262,0.227296452,0.899834381,0.299973711,1.299886082,-9326.95808
1263,0.41695216,0.899825752,0.299972342,0.499880147,-9310.663699
1264,0.328949999,0.899329604,0.301462837,0.503713966,-9308.696492
1265,0.381888825,0.899964421,0.30437046,0.516539738,-9319.206104
1266,0.458634679,0.89979775,0.299967897,1.498279486,-9495.345074
1267,0.497127183,0.808388495,0.318433366,1.283813608,-9330.119933
1268,0.414769165,0.899865879,0.318651344,0.498681097,-9296.518723
1269,0.324357353,0.899915626,0.300091773,0.499917667,-9316.269036
1270,0.459714967,0.900001128,0.340872697,0.499983713,-9307.779153
1271,0.4004331,0.893274664,0.297157729,0.503256216,-9302.51653
1272,0.398884874,0.899990527,0.299479894,1.299386268,-9315.402587
1273,0.523553503,0.888068096,0.173088338,1.057819326,-9376.577834
1274,0.410885042,0.901229224,0.30188074,1.30870454,-9312.097337
1275,0.388411763,0.900070882,0.299944581,0.499978003,-9292.118568
1276,0.387081787,0.905057182,0.293064562,0.486402254,-9290.213144
1277,0.328896647,0.899969218,0.300008131,0.499980024,-9298.783148
1278,0.402226884,0.866727172,0.329908035,1.298609626,-9281.13418
1279,0.391508478,0.89999782,0.304440712,0.506888782,-9299.956182
1280,0.345807017,0.899983971,0.299997456,0.499988975,-9309.885024
1281,0.312243158,0.898931058,0.337526842,1.499712637,-9474.198189
1282,0.400216755,0.899931068,0.301376517,0.503500014,-9295.769406
1283,0.453937427,0.972145336,0.160757188,1.018500224,-9348.650203
1284,0.566620613,0.975708466,0.138311959,1.140427665,-9345.055874
1285,0.445021573,0.899641783,0.297217026,1.30086504,-9315.672755
1286,0.386941434,0.90006687,0.307041301,0.499977185,-9303.506862
1287,0.388110932,0.899996309,0.31753659,0.510763832,-9311.703351
1288,0.442353746,0.833927561,0.230843926,1.117456714,-9353.665784
1289,0.42762735,0.899993691,0.299998999,0.505456462,-9291.256364
1290,0.365387942,0.899983446,0.299997372,0.499988614,-9294.258405
1291,0.400723706,0.899966161,0.301360585,0.501827603,-9305.497721
1292,0.400571302,0.899838794,0.299956813,0.500017109,-9292.968373
1293,0.190471329,0.671395162,0.562505198,1.309774148,-9310.681103
1294,0.401679123,0.899996781,0.315981595,0.500063732,-9314.914174
1295,0.403291834,0.899983508,0.302878309,0.503661098,-9288.825771
1296,0.361435236,0.902841005,0.302963152,0.522384525,-9327.076797
1297,0.404205794,0.899998378,0.302102017,0.502249717,-9316.031552
1298,0.419417401,0.899986694,0.323227079,0.499990848,-9327.999416
1299,0.442744027,0.899009437,0.293624664,1.165877278,-9272.641353
1300,0.410341326,0.900494903,0.314464886,0.498066187,-9310.78272
1301,0.398790858,0.900034632,0.30086317,0.500357787,-9291.087924
1302,0.315352965,0.892085773,0.274683388,0.4961617,-9316.050417
1303,0.407400919,0.8999756,0.300001416,0.506653431,-9310.501808
1304,0.401189544,0.899995218,0.299997952,0.50067767,-9316.220786
1305,0.463660173,0.900000845,0.374047126,0.499988796,-9311.005083
1306,0.346198786,0.877620577,0.347221343,0.479324113,-9280.534742
1307,0.403426651,0.900900099,0.300652368,0.506579502,-9313.621836
1308,0.526408611,0.89892511,0.410973681,1.486000963,-9447.232052
1309,0.374447955,0.894977722,0.29547989,0.478576711,-9302.378927
1310,0.490154015,0.919164913,0.438460838,1.449517781,-9450.442709
1311,0.462987454,0.899831514,0.299973257,1.234699821,-9279.891774
1312,0.343067902,0.900239854,0.341169948,0.500714415,-9314.579641
1313,0.433544937,0.853334581,0.44084949,0.457942529,-9312.262921
1314,0.402865654,0.902012537,0.278144885,0.489654852,-9310.335622
1315,0.38595219,0.899879955,0.328547177,0.502741958,-9318.914348
1316,0.401798647,0.900327061,0.30089801,0.50129779,-9308.616355
1317,0.352298419,0.919565251,0.198734565,1.045245123,-9332.559053
1318,0.25506115,0.955619927,0.249043779,1.196672704,-9317.463079
1319,0.366700146,0.858770064,0.328700782,0.501641819,-9276.325572
1320,0.637801039,0.778854917,0.434159835,1.087185118,-9400.606805
1321,0.384973179,0.80679028,0.26093241,1.066264945,-9376.413814
1322,0.421823792,0.900009081,0.29996973,1.499761832,-9512.425871
1323,0.403822653,0.906575792,0.311295007,0.504635432,-9315.146829
1324,0.35704948,0.903589233,0.327858169,0.498821655,-9308.659943
1325,0.58393496,0.900026929,0.343563484,1.482011296,-9444.422312
1326,0.37253008,0.900002153,0.299992824,0.499968906,-9294.400598
1327,0.376340697,0.899983248,0.299997341,0.499988478,-9307.208815
1328,0.371724783,0.893620291,0.29943552,1.368390442,-9350.633279
1329,0.508715354,0.801599363,0.514896333,1.331216525,-9317.317101
1330,0.526052597,0.948524769,0.377192182,1.126812157,-9410.051479
1331,0.420713955,0.889376976,0.311692287,0.511000953,-9302.51524
1332,0.46797466,0.900000552,0.360584621,0.499992021,-9315.570397
1333,0.540362767,0.864133955,0.354566403,1.108197079,-9322.662877
1334,0.400024799,0.899968718,0.300267811,0.500175751,-9309.041356
1335,0.761573852,0.783398251,0.368107445,1.271243373,-9424.636687
1336,0.500808304,0.90115876,0.299011417,0.499004014,-9304.819364
1337,0.43228772,0.897473298,0.301794419,0.503575139,-9313.362999
1338,0.376025698,0.899993247,0.299998928,0.499995355,-9317.022305
1339,0.400098846,0.899974824,0.299999126,0.50006038,-9312.783468
1340,0.405177998,0.899947943,0.300242751,0.501860527,-9311.9857
1341,0.232868542,0.899950688,0.299992173,0.499966081,-9345.828493
1342,0.431369498,0.89791012,0.347543731,0.5030219,-9296.402186
1343,0.392510631,0.900010899,0.306123786,1.499953203,-9498.576757
1344,0.40156667,0.898092099,0.301365721,0.499720589,-9301.625656
1345,0.398483346,0.900553938,0.300012937,0.499852189,-9306.570711
1346,0.391755281,0.899992265,0.328930901,0.498022276,-9308.422309
1347,0.396389553,0.922403466,0.271496936,1.051300489,-9327.673271
1348,0.394453671,0.899996181,0.322948151,0.517678855,-9309.882222
1349,0.409591328,0.906075319,0.312109612,0.505505332,-9306.686467
1350,0.358731908,0.888722147,0.340687084,0.473730241,-9285.696152
1351,0.428428247,0.899991108,0.299998589,0.520943687,-9317.206184
1352,0.296587804,0.900001176,0.299996081,0.499983016,-9329.25789
1353,0.404769545,0.899959911,0.300461577,0.50247818,-9326.43072
1354,0.293130661,0.954739539,0.359570095,1.10457438,-9417.462621
1355,0.419404405,0.90000103,0.311224386,0.499985124,-9325.233066
1356,0.570763653,0.925766242,0.317712049,1.484328292,-9507.81322
1357,0.504280766,0.894399063,0.302724532,1.505457429,-9519.519025
1358,0.373515142,0.882011013,0.24156395,0.983179595,-9402.530028
1359,0.517275406,0.890656884,0.289694361,0.378184621,-9284.968385
1360,0.262127196,0.889925128,0.400691589,1.097880586,-9387.720812
1361,0.379893298,0.866709608,0.296257787,1.02484173,-9362.923578
1362,0.438739668,0.887879426,0.315827874,0.361857233,-9289.709856
1363,0.399989831,0.900126083,0.299579028,0.500279406,-9315.41229
1364,0.377306445,0.900004554,0.319135067,0.985345954,-9429.962822
1365,0.602562899,0.910136568,0.308470719,1.489642522,-9493.942826
1366,0.382361045,0.900001017,0.318048671,0.499985304,-9310.81121
1367,0.470526288,0.692965374,0.466637771,1.452850834,-9360.45463
1368,0.289115411,0.844118991,0.278541678,1.113764254,-9324.893778
1369,0.446679251,0.900000543,0.299998189,0.52681314,-9334.801614
1370,0.542012695,0.894601824,0.2686712,1.183651094,-9284.585524
1371,0.567717859,0.899800728,0.405453902,1.480587123,-9436.092641
1372,0.385208021,0.902207053,0.301111264,0.500005869,-9304.648927
1373,0.39453945,0.87998744,0.272243368,1.486601395,-9518.3138
1374,0.399107398,0.873442443,0.288289855,1.168430987,-9279.21
1375,0.401595335,0.900020399,0.299978982,0.502045396,-9313.92552
1376,0.358087085,0.974194863,0.158273533,1.043937493,-9350.944254
1377,0.40848842,0.894954312,0.3582636,0.502187286,-9309.498272
1378,0.541786686,0.946818585,0.294806894,1.085573995,-9355.039907
1379,0.297465986,0.897852568,0.300788243,1.50212474,-9520.501769
1380,0.38959289,0.989997629,0.24808415,1.101089795,-9388.307752
1381,0.52649971,0.89997172,0.299995511,0.499980548,-9316.956509
1382,0.30780122,0.883430871,0.501785005,1.494973475,-9433.25689
1383,0.435210736,0.949020476,0.213543881,1.0893055,-9319.175101
1384,0.396487787,0.899566002,0.330932624,0.504535755,-9306.227713
1385,0.662387398,0.8978159,0.367435588,1.10752636,-9353.30726
1386,0.488867809,0.899970124,0.331135934,0.500177685,-9317.041599
1387,0.389360742,0.88452111,0.333591637,0.488898177,-9304.700551
1388,0.484893086,0.899151332,0.302577195,0.487723418,-9300.304551
1389,0.399292971,0.900003088,0.328367839,0.504397135,-9312.302939
1390,0.47033004,0.887979068,0.294521866,0.994658222,-9395.979697
1391,0.299953591,0.900004312,0.301545225,0.49993769,-9318.640588
1392,0.496729216,0.889290969,0.522052913,1.515287371,-9479.796358
1393,0.370712259,0.913890838,0.215802258,1.183452837,-9295.952112
1394,0.663250154,0.881657207,0.285062362,1.212434953,-9308.84021
1395,0.498217375,0.811268899,0.377597982,1.217171622,-9297.458341
1396,0.516496221,0.774680215,0.417085897,1.223131532,-9301.758421
1397,0.497745066,0.860885024,0.296541715,1.444597879,-9454.597404
1398,0.648739927,0.763039495,0.391875536,1.151179489,-9371.752298
1399,0.529375358,0.901993799,0.211689297,1.222676591,-9334.553168
1400,0.651741236,0.876468073,0.386934606,1.018198166,-9443.01113
1401,0.321694323,0.899971493,0.302778808,0.499980392,-9320.852716
1402,0.791377136,0.829714091,0.509284439,1.282370526,-9398.33016
1403,0.579398788,0.902494673,0.329861572,1.52718611,-9548.39991
1404,0.335546901,0.756864421,0.362185771,1.043177534,-9396.649541
1405,0.401090234,0.935602669,0.175932543,1.050779591,-9330.386183
1406,0.37543788,0.881380936,0.304454149,0.478304457,-9289.32117
1407,0.426904226,0.90182475,0.293916212,1.500509633,-9497.526534
