window,miu,be,sig,a,LogL
190,0.356535655,0.903336963,0.367007912,0.501844477,-9310.310375
191,0.3966501,0.900101103,0.301128082,0.500036834,-9286.991802
192,0.392838023,0.897776367,0.299647042,0.498470517,-9289.735097
193,0.467316635,0.865643958,0.346492266,0.494306425,-9285.424613
194,0.453138031,0.900000601,0.299997996,0.499991316,-9301.954769
195,0.496700211,0.89975227,0.300238942,0.500038213,-9298.08364
196,0.414252755,0.900000956,0.316274559,0.499986234,-9281.622592
197,0.378568266,0.896585611,0.316019169,0.507670639,-9305.60212
198,0.374881378,0.900000929,0.299999,0.499994049,-9295.056085
199,0.450202894,0.900001163,0.349566702,1.299983201,-9298.907073
200,0.328406221,0.877322959,0.282021283,0.464998846,-9278.425478
201,0.213965714,0.899942471,0.348740072,0.49996043,-9304.647668
202,0.464314751,0.900010612,0.300004347,0.499982814,-9282.187548
203,0.40675151,0.89983863,0.300217659,0.505281613,-9302.663955
204,0.492671259,0.900005844,0.299980539,0.499915691,-9290.914363
205,0.240327219,0.899979133,0.305198598,0.499985647,-9303.008998
206,0.355301306,0.900900572,0.304123396,0.498738008,-9283.516324
207,0.477577424,0.899999421,0.299982296,0.499960229,-9295.56321
208,0.445066474,0.89997472,0.299995987,0.515043801,-9311.164001
209,0.554687573,0.899968643,0.299995023,0.499978431,-9296.0945
210,0.408867665,0.893934164,0.280520396,0.488391538,-9269.961303
211,0.397191932,0.899787279,0.303840183,0.503185107,-9273.564406
212,0.491005232,0.909911686,0.294681075,0.458005563,-9274.886298
213,0.438167285,0.89997922,0.372929045,0.534817048,-9314.772957
214,0.40099914,0.900484626,0.300088402,0.49953589,-9265.190603
215,0.357060944,0.899992013,0.334539062,0.503135856,-9277.623142
216,0.392358019,0.900468136,0.299024181,0.502257594,-9287.607259
217,0.392810411,0.899964492,0.358080164,0.499970076,-9300.082921
218,0.391661874,0.899994836,0.338788492,0.513278959,-9302.891401
219,0.391494014,0.89398914,0.291460608,0.48587417,-9280.599366
220,0.392915048,0.899994146,0.303934385,0.507991785,-9301.511257
221,0.454221404,0.902451483,0.321578503,0.499603507,-9287.61761
222,0.400691238,0.898618583,0.301599157,0.508645828,-9295.464028
223,0.306168262,0.899927423,0.353681024,0.500122488,-9288.312822
224,0.402384383,0.899996868,0.30235812,0.499997846,-9299.017099
225,0.376322701,0.899996335,0.322298784,0.499997479,-9300.906699
226,0.346408067,0.900516124,0.300069473,0.500648146,-9296.827283
227,0.394268451,0.899931703,0.307722212,0.506398521,-9288.598931
228,0.400344622,0.899836414,0.303974725,0.498910175,-9280.324864
229,0.380892552,0.900060128,0.299987865,0.500021404,-9300.182207
230,0.390571625,0.899594535,0.310445823,0.49574949,-9295.950036
231,0.430140937,0.89590983,0.294777141,0.49910026,-9273.430177
232,0.512605813,0.89998223,0.328078158,0.499987778,-9304.466977
233,0.426822971,0.900870879,0.300606216,0.508346497,-9292.680589
234,0.3678657,0.900682926,0.30052658,0.49983406,-9311.75221
235,0.461877918,0.899777587,0.30854178,0.499415371,-9279.200254
236,0.400076732,0.899982241,0.300013703,0.500027617,-9283.636671
237,0.417349136,0.899991292,0.328780861,0.524231642,-9293.234671
238,0.292371634,0.899942853,0.354575933,0.498980977,-9291.737751
239,0.497732823,0.922581809,0.29141249,0.494435045,-9301.226962
240,0.413436488,0.899928063,0.300357978,0.50788446,-9311.701782
241,0.311044474,0.900006897,0.299994685,0.520926501,-9313.182963
242,0.389495168,0.899993309,0.339111086,0.502206381,-9293.732108
243,0.415343193,0.899985684,0.299997779,0.499990114,-9280.412932
244,0.406072266,0.900001392,0.299999452,0.499998957,-9295.367229
245,0.389194948,0.913236701,0.345507601,0.487567364,-9293.955959
246,0.378279137,0.899953592,0.300144591,0.499907132,-9298.967853
247,0.354411094,0.899985955,0.300932404,0.49999034,-9286.707995
248,0.370830985,0.899967852,0.299994897,0.499977888,-9302.613825
249,0.40416129,0.900130393,0.300331771,0.503554219,-9289.826317
250,0.40149356,0.899802825,0.299891799,0.502148556,-9283.812089
251,0.333119377,0.899989148,0.299998277,0.499992535,-9312.972348
252,0.409380402,0.899994699,0.306890763,0.499996361,-9284.316245
253,0.422020043,0.899995575,0.325650128,0.499996956,-9285.991012
254,0.43182827,0.8999779,0.299996492,0.499984799,-9277.813279
255,0.340924138,0.903279009,0.297238182,0.498527861,-9296.620853
256,0.313815206,0.882945072,0.349265894,0.467201405,-9268.476046
257,0.443406304,0.89769733,0.300097748,0.51279992,-9293.726189
258,0.408360583,0.8999991,0.3060239,0.502493233,-9288.65221
259,0.479419132,0.900001191,0.327109041,0.499982792,-9302.759395
260,0.448529509,0.900439025,0.314620937,0.501428006,-9300.388532
261,0.421102455,0.900016476,0.300013485,0.501814959,-9279.060388
262,0.594506638,0.904380675,0.330792923,0.455428934,-9280.053938
263,0.416804886,0.891969107,0.308133298,0.508293189,-9289.238823
264,0.47188405,0.900482597,0.29995885,0.500579721,-9294.777888
265,0.397063299,0.900202328,0.316088538,0.499953942,-9286.578201
266,0.40303759,0.899966984,0.311258417,0.507389469,-9283.898846
267,0.392615406,0.899976797,0.299988991,0.503096699,-9286.022938
268,0.266153252,0.899694224,0.299951464,0.499789678,-9297.409459
269,0.391499972,0.900322973,0.332393003,0.510897579,-9285.843122
270,0.387290955,0.900050303,0.322734463,0.509422501,-9282.035963
271,0.395728772,0.899789302,0.299929234,0.498873588,-9275.707731
272,0.400329588,0.89974822,0.325929595,0.500344453,-9293.888794
273,0.400231129,0.899990595,0.327028195,0.499994146,-9268.973694
274,0.415713812,0.899840147,0.341055188,0.500427722,-9303.848931
275,0.366067746,0.900001282,0.31091447,0.503841073,-9276.163823
276,0.325658247,0.899649934,0.300547198,0.50149615,-9295.636306
277,0.257178419,0.891214358,0.312873116,0.487577059,-9272.508207
278,0.337530854,0.899995412,0.367664755,0.499969891,-9295.654536
279,0.395532109,0.900081992,0.30237283,0.505656403,-9292.83909
280,0.411282573,0.898558851,0.302586977,0.50429161,-9293.652098
281,0.436339352,0.893905249,0.309809718,0.500645963,-9262.582713
282,0.452233537,0.913108225,0.267394459,0.502182372,-9288.393811
283,0.379440221,0.899996312,0.299999415,0.50255479,-9279.634429
284,0.395420117,0.899996073,0.299999377,0.499997299,-9273.390364
285,0.400104719,0.899460224,0.301172917,0.500982364,-9273.738156
286,0.570597702,0.899971232,0.299995427,0.499980209,-9288.569818
287,0.464239749,0.899953251,0.299992519,0.499967818,-9282.947017
288,0.385105632,0.900465324,0.332737344,0.523258872,-9287.299484
289,0.407199357,0.900076176,0.305966046,0.499791978,-9277.613563
290,0.396504204,0.899998024,0.306974879,0.504417803,-9271.701275
291,0.449385871,0.900000553,0.319264973,0.499992013,-9281.169431
292,0.43012773,0.900090086,0.300872795,0.499967219,-9283.118083
293,0.344771497,0.908203446,0.299876187,0.496019977,-9275.432855
294,0.421080104,0.89986616,0.299523698,0.501663118,-9268.855607
295,0.407433944,0.90000076,0.3090605,0.499996836,-9270.39394
296,0.402282226,0.899677693,0.289690294,0.505600664,-9285.411131
297,0.344011098,0.909152682,0.343751234,0.499610327,-9298.668919
298,0.408705591,0.900057221,0.299937068,0.504619613,-9274.435765
299,0.413729281,0.899991061,0.299998581,0.50387464,-9272.279673
300,0.347703182,0.897556544,0.352271683,0.4998495,-9273.63647
301,0.381398287,0.902888564,0.309876401,0.497707751,-9277.715259
302,0.38877255,0.899979595,0.341297352,0.49997803,-9269.47701
303,0.380438286,0.906789256,0.290828488,0.49765834,-9265.586009
304,0.401800992,0.899999006,0.307985469,0.499999316,-9278.79955
305,0.43786559,0.900001784,0.299994052,0.528287513,-9282.649655
306,0.389764779,0.900000576,0.306598582,0.499991679,-9271.915652
307,0.408804546,0.897660839,0.304133997,0.498846872,-9264.538454
308,0.383794387,0.900000636,0.30922204,0.499990819,-9262.834859
309,0.400314761,0.901399068,0.310317432,0.499752733,-9262.809956
310,0.453021303,0.900000749,0.375069655,0.499989185,-9272.584054
311,0.372207017,0.875009867,0.313571692,0.461163395,-9244.577103
312,0.334055869,0.900001307,0.368594312,0.499981128,-9272.413032
313,0.350714355,0.900602766,0.30004833,0.514642439,-9285.553397
314,0.322371177,0.899982616,0.348445692,0.499988043,-9274.278542
315,0.319353662,0.899974823,0.299989367,0.499981646,-9275.516597
316,0.402292438,0.899996046,0.323050894,0.499978501,-9272.318276
317,0.399134531,0.900001754,0.302719713,0.500002044,-9275.035759
318,0.407498388,0.899359711,0.313543061,0.499753276,-9262.32282
319,0.405348154,0.903096988,0.297788532,0.504145249,-9278.045816
320,0.410609981,0.900000559,0.34065222,0.518601206,-9280.083523
321,0.350727791,0.899995166,0.317178779,0.502020268,-9261.366608
322,0.284708282,0.895429936,0.318171499,0.508423204,-9266.401457
323,0.396403653,0.899997639,0.304436373,0.504652921,-9262.129339
324,0.599737737,0.895877002,0.299345556,0.497164076,-9280.587496
325,0.331484476,0.900002985,0.299990049,0.499956878,-9272.020085
326,0.402816976,0.899023346,0.301973915,0.50420022,-9274.99257
327,0.389445002,0.899993394,0.306005231,0.51351829,-9274.467021
328,0.434932195,0.898661407,0.296373517,0.500471809,-9277.514009
329,0.4056237,0.873181172,0.31726236,0.493771438,-9269.387597
330,0.395403642,0.899991815,0.299998701,0.49999437,-9281.094332
331,0.365181331,0.896310116,0.31437499,0.504842984,-9261.14667
332,0.371995996,0.900002064,0.299993119,0.499970183,-9274.943685
333,0.387244265,0.899974888,0.299996014,0.499982727,-9264.063103
334,0.589339471,0.900002034,0.29999322,0.499970618,-9292.20135
335,0.414768588,0.89969039,0.314766508,0.516418913,-9266.864012
336,0.403883667,0.899687173,0.34907209,0.501319607,-9264.731513
337,0.384142364,0.900016958,0.321214623,0.499990277,-9260.539298
338,0.383655653,0.899993098,0.321267414,0.499995253,-9276.687146
339,0.387083049,0.900183836,0.332029455,0.499236764,-9265.746126
340,0.258375384,0.832396123,0.303313841,0.449421478,-9279.768017
341,0.39923627,0.90005492,0.299795352,0.499973678,-9276.601301
342,0.432147172,0.900000956,0.299996814,0.499986196,-9292.758645
343,0.390814517,0.899926211,0.299988287,0.499949246,-9278.898553
344,0.312217476,0.900000926,0.339443804,0.499986618,-9262.582952
345,0.543817714,0.900866257,0.299198659,0.501279445,-9272.671919
346,0.401262274,0.914366086,0.312101467,0.478924408,-9272.450896
347,0.340379934,0.900013365,0.324535088,0.501027595,-9260.514245
348,0.482374193,0.899989528,0.299998338,0.510983285,-9270.19922
349,0.378133606,0.901826668,0.324048002,0.524957941,-9265.313047
350,0.415355299,0.899995635,0.303271542,0.500778092,-9264.264274
351,0.28999647,0.898660808,0.298292186,0.489264459,-9268.772894
352,0.495598722,0.902569201,0.299764606,0.500842311,-9264.450674
353,0.335586203,0.90000107,0.363883183,0.499984546,-9268.927663
354,0.406769503,0.895660735,0.301610605,0.497500372,-9252.685336
355,0.401534272,0.900343633,0.325288865,0.501850522,-9247.911456
356,0.403289816,0.899999351,0.300813971,0.502934833,-9251.830514
357,0.417921126,0.900905449,0.299792331,0.516088578,-9256.699412
358,0.278657596,0.899948233,0.372605808,0.499964393,-9280.013334
359,0.256179681,0.899979095,0.299996682,0.499985621,-9275.601255
360,0.412597488,0.899613428,0.298936768,0.499460749,-9265.57406
361,0.484668412,0.895063355,0.306126388,0.476631962,-9247.550341
362,0.433908891,0.868524827,0.371581275,0.45590908,-9234.640321
363,0.394541381,0.899272886,0.306048693,0.518085311,-9260.44745
364,0.426769053,0.901250856,0.29644528,0.499769947,-9258.965088
365,0.401552986,0.899715491,0.300415063,0.500786102,-9259.800895
366,0.299768763,0.899959184,0.299993521,0.499971926,-9278.29896
367,0.474843852,0.899982743,0.299997261,0.49998813,-9258.390547
368,0.29435712,0.900005007,0.29998331,0.499927678,-9267.862291
369,0.369345562,0.900001077,0.352546689,0.499984446,-9288.142123
370,0.420451545,0.899844653,0.303101529,0.497171959,-9258.168807
371,0.436195368,0.900027489,0.300827362,0.514851682,-9278.912372
372,0.333728425,0.890017527,0.355400639,0.503741158,-9259.767148
373,0.470009884,0.900001591,0.299994697,0.499977019,-9263.93805
374,0.43009596,0.902532317,0.370955684,0.499648438,-9268.883672
375,0.329136205,0.899981286,0.29999703,0.499987128,-9277.811213
376,0.33863691,0.900253987,0.300330067,0.518916718,-9255.778891
377,0.390123973,0.905199588,0.307780751,0.519448596,-9270.492849
378,0.364567929,0.901494791,0.319782914,0.497238199,-9265.265994
379,0.414934728,0.899993195,0.299998829,0.499991606,-9256.096905
380,0.394531151,0.899999149,0.310840759,0.499996374,-9251.064215
381,0.315154837,0.856467489,0.348404385,0.492281969,-9234.024252
382,0.376410614,0.900507093,0.352582766,0.500849088,-9263.172971
383,0.380040465,0.899986253,0.314518419,0.499994688,-9243.646978
384,0.405816327,0.899989962,0.304347228,0.500003208,-9248.050964
385,0.463668002,0.899965453,0.315934491,0.499976192,-9216.865069
386,0.401699997,0.899997311,0.308134169,0.49999815,-9237.255896
387,0.58353273,0.913669784,0.278882525,0.476367638,-9234.158927
388,0.396189625,0.899956548,0.302806777,0.49992453,-9233.000591
389,0.384279181,0.900054595,0.302498226,0.507391465,-9231.907241
390,0.566559089,0.896121621,0.299394648,0.499850051,-9240.939853
391,0.450157236,0.834548513,0.343082157,0.464446976,-9203.887594
392,0.380030445,0.899991618,0.299998669,0.499994234,-9220.277627
393,0.450337902,0.900185266,0.300148313,0.504889787,-9216.332357
394,0.428072947,0.895784254,0.324907651,0.493914687,-9214.49343
395,0.396725674,0.899994893,0.326089107,0.499996487,-9209.364787
396,0.50324519,0.899918678,0.356942692,0.499469417,-9221.188203
397,0.39880204,0.887860939,0.293743117,0.509746294,-9221.043951
398,0.331651774,0.900004225,0.299985916,0.499938971,-9234.180797
399,0.359302171,0.900001473,0.299995668,0.499982561,-9221.302139
400,0.384137675,0.899992831,0.299998862,0.499995069,-9222.470086
401,0.377447861,0.899991543,0.299998658,0.499994183,-9225.709368
402,0.373588326,0.900000821,0.299997264,0.505988069,-9245.87916
403,0.395263514,0.911597522,0.282845645,0.479168146,-9216.096793
404,0.309962607,0.900001855,0.302758654,0.499973202,-9220.672753
405,0.401153749,0.900003365,0.30128517,0.501286311,-9226.931437
406,0.263231429,0.871358275,0.29685341,0.467324135,-9210.454115
407,0.400504746,0.900084983,0.299807511,0.500091306,-9213.380097
408,0.408215169,0.886552621,0.301422211,0.491302902,-9217.768998
409,0.424261815,0.899992027,0.30964302,0.513081751,-9225.43279
410,0.388953987,0.896086732,0.309992984,0.508391173,-9221.10897
411,0.400513919,0.899852982,0.301132512,0.499952534,-9224.622017
412,0.444328659,0.891226284,0.285852239,0.473408092,-9227.861515
413,0.230626382,0.89191821,0.370338305,0.489990814,-9243.826644
414,0.439915927,0.900462204,0.299445886,0.498959824,-9221.980529
415,0.442053336,0.902125566,0.301259841,0.501056594,-9226.003808
416,0.391914731,0.899997808,0.30618742,0.506573444,-9238.438696
417,0.535720158,0.899714044,0.305639163,0.500061472,-9230.880357
418,0.406350925,0.900072853,0.312820991,0.506408647,-9216.338524
419,0.390654331,0.861847903,0.348688982,0.51632549,-9222.052975
420,0.393893971,0.898590884,0.329262777,0.492123148,-9213.36731
421,0.421784982,0.899786713,0.331752142,0.505736177,-9243.302491
422,0.523619695,0.900481494,0.297145465,0.501458187,-9234.798504
