window,miu,be,sig,a,q,LogL
616,0.00301234,0.900049503,0.322533969,1.410769199,1.907772006,-9314.112471
617,0.028724817,0.916110269,0.268643827,1.380847289,1.895490394,-9295.115645
618,0.177942488,0.935836209,0.221393279,1.6535618,1.896821085,-9243.411951
619,0.02321875,0.900001442,0.285291471,1.399977562,1.899969549,-9302.240418
620,-0.009981458,0.909696606,0.282498411,1.629012487,2.166869001,-9280.610111
621,0.075140133,0.898983791,0.310778965,1.49180476,1.899807428,-9260.205451
622,0.153781887,0.898770472,0.200314684,1.571061261,1.987989403,-9266.924886
623,0.229568637,0.92376683,0.198382829,1.553559206,1.897664102,-9206.487081
624,0.00667701,0.90052082,0.279539307,1.397503495,1.896360798,-9310.100581
625,-0.112739147,0.964722902,0.238980536,1.423370096,1.854952149,-9271.852545
626,-0.027141276,0.898827797,0.275371615,1.40088627,1.899678741,-9323.935709
627,-0.02902597,0.899856852,0.317575353,1.521908998,1.904651895,-9277.133474
628,0.192059145,0.831433237,0.446170579,1.516238144,3.152844667,-9265.708156
629,0.154145404,0.900255558,0.398984584,1.706587334,1.899805121,-9306.553431
630,0.100005843,0.944144885,0.232941064,1.615885853,1.891875618,-9235.045031
631,0.237116101,0.906695722,0.310053335,1.507265615,1.893225331,-9222.227816
632,0.21983072,0.940391503,0.217880521,1.496097736,2.04613028,-9194.594095
633,0.087092833,0.902617726,0.391404048,1.570677025,1.971354647,-9297.120707
634,0.021925453,0.962827206,0.178079788,1.443009595,1.863089093,-9222.185104
635,0.156963393,0.946839254,0.219316692,1.617854492,1.977091807,-9239.447441
636,0.222176823,0.931879915,0.233135393,1.559393586,1.907814473,-9204.566168
637,0.047772221,0.8984295,0.316484574,1.471280766,2.033830763,-9263.323526
638,0.050251806,0.900015391,0.308012429,1.59056324,1.906899928,-9253.895291
639,-0.004652283,0.900104516,0.199903443,1.402109512,1.900155346,-9368.840426
640,-0.033968036,0.938626977,0.246116556,1.616940313,1.822744062,-9255.108333
641,-0.015707249,0.899951652,0.209644833,1.400962392,1.899697497,-9354.585273
642,-0.234578246,0.958257279,0.205535411,1.489566083,2.013368591,-9257.906406
643,0.453109457,0.935801073,0.212892542,1.40835456,1.956707475,-9195.579708
644,0.291630651,0.898663618,0.242153365,1.717118538,1.897146462,-9266.811581
645,-0.056871817,0.900005355,0.199988101,1.46337175,1.899886957,-9372.686194
646,0.242789741,0.900017424,0.213120409,1.693807675,1.899790564,-9271.103215
647,0.014608584,0.913633414,0.238332289,1.385079181,1.896516388,-9301.240011
648,-0.024811196,0.915151754,0.245649014,1.450582789,1.962214173,-9271.069361
649,0.110812369,0.900022414,0.200006409,1.650692138,2.216961914,-9332.244777
650,0.062266156,0.955611211,0.164275108,1.594821728,1.872367451,-9245.051544
651,0.028020822,0.901608241,0.283079185,1.4089255,1.936539825,-9296.092165
652,0.279580521,0.889797226,0.386236997,1.383146456,1.917100453,-9330.996335
653,-0.090830436,0.923966216,0.297833809,1.582804767,2.097049354,-9286.234177
654,0.015817117,0.904959867,0.400900537,1.452819332,2.069386939,-9341.184013
655,-0.099664322,0.957484972,0.243584631,1.511147165,2.652885168,-9271.661612
656,-0.006227164,0.901326421,0.200111796,1.399285625,1.900003092,-9364.656789
657,-0.035262935,0.898815015,0.276462623,1.399785447,1.89931458,-9330.782513
658,0.01266348,0.935278302,0.259602909,1.450558095,1.917581481,-9261.669766
659,0.022802348,0.900207306,0.225013008,1.672573957,2.298264944,-9362.635672
660,0.187774751,0.968462985,0.147023807,1.452105935,1.962716373,-9205.421302
661,0.133401942,0.85036308,0.374757027,1.463623931,1.937320317,-9288.671582
662,0.087024183,0.969217717,0.220192405,1.433589851,1.959320942,-9241.597597
663,-0.045832613,0.961456134,0.210579356,1.400414326,1.942413162,-9255.232502
664,0.136351097,0.90001145,0.424778883,1.424702723,2.218459572,-9343.262471
665,-0.037410531,0.900011408,0.199974648,1.601228877,1.899759159,-9366.742881
666,-0.003219121,0.899385139,0.28649042,1.407061594,1.899258156,-9316.308544
667,-0.085178731,0.977123934,0.185039555,1.246631342,2.005410931,-9341.435494
668,-0.017859151,0.901092722,0.291682108,1.406703916,1.899739803,-9325.759007
669,0.03985012,0.897458334,0.28687261,1.525349516,1.881582399,-9273.314452
670,0.08053073,0.900010185,0.445994462,1.529084291,1.89978499,-9362.015249
671,-0.033305613,0.927208269,0.278280611,1.47088685,1.907571091,-9283.763984
672,0.173523824,0.900077794,0.385977592,1.399696449,1.924479511,-9350.231495
673,-0.178893548,0.899717791,0.290505997,1.518786141,1.951042644,-9347.091141
674,0.028261531,0.900006935,0.33640402,1.663693614,1.969023535,-9299.529953
675,0.010250229,0.971071953,0.177205067,1.371972077,1.901653868,-9267.377053
676,0.325150262,0.719874586,0.537169384,1.678546,1.944588936,-9280.805921
677,-0.110379481,0.928456942,0.312337259,1.416382191,1.85228945,-9347.844542
678,0.293575199,0.88758712,0.282706855,1.556931935,1.990529521,-9230.184493
679,0.113247326,0.908627158,0.27163336,1.45871716,1.902988647,-9265.862621
680,0.21049072,0.89905843,0.37509028,1.502817603,2.135522038,-9291.986728
681,0.158117702,0.906275136,0.275902934,1.593878519,1.901777933,-9258.726718
682,0.641765161,0.827265927,0.398619377,1.595606055,1.972360073,-9279.472633
683,0.122060786,0.902777275,0.287775041,1.558859497,2.011945734,-9260.274005
684,-0.147648884,0.89997214,0.304953282,1.665321463,1.899881249,-9348.50456
685,0.100548417,0.948574432,0.193562346,1.507105602,1.918041764,-9240.823027
686,-0.026295046,0.933700054,0.268643983,1.464473061,1.938183779,-9285.438852
687,-0.001749712,0.90047599,0.302262159,1.401012399,1.920519698,-9337.363632
688,-0.030975307,0.962473616,0.206399832,1.439667989,1.917177591,-9264.583777
689,0.233205686,0.873574583,0.348740569,1.456643844,1.891931657,-9284.076556
690,0.047227987,0.901332615,0.273360054,1.400377958,1.900279857,-9326.042701
691,0.063627334,0.90653145,0.302638843,1.433789064,1.891435173,-9314.680317
692,0.62054699,0.955881357,0.208108793,1.505576627,1.882896942,-9245.551058
693,0.093147885,0.894142273,0.370866426,1.401484749,2.18264305,-9336.644549
694,-0.032910213,0.899847958,0.396780436,1.507987747,1.899847154,-9360.095614
695,0.210699882,0.93482547,0.206342003,1.560108755,1.946844354,-9249.674918
696,-0.070424262,0.9000669,0.322869635,1.654052749,1.900945448,-9337.497449
697,-0.018575493,0.898800825,0.206727131,1.547544923,1.899075218,-9379.979656
698,-0.105979525,0.963355268,0.20877403,1.531847699,1.914178789,-9286.031131
699,0.137659437,0.935960409,0.232609918,1.601032892,2.160860512,-9295.202264
700,0.005499716,0.899793602,0.409230235,1.738441056,1.966828648,-9387.378928
701,0.068756078,0.903537435,0.315061614,1.614176044,1.88817728,-9298.672474
702,0.123423777,0.900001279,0.380046138,1.399922709,1.899893863,-9368.489647
703,-0.001866071,0.900010271,0.199977175,1.399840227,1.899783165,-9407.836569
704,-0.094634544,0.915578985,0.375684206,1.679850246,2.090555457,-9391.568823
705,0.094920281,0.810048604,0.39578587,1.490997963,1.895120574,-9359.539944
706,0.440175595,0.913927843,0.208764565,1.394304196,1.88261254,-9267.852201
707,0.112424774,0.947144447,0.146157292,1.48158532,1.809271815,-9308.722308
708,-0.040312606,0.958317191,0.270030284,1.541501575,1.883338855,-9327.216428
709,0.255158059,0.899364036,0.284435021,1.632709154,2.143480423,-9303.179093
710,0.12037582,0.927689584,0.224610058,1.54021963,2.395444232,-9303.046582
711,-0.003976334,0.900650425,0.199641077,1.400741568,1.900241045,-9425.500515
712,0.032630415,0.9021301,0.28165661,1.392920261,1.952511505,-9355.074775
713,0.360189538,0.899983133,0.362217137,1.399855615,1.90417139,-9344.790037
714,0.063278538,0.899844805,0.200161082,1.605464416,1.898818216,-9379.136768
715,0.062144269,0.900011983,0.248018294,1.660307638,1.899747021,-9350.42146
716,0.02358269,0.935116693,0.247772967,1.544494412,1.86577275,-9308.110157
717,-0.128591461,0.922994186,0.326979611,1.445034556,1.889979318,-9378.850681
718,0.024777141,0.900005896,0.324065416,1.399906837,1.899873212,-9373.812817
719,-0.098033585,0.900005043,0.410584359,1.513523838,1.899893546,-9405.322043
720,-0.380815985,0.981855257,0.230113344,1.352330267,2.085073273,-9362.386196
721,0.001572757,0.948417097,0.216774009,1.484060751,1.945100392,-9304.639952
722,0.485632045,0.888390408,0.276314497,1.405853219,2.814695916,-9263.256436
723,0.200466013,0.899929874,0.40420509,1.568442861,2.015293317,-9354.391963
724,0.003858845,0.899532762,0.300372675,1.420105516,1.897944377,-9368.60965
725,0.068011924,0.898199829,0.303884671,1.559516076,1.933158971,-9319.409711
726,0.17315665,0.778604816,0.469237955,1.593368473,1.963007274,-9337.770839
727,0.062943192,0.921001097,0.271342871,1.410119227,1.896106568,-9337.268449
728,0.347471063,0.866186197,0.372599375,1.496564033,2.014499156,-9298.74034
729,0.255684395,0.846647466,0.375943988,1.531552503,2.066309199,-9302.848542
730,0.134255626,0.897585704,0.327456545,1.39444725,2.193389534,-9335.245088
731,0.518211509,0.932305922,0.224165193,1.408873355,1.896725512,-9273.702474
732,0.379297181,0.936105647,0.217698797,1.463272376,1.922710821,-9267.246781
733,1.090326622,0.958333628,0.272648226,1.534807333,2.276362144,-9368.242594
734,-0.220177461,0.969440091,0.2285396,1.442006183,2.154399059,-9332.024253
735,0.239344233,0.877937711,0.324137356,1.397278567,1.922188668,-9331.122963
736,-0.110904563,0.946809895,0.281163544,1.500017963,1.884314358,-9345.517627
737,0.061042209,0.901788218,0.286951419,1.436448994,2.072188925,-9325.887825
738,0.18686669,0.899043961,0.426790374,1.400296323,1.90046502,-9435.199613
739,-0.076802682,0.899978299,0.337967843,1.399896218,1.899798511,-9419.885998
740,0.262957778,0.879612524,0.385187962,1.560005918,1.894135633,-9321.470802
741,0.84018498,0.966991483,0.11528546,1.412919478,1.8033887,-9304.446293
742,0.186439775,0.950712617,0.226055393,1.340952388,2.134552666,-9308.672707
743,0.003553249,0.89994457,0.342433666,1.400229784,1.900006186,-9353.507093
744,0.159045561,0.900009654,0.39172442,1.534559151,1.984617788,-9314.0737
745,0.235653998,0.902038028,0.30086551,1.473557207,1.885794413,-9254.358032
746,0.024723291,0.900002326,0.245104843,1.552383858,1.899937496,-9309.450234
747,0.390960436,0.792171118,0.39369613,1.508368264,1.97352865,-9254.675809
748,-0.06862485,0.952833882,0.257799323,1.395717411,1.997567744,-9307.934155
749,0.315735409,0.900005127,0.339489965,1.399920251,1.94164647,-9298.429034
750,0.387790977,0.942310761,0.171769943,1.464501375,2.150430858,-9232.795559
751,0.036529694,0.900547904,0.274487996,1.412471725,1.901636841,-9324.339244
752,0.052694693,0.900241734,0.383567105,1.548874397,1.948846149,-9324.288719
753,0.04820154,0.914652243,0.293530756,1.439090544,1.891234447,-9307.126874
754,0.203997204,0.902503257,0.257607238,1.523026561,2.1405763,-9261.817627
755,0.054604225,0.967316298,0.181809497,1.357708547,1.909608598,-9289.467647
756,0.030520333,0.894055992,0.316798828,1.522488383,1.98499783,-9310.572043
757,-0.026469047,0.963021566,0.19480854,1.430819491,1.929879047,-9284.650142
758,0.089568577,0.900005317,0.397375299,1.399917275,1.899887728,-9394.674113
759,0.16366981,0.93505657,0.239740879,1.593991153,1.866353462,-9279.536845
760,0.027052456,0.900088505,0.297323434,1.399632265,1.899800439,-9343.867698
761,0.038348697,0.907058464,0.312205947,1.406025029,1.909323279,-9342.353765
762,0.029918146,0.93542428,0.259884495,1.513287405,1.966308266,-9296.592471
763,0.016338696,0.960636535,0.175034263,1.416112415,1.902486948,-9282.048518
764,-0.001824631,0.923648914,0.258567506,1.533398888,1.944619389,-9301.745951
765,-0.004332391,0.913507519,0.299507677,1.396800316,1.917753692,-9346.973111
766,0.068939334,0.95378354,0.191423435,1.488985735,2.28122637,-9278.103518
767,0.659438032,0.903705095,0.329217843,1.390878663,2.465932,-9292.419717
768,0.078127956,0.92356763,0.292696488,1.431156167,1.904242463,-9303.683725
769,0.067098124,0.959014617,0.247796802,1.477623014,1.929075389,-9293.126136
770,0.201959642,0.865571211,0.298682096,1.717382352,2.038386476,-9329.917401
771,0.298142825,0.900784885,0.227122696,1.628057157,1.912916329,-9279.261374
772,0.006556023,0.891453828,0.343301643,1.59107918,1.892435142,-9309.344416
773,-0.100815141,0.899900237,0.255886102,1.400064764,1.914040465,-9390.959132
774,0.112923189,0.968871693,0.233363892,1.365910816,1.934232333,-9307.76582
775,0.022093801,0.925254677,0.294575151,1.47786495,1.952566236,-9298.065706
776,-0.195814698,0.952505135,0.2852332,1.467431111,1.90330214,-9328.649947
777,0.043702067,0.899596956,0.268301106,1.398776408,1.902454908,-9328.182873
778,-0.041735146,0.930351696,0.30330549,1.409868563,1.929182197,-9332.960627
779,0.03416481,0.963055096,0.195640285,1.423570048,1.921805684,-9267.16784
780,0.072522986,0.892607198,0.260335407,1.707818659,1.914654389,-9349.771298
781,0.473120344,0.766656411,0.379812441,1.565387905,1.66155327,-9260.837122
782,0.002908038,0.900128803,0.199944796,1.413404491,1.89982002,-9384.230431
783,0.169056989,0.911540964,0.409215937,1.621434939,1.967273858,-9341.052679
784,0.06430563,0.900026924,0.390509065,1.401289388,2.089321584,-9352.687531
785,-0.042267519,0.961627314,0.261137679,1.38081072,1.98282023,-9316.612324
786,-0.0057543,0.901730443,0.200786553,1.399912776,1.899584041,-9381.811981
787,0.137482731,0.904807742,0.339134432,1.396687626,1.890801181,-9327.470408
788,0.030060108,0.900466971,0.419426775,1.399452257,2.123225699,-9383.011206
789,0.059989153,0.893481109,0.307798144,1.393738278,1.908799609,-9325.807755
790,-0.043595235,0.947004782,0.303913089,1.501653442,1.903913944,-9312.634349
791,-0.010225071,0.903768711,0.312368043,1.398641537,1.967192146,-9330.391023
792,0.486281153,0.917470705,0.218865474,1.415078667,1.924825088,-9223.230899
793,0.07069683,0.899115912,0.297144869,1.398691021,1.901289514,-9312.660303
794,-0.026903971,0.937755133,0.278496267,1.437441813,1.920909159,-9298.421688
795,0.444505045,0.899813778,0.199620621,1.608614407,1.899425209,-9263.977003
796,0.402412106,0.849652498,0.326343188,1.535262715,2.073114406,-9234.788387
797,0.511901612,0.884273883,0.224846604,1.538386589,2.319946276,-9259.183222
798,0.323923496,0.899916574,0.369332819,1.46943924,1.977652984,-9286.070923
799,0.261413483,0.983636401,0.154529232,1.540911861,1.908583598,-9268.637036
800,-0.061314603,0.960869695,0.216822822,1.536784451,1.948804574,-9271.797866
801,-0.129074684,0.935389892,0.294025907,1.429418309,1.892516266,-9321.787319
802,-0.259845392,0.940470713,0.211572204,1.55951417,1.971940025,-9339.224561
803,0.049770327,0.977630733,0.193671678,1.357554178,1.869747715,-9286.732066
804,-0.025673593,0.939207734,0.244844153,1.388339603,1.919943337,-9291.668447
805,-0.05448359,0.906801948,0.248507956,1.435412312,1.984607365,-9309.116093
806,0.024418227,0.947447763,0.265090622,1.516691272,1.959583753,-9254.911633
807,0.356648879,0.899794934,0.293403671,1.485134342,1.924717151,-9214.684332
808,0.133828046,0.79232706,0.411385352,1.447858359,2.086491753,-9302.059461
809,-0.033526883,0.90096724,0.303034553,1.401019778,1.9864361,-9314.335375
810,0.073223317,0.897661226,0.3063932,1.403600772,1.896033804,-9297.095027
811,0.267007127,0.910295929,0.246679257,1.544410497,1.954567196,-9208.561969
812,0.102024292,0.879244672,0.333545352,1.475123245,1.889919223,-9265.745854
813,-0.235140804,0.977453327,0.276874798,1.515607148,1.938365856,-9306.340756
814,-0.098317823,0.941257528,0.301887107,1.412249761,1.908645541,-9302.213545
815,0.18904212,0.885293229,0.30498729,1.405014456,2.015670948,-9245.975386
816,0.022913574,0.901204837,0.438616255,1.56359554,1.897923272,-9334.896053
817,0.42762219,0.90474671,0.190611484,1.514262169,1.896024115,-9205.141392
818,0.045115643,0.960276538,0.231428798,1.40136984,1.863472778,-9259.46408
819,0.023187041,0.906773707,0.265558774,1.414590597,1.904167788,-9281.383632
820,-0.01508151,0.907445109,0.298068709,1.554353144,1.964928049,-9254.920078
821,0.466497304,0.831780936,0.425558161,1.573496389,2.072411764,-9233.667461
822,-0.007644672,0.962911255,0.215256947,1.500834072,1.971368263,-9225.747787
823,0.045858123,0.900001645,0.299462199,1.428016164,1.899965264,-9276.067656
824,-0.013708413,0.899926829,0.254678418,1.399945799,1.899926442,-9311.899794
825,0.383678298,0.894159953,0.24380019,1.570226486,1.905196689,-9192.687797
826,-0.073644239,0.970643006,0.214267695,1.492475033,1.957584322,-9237.260278
827,-0.169534395,0.899563185,0.269087285,1.412371825,1.975720923,-9357.994204
828,0.010052735,0.967741755,0.192781141,1.408053811,2.015193369,-9222.485932
829,0.342717081,0.862024634,0.307900646,1.593818208,2.123442721,-9208.912605
830,0.106102692,0.899958316,0.430504695,1.436593354,1.899900201,-9352.016738
831,-0.046179942,0.975593387,0.230628814,1.380213793,2.06382518,-9266.640706
832,-0.000348935,0.937653142,0.217863369,1.611392412,1.875302946,-9251.010061
833,0.198327593,0.89872801,0.406042911,1.40126947,2.017568194,-9320.25914
834,-0.103062668,0.911999202,0.301635961,1.411866615,1.902342788,-9312.413895
835,0.070950973,0.899656685,0.308009072,1.400075058,2.139405137,-9263.571258
836,0.073601915,0.867485812,0.394709296,1.562772001,1.947754041,-9272.063299
837,0.014998852,0.899331827,0.199023469,1.597514161,2.044019685,-9335.650692
838,0.037343246,0.893595988,0.354849845,1.482831292,1.89952963,-9275.409313
839,0.325240173,0.899544249,0.419716859,1.512999307,1.90633438,-9294.804231
840,0.022055156,0.900619146,0.276054008,1.399720839,1.899617164,-9295.087257
841,-0.179153878,0.932580543,0.270998539,1.496848598,2.076007419,-9277.17572
842,0.015711355,0.971253754,0.163710299,1.40596753,1.898758894,-9229.563407
843,-0.055781582,0.93404979,0.193084322,1.43294531,1.874046668,-9285.541689
844,-0.069828505,0.907700045,0.229738954,1.636497688,1.949223074,-9321.65881
845,0.212128369,0.860345961,0.316736158,1.392567904,1.962473975,-9261.408422
846,0.124867567,0.90595228,0.348317332,1.476768204,1.906543244,-9265.120009
847,-0.132470743,0.900005216,0.375702352,1.737326592,1.899889832,-9339.446369
848,-0.027359513,0.90000136,0.267597053,1.399978842,1.917190126,-9312.636964
849,0.031634416,0.925419402,0.272329083,1.501014498,1.824278039,-9243.978576
850,0.129055091,0.899866669,0.419222482,1.399908128,1.944899487,-9356.553582
851,-0.025491866,0.961759279,0.145507071,1.533801115,2.035274007,-9254.273202
852,0.217702288,0.899912458,0.29018429,1.403428027,1.899923923,-9245.567442
853,0.209307559,0.8975739,0.300065188,1.442682441,1.887499071,-9232.774592
854,0.517977462,0.963989147,0.161405174,1.423826629,1.776524505,-9199.361494
855,0.130858792,0.899029518,0.336742194,1.49444726,2.343883389,-9236.568134
856,-0.016925095,0.899598845,0.30392748,1.440371758,1.897373461,-9289.238516
857,0.810249199,0.92355117,0.255052402,1.399114184,2.545209097,-9231.778059
858,0.303081992,0.902751999,0.200035017,1.755859271,1.902165934,-9322.430599
859,0.062067868,0.89099668,0.320886742,1.407026759,1.897966834,-9291.115662
860,0.624247453,0.875520351,0.36317716,1.651153097,2.933453718,-9309.421084
861,0.325929074,0.900109959,0.404052346,1.647109749,1.901981338,-9274.833483
862,0.089021587,0.889292436,0.233024178,1.678847515,1.912675083,-9294.8925
863,0.020253211,0.90000436,0.448351824,1.529170639,1.976245361,-9339.610366
864,0.116689449,0.896036362,0.352292557,1.544833907,1.8625428,-9248.885501
865,-0.051705934,0.899357318,0.287175927,1.741421277,2.03053097,-9338.659295
866,0.007831102,0.901278529,0.307831996,1.400356982,1.900913012,-9298.247518
867,-0.053586712,0.900002574,0.274317499,1.399959968,1.899945671,-9321.361114
868,-0.02189788,0.899858329,0.336033168,1.623094255,1.899857553,-9271.462424
869,0.02016399,0.900353192,0.3123992,1.401719402,1.918560818,-9292.038857
870,-0.060892297,0.951006279,0.210888012,1.434976564,1.9137584,-9244.094021
871,0.135173759,0.90827992,0.335086974,1.533129661,1.909303993,-9241.587095
872,0.042884993,0.952477615,0.198779864,1.389738387,2.021498607,-9223.674774
873,-0.035085342,0.899680381,0.285036495,1.400184913,1.904788105,-9310.040716
874,0.063887999,0.856939612,0.360407106,1.416885703,3.164526412,-9249.793143
875,-0.06782628,0.898711114,0.382423777,1.403331246,2.097067242,-9331.963774
876,0.012815795,0.864211238,0.415548248,1.575976272,1.918225962,-9287.129008
877,-0.109592327,0.945293663,0.241683981,1.500280386,2.352146838,-9244.500291
878,0.256193793,0.91087432,0.257462477,1.557918972,1.926270616,-9194.796588
879,0.01245507,0.911256479,0.237995919,1.390695097,1.908397385,-9285.594489
880,0.01856852,0.960777646,0.189001221,1.351858683,1.921149484,-9253.149304
881,0.275394473,0.899986674,0.415017701,1.608052064,1.899828302,-9281.59643
882,-0.044526385,0.898045228,0.287491679,1.412047817,1.956050605,-9303.753112
883,0.052668329,0.864254719,0.30288381,1.559418956,1.860534265,-9264.850853
884,0.009424601,0.900003222,0.327442218,1.429817503,1.969669781,-9286.194892
885,0.389944215,0.89006119,0.307170513,1.406290034,1.896899923,-9223.471327
886,0.355010592,0.76118608,0.421604545,1.55877568,1.926193779,-9222.671233
887,0.0179161,0.898370182,0.272493613,1.403959954,1.893720896,-9292.175801
888,0.168205315,0.884323841,0.30662823,1.594921042,1.966101667,-9222.596186
889,0.087308721,0.860645613,0.306724851,1.440709138,1.96662427,-9274.167361
890,-0.030448791,0.957699249,0.222635054,1.46179874,1.901630877,-9232.250954
891,-0.150494877,0.877833295,0.327233237,1.549528301,1.963907172,-9321.352642
892,0.087645805,0.882588924,0.308159676,1.535196333,2.116877691,-9227.161116
893,0.633477234,0.916954691,0.266016252,1.387872979,2.208110767,-9204.784278
894,-0.182151642,0.925918576,0.329703796,1.506722532,1.937779633,-9294.996756
895,-0.001742283,0.984641648,0.184870027,1.497147175,1.936318604,-9236.613241
896,0.337154956,0.897179777,0.29963733,1.39115646,1.915302364,-9232.558789
897,-0.074496878,0.922755425,0.324846287,1.590705516,1.890282002,-9273.369849
898,1.001546069,0.89985869,0.22725945,1.399503082,1.899590458,-9328.398305
899,0.007987782,0.907399134,0.287071576,1.406618783,2.101038788,-9265.772774
900,0.021530845,0.798052978,0.46598813,1.696069565,1.748458832,-9305.805084
901,-0.044217973,0.917464073,0.314381704,1.424930836,1.948744249,-9285.781954
902,-0.203985867,0.899519738,0.359523691,1.598723367,1.943609069,-9316.75531
903,0.079336309,0.899969091,0.325427439,1.399812307,1.917393318,-9291.587912
904,0.185401527,0.918631859,0.302926413,1.413629818,1.91119148,-9248.773624
905,0.257086412,0.900010667,0.228012486,1.768952444,1.899774801,-9314.647354
906,-0.118652571,0.899318579,0.268553253,1.584139321,1.987471105,-9309.485425
907,0.180504501,0.933989913,0.226514824,1.405364676,1.858877347,-9221.374282
908,-0.176301372,0.904089293,0.315145664,1.544128613,1.859270388,-9306.453791
909,0.059809612,0.899857588,0.276080896,1.525467373,2.047459888,-9240.153876
910,0.256697033,0.900006628,0.308240112,1.399896893,1.923490789,-9243.38618
911,0.030886318,0.931451962,0.280821268,1.421599409,1.984784691,-9251.440953
912,-0.068792369,0.912541117,0.320847765,1.402328921,1.901383836,-9315.000627
913,-0.083669027,0.941691809,0.27956034,1.451367097,1.963045853,-9262.687301
914,0.065409492,0.899984996,0.324587084,1.536074437,1.900038256,-9248.776995
915,0.942010508,0.928875088,0.211459133,1.260747039,2.59302438,-9285.54208
916,-0.045441961,0.900042026,0.339889113,1.532357536,1.899890177,-9280.938077
917,0.012157674,0.956191159,0.229641235,1.342689235,1.810546205,-9296.911711
918,0.046303268,0.900007486,0.38322246,1.410245803,1.905250494,-9328.814472
919,0.04643109,0.900005259,0.398510549,1.422538578,1.931485271,-9331.251489
920,0.400656247,0.881568766,0.210195488,1.502016571,1.905413597,-9201.867727
921,0.022268547,0.966619869,0.18346467,1.537000528,1.903448342,-9223.49902
922,0.327820259,0.833177999,0.378928306,1.471705577,2.144278272,-9214.349748
923,-0.107044076,0.884097967,0.335244901,1.535457513,1.88886588,-9297.832402
924,-0.057437975,0.899117866,0.322989307,1.442591202,1.901444712,-9296.198877
925,-0.014910505,0.97475512,0.178670015,1.49113618,1.921109089,-9218.350482
926,0.111036363,0.871011664,0.34870167,1.590265938,2.010185673,-9241.861287
927,0.003157387,0.951225699,0.209540974,1.467323766,1.901348651,-9220.402479
928,-0.090012019,0.918391287,0.304772588,1.474472888,1.925445147,-9280.424292
929,-0.18526585,0.900431504,0.293288913,1.427150876,2.080664201,-9328.578901
930,0.073540535,0.930214574,0.274117691,1.470496263,1.948526552,-9230.133045
931,0.971382182,0.89972894,0.333750917,1.60123893,1.899152044,-9303.620232
932,-0.030769074,0.96289504,0.194198935,1.396651232,1.905810512,-9239.830048
933,0.147565054,0.903562049,0.268786814,1.537275687,1.957627297,-9213.376512
934,-0.026825317,0.958027784,0.225030532,1.446621523,1.950671075,-9232.010135
935,0.006157337,0.916241276,0.328023153,1.502368383,1.892930436,-9260.18235
936,0.140624154,0.900956528,0.205814352,1.69253128,1.976940652,-9305.849687
937,0.183586687,0.869093542,0.349912643,1.421452401,1.869326757,-9272.186092
938,-0.112306503,0.900008403,0.366066425,1.399869284,1.8998226,-9356.95871
939,0.224607134,0.926358396,0.200601355,1.443546116,1.894047753,-9222.91075
940,-0.004029375,0.874179862,0.322196466,1.559214064,1.878938919,-9289.551037
941,0.043064334,0.900038459,0.338367299,1.598017237,1.899715838,-9276.084471
942,0.539320053,0.902017365,0.203036517,1.409389123,1.904674422,-9214.475982
943,0.128368452,0.900004096,0.216421572,1.472781664,2.045935916,-9250.598905
944,-0.055612881,0.900003875,0.199991388,1.485138898,1.899918188,-9371.412546
945,0.064664988,0.900051726,0.42453314,1.469553468,1.899605277,-9350.797738
946,0.255227936,0.900005313,0.381099411,1.399917359,1.985266817,-9317.750042
947,1.153655959,0.933866679,0.350841135,1.491257787,2.403462805,-9343.171286
948,0.097588785,0.898639902,0.379394922,1.429060921,2.133933446,-9309.432398
949,-0.045470048,0.899897486,0.200708179,1.564253981,1.899906392,-9363.402469
950,0.069545273,0.919550089,0.23507665,1.508290577,1.882733322,-9247.091761
951,-0.016999237,0.926500436,0.325284406,1.426324203,1.913683413,-9309.198364
952,-0.042251394,0.899996282,0.379680454,1.454113472,2.059160186,-9326.807616
953,-0.089367017,0.933444794,0.185214774,1.417799516,1.982235519,-9324.832903
954,0.033652582,0.897991183,0.378615761,1.579500367,2.044237332,-9294.865392
955,0.101737736,0.91235137,0.198674519,1.624908444,1.92814811,-9292.34535
956,0.396950459,0.831069575,0.35523584,1.426903526,2.132837925,-9233.052965
957,0.070069795,0.966564802,0.201601198,1.479973612,1.955669954,-9232.411546
958,-0.261183013,0.982331252,0.212110959,1.39709966,2.435016562,-9273.12722
959,0.463866577,0.901343749,0.202242263,1.687623404,2.380812601,-9349.71398
960,0.058371056,0.894130902,0.280415357,1.416187194,1.916870247,-9294.678531
961,0.067493203,0.90175302,0.278363128,1.400813424,1.900622413,-9297.664852
962,0.082402754,0.899325103,0.350781464,1.443321904,2.03574935,-9288.866558
963,0.246231181,0.891622513,0.34533843,1.404398744,1.900612248,-9286.109421
964,0.006792295,0.948481175,0.234825253,1.477176584,1.953076692,-9243.974298
965,-0.155735599,0.913279743,0.326035543,1.520223516,2.043428582,-9308.023181
966,0.029991589,0.861359957,0.311345976,1.491890282,1.944556033,-9297.112547
967,0.626022642,0.884534029,0.236011969,1.417522072,1.871121051,-9226.845011
968,-0.010494316,0.970143135,0.219051855,1.41221423,1.910839358,-9262.70603
969,-0.143454707,0.899903635,0.375387553,1.399973316,2.139069533,-9362.199778
970,0.163154249,0.896470689,0.324180151,1.39779333,2.019445741,-9275.243282
