Index,ObsDur,TSCD,fTaR_0.5,fTaR_0.25,fTaR_0.1,fTaR_0.05,fTaR_0.025,fTaR_0.01
1,1.00100757,0.838741679,0.434808766,0.90111976,1.579395054,2.113299482,2.654742668,3.374589439
2,0.796374049,0.809763475,0.540303085,1.077920958,1.815123599,2.381948556,2.952571802,3.709789837
3,1.120583435,1.160216804,0.56327812,1.06580029,1.734951116,2.236542985,2.731908495,3.376407837
4,1.271842765,1.053993926,0.954253392,1.729382514,2.713199891,3.431914027,4.131938456,5.032819252
5,0.66432464,1.069810672,0.675621405,1.300151923,2.143907259,2.781315525,3.413511688,4.238887646
6,0.854757332,1.205244476,0.740183321,1.460481299,2.454278308,3.215583787,3.977347096,4.980048494
7,1.102888141,1.199594657,0.805657891,1.507509603,2.431360601,3.116933537,3.789058783,4.657030959
8,0.637081451,1.161366182,0.893762051,1.740049971,2.899330632,3.781615709,4.659989077,5.810103614
9,0.80666227,1.163501004,0.886606712,1.830993271,3.19896295,4.274311259,5.364758342,6.815074677
10,1.234851865,1.245286067,0.89850305,1.891199746,3.334303507,4.471893974,5.628433201,7.171177465
11,0.780211841,1.315755975,1.133410398,2.211891553,3.693998901,4.823962117,5.949798702,7.42500188
12,0.889895389,1.219113053,1.053028058,1.954017276,3.137678501,4.01616029,4.877951603,5.991822378
13,1.378610006,1.222654799,0.884311752,1.656120377,2.682752443,3.452913126,4.21423102,5.205855559
14,0.809170834,1.373191996,0.830666694,1.594678109,2.625844953,3.404679399,4.177161039,5.185752754
15,0.892523076,1.481561754,0.83524331,1.644580274,2.771707249,3.637336759,4.502910424,5.640293761
16,1.425704804,1.33481923,0.973387242,1.817463181,2.918430859,3.737580517,4.544765495,5.595028505
17,0.808887353,1.399290439,1.098926614,2.121740158,3.487711643,4.505267739,5.503029771,6.790445399
18,0.878376149,1.334598172,0.936803,1.921232125,3.39104856,4.565175061,5.763841437,7.364087056
19,1.44323353,1.534757356,1.08296266,1.97472042,3.119260808,3.957476476,4.773591539,5.821956572
20,1.22105684,1.309074189,1.043714821,2.126866082,3.72376481,4.988566471,6.273513152,7.981420936
21,1.38159447,1.622401503,1.074051584,2.266162679,4.244967812,5.940266844,7.740216493,10.2164441
22,0.518114364,1.670640274,0.981137978,1.934668359,3.230716857,4.214904534,5.195313947,6.481168172
23,0.627797715,1.388720955,0.910958793,1.899873496,3.468909031,4.771268707,6.128727982,7.970152964
24,0.710721903,1.335187022,0.973877784,1.871440903,3.081281293,3.994342107,4.899424237,6.080738536
25,0.776621781,1.467870227,1.038328068,1.891655076,3.006665918,3.835326342,4.650172887,5.707014933
26,2.065590036,1.3693539,1.041432992,1.989494158,3.273034053,4.240950587,5.198366604,6.443888678
27,0.618336517,1.750348445,1.182540639,2.160297287,3.410856615,4.329334427,5.227267664,6.386616185
28,1.455974196,1.464821827,1.03060854,2.15634679,3.782488576,5.063427458,6.367346821,8.109995119
29,0.583993499,1.501324062,1.21999529,2.537738293,4.425648014,5.898972476,7.386859375,9.359348371
30,0.661533048,1.383019036,1.132006823,2.050202143,3.235956428,4.109946762,4.964980908,6.068742408
31,1.906165457,1.583419139,0.963107598,1.755867643,2.763520912,3.503635064,4.228682194,5.167474393
32,0.571174699,1.45485594,0.973518698,2.036567181,3.588369617,4.810509964,6.049759427,7.695957698
33,1.417720657,1.660119503,0.961372705,1.92137495,3.288836495,4.351773097,5.421593135,6.833727466
34,0.925201038,1.488980747,0.981257648,1.87941,3.088436232,4.000521427,4.904397514,6.083972199
35,0.910573318,1.513474662,1.162297744,2.2624937,3.75466778,4.884996962,6.008088123,7.476975157
36,0.536979958,1.476893,1.108840014,2.202339549,3.760992161,4.973798505,6.195195653,7.808298437
37,0.605714087,1.390828826,1.173545972,2.376298007,4.239931769,5.772113926,7.364776108,9.522739608
38,1.567563337,1.380750056,0.988753006,1.901463072,3.132934127,4.062772349,4.984695909,6.188226349
39,1.362854136,1.328510432,1.094361978,2.142569576,3.632547553,4.791745515,5.959534244,7.503056952
40,0.531833411,1.449853635,0.968953108,1.895307271,3.158141676,4.116228238,5.068557456,6.314151166
41,0.597746437,1.417152673,1.181288153,2.228467797,3.641445063,4.702415497,5.747833189,7.101757987
42,1.574485414,1.544224738,0.978673329,1.844986103,3.020178553,3.912674192,4.801253691,5.965680449
43,1.02486085,1.50390523,1.056474875,1.999666586,3.261588487,4.209063807,5.145026207,6.362479777
44,1.813851718,1.362995431,1.059052801,1.8503497,2.821929677,3.521543967,4.198861059,5.06710644
45,0.813897055,1.411569208,1.040740943,2.057019994,3.462897593,4.538780026,5.613281082,7.024210053
46,0.829584273,1.427577338,1.009867822,2.045198326,3.45119944,4.515456818,5.572648886,6.955358853
47,0.487401351,1.475228355,1.006070382,1.930215194,3.172826216,4.109199446,5.036904406,6.247096026
48,0.550437879,1.450862043,0.902718241,1.791149608,3.021640876,3.958165777,4.887811766,6.099523531
49,0.605834445,1.362491406,0.862375752,1.879559861,3.404228163,4.63423508,5.904948568,7.626425895
50,2.584019307,1.263442891,0.912050526,1.848010988,3.200765947,4.265461654,5.346679275,6.78726177
51,0.538070751,1.481099294,1.234785037,2.419777733,4.026241671,5.234807911,6.427237254,7.974493031
52,0.597357292,1.494667183,1.074154722,2.147635087,3.682697058,4.878837177,6.084009611,7.676425609
53,1.165073309,1.539082938,1.03245513,1.980214078,3.254430189,4.214258787,5.164933426,6.404566582
54,1.591801556,1.428566957,1.044458042,1.994880394,3.265880917,4.221488041,5.167370791,6.400847752
55,1.456718385,1.493419375,1.29484797,2.43510003,4.005491661,5.208288421,6.410704474,7.990568446
56,2.314442917,1.672418502,1.013082711,1.872677379,2.984975798,3.805482422,4.608798549,5.646548527
57,0.435096707,1.700575374,1.567252869,3.090456237,5.327709069,7.102586678,8.908016972,11.31079449
58,2.024163955,1.507168964,1.066258246,1.980582884,3.179129571,4.067993296,4.939708713,6.066486909
59,0.412953616,1.389137139,0.986841514,1.884390279,3.084644989,3.986673493,4.878920698,6.041627917
60,1.456895429,1.515215534,1.037285667,1.994058729,3.284487483,4.258499505,5.224253016,6.484853126
61,0.431615365,1.544044395,1.247396831,2.379376364,3.884728644,5.006054203,6.106410277,7.528136054
62,0.87701435,1.490236738,1.029676668,1.958605331,3.20438739,4.142507048,5.071403442,6.282895139
63,0.888767146,1.487556441,1.101586836,2.233903758,3.853718405,5.112292711,6.376934721,8.043126578
64,1.595360261,1.62986759,0.984776103,2.016915715,3.650350112,5.009273574,6.42968718,8.361412565
65,1.143103321,1.510513876,1.017744582,1.955094332,3.219343157,4.173726336,5.120005545,6.355181825
66,1.098263733,1.536901428,1.191581864,2.374319485,3.969060806,5.170216462,6.359157913,7.909190802
67,0.758011253,1.462147627,0.984684349,1.892352354,3.11514864,4.037625015,4.951894319,6.14502472
68,0.780595021,1.630059631,1.122962704,2.116678935,3.443704816,4.441094255,5.428184269,6.714730752
69,0.440520133,1.439742855,1.091731949,1.999614347,3.209656727,4.120494891,5.023296889,6.20133939
70,0.486593117,1.374643076,0.996814292,1.896113971,3.093264737,3.990790084,4.877602601,6.03225497
71,2.511273752,1.38915063,0.911096823,1.695014251,2.779797471,3.614465427,4.451368378,5.553986973
72,1.533984515,1.49698465,1.082907441,2.156798683,3.660007053,4.81428302,5.967152745,7.478856333
73,0.435232535,1.690998004,1.011307221,1.955227814,3.229510132,4.191374606,5.144774106,6.38888471
74,1.254119802,1.509850892,1.044432755,1.987627898,3.24939858,4.196562207,5.131924504,6.348529686
75,0.465355584,1.527040734,1.134357813,2.242250302,3.793406451,4.987806574,6.184041409,7.757305647
76,0.508768887,1.368645451,1.066676516,2.033728104,3.354424256,4.353210791,5.340947126,6.624440067
77,0.54877688,1.409772482,1.007409947,1.839137447,2.912511548,3.699663283,4.465855652,5.449157441
78,0.585823507,1.342094285,0.956396181,1.895955509,3.184080356,4.164367056,5.140254246,6.418345036
79,0.62029287,1.332756987,0.971597264,1.883216687,3.124604894,4.066493048,5.002729098,6.227103319
80,0.652512249,1.246049285,0.876123637,1.707707927,2.816493236,3.649178168,4.473410516,5.548786743
81,0.682758536,1.233085453,0.97043948,1.877802096,3.111126867,4.045838417,4.974503187,6.188425754
82,0.711265363,1.274923726,0.754106838,1.429374347,2.32434998,2.993843687,3.654532409,4.5139564
83,0.738229813,1.279177948,0.910512671,1.841022371,3.160252863,4.168666289,5.16724509,6.462183711
84,2.792554368,1.412744204,0.943308699,1.777200456,2.890686899,3.724110771,4.545001824,5.609368052
85,1.378464508,1.483593786,1.033822099,1.998296456,3.296373099,4.276424561,5.249049267,6.520566217
86,0.717305496,1.533623292,1.329509488,2.479956937,3.978782828,5.090330377,6.182603901,7.598745593
87,0.743741919,1.31106521,1.27508654,2.384733545,3.873180385,4.997578535,6.114388779,7.575763511
88,0.768727413,1.413764475,0.963742643,1.853688329,3.054221852,3.96058289,4.859214556,6.032282486
89,0.79241845,1.39146171,0.948241214,1.882818366,3.154872561,4.117266189,5.071694007,6.317203024
90,0.81494719,1.393712099,0.889656095,1.613227062,2.533692723,3.205867086,3.859988993,4.700573111
91,2.357725847,1.423833795,1.031292182,1.847852669,2.8720351,3.617172406,4.342468615,5.275912314
92,0.808502888,1.452046824,0.995959464,1.915966219,3.157800468,4.095748637,5.025916852,6.240316942
93,0.829969364,1.407041939,1.419883547,2.524096998,3.960449313,5.027362927,6.076976342,7.438919571
94,0.850417444,1.395170564,1.013324107,1.805818786,2.831973932,3.599586502,4.361715311,5.362228318
95,0.869940149,1.387889318,0.855413218,1.771121993,3.060905121,4.05700414,5.056761535,6.375508597
96,0.888616881,1.433724538,0.935080817,1.91133045,3.286024805,4.359119986,5.448767947,6.905345871
97,1.750135774,1.394967954,1.059300682,1.951929845,3.104046388,3.952880915,4.783354537,5.855606531
98,0.893180108,1.389262707,1.022665666,1.966166787,3.237497802,4.196817379,5.147652856,6.388558473
99,0.910533299,1.469016478,1.085308628,2.099505188,3.495194819,4.556012092,5.608382037,6.980195047
100,0.927184443,1.310363568,1.14094626,2.064000511,3.267534189,4.160123832,5.036218729,6.170185753
101,1.825431079,1.48398223,1.122440245,2.225055306,3.774687456,4.970692146,6.170435928,7.750378748
102,0.928911523,1.456857287,1.006328892,1.930281229,3.173282439,4.11018189,5.038173731,6.248435881
103,1.827413884,1.582256111,1.011042171,1.928218578,3.160234675,4.088571919,5.008076003,6.207593046
104,2.644957246,1.609655488,1.4660982,3.072019353,5.81031384,8.208336082,10.78901275,14.37781708
105,4.127382079,1.809724643,1.080573117,2.078009151,3.423306666,4.438819673,5.445557396,6.759714778
106,0.84452147,1.715236396,1.222717841,2.330446501,3.811751737,4.924394986,6.024303925,7.456583924
107,0.862453058,1.883070589,1.673621895,2.871727939,4.324296151,5.363862413,6.367177837,7.650438526
108,2.470823019,1.809897705,1.374193288,2.526107021,4.003838998,5.09152192,6.156557686,7.533718236
109,0.842004942,1.896113461,0.983534508,2.113600959,3.765832678,5.074016791,6.408384784,8.194842836
110,3.157106328,1.590016116,1.430683865,2.664457224,4.290545249,5.498004856,6.681828982,8.210703852
111,0.808994228,2.043521778,1.687777289,3.133626975,5.009133566,6.396928734,7.758781062,9.522770984
112,0.827473628,1.696919691,1.157589413,2.200786817,3.605516768,4.665945236,5.717345732,7.090483505
113,0.844859334,1.756431655,1.321809279,2.774645456,4.861098416,6.489921326,8.134687112,10.31442927
114,1.652213795,1.707349129,1.309665386,2.606025609,4.440044914,5.860570338,7.287209418,9.168180348
115,1.616153384,1.749375218,1.292469896,2.331776291,3.637960698,4.589569214,5.516446587,6.710311073
116,0.825456913,1.621946623,1.091716402,2.112970705,3.496696505,4.544493962,5.585531698,6.947136057
117,1.616004953,1.625162875,1.237818064,2.354964494,3.840737618,4.953019522,6.050274569,7.47637491
118,0.824883626,1.72296872,1.183103017,2.3087547,3.808329655,4.926800609,6.026128169,7.449086054
119,2.368501438,1.616250562,1.165372587,2.19711927,3.575100342,4.614163661,5.64587817,6.996117363
120,0.806796562,1.676126832,1.154485159,2.297180318,3.899354884,5.138752745,6.385893453,8.035714215
121,0.82316056,1.63324426,1.085897645,2.130521542,3.557631785,4.643167691,5.7243729,7.141246877
122,0.838685151,1.590847795,1.338455471,2.66970238,4.560334883,6.027449708,7.502650483,9.448676042
123,0.853450028,1.553612768,1.253265594,2.630385802,4.550769746,6.01496688,7.470252076,9.370327564
124,1.673121097,1.493961108,1.027399717,1.956004146,3.215050745,4.173418179,5.130283869,6.388655843
125,4.641596875,1.589446617,1.027367635,1.972971956,3.246356368,4.206790767,5.158554297,6.400307913
126,2.210751516,1.715543276,1.272315779,2.529113094,4.277331675,5.618559592,6.959597794,8.721722025
127,0.755855235,1.970503464,1.341639335,2.680727746,4.451936532,5.774577121,7.079241302,8.777114455
128,2.826933471,1.817906584,1.416121229,2.753971536,4.574349873,5.955322181,7.328195824,9.124438197
129,1.385251338,2.102964034,1.513024288,2.997033497,5.059242738,6.636617133,8.20898237,10.26798122
130,1.980025992,1.737484222,2.062842443,3.845153992,6.165847679,7.886299343,9.576617702,11.76759508
131,2.459848276,2.12737914,1.337540288,2.537612337,4.140505611,5.347484212,6.544294026,8.108223873
132,0.638469892,2.110037691,1.623793145,3.044943412,4.907173752,6.292188383,7.655102162,9.424072091
133,1.256551304,1.84997873,1.103745816,2.170943061,3.653626247,4.79064543,5.926984131,7.41922737
134,0.650144837,1.814456981,1.121742076,2.17425889,3.61584561,4.713112091,5.805481117,7.235910507
135,1.27975751,1.640521912,1.336812099,2.637749769,4.457292172,5.857899976,7.260586574,9.105635741
136,1.837434457,1.707792486,1.090197468,2.119875395,3.507591358,4.554342446,5.591875824,6.946151144
137,1.208477164,1.772223384,1.474949504,2.756137576,4.430525939,5.669482446,6.882892224,8.449302479
138,2.265767328,1.621131503,1.533083519,2.875689678,4.660155352,5.995891297,7.313510811,9.025649967
139,0.589464833,1.684560859,1.21357308,2.351219424,3.876556126,5.022245061,6.154387002,7.627689141
140,2.713549698,1.774694029,1.153800947,2.14471,3.455044062,4.433588432,5.397815017,6.64971973
141,1.562957763,1.768471392,1.458885655,2.846719315,4.797706404,6.31011028,7.833316512,9.8476449
142,1.953383792,1.842140841,1.349988781,2.516877468,4.066512089,5.228865335,6.37810019,7.875656538
143,2.857135958,1.891022151,1.153360409,2.200330405,3.611420853,4.676485806,5.732213276,7.109942175
144,0.463433085,1.829989614,1.445274599,2.869752701,4.903954758,6.490182096,8.090367593,10.20761891
145,0.927221582,1.795195554,1.150484757,2.254915929,3.717316032,4.816544704,5.907578218,7.337104306
146,0.927478977,1.719165345,1.147545572,2.202855974,3.625293677,4.699008911,5.763418743,7.152880229
147,0.489521895,1.747002367,1.191589612,2.35142877,3.985467159,5.244372729,6.503349588,8.154928835
148,0.976470727,1.666567241,1.054047093,2.022716106,3.327067183,4.310554609,5.285047353,6.556216006
149,1,1.422283112,1.008188298,1.955537946,3.240046564,4.213402885,5.180978021,6.44723434
150,0.706298994,1.554810912,0.915429074,1.772941054,2.944092175,3.833659081,4.718264081,5.875144212
151,0.791888309,1.529740197,1.007199787,1.911217678,3.156595657,4.109555041,5.061336625,6.310734999
152,0.838018525,1.481533573,1.184804577,2.217215867,3.611553599,4.67124446,5.72824289,7.11708991
153,0.86658118,1.513847975,0.919270222,1.814210357,3.083517668,4.081145495,5.098678377,6.463571781
154,0.885825378,1.526223584,0.949111547,1.81589376,2.953070713,3.798973316,4.631481359,5.712206369
155,1.625979332,1.392538811,0.99491659,1.913655746,3.150817179,4.084400234,5.010345078,6.219659058
156,1.523476621,1.429784972,1.056144711,2.035055376,3.361859533,4.366167824,5.363276414,6.666128176
157,0.783548952,1.554381196,0.99321386,2.017451809,3.435419705,4.52682678,5.623901848,7.07601251
158,3.373478721,1.475639254,0.952004908,2.022156703,3.540206324,4.718583039,5.90638506,7.47961053
159,0.698009338,1.850540061,1.608484979,3.151164851,5.433281712,7.233465081,9.047917383,11.43377975
160,1.95136398,1.525141003,1.067721942,2.052758487,3.38427636,4.390716589,5.389025709,6.692715583
161,3.437256447,1.714770199,1.524488011,2.812741613,4.468890413,5.688766288,6.883271322,8.42791841
162,1.126941642,1.832133105,1.102803058,2.121279852,3.495260243,4.532611753,5.561007394,6.903551747
163,2.09594297,1.812514736,1.32922403,2.812109973,5.060778336,6.88236029,8.763061894,11.30381669
164,0.54617295,1.929186543,1.27881136,2.547007459,4.314676663,5.686540119,7.074579962,8.923723192
165,1.078859864,1.836386517,1.212510856,2.403102337,4.017865024,5.243274214,6.464037675,8.06594849
166,2.024280758,1.753783915,1.333971831,2.578011173,4.291760942,5.60124249,6.907965403,8.622145491
167,1.003842306,1.595965449,1.229358648,2.444607609,4.120831131,5.402031406,6.681326306,8.361309669
168,2.738419806,1.606514463,1.230872248,2.322012857,3.772177153,4.856933567,5.926201972,7.314758208
169,0.477264056,1.716645631,1.101489024,2.116482981,3.484861684,4.517670881,5.541505923,6.877904866
170,2.606626126,1.705000409,1.090385687,2.094093396,3.431542941,4.436299508,5.430969851,6.729133097
171,0.868395224,1.876894684,1.690932643,3.425443548,5.932163691,7.898020701,9.887000951,12.52432006
172,1.642830707,1.777313343,1.301433856,2.712458642,4.758106214,6.377955091,8.033918867,10.25737691
173,0.432317495,2.006817522,1.625250462,3.164724614,5.27628346,6.884241731,8.485604442,10.5825802
174,1.637885486,1.637657012,1.030902842,2.189959496,3.889313334,5.239490391,6.620290809,8.473504484
175,1.552378033,1.781449633,1.173501322,2.383353182,4.080390965,5.3967641,6.725971194,8.491382637
176,0.410363005,1.863005404,1.105419562,2.124659492,3.499564533,4.537627559,5.566909733,6.91055469
177,1.557510276,1.5364032,1.110338924,2.231216473,3.758049985,4.912752913,6.057447381,7.550544851
178,1.137799886,1.58991383,1.121571468,2.134506802,3.527779975,4.584854156,5.631430336,6.99183769
179,0.401774898,1.581081996,1.156122952,2.196639818,3.637668616,4.744939889,5.853819596,7.313039499
180,0.807357918,1.548446997,1.113244503,2.162232601,3.595090259,4.6840049,5.767120289,7.184500897
181,0.425083724,1.485232837,1.096644841,2.206695438,3.806672771,5.058869808,6.323298604,7.996858516
182,0.852150137,1.27950881,0.774984934,1.463401323,2.358820741,3.022363673,3.674274972,4.519585857
183,0.446538377,1.251188601,0.860686243,1.773034282,3.150072329,4.256618765,5.389599133,6.905121928
184,1.304039288,1.386439219,0.962571738,1.932186462,3.324534958,4.412218678,5.509903954,6.962099382
185,1.656745595,1.454439544,0.90832974,1.844247376,3.123264666,4.097495094,5.069980131,6.34866594
186,0.435447041,1.472706072,1.179030296,2.245959461,3.662125382,4.724091503,5.774394177,7.143940976
187,2.698950302,1.443150333,1.001183956,2.040469084,3.491180328,4.61350313,5.745096985,7.246829602
188,0.779547712,1.427958708,1.364496484,2.506858357,3.972961144,5.052163997,6.108554041,7.474204279
189,2.132046833,1.442843419,1.010235787,1.92194967,3.145751641,4.068160662,4.982048009,6.174596676
190,2.218722457,1.480982637,1.139952499,2.177516474,3.575544233,4.630690657,5.676495919,7.041269939
191,0.346534713,1.709382079,1.491553749,2.938224585,4.901378225,6.393466301,7.881480953,9.836226748
192,0.374689984,1.749696874,1.092118555,2.086705879,3.396863161,4.374561145,5.338926889,6.593463679
193,1.101099763,1.467232316,1.138926398,2.379424015,4.362593308,6.017102971,7.746534645,10.09825131
194,2.330662062,1.451374242,1.003733392,1.901873224,3.07510824,3.94762983,4.806941823,5.924051304
195,1.227918046,1.557583142,1.173219975,2.191728135,3.537433934,4.538368715,5.520812841,6.790872114
196,0.338323499,1.605075234,1.184796262,2.313745896,3.876122022,5.069494335,6.258255425,7.813946389
197,0.368076376,1.485333107,0.997651623,2.026144722,3.432274338,4.511869383,5.598347375,7.040382825
198,0.396295509,1.368090498,1.045396315,1.847876241,2.845299794,3.566746175,4.266291008,5.163401832
199,0.423059536,1.237770467,1.074833602,2.109149701,3.500580857,4.55787297,5.614635402,7.008325329
200,0.448456838,1.345934843,0.749086836,1.460726968,2.42742463,3.143467992,3.902246187,4.874641418
201,0.901913359,1.305746244,0.941430776,1.811578103,2.985966121,3.872830675,4.752284389,5.900264577
202,1.724579784,1.253833783,0.832767129,1.652642345,2.765738413,3.608311972,4.444989405,5.53884175
203,0.868272085,1.420070341,0.973640295,1.943664875,3.263849401,4.267093987,5.266922965,6.579110565
204,1.274185071,1.40121372,0.998972457,2.038335677,3.513397568,4.651108559,5.788425207,7.279604708
205,0.855809972,1.31880198,1.009073104,1.991259401,3.363040555,4.41791656,5.473735838,6.86149414
206,0.450557998,1.383708544,0.987980168,1.890848749,3.101313149,4.012101692,4.913641522,6.088938555
207,0.905140697,1.320709108,1.062210467,1.960421505,3.137405992,4.012792324,4.873808259,5.990626315
208,0.473786985,1.296708112,0.982689677,1.990338943,3.463657943,4.626068307,5.805054793,7.371080901
209,0.949718563,1.257247103,1.05790276,2.020431701,3.309102641,4.276879589,5.232999414,6.476852919
210,0.494834692,1.262199051,1.044885343,2.078300757,3.509079725,4.611221599,5.719585888,7.186873408
211,3.212692483,1.271683771,1.144550329,1.844949385,2.657821428,3.228068714,3.773391557,4.466360631
212,2.170161591,1.581059378,1.196713974,2.366423523,4.031657392,5.356637847,6.7250119,8.587891469
213,1.276132152,1.691042548,1.228657146,2.449403135,4.161197321,5.482563932,6.8090706,8.558695661
214,3.309804712,1.771044669,1.407333782,2.796352103,4.760938409,6.281838591,7.809018209,9.821407762
215,1.118920029,1.994701324,1.694685946,3.162022583,5.086179992,6.519092169,7.930853677,9.765628409
216,1.764765222,1.88019938,1.300767221,2.674109045,4.607743288,6.104022502,7.609381659,9.600080257
217,3.238418533,2.135718515,1.067547689,2.052146343,3.380000802,4.382305446,5.376021269,6.673138985
218,0.330743693,2.12786584,1.846279553,3.577017998,5.931686131,7.717107677,9.49106507,11.81046847
219,1.84906841,1.623166078,1.291276026,2.489976474,4.108926963,5.331504633,6.543606831,8.125502488
220,0.634726019,1.982349402,1.170332371,2.279945617,3.799846171,4.959706576,6.117842093,7.639679468
221,0.343017169,1.650170234,1.286614631,2.432650566,3.947669594,5.079701496,6.196165382,7.647772194
222,3.038034286,1.513240335,1.127542941,2.247800824,3.841585934,5.093079501,6.366932205,8.07168705
223,0.330118529,1.767622213,1.127453847,2.163752335,3.559004381,4.610633223,5.652032065,7.009653471
224,2.402347565,1.608722066,1.030494173,2.089968657,3.51249602,4.582056877,5.640389171,7.020457439
225,0.619415093,1.690551654,1.159051805,2.209775297,3.615870621,4.672132423,5.716040016,7.074893498
226,2.508478109,1.686955637,1.116013235,2.147845902,3.540324733,4.591819947,5.634511675,6.995837932
227,0.304835724,1.890840885,1.143205994,2.164595799,3.541165352,4.585493652,5.625814348,6.991690499
228,2.71604211,1.60556561,1.177940784,2.262233276,3.721907962,4.822898975,5.91383756,7.337385194
229,0.297828623,1.755032373,1.080334968,2.074712361,3.41645082,4.429666755,5.434442004,6.746183308
230,0.614258673,1.730445321,1.07926297,2.156406777,3.664846357,4.834183383,6.014119731,7.579962151
231,0.33136628,1.603063948,1.09564013,2.109461128,3.47869485,4.5129621,5.538742813,6.877976979
232,0.67763682,1.335784834,1.000926081,2.103356295,3.725528916,5.024917948,6.36348883,8.174403267
233,1.918837374,1.394837218,0.887824223,1.784850209,3.087018794,4.110946522,5.147713093,6.522903011
234,0.342516242,1.584663141,0.990847214,1.709242029,2.584138588,3.214095861,3.825346753,4.611536255
235,2.239108837,1.342169297,1.0148711,1.836197432,2.875276969,3.634491557,4.375048197,5.329717892
236,0.955973101,1.511863661,1.03909409,2.021663104,3.338103571,4.322382712,5.290542029,6.543948669
237,1.530950624,1.499667314,1.164432534,2.177562154,3.554840403,4.597561058,5.630952285,6.978365551
238,0.327925878,1.645333982,1.457374672,2.794915791,4.592382774,5.941276415,7.271589067,8.997833918
239,1.576637848,1.587357425,0.999153522,1.918756022,3.175068577,4.130737607,5.082163707,6.328049436
240,0.336268911,1.640902572,1.035046719,1.959592739,3.206555155,4.148988115,5.08393214,6.305102731
241,1.003283572,1.452327148,1.041748356,1.967612546,3.190196471,4.10317964,5.003256763,6.173304596
242,1,1.426177756,0.965120583,2.003848615,3.543783415,4.782121738,6.059674986,7.789218601
243,1.566864989,1.411111967,1.010276305,2.026354664,3.460213193,4.5731374,5.694966972,7.180906353
244,0.460277434,1.487944657,1.070970258,2.11739645,3.583072086,4.711701751,5.842140256,7.329052416
245,0.557329673,1.483801592,1.184515849,2.195303007,3.51020791,4.481947577,5.433582327,6.662713525
246,0.359320661,1.470624675,0.990505145,1.917331393,3.177644387,4.133051543,5.082388443,6.32345616
247,1.059806385,1.449318664,0.970439819,1.871963652,3.092755626,4.016155447,4.932562191,6.129499386
248,0.74025383,1.541019323,1.043594295,1.929923723,3.094352911,3.963398678,4.820690077,5.936064336
249,1.090780504,1.398117839,1.057101492,2.032541325,3.369084917,4.387583972,5.4023257,6.732290294
250,2.267168351,1.486619596,1.15580181,2.212480652,3.647637102,4.73580922,5.816988412,7.230938007
251,0.969594575,1.542625829,1.023645657,1.949888806,3.194678262,4.133571467,5.064407451,6.28003732
252,1.805783583,1.496785305,1.160833335,2.254632782,3.739365876,4.868036159,5.993339928,7.471052601
253,1.698927365,1.564437749,1.123874792,2.256745222,3.798026277,4.967477591,6.131176822,7.656202951
254,0.590144956,1.648781155,1.44161456,2.711587965,4.427533028,5.728798409,7.023974318,8.721209284
255,0.888400065,1.594978518,1.146976708,2.309220944,3.988493447,5.304323155,6.633958249,8.394597378
256,0.32140334,1.531933566,1.053857169,2.105836809,3.529948687,4.607342356,5.677465312,7.077713068
257,0.345229902,1.331149019,0.934046863,1.891081903,3.223490509,4.24866128,5.27719964,6.634314566
258,0.367679978,1.330459437,0.961192097,1.844991617,3.035421339,3.933441477,4.823404236,5.984785258
259,1.760843168,1.206380738,0.772379748,1.401715909,2.199661954,2.78535291,3.358908073,4.10163343
260,2.006556994,1.348879822,1.036350111,1.989778029,3.272776318,4.240222069,5.198783837,6.449448296
261,2.788116938,1.513677566,0.91990779,1.87579314,3.290458408,4.414285801,5.558138938,7.081346292
262,0.633165928,1.669119927,1.056839724,2.089968228,3.513602557,4.601985572,5.689167526,7.117818991
263,0.645761322,1.50552236,1.371586402,2.652103349,4.393795533,5.713879674,7.025252178,8.739149504
264,0.657479494,1.530306578,1.156008433,2.281839765,3.829846054,5.026199976,6.235979871,7.849292356
265,0.668417544,1.425346181,1.004654148,1.931365216,3.181202001,4.12474028,5.060173269,6.281235896
266,0.35075315,1.341819931,0.994281241,1.989349644,3.410837709,4.517454996,5.63208298,7.104444113
267,0.366712501,1.354899545,1.054372301,2.06807205,3.449620732,4.501179973,5.550092937,6.92765912
268,0.741209644,1.226669103,0.781861669,1.613819735,2.825877427,3.783236327,4.757442754,6.057108556
269,0.385567133,1.138017974,0.853926822,1.630393453,2.671133164,3.453453868,4.227014867,5.234151212
270,0.400027509,1.231204039,0.787573272,1.44349235,2.289798147,2.914716937,3.527513515,4.320876426
271,0.805411096,0.909167686,0.710292102,1.363974439,2.228067168,2.873726712,3.510730483,4.339522116
272,2.320371569,1.107012088,0.811006028,1.703111747,3.047590896,4.120701741,5.212835721,6.663275178
273,2.928492939,1.409300789,0.97943148,1.899133589,3.152431419,4.103671684,5.049235407,6.285901045
274,2.108623447,1.544841232,1.632471077,3.080637467,5.015090113,6.469241462,7.907819821,9.783235698
275,0.710895618,1.540707667,1.025248663,1.967759619,3.236979081,4.194396124,5.143221946,6.381515306
276,2.048321429,1.540799484,1.268373985,2.452124379,4.059255595,5.285285872,6.512112869,8.130001149
277,0.691323348,1.555207797,1.65959761,3.126216732,5.05684424,6.496328745,7.91449959,9.756907023
278,1.030683552,1.535814324,1.034936026,1.988718898,3.274503358,4.244615322,5.206137562,6.460838003
