forc.use,Wei,GG,Burr,GB2,EGIG,TSCD,r
0.844859334,2.356589941,2.1377635,1.956513559,1.798918507,1.807754207,1.756431655,1.001402466
1.652213795,2.182869953,2.022141553,2.026901972,1.689990005,1.725287176,1.707349129,1.001402466
1.616153384,2.356224881,2.111926976,1.607615835,1.734006147,1.690750049,1.749375218,1.001402466
0.825456913,2.344179438,2.218171868,1.516573096,1.624715929,1.564445272,1.621946623,1.002058761
1.616004953,2.067521158,2.005883618,1.610477996,1.702623693,1.627812254,1.625162875,1.001908911
0.824883626,2.597554499,2.218643341,1.645721864,1.656377429,1.701531128,1.72296872,1.001908911
2.368501438,2.474617883,2.153376286,1.650385641,1.621550139,1.592627048,1.616250562,1.001908911
0.806796562,2.235307548,2.181803058,1.644301864,1.646105971,1.683088542,1.676126832,1.001908911
0.82316056,2.329930328,2.208501998,1.621705982,1.6156919,1.661312821,1.63324426,1.001908911
0.838685151,2.247600709,2.286298407,1.989642827,1.552868373,1.602315347,1.590847795,1.001402466
0.853450028,2.035378324,2.132562691,2.090393252,1.569100483,1.583654875,1.553612768,1.001402466
1.673121097,2.303121299,2.069990857,1.569168764,1.439427706,1.50132421,1.493961108,1.000798434
4.641596875,2.600137863,1.905730458,1.492225011,1.563162492,1.516097998,1.589446617,1.001225277
2.210751516,2.376492319,2.200715669,1.879274338,1.606303868,1.67710341,1.715543276,1.000782721
0.755855235,2.691779337,2.349127021,1.73908487,2.0530522,1.959444329,1.970503464,1.001163194
2.826933471,2.505775711,2.097558286,2.142364074,1.881794713,1.833466918,1.817906584,1.000798434
1.385251338,2.509362853,2.305253521,2.273109417,2.029559218,2.084985449,2.102964034,1.001402466
1.980025992,2.370756646,2.191859328,2.667099397,1.800044292,1.739843578,1.737484222,1.0011699
2.459848276,2.501869184,2.359244645,1.797452762,2.15262155,2.078265692,2.12737914,1.001582056
0.638469892,2.657408676,2.409039438,2.168870393,2.146074651,2.154898217,2.110037691,1.001402466
1.256551304,2.32285499,2.070546833,1.670708508,1.815469827,1.851460662,1.84997873,1.001908911
0.650144837,2.256698996,2.312601082,1.640338243,1.76968174,1.923240425,1.814456981,1.002057591
1.27975751,2.139190986,2.060643498,2.070433748,1.585701004,1.663426517,1.640521912,1.001511076
1.837434457,2.248324326,2.06444541,1.57058091,1.640820353,1.608579966,1.707792486,1.001908911
1.208477164,2.340260329,2.249222739,2.248403149,1.792669554,1.712927165,1.772223384,1.001957502
2.265767328,2.379915111,2.103049646,2.171757853,1.656462775,1.671928585,1.621131503,1.001402466
0.589464833,2.30960734,2.053295478,1.665743507,1.688695796,1.74340502,1.684560859,1.002223119
2.713549698,2.337686003,2.01757959,1.660490113,1.734024251,1.826233865,1.774694029,1.002223119
1.562957763,2.803603174,2.143001284,2.133737591,1.800489969,1.705164432,1.768471392,1.002201282
1.953383792,2.459527343,2.158253649,1.826707375,1.865562524,1.822578337,1.842140841,1.002201282
2.857135958,2.270058061,2.463225622,1.609493591,1.797317229,1.808515404,1.891022151,1.002569001
0.463433085,2.649671056,2.525877745,2.367548757,1.854840728,1.953952043,1.829989614,1.002201282
0.927221582,2.555622851,2.179578292,1.601839244,1.839552462,1.839627265,1.795195554,1.002353846
0.927478977,2.239825182,2.205943996,1.632412455,1.747526665,1.756012441,1.719165345,1.002223119
0.489521895,2.04541876,2.041550021,1.949866568,1.683163854,1.690185866,1.747002367,1.002201282
0.976470727,2.182726661,1.962706896,1.593364372,1.609474401,1.687293955,1.666567241,1.001908911
1,2.08764892,1.995150375,1.454667623,1.442682273,1.439285673,1.422283112,1.001908911
0.706298994,2.201008953,2.002541978,1.350512829,1.54515717,1.547318535,1.554810912,1.001402466
0.791888309,2.129143748,2.065851772,1.573612461,1.562513614,1.577019163,1.529740197,1.001407877
0.838018525,2.098939306,1.987284394,1.785732335,1.466297303,1.436901884,1.481533573,1.001405756
0.86658118,2.152703787,1.83922115,1.417387588,1.465278699,1.564297331,1.513847975,1.001402466
0.885825378,2.315931154,1.941739701,1.353342694,1.515398728,1.478631642,1.526223584,1.001402466
1.625979332,2.172097187,1.991075073,1.418199102,1.385614285,1.376832591,1.392538811,1.000798434
1.523476621,2.110412336,1.941438487,1.436692584,1.47024066,1.452026824,1.429784972,1.000879802
0.783548952,2.252951083,2.12352215,1.481761033,1.604382059,1.597029613,1.554381196,1.001198438
3.373478721,2.240777243,1.820595888,1.449506164,1.474958119,1.444801588,1.475639254,1.000798434
0.698009338,2.562165672,2.003164833,2.725417274,1.891524525,1.820064004,1.850540061,1.001402466
1.95136398,2.148082428,2.173727814,1.491957757,1.575044371,1.503913533,1.525141003,1.000798434
3.437256447,2.173851325,1.897207914,2.126907989,1.612462326,1.759797012,1.714770199,1.001402466
1.126941642,2.380195527,1.989574982,1.679651204,1.829393397,1.845325593,1.832133105,1.001908911
2.09594297,2.500494435,2.017964089,2.263448937,1.803768445,1.801400512,1.812514736,1.001908911
0.54617295,2.355902532,2.065317895,1.730107738,1.80168717,1.879970139,1.929186543,1.002201282
1.078859864,2.241701074,2.203110716,1.702705138,1.734330302,1.6822282,1.836386517,1.002201282
2.024280758,2.412467627,2.296532973,1.97339929,1.720012651,1.638290534,1.753783915,1.002201282
1.003842306,2.326518231,2.178020501,1.721646108,1.591593917,1.608302695,1.595965449,1.002223119
2.738419806,2.280926786,1.974718295,1.729553518,1.56541621,1.629819142,1.606514463,1.002223119
0.477264056,2.666303855,2.159546572,1.572136751,1.728500809,1.718148488,1.716645631,1.001402466
2.606626126,2.3727166,2.102991832,1.462927903,1.699351281,1.709789368,1.705000409,1.002201282
0.868395224,2.141189169,2.116068409,2.758777943,1.846732973,1.78618164,1.876894684,1.001402466
1.642830707,2.366230148,2.099051222,2.17510903,1.862253134,1.786881097,1.777313343,1.000798434
0.432317495,2.333931024,2.088350621,2.316196041,2.004800168,2.073786411,2.006817522,1.001402466
1.637885486,2.385793039,1.990386657,1.714923259,1.667018078,1.659142644,1.637657012,1.001402466
1.552378033,2.16038095,2.301272828,1.77539819,1.745411192,1.778847323,1.781449633,1.000798434
0.410363005,1.99714286,2.061425535,1.53010531,1.829457793,1.798650898,1.863005404,1.000798434
1.557510276,2.26422264,2.031795119,1.457914778,1.54884985,1.539438716,1.5364032,1.001331663
1.137799886,2.196320534,2.031629198,1.86453837,1.588830902,1.65313045,1.58991383,1.001402466
0.401774898,2.421132543,1.996969499,1.704232759,1.545837319,1.658105621,1.581081996,1.001402466
0.807357918,1.93233989,1.938496927,1.606317734,1.527832673,1.50312007,1.548446997,1.002201282
0.425083724,2.20456255,1.839204659,1.865307983,1.478900742,1.545341786,1.485232837,1.001908911
0.852150137,1.941717875,1.920036401,1.164209916,1.223063211,1.31731982,1.27950881,1.001908911
0.446538377,2.193237656,1.813662536,1.56130554,1.288241197,1.320884492,1.251188601,1.001908911
1.304039288,1.961558022,1.879249585,1.624811192,1.330704565,1.382507724,1.386439219,1.001908911
1.656745595,1.738366818,1.869118311,1.429422346,1.43343344,1.438537698,1.454439544,1.001908911
0.435447041,2.261693922,2.085676941,1.589040163,1.45699036,1.453137457,1.472706072,1.001402466
2.698950302,1.91297888,2.078131362,1.549634254,1.481898065,1.426677768,1.443150333,1.001908911
0.779547712,2.307774541,1.805139793,1.766876204,1.438158497,1.450089565,1.427958708,1.001908911
2.132046833,1.99546297,1.751400574,1.409857761,1.449748933,1.426465104,1.442843419,1.001908911
2.218722457,2.511606043,2.096054622,1.56212792,1.515168113,1.508637377,1.480982637,1.001908911
0.346534713,2.263782435,1.924845366,2.241760331,1.815350867,1.72742712,1.709382079,1.001908911
0.374689984,2.326550644,1.923947822,1.526159243,1.673926065,1.692554574,1.749696874,1.002201282
1.101099763,2.310453499,1.859322142,2.26136503,1.383521132,1.466614303,1.467232316,1.002455997
2.330662062,2.180829567,1.898976228,1.435191061,1.415365549,1.457969952,1.451374242,1.002455997
1.227918046,2.272412161,2.056887475,1.699016519,1.553119484,1.640208839,1.557583142,1.002223119
0.338323499,2.40231669,2.005057069,1.769466446,1.653122054,1.570661144,1.605075234,1.002385134
0.368076376,2.028329232,1.966768851,1.455212224,1.471433753,1.469533527,1.485333107,1.002455997
0.396295509,2.008810607,1.854523271,1.401439541,1.381856869,1.380385615,1.368090498,1.002455997
0.423059536,1.058731129,1.695113477,1.521212833,1.359475576,1.374693469,1.237770467,1.003184364
0.448456838,1.793474874,1.760375387,1.143540875,1.25836163,1.268257895,1.345934843,1.003184364
0.901913359,1.768330089,1.750425151,1.410569586,1.274378533,1.241723284,1.305746244,1.003184364
1.724579784,1.964970236,1.724655101,1.25125637,1.163954434,1.191454565,1.253833783,1.003184364
0.868272085,1.934986359,1.77379542,1.397856984,1.422272708,1.406644107,1.420070341,1.003719815
1.274185071,2.166177755,1.859082542,1.472519274,1.421580381,1.380355719,1.40121372,1.003184364
0.855809972,1.934239165,1.788131315,1.514510948,1.282492303,1.280555669,1.31880198,1.003719815
0.450557998,1.912437731,1.753539208,1.376558145,1.415207067,1.374190798,1.383708544,1.003719815
0.905140697,1.956358558,1.764340599,1.452648741,1.352391691,1.378247123,1.320709108,1.003184364
0.473786985,2.01894956,1.793292739,1.699891302,1.320880041,1.293862342,1.296708112,1.003184364
0.949718563,2.03425177,1.812620647,1.577417737,1.277473232,1.318750473,1.257247103,1.003031118
0.494834692,1.86751941,1.783406245,1.512074271,1.262268386,1.221914211,1.262199051,1.002455997
3.212692483,1.782620041,1.707981576,1.290073062,1.199869875,1.256846437,1.271683771,1.002455997
2.170161591,2.522503148,1.852516501,1.860163608,1.608943569,1.573791123,1.581059378,1.002455997
1.276132152,2.57659809,1.914355569,1.77761274,1.708625081,1.723741851,1.691042548,1.002455997
3.309804712,2.268610649,1.876047336,2.360258546,1.791717627,1.882817923,1.771044669,1.002223119
1.118920029,2.491237579,2.085218886,2.432459994,1.800681314,1.747511403,1.994701324,1.003031118
1.764765222,2.267757241,2.125920711,1.891677186,1.923595823,1.998032376,1.88019938,1.003031118
3.238418533,2.640553485,2.05295631,1.568203394,2.102898072,2.181807343,2.135718515,1.003031118
0.330743693,2.621426255,2.209334165,2.735756128,2.293517402,2.231731728,2.12786584,1.001908911
1.84906841,2.35248819,1.998200847,1.965613,1.669901359,1.659187786,1.623166078,1.002455997
0.634726019,2.388937777,2.13914316,1.686683642,2.114620296,2.078866039,1.982349402,1.002201282
0.343017169,2.517542156,2.112151312,1.8104788,1.729028154,1.747622282,1.650170234,1.002455997
3.038034286,2.260650329,2.077844814,1.790756983,1.508733788,1.570409644,1.513240335,1.003031118
0.330118529,2.540379702,2.053250863,1.55979822,1.788699785,1.786239511,1.767622213,1.002223119
2.402347565,2.172058476,2.165522489,1.532813532,1.582727695,1.62680223,1.608722066,1.003031118
0.619415093,2.382331633,2.041796106,1.583775652,1.707450444,1.74327428,1.690551654,1.002223119
2.508478109,2.185235801,1.969909366,1.575844857,1.684254372,1.722762623,1.686955637,1.002455997
0.304835724,2.450934096,2.169367913,1.603481346,1.883328441,1.833701971,1.890840885,1.002223119
2.71604211,2.245870423,1.96003006,2.107913978,1.633805269,1.5835653,1.60556561,1.002455997
0.297828623,2.314450335,2.29635092,1.606645208,1.740732439,1.747506921,1.755032373,1.002223119
0.614258673,2.350114571,1.92747742,1.727607742,1.740013193,1.724671696,1.730445321,1.002223119
0.33136628,1.992374283,2.006763935,1.640435355,1.617626919,1.618016536,1.603063948,1.002223119
0.67763682,2.236001956,2.02237504,1.725184652,1.392699463,1.325953078,1.335784834,1.002201282
1.918837374,2.1714551,1.850133423,1.568889849,1.428284543,1.372083508,1.394837218,1.001908911
0.342516242,2.149845467,1.883703151,1.263167016,1.425892992,1.41941272,1.584663141,1.002201282
2.239108837,2.047961873,1.93268884,1.397720835,1.381109033,1.365048147,1.342169297,1.000798434
0.955973101,2.197342301,2.072787663,1.524014505,1.558094671,1.560093388,1.511863661,1.001908911
1.530950624,2.26716291,1.999270298,1.710060267,1.518395958,1.56274056,1.499667314,1.001908911
0.327925878,2.272566219,2.051353839,2.123521441,1.607827173,1.686734217,1.645333982,1.002201282
1.576637848,2.334165698,1.897155355,1.496361894,1.489404152,1.525009015,1.587357425,1.001402466
0.336268911,2.064428816,1.900129464,1.547557515,1.573108929,1.568263206,1.640902572,1.001908911
1.003283572,1.821703936,1.792582,1.490900945,1.464837371,1.508307649,1.452327148,1.001402466
1,2.059868967,1.893705972,1.636882074,1.364060213,1.383963338,1.426177756,1.001402466
1.566864989,2.012767708,1.728456747,1.519163077,1.413002854,1.401960323,1.411111967,1.000808019
0.460277434,2.105193162,2.010739901,1.697907884,1.542056309,1.464051084,1.487944657,1.00163757
0.557329673,2.355618295,1.944788669,1.707204098,1.43931999,1.487437236,1.483801592,1.000798434
0.359320661,2.046160232,1.865350089,1.601019063,1.444953482,1.440445781,1.470624675,1.001402466
1.059806385,1.99934381,1.833771867,1.626522218,1.491525087,1.504627447,1.449318664,1.000798434
0.74025383,2.068978758,1.857180804,1.453285787,1.462419306,1.444273879,1.541019323,1.000798434
1.090780504,2.17794315,1.830685762,1.624846912,1.473606093,1.456570899,1.398117839,1.000798434
2.267168351,2.19058298,1.715442698,1.729986893,1.412157595,1.460105284,1.486619596,1.000798434
0.969594575,2.04760702,1.921848077,1.483708104,1.490103501,1.559465419,1.542625829,1.000749214
1.805783583,2.104721152,1.814704228,1.654408619,1.45971858,1.497487867,1.496785305,1.000413184
1.698927365,2.289953949,1.909655189,1.609459576,1.577607878,1.636631984,1.564437749,1.000413184
0.590144956,2.426955809,1.999725479,1.775220104,1.701096102,1.639654942,1.648781155,1.000413184
0.888400065,2.275269535,1.965624478,1.835229915,1.551565589,1.547766131,1.594978518,1.000413184
0.32140334,2.115615851,1.869093777,1.566183449,1.538050825,1.502758026,1.531933566,1.000749214
0.345229902,2.04927611,1.858728064,1.506417611,1.353021551,1.367157188,1.331149019,1.000782721
0.367679978,2.002534222,1.885932809,1.426738354,1.295014325,1.22864644,1.330459437,1.001402466
1.760843168,2.065216553,1.784289242,1.032666391,1.240265591,1.188501411,1.206380738,1.000798434
2.006556994,1.987045448,1.92231128,1.480144665,1.350649852,1.404455257,1.348879822,1.001402466
2.788116938,2.017989875,1.977747308,1.592330161,1.462934288,1.509148679,1.513677566,1.001402466
0.633165928,2.989511914,2.046180959,1.553941981,1.667582067,1.725993315,1.669119927,1.000798434
0.645761322,2.229440794,1.909483774,2.101007164,1.560290849,1.5860523,1.50552236,1.000798434
0.657479494,2.275132489,1.907266762,1.6777177,1.533697571,1.462890625,1.530306578,1.001402466
0.668417544,2.144336483,1.989867537,1.510424915,1.399549262,1.43468851,1.425346181,1.000798434
0.35075315,2.014283129,1.865441073,1.679114585,1.350239905,1.367430235,1.341819931,1.000798434
0.366712501,1.908573236,1.819994947,1.547196828,1.421663464,1.439364625,1.354899545,1.000798434
0.741209644,1.829281625,1.731672008,1.355055411,1.275363939,1.297028464,1.226669103,1.000749214
0.385567133,1.809685794,1.673425846,1.245108899,1.089609963,1.114609987,1.138017974,1.000408171
0.400027509,1.84397836,1.618409812,1.101715942,1.225124836,1.31391805,1.231204039,1.000374775
0.805411096,1.776699998,1.491680793,1.155759256,0.913107694,0.944692304,0.909167686,1.000374775
2.320371569,1.923285146,1.646965228,1.428254223,1.052994428,1.1579376,1.107012088,0.999718542
2.928492939,2.060779925,1.789008388,1.469999669,1.371647414,1.339191095,1.409300789,0.999718542
2.108623447,2.383832784,1.854588434,2.093536024,1.538564451,1.652050977,1.544841232,1.000374775
0.710895618,2.41553087,1.856921177,1.539823331,1.55658904,1.45484643,1.540707667,1.000782721
2.048321429,2.141946984,1.932394034,1.677408357,1.587334019,1.506015087,1.540799484,1.000374775
0.691323348,2.162702243,1.877882835,2.357990044,1.588286122,1.58336225,1.555207797,1.000749214
1.030683552,2.347859659,1.97429554,1.465899181,1.53843145,1.538423794,1.535814324,1.000749214
0.695423458,2.226898039,1.986854137,1.44638391,1.573081916,1.627211142,1.589884821,1.000749214
1.364340872,2.095710649,1.870896977,1.627263419,1.537813829,1.470078511,1.458235634,1.000374775
1.338759114,2.187966404,2.016591984,1.804896051,1.48814126,1.441832652,1.52519099,1.000749214
0.349073208,2.116145689,1.881104659,2.011933962,1.479423626,1.498481987,1.479159535,1.000749214
0.706186697,2.021941566,1.883874072,1.456090355,1.386865494,1.383875646,1.357412733,0.999718542
0.71400133,2.044436449,1.880729436,1.422797323,1.411958162,1.438438746,1.369155689,0.999509278
0.721606117,1.965116536,1.777867041,1.514982495,1.444489773,1.343519332,1.386791042,0.997808734
1.07558898,2.161528006,1.70014502,1.420834071,1.290358809,1.290841579,1.291566939,0.99736745
3.672617426,2.091681607,1.831831853,1.352107694,1.326752721,1.389292699,1.296025839,0.997808734
1.619716397,2.297400749,2.03654786,1.536824449,1.616188806,1.578337954,1.504975679,1.000374775
0.968197288,2.281128145,1.963164339,1.611943645,1.775116269,1.870838931,1.91258605,1.000749214
