PIT.Wei.SCD,PIT.GG.SCD,PIT.Burr.SCD,PIT.GB2.SCD,PIT.EGIG.SCD,PIT.EGIG.TSCD
0.771162878,0.771162878,0.759050086,0.735502702,0.830789733,0.833260744
0.820245918,0.820245918,0.823217526,0.813059312,0.74954133,0.750865097
0.748701154,0.748701154,0.723729292,0.70128312,0.384119521,0.380723154
0.463198463,0.463198463,0.228348562,0.287475317,0.360185718,0.367295112
0.741292601,0.741292601,0.702367631,0.690627912,0.817342934,0.824977256
0.455153066,0.455153066,0.265593893,0.27834962,0.241585588,0.247063847
0.566046609,0.566046609,0.45800206,0.431549487,0.426267024,0.433436398
0.458487923,0.458487923,0.282127454,0.286005684,0.284874682,0.288093486
0.639073328,0.639073328,0.569102748,0.528740409,0.738621916,0.74433301
0.634870693,0.634870693,0.552460451,0.521270807,0.72372541,0.727159377
0.299975903,0.299975903,0.123719375,0.118374521,0.19193931,0.193654577
0.467545114,0.467545114,0.297711558,0.273802941,0.415569939,0.428295771
0.466686056,0.466686056,0.323717574,0.28870855,0.50584425,0.515946302
0.464166841,0.464166841,0.331122067,0.291187883,0.433790566,0.433363812
0.574761781,0.574761781,0.463376216,0.432971599,0.362325716,0.362629433
0.861818776,0.861818776,0.87713035,0.873899325,0.933167732,0.930514539
0.684249525,0.684249525,0.624989571,0.598425925,0.410464201,0.410955837
0.553159384,0.553159384,0.377133941,0.39252029,0.432276349,0.4354114
0.619506977,0.619506977,0.542260281,0.50215059,0.655384108,0.666862773
0.821225967,0.821225967,0.82062814,0.814615502,0.857639537,0.862811752
0.819195411,0.819195411,0.823902176,0.811993305,0.664604317,0.664582275
0.497339584,0.497339584,0.369984005,0.325012557,0.371398804,0.37992537
0.41328205,0.41328205,0.18675687,0.214755584,0.100013539,0.103216577
0.634815302,0.634815302,0.547922289,0.517535676,0.639670255,0.647177476
0.249548188,0.249548188,0.088555431,0.116361792,0.201829535,0.205603098
0.752836154,0.752836154,0.73341445,0.716581586,0.781739347,0.786643841
0.709092479,0.909092479,0.651383092,0.632949633,0.503065225,0.506906736
0.385584321,0.385584321,0.233651957,0.202931191,0.396432054,0.406068039
0.797968961,0.797968961,0.79573082,0.778952503,0.925006809,0.936845943
0.735055355,0.735055355,0.688831422,0.679765935,0.483759987,0.485276471
0.622942858,0.622942858,0.479709826,0.502969428,0.394247325,0.391142041
0.761229035,0.761229035,0.73261728,0.721461118,0.812899827,0.816526057
0.673504628,0.673504628,0.588828726,0.578978608,0.498328018,0.506670371
0.731582228,0.731582228,0.705348368,0.672904309,0.814327734,0.812145576
0.718006993,0.718006993,0.679274863,0.652507436,0.579339992,0.586393725
0.331807735,0.331807735,0.181249326,0.157081378,0.132288006,0.135411924
0.546316219,0.546316219,0.415066199,0.398157955,0.62401299,0.626106929
0.341876331,0.341876331,0.131455492,0.162848256,0.211956376,0.21830027
0.159653707,0.159653707,0.046303223,0.039688721,0.124725165,0.129189011
0.800796267,0.300796267,0.112150219,0.122156957,0.127362298,0.135458216
0.639676285,0.639676285,0.567688523,0.534572252,0.758120776,0.769649563
0.704600703,0.304600703,0.096736574,0.116565864,0.317080019,0.320270887
0.428744929,0.428744929,0.250787512,0.219727197,0.376299307,0.386618064
0.621285924,0.621285924,0.477988778,0.496284755,0.720136382,0.72558649
0.397589464,0.397589464,0.223007871,0.220401759,0.178692246,0.182003148
0.580694225,0.580694225,0.41895397,0.438199377,0.790083361,0.796208903
0.388196507,0.388196507,0.506858483,0.219020425,0.186619667,0.191727368
0.58342478,0.58342478,0.490860944,0.454804362,0.792157036,0.794803578
0.316317939,0.316317939,0.171732488,0.135999424,0.153873751,0.158470957
0.197868941,0.197868941,0.062719055,0.054743265,0.223325826,0.223211957
0.211622732,0.211622732,0.078387022,0.071725717,0.231352851,0.239616397
0.459251518,0.459251518,0.323489421,0.300059447,0.428246668,0.433525209
0.795759167,0.795759167,0.792181906,0.776239567,0.972363983,0.978685751
0.779913364,0.779913364,0.75336848,0.753318636,0.805312433,0.71629718
0.333566946,0.333566946,0.135592832,0.15233839,0.22258379,0.220184364
0.802608121,0.802608121,0.798698641,0.786241912,0.770073318,0.770600111
0.747078726,0.747078726,0.733984978,0.705020344,0.74501771,0.750887746
0.532898394,0.532898394,0.405331211,0.353315068,0.494278347,0.495421408
0.750808853,0.750808853,0.717378309,0.707455801,0.730993117,0.733709294
0.771958733,0.771958733,0.743824456,0.721017148,0.646327205,0.653937501
0.58760981,0.58760981,0.473043549,0.448848824,0.393792621,0.398958069
0.27959177,0.27959177,0.125183809,0.095857695,0.175064907,0.187393259
0.758223949,0.758223949,0.739360525,0.715990967,0.61632439,0.623831608
0.618330014,0.618330014,0.500670027,0.49431563,0.653579717,0.650153677
0.437943485,0.437943485,0.246512899,0.755074024,0.23054312,0.235302015
0.557722332,0.557722332,0.409114687,0.410455559,0.44057534,0.448208478
0.738285275,0.738285275,0.67982681,0.665520396,0.856797532,0.864076741
0.119117687,0.119117687,0.043587432,0.026020261,0.082574811,0.082818706
0.333752275,0.333752275,0.177795453,0.145314154,0.238202965,0.243820086
0.542032568,0.542032568,0.391846196,0.381750675,0.600964478,0.7052507
0.644079532,0.644079532,0.529677208,0.537080472,0.740783368,0.744599207
0.635797469,0.635797469,0.533315521,0.516691824,0.658530574,0.668469395
0.136299249,0.136299249,0.044715635,0.028653946,0.031223179,0.035230092
0.340080577,0.340080577,0.186285735,0.185109912,0.243450584,0.243308384
0.518839562,0.518839562,0.399739222,0.347598075,0.552892973,0.551870957
0.157205472,0.157205472,0.049953908,0.048102662,0.221276364,0.227194005
0.548683419,0.548683419,0.40029477,0.405379482,0.554640967,0.557004822
0.44341163,0.44341163,0.311136814,0.762951174,0.646808241,0.652686779
0.172986598,0.172986598,0.040294769,0.049526125,0.14682573,0.153038746
0.311153271,0.311153271,0.157641598,0.121140551,0.264855612,0.269535706
0.477782687,0.477782687,0.353647671,0.307616006,0.483645341,0.483332879
0.49908454,0.49908454,0.297617048,0.333152741,0.661418076,0.660057148
0.54060088,0.54060088,0.327036997,0.31670621,0.372627356,0.378953741
0.546211881,0.546211881,0.435315166,0.39163101,0.789558292,0.793659706
0.325564575,0.325564575,0.163347211,0.155568235,0.465451047,0.475728817
0.850412212,0.850412212,0.864249232,0.858016851,0.909263132,0.91955115
0.624908655,0.624908655,0.543560839,0.502148421,0.802047889,0.809064314
0.70622862,0.10622862,0.664598758,0.632615782,0.842461208,0.841471061
0.839387346,0.839387346,0.848446882,0.841873626,0.903065252,0.903940788
0.574273711,0.574273711,0.462288251,0.439753111,0.466352131,0.471616049
0.27347179,0.27347179,0.1505891,0.104080558,0.248880261,0.250403072
0.704782589,0.104782589,0.655079325,0.636115337,0.67789096,0.683413387
0.845749699,0.845749699,0.857456069,0.849501838,0.830096262,0.833016464
0.410513215,0.410513215,0.261011498,0.227088695,0.06806279,0.076493316
0.149353893,0.149353893,0.037113442,0.051120702,0.015256915,0.023079089
0.16797345,0.16797345,0.027884166,0.041523852,0.034754955,0.038464424
0.316241666,0.316241666,0.114847343,0.117776156,0.128482012,0.13189195
0.808080506,0.808080506,0.808303133,0.795325071,0.9670106,0.97363055
0.710939789,0.710939789,0.655753861,0.646116688,0.874803273,0.874704092
0.756767113,0.756767113,0.740432008,0.717405587,0.91022518,0.916250451
0.582815204,0.582815204,0.481761397,0.457149596,0.680298308,0.689306866
0.1665323,0.1665323,0.043618959,0.039863078,0.008941927,0.015970136
0.562000999,0.562000999,0.455503143,0.413293277,0.63555501,0.641459915
0.81552337,0.81552337,0.811632091,0.805501399,0.824344268,0.827000841
0.811276643,0.811276643,0.813429237,0.799900762,0.874702097,0.878907513
