PIT.Wei.SCD,PIT.GG.SCD,PIT.Burr.SCD,PIT.GB2.SCD,PIT.EGIG.SCD,PIT.EGIG.TSCD
0.052143179,0.052143179,0.053453515,0.062173046,0.366723688,0.37372779
0.822058257,0.822058257,0.817807647,0.816536007,0.975983813,0.983777286
0.828535118,0.828535118,0.834228864,0.826070137,0.840316137,0.84314959
0.51677105,0.51677105,0.378297731,0.340757256,0.615299471,0.625981602
0.919194588,0.919194588,0.942414378,0.945829908,0.962357865,0.965989897
0.865184467,0.865184467,0.882547889,0.876807293,0.88595654,0.896784901
0.541073841,0.541073841,0.421241853,0.38465775,0.261257866,0.261967045
0.924683457,0.924683457,0.930404042,0.926686587,0.9747874,0.973477089
0.523476958,0.523476958,0.571302307,0.529173796,0.472905137,0.4723674
0.851639467,0.851639467,0.865200204,0.859887516,0.73957573,0.740245539
0.636202489,0.636202489,0.519768348,0.522359648,0.62519332,0.633736996
0.747464007,0.747464007,0.770068437,0.748972439,0.632189402,0.637232449
0.876386893,0.876386893,0.897136069,0.887819269,0.841705061,0.849782758
0.340205573,0.340205573,0.163988496,0.15550153,0.139120865,0.141477244
0.103509017,0.103509017,0.107627808,0.098702951,0.084083179,0.082145812
0.16294239,0.16294239,0.059932625,0.040325313,0.097573083,0.108095426
0.035640419,0.035640419,0.0508042,0.057930672,0.130420686,0.137456226
0.883586168,0.883586168,0.899359304,0.893883289,0.77149096,0.775166923
0.833263604,0.833263604,0.840203327,0.833010399,0.84396636,0.841266867
0.654793533,0.654793533,0.590937208,0.554016511,0.699807061,0.703522249
0.413029684,0.413029684,0.609730716,0.22898817,0.48996677,0.490631131
0.899983337,0.899983337,0.921681301,0.923254517,0.84262549,0.843690941
0.724830465,0.724830465,0.720861951,0.728770547,0.563972329,0.568338039
0.08255554,0.08255554,0.021346077,0.813216471,0.006113867,0.013094908
0.820628386,0.820628386,0.824669968,0.81364134,0.864641813,0.86193863
0.411782405,0.411782405,0.250796713,0.217472419,0.262178676,0.260718379
0.826429959,0.826429959,0.832144789,0.822706992,0.88125579,0.884149804
0.894432851,0.894432851,0.914989087,0.916079141,0.899079415,0.904285735
0.891894653,0.891894653,0.905352135,0.898329302,0.87899708,0.884591521
0.845270372,0.845270372,0.855215017,0.848099437,0.684393166,0.683560119
0.862580872,0.862580872,0.877084747,0.868615893,0.684940489,0.687519277
0.665701312,0.665701312,0.591276413,0.563406303,0.23366574,0.232970797
0.468321309,0.468321309,0.273232425,0.308689446,0.110983512,0.117797408
0.84707093,0.84707093,0.860860279,0.854139044,0.755349258,0.764015803
0.312114831,0.312114831,0.126125141,0.142725554,0.050492519,0.056310568
0.492840547,0.492840547,0.363629828,0.320391456,0.286629482,0.29460366
0.003843237,0.003843237,0.014478141,0.810258998,-0.004560546,0.006380904
0.744064975,0.744064975,0.762318098,0.749167287,0.823384885,0.823557915
0.256754165,0.256754165,0.293039403,0.279235329,0.156417333,0.161785442
0.230768286,0.230768286,0.248581251,0.953854115,0.33844109,0.344625085
0.230363071,0.230363071,0.242269757,0.233309872,0.243388462,0.241983195
0.628179284,0.628179284,0.641967782,0.627809951,0.796253326,0.805983179
0.009412349,0.009412349,0.806272546,0.90863093,0.029336484,0.039777293
0.534415044,0.534415044,0.568380858,0.533450595,0.83786044,0.842033151
0.703505386,0.303505386,0.311066163,0.278593946,0.604874684,0.706639398
0.139477182,0.139477182,0.150636322,0.122925468,0.294945412,0.298269478
0.755233208,0.755233208,0.77640862,0.75628543,0.781332158,0.78729531
0.76268597,0.76268597,0.778481311,0.769679878,0.603662109,0.600818733
0.71340489,0.71340489,0.734724171,0.719832614,0.710385146,0.715378324
0.916757199,0.916757199,0.92859162,0.926678629,0.868152166,0.873600518
0.704731379,0.904731379,0.718201349,0.706503925,0.537226505,0.543913873
0.622424312,0.622424312,0.664187653,0.60606784,0.437303736,0.445722344
0.276032873,0.276032873,0.29065961,0.551034955,0.319531238,0.326565519
0.183728594,0.183728594,0.168825164,0.18844452,0.083882551,0.085033564
0.783080125,0.783080125,0.803077983,0.789153819,0.937703052,0.944563908
0.46798471,0.46798471,0.473973447,0.463980668,0.363137558,0.367543583
0.795846395,0.795846395,0.811592422,0.802198762,0.840305972,0.849988214
0.22680416,0.22680416,0.179212087,0.206868779,0.159627518,0.163860909
0.705440103,0.105440103,0.707689066,0.711153295,0.723301176,0.721038479
0.895088895,0.895088895,0.900691929,0.901528444,0.898304494,0.90349789
0.652274326,0.652274326,0.659551204,0.641763731,0.40848774,0.414103441
0.295485493,0.295485493,0.307308572,0.565158911,0.254253295,0.25321941
0.870340305,0.870340305,0.880218922,0.879753305,0.805237777,0.819141051
0.161876228,0.161876228,0.173452052,0.167356507,0.137744519,0.144569316
0.007631839,0.007631839,0.509255054,0.605653937,-0.004864143,0.004186412
0.025809975,0.025809975,0.01968494,0.022538383,0.033487653,0.032501613
0.9227188,0.9227188,0.929160691,0.931772398,0.945896731,0.95344607
0.769560939,0.769560939,0.787131626,0.777321554,0.855847018,0.863612902
0.867084476,0.867084476,0.878073283,0.876363317,0.826971101,0.836571078
0.392709739,0.392709739,0.382423404,0.396440192,0.373041474,0.379333176
0.433736936,0.433736936,0.469943422,0.408993315,0.395090777,0.409417109
0.484519746,0.484519746,0.512200749,0.484161534,0.748363116,0.758536575
0.882509542,0.882509542,0.888283085,0.890425709,0.899971525,0.900671106
0.731239579,0.731239579,0.761743124,0.737701042,0.718570468,0.723621645
0.698862087,0.698862087,0.733874135,0.700976994,0.584952975,0.589011664
0.78353184,0.78353184,0.80177819,0.789667796,0.568302409,0.571866008
0.099673059,0.099673059,0.082172405,0.079722337,0.059706372,0.066381535
0.031491058,0.031491058,0.039753057,0.02325617,0.055391952,0.063177709
0.086379189,0.086379189,0.111817324,0.086399946,0.178998818,0.180484222
0.804755452,0.804755452,0.824161608,0.811640655,0.897987502,0.900772731
0.019913639,0.019913639,0.019215351,0.016594863,0.021427449,0.024720693
0.910843557,0.910843557,0.917558385,0.917671852,0.878258962,0.887763113
0.485690205,0.485690205,0.432295768,0.471619485,0.69798017,0.706306869
0.335316303,0.335316303,0.353340937,0.354309717,0.345489164,0.357157899
0.864072847,0.864072847,0.876161818,0.868331166,0.934589891,0.934186925
0.04729269,0.04729269,0.085539766,0.065976992,0.061027447,0.068079968
0.921338658,0.921338658,0.929778934,0.921135257,0.941569935,0.941457489
0.026830361,0.026830361,0.047134153,0.027983834,0.006356125,0.019242891
0.024405248,0.024405248,0.030790005,0.017933853,0.050697181,0.051703347
0.956120592,0.956120592,0.961111659,0.96236196,0.966043026,0.979020541
0.57162819,0.57162819,0.573202479,0.55333842,0.471352078,0.479215256
0.778512758,0.778512758,0.790458498,0.781594478,0.779875146,0.784728238
0.946221319,0.946221319,0.949137999,0.950044384,0.988114604,0.992399549
0.611279634,0.611279634,0.621557578,0.617605815,0.792415607,0.797056828
0.348925267,0.348925267,0.331399047,0.333350459,0.218586634,0.220665728
0.003534537,0.003534537,0.807372832,0.504069025,-0.00499406,0.002221153
0.002893723,0.002893723,0.509673665,0.705973292,0.0050451,0.011751253
0.070072241,0.070072241,0.075060883,0.092965931,0.172426544,0.172937041
0.328281199,0.328281199,0.264714959,0.302773439,0.535702071,0.543776976
0.238694495,0.238694495,0.181848265,0.237144759,0.347011399,0.351910528
0.068605293,0.068605293,0.106033548,0.126118456,0.300389608,0.304002236
0.340347637,0.340347637,0.332744056,0.320318741,0.395267511,0.401872185
0.056409487,0.056409487,0.080426192,0.05875342,0.230962867,0.235567147
0.080637907,0.080637907,0.049048438,0.065006492,0.441517166,0.441947901
0.099899129,0.099899129,0.08065924,0.072938615,0.213210309,0.216676984
0.020420697,0.020420697,0.017578886,0.01926452,0.016676326,0.029756368
0.267061897,0.267061897,0.249493698,0.754522013,0.631794651,0.635326613
0.059985269,0.059985269,0.051873183,0.061249134,0.261596912,0.267400405
0.105065848,0.105065848,0.081643205,0.099266615,0.369728932,0.374956554
0.364824991,0.364824991,0.295152985,0.339562762,0.855743598,0.867223367
0.100513644,0.100513644,0.131785062,0.144901551,0.393075517,0.393373654
0.45726995,0.45726995,0.456830096,0.437108815,0.8725337,0.875074558
0.023709565,0.023709565,0.035646654,0.021745378,0.203306825,0.208289717
0.364664261,0.364664261,0.364498177,0.333716323,0.253615703,0.253990134
0.033525381,0.033525381,0.039816699,0.023866508,0.095358921,0.100695905
0.172582453,0.172582453,0.10243757,0.134795368,0.457967571,0.461225249
0.287632173,0.287632173,0.265438836,0.294774012,0.675106716,0.685120384
0.88533447,0.88533447,0.895541958,0.891927788,0.981454934,0.987617162
0.758820305,0.758820305,0.767463482,0.767178967,0.757611218,0.768908094
0.737864121,0.737864121,0.757368245,0.744476637,0.73460579,0.735686092
0.897571765,0.897571765,0.905936693,0.906523647,0.953964075,0.959102835
0.353143013,0.353143013,0.391834209,0.363664903,0.337845838,0.344824219
0.816082337,0.816082337,0.834207276,0.823195594,0.803154182,0.707329236
0.077514401,0.077514401,0.098196651,0.086347729,0.167220864,0.173693952
0.784833227,0.784833227,0.800232491,0.792009513,0.96261232,0.962554535
0.781361146,0.781361146,0.803271818,0.788041689,0.557564938,0.560563581
0.97040859,0.97040859,0.97391222,0.972134852,0.965325783,0.97459862
0.566143306,0.566143306,0.618772323,0.581399308,0.516809054,0.524471408
0.905073386,0.905073386,0.911710555,0.909917882,0.677770375,0.684354406
0.211809123,0.211809123,0.275028465,0.235140901,0.226199833,0.2331673
0.781316788,0.781316788,0.796192961,0.788466565,0.526596646,0.538067354
0.968176782,0.968176782,0.969393023,0.975088482,0.825246608,0.83659876
0.998693491,0.998693491,0.996644504,0.998770301,0.954524826,0.951175536
0.976427005,0.976427005,0.973183759,0.981351202,0.772116222,0.779185254
0.114519691,0.114519691,0.143336511,0.123372227,0.022636585,0.025511203
0.986892079,0.986892079,0.982600941,0.98919425,0.906546279,0.912888927
0.705079208,0.905079208,0.724334496,0.706675731,0.425326099,0.434910869
0.911725408,0.911725408,0.921310715,0.922936148,0.437708521,0.447046056
0.023039858,0.023039858,0.034295789,0.021968657,-0.003412451,0.006565628
0.994360314,0.994360314,0.990368968,0.995084996,0.942061536,0.948087398
0.996591835,0.996591835,0.993847241,0.996005289,0.940887205,0.947866816
0.43876449,0.43876449,0.438164802,0.413385505,0.234442202,0.231263835
0.426045913,0.426045913,0.449334399,0.438617545,0.164769955,0.164107007
0.396347635,0.396347635,0.379750758,0.392658527,0.398397212,0.403888321
0.348963291,0.348963291,0.340000646,0.332703405,0.090261873,0.096344389
0.019718368,0.019718368,0.047194714,0.030245222,0.005116246,0.017275851
0.699502926,0.699502926,0.727429573,0.706546478,0.249413338,0.252122038
0.723231704,0.723231704,0.740901073,0.730275476,0.600930368,0.606432745
0.456509439,0.456509439,0.447942204,0.45234523,0.413567645,0.41665815
0.103532441,0.103532441,0.128973123,0.096217072,0.089539795,0.097177371
0.195505057,0.195505057,0.241696652,0.205629302,0.392678504,0.391922805
0.422540819,0.422540819,0.373677896,0.414197544,0.411416905,0.415597723
0.005768286,0.005768286,0.010303541,0.21143824,0.016836938,0.027356796
0.785296843,0.785296843,0.798178666,0.791144703,0.777445056,0.782708953
0.038686987,0.038686987,0.027906341,0.033594388,0.049016716,0.05519023
0.531513293,0.531513293,0.532009054,0.528197734,0.520199593,0.522965958
0.891070033,0.891070033,0.893481939,0.887158306,0.916627416,0.922936217
0.622114163,0.622114163,0.664620079,0.637245129,0.682238608,0.687613044
0.798101242,0.798101242,0.814858422,0.804848425,0.870210114,0.87164111
0.022397932,0.022397932,0.034558502,0.023652395,0.00994456,0.017362898
0.990502782,0.990502782,0.989984253,0.991062008,0.978218647,0.989638203
0.543668368,0.543668368,0.587687942,0.552656082,0.688047456,0.698848685
0.882878831,0.882878831,0.888525948,0.883713999,0.760212821,0.767164714
0.086632016,0.086632016,0.102831265,0.075979771,0.082211898,0.087224855
0.981316544,0.981316544,0.975354468,0.980833734,0.988554302,0.992116001
0.901380261,0.901380261,0.90871786,0.906530757,0.866442884,0.874910109
0.736740138,0.736740138,0.763076968,0.74095147,0.433684989,0.439282858
0.454403887,0.454403887,0.441885838,0.447137899,0.382825375,0.387555689
0.62350752,0.62350752,0.624846404,0.613567809,0.452626023,0.454228986
0.482965231,0.482965231,0.483762424,0.48982704,0.613621228,0.612568459
0.024203198,0.024203198,0.025314523,0.015738199,0.010291732,0.016171214
0.675696517,0.675696517,0.693855823,0.684477233,0.774784347,0.773639434
0.807237764,0.307237764,0.314314544,0.766424243,0.203991217,0.201277003
0.591450816,0.591450816,0.617289144,0.610137927,0.747735925,0.758310509
0.198689797,0.198689797,0.510420794,0.174359561,0.270493999,0.274611661
0.02128038,0.02128038,0.045939551,0.030067144,0.054871693,0.058204878
0.222115088,0.222115088,0.218643656,0.222210699,0.317116145,0.328635956
0.669232135,0.669232135,0.686250098,0.659617716,0.759578962,0.769454099
0.649501267,0.649501267,0.679045024,0.645664701,0.748144437,0.750833098
0.564927993,0.564927993,0.633114859,0.61300471,0.477377163,0.482138688
0.581010521,0.581010521,0.590707652,0.560958862,0.635312705,0.640669352
0.411649976,0.411649976,0.400925074,0.406900356,0.170969869,0.171074084
0.277160324,0.277160324,0.254417675,0.28522616,0.46712708,0.472996317
0.316160948,0.316160948,0.3507905,0.322168231,0.343875393,0.342555123
0.435532389,0.435532389,0.447339585,0.409845191,0.657579378,0.668022849
0.0000447,4.47E-05,0.5000572,0.700138337,-0.005,0.000872057
0.000150395,0.000150395,0.501094805,0.700176029,-0.005,0.001652834
0.000441172,0.000441172,0.501966319,0.700530975,-0.004999999,0.004213675
0.072342277,0.072342277,0.067585103,0.072517445,0.343217252,0.34741872
0.001933608,0.001933608,0.504109525,0.902115064,0.0050885,0.017848016
0.003383473,0.003383473,0.506674598,0.70460342,0.0050608,0.018803011
0.080320562,0.080320562,0.077853992,0.077550315,0.406738591,0.412868381
0.003875211,0.003875211,0.010709719,0.90705102,0.065713039,0.079561671
0.682820713,0.682820713,0.725975079,0.694792396,0.946348789,0.95455635
0.958360937,0.958360937,0.95362151,0.96121473,0.973734135,0.971982844
0.496199725,0.496199725,0.485001397,0.487637017,0.807103231,0.816395692
0.377741838,0.377741838,0.411796182,0.391621436,0.316528547,0.32554069
0.401459564,0.401459564,0.362144646,0.389221985,0.377660898,0.388681931
0.333345757,0.333345757,0.319225894,0.35186707,0.600399256,0.601803027
0.291036845,0.291036845,0.328299216,0.317894555,0.340355269,0.34541318
0.057507219,0.057507219,0.068018528,0.056651317,0.158032124,0.168224223
0.008187103,0.008187103,0.808424821,0.606712559,0.005474863,0.017466214
0.027300906,0.027300906,0.040552189,0.026126733,0.153217968,0.155686017
0.030546886,0.030546886,0.039323363,0.025611205,0.129478254,0.139692314
0.012323859,0.012323859,0.807864515,0.509660249,0.031467394,0.031409838
0.041244173,0.041244173,0.044141212,0.043116905,0.209679129,0.219060164
0.335827541,0.335827541,0.36084093,0.320080608,0.84028811,0.840992758
0.375342287,0.375342287,0.316896979,0.350374372,0.606034963,0.612797269
0.459644495,0.459644495,0.460610555,0.442896912,0.780438452,0.786665743
0.279278277,0.279278277,0.240328249,0.66345517,0.683538591,0.68127576
0.806302261,0.306302261,0.278310121,0.305945746,0.656264805,0.660631914
0.428482361,0.428482361,0.442710785,0.409023204,0.656896178,0.66303723
0.343939394,0.343939394,0.332091129,0.376968462,0.387733738,0.396599584
0.751798994,0.751798994,0.772380687,0.760517743,0.952765419,0.957206232
0.382932387,0.382932387,0.422162362,0.379071431,0.574228823,0.579416957
0.061670018,0.061670018,0.031528823,0.056733117,0.062512788,0.062152251
0.255883037,0.255883037,0.279723267,0.23982157,0.429677756,0.433576911
0.393623845,0.393623845,0.412991337,0.367204295,0.653176273,0.651122719
0.292013442,0.292013442,0.361261797,0.288562112,0.378766577,0.385184442
0.785067822,0.785067822,0.803565726,0.79097717,0.960954398,0.968522019
0.392942959,0.392942959,0.407559598,0.395144691,0.466139245,0.475216744
0.906460129,0.906460129,0.912741931,0.912753694,0.973249451,0.971284818
0.743259269,0.743259269,0.747431606,0.747415823,0.882221477,0.886197124
0.685138243,0.685138243,0.70448825,0.677904589,0.526973118,0.536524825
0.997319057,0.997319057,0.994006743,0.997202183,0.993853824,0.998657138
0.72881415,0.72881415,0.754504718,0.732658228,0.177388659,0.185659406
0.981966901,0.981966901,0.971498232,0.978098613,0.786963534,0.79661497
0.953230013,0.953230013,0.952712786,0.960225246,0.81629679,0.823692007
0.973578601,0.973578601,0.97350569,0.981130182,0.937162636,0.943463066
0.954653795,0.954653795,0.954688218,0.959584103,0.914591236,0.913191985
0.999872188,0.999872188,0.999147626,0.999885471,0.933993587,0.937108908
0.953356237,0.953356237,0.962374792,0.95376049,0.258350031,0.26072087
0.998694489,0.998694489,0.996098581,0.998819107,0.812702153,0.818423665
0.984522487,0.984522487,0.978590021,0.985354144,0.578771483,0.580667117
0.998655969,0.998655969,0.996659636,0.998791818,0.911043583,0.913896571
0.435543505,0.435543505,0.439016893,0.43239031,0.053050414,0.05741683
0.070454113,0.070454113,0.068996915,0.080407023,-0.004087146,0.007560669
0.459245896,0.459245896,0.462877961,0.442177511,0.121254688,0.129624407
0.703662901,0.903662901,0.714306225,0.688439754,0.267247679,0.273687424
0.453429633,0.453429633,0.437564904,0.452474606,0.198337258,0.200881803
0.430509883,0.430509883,0.388279032,0.394229665,0.104157229,0.100253796
0.184317814,0.184317814,0.137878474,0.146764545,0.140136253,0.146201789
0.547287267,0.547287267,0.563972313,0.524456483,0.544079256,0.543668518
0.459026421,0.459026421,0.467245148,0.414117204,0.29374684,0.299997811
0.007513844,0.007513844,0.013725872,0.707005048,-0.00478792,0.009356615
0.017773383,0.017773383,0.019217124,0.021075518,0.03597694,0.045999742
0.003541333,0.003541333,0.509523414,0.506126854,0.005180362,0.015993304
0.106932707,0.106932707,0.144434272,0.111325586,0.288360588,0.293169744
0.008604895,0.008604895,0.015651988,0.606310196,0.047184177,0.050369022
0.094620182,0.094620182,0.0829485,0.062365416,0.254998579,0.256304574
0.056220209,0.056220209,0.028390786,0.049249881,0.246820209,0.254704859
0.230215578,0.230215578,0.258626381,0.224134735,0.716642231,0.728873961
0.074964031,0.074964031,0.051695707,0.075241029,0.480606579,0.482716796
0.178328761,0.178328761,0.125931539,0.138411845,0.440988985,0.442557627
0.522039878,0.522039878,0.514107321,0.497777974,0.89971517,0.906736679
0.126645581,0.126645581,0.142082657,0.14975049,0.332623331,0.330636586
0.044415311,0.044415311,0.037748833,0.034740483,0.170206954,0.176364289
0.25183084,0.25183084,0.294053828,0.659088127,0.488230571,0.490646721
0.537415399,0.537415399,0.57876218,0.541959862,0.804710429,0.704230152
0.041651994,0.041651994,0.043938673,0.040688209,0.039908228,0.040561204
0.31447589,0.31447589,0.328881664,0.286115123,0.497311539,0.502466581
0.048641815,0.048641815,0.069913548,0.046244552,0.154732909,0.151150342
0.33158602,0.33158602,0.366836545,0.314392025,0.53460726,0.537437383
0.258517233,0.258517233,0.278065696,0.247853841,0.479343898,0.485379232
0.054355912,0.054355912,0.098588496,0.056776096,0.294635091,0.294846612
0.385830988,0.385830988,0.370388927,0.392296232,0.809449677,0.813235157
0.523994779,0.523994779,0.544301378,0.521257084,0.85146612,0.850443713
0.383801798,0.383801798,0.379003431,0.363767579,0.670629087,0.674775323
0.094344937,0.094344937,0.087952804,0.089611876,0.07811493,0.08938019
0.080778107,0.080778107,0.057918365,0.080776303,0.235229183,0.248115265
0.326673762,0.326673762,0.317760212,0.323779192,0.476458555,0.485057377
0.095519293,0.095519293,0.103970694,0.083404186,0.235875071,0.246357523
0.442209914,0.442209914,0.473406707,0.44534073,0.822939336,0.828458797
0.077766177,0.077766177,0.088757116,0.088569043,0.410796637,0.417312763
0.258455656,0.258455656,0.264053252,0.228010573,0.571623366,0.570787525
0.228001786,0.228001786,0.279090398,0.232873695,0.610207391,0.617243089
0.369953177,0.369953177,0.407620288,0.355323672,0.689059896,0.693999781
0.909262266,0.909262266,0.9169116,0.916374762,0.983494408,0.985556361
0.560156076,0.560156076,0.569619411,0.559337433,0.504828763,0.504215661
0.086618159,0.086618159,0.125876366,0.09560256,0.087124677,0.093382508
0.252352569,0.252352569,0.275957957,0.231637876,0.448820281,0.456380139
0.259507716,0.259507716,0.183317535,0.248115281,0.556119382,0.569066026
0.499288724,0.499288724,0.494832508,0.498611579,0.377879069,0.384827492
0.393822208,0.393822208,0.374913387,0.372815291,0.568893986,0.577798763
0.116607567,0.116607567,0.123317478,0.100638765,0.151919906,0.15176409
0.788132283,0.788132283,0.807308006,0.794931379,0.842177466,0.847665817
0.990181532,0.990181532,0.984154425,0.991273152,0.983612919,0.984665617
0.266639605,0.266639605,0.278279221,0.21414859,0.038395768,0.04841659
0.744389386,0.744389386,0.761773277,0.751751951,0.774911631,0.771295461
0.834243754,0.834243754,0.848257655,0.840179706,0.632126903,0.638594116
0.380839411,0.380839411,0.3896687,0.375174898,0.314125794,0.310161144
0.57556649,0.57556649,0.592302071,0.552323087,0.672381394,0.672142292
0.800424038,0.800424038,0.817517358,0.806209014,0.50299436,0.502914481
0.264034226,0.264034226,0.258006577,0.234827997,0.241351839,0.240947161
0.093610468,0.093610468,0.087058198,0.09501764,0.142333454,0.145979796
0.90816447,0.90816447,0.912827461,0.91007494,0.905672835,0.911173959
0.989287715,0.989287715,0.985254131,0.989481118,0.992340337,0.990939952
0.255866213,0.255866213,0.224958805,0.244806039,0.058971568,0.06044112
0.630175645,0.630175645,0.623513873,0.623257784,0.414608677,0.411050574
0.953022121,0.953022121,0.943807593,0.946974696,0.889635118,0.898271306
0.544213512,0.544213512,0.542385278,0.551156496,0.465364117,0.479133573
0.962217357,0.962217357,0.961531593,0.968665834,0.816759754,0.820163915
0.743642918,0.743642918,0.770542146,0.750134134,0.697205239,0.701974269
0.994043001,0.994043001,0.990745075,0.99450672,0.900742527,0.901964697
0.638226809,0.638226809,0.674496113,0.642044525,0.1423519,0.147211209
0.695763678,0.695763678,0.706871042,0.687637082,0.801562509,0.702912134
0.813611589,0.813611589,0.831508147,0.820625135,0.426323675,0.431644238
0.403329099,0.403329099,0.403461383,0.403256166,0.202952043,0.204798429
0.56656202,0.56656202,0.59167444,0.560958936,0.270873051,0.278680522
0.294603037,0.294603037,0.320456968,0.298259758,0.256713182,0.264303568
0.629638567,0.629638567,0.658697014,0.626920893,0.581593741,0.58509876
0.715385442,0.715385442,0.736691087,0.716219945,0.667263662,0.679886017
0.088055083,0.088055083,0.09077901,0.071498102,0.108229119,0.115857228
0.622688038,0.622688038,0.639680399,0.626702915,0.432748905,0.438774
0.629100567,0.629100567,0.643494536,0.628932062,0.566026842,0.573932467
0.722311585,0.722311585,0.739564237,0.714323932,0.600476755,0.600506693
0.821597644,0.821597644,0.836093306,0.827633926,0.650738452,0.651511289
0.619563431,0.619563431,0.618576453,0.598642552,0.496391742,0.507773333
0.251109418,0.251109418,0.327974574,0.294915531,0.440194148,0.444807784
0.081201287,0.081201287,0.093099595,0.088759726,0.112997415,0.110531614
0.2507594,0.2507594,0.182442699,0.211180079,0.237690634,0.247133791
0.212789773,0.212789773,0.516072805,0.20837521,0.306732512,0.317351605
0.990309338,0.990309338,0.985444008,0.990771694,0.984646862,0.983091894
0.570379368,0.570379368,0.56718399,0.568484346,0.888251665,0.892000897
0.925728962,0.925728962,0.933201674,0.937077469,0.857504161,0.868567131
0.738250189,0.738250189,0.754396003,0.745114826,0.61701847,0.624882838
0.874033654,0.874033654,0.882289099,0.875050875,0.801333403,0.807779858
0.757789005,0.757789005,0.780730772,0.761541311,0.265784514,0.276103812
0.84160389,0.84160389,0.854201791,0.852372196,0.834501964,0.833785383
0.052520667,0.052520667,0.050905995,0.07508122,0.030925249,0.035547884
0.989219822,0.989219822,0.99018695,0.991627479,0.992170431,0.99339641
0.891190022,0.891190022,0.899227542,0.89654082,0.941784373,0.943709197
0.95415,0.95415,0.958599194,0.958980262,0.910557697,0.914999407
0.802919011,0.802919011,0.820427845,0.809825907,0.59555456,0.60492149
0.985800118,0.985800118,0.979990689,0.986220957,0.726750269,0.732205459
0.0698211,0.0698211,0.059468156,0.05611266,0.115148447,0.126560409
0.349937123,0.349937123,0.39213885,0.322655397,0.518674925,0.529246555
0.273102963,0.273102963,0.263700343,0.242380383,0.038563412,0.045818519
0.173907714,0.173907714,0.143029508,0.156874887,0.160691101,0.164715517
0.434949889,0.434949889,0.466816666,0.438068645,0.606444145,0.61180818
0.045505318,0.045505318,0.074389009,0.064195405,0.057158426,0.06263215
0.382367645,0.382367645,0.389342368,0.363899684,0.52701403,0.536354659
0.971116843,0.971116843,0.969685108,0.977344796,0.992559173,0.996281382
0.677080309,0.677080309,0.680770624,0.676859338,0.58119853,0.582989697
0.806471401,0.806471401,0.822045325,0.813237661,0.756244825,0.765977363
0.261765687,0.261765687,0.256251499,0.754390957,0.152174126,0.153610412
0.659625361,0.659625361,0.69213567,0.657254326,0.358905165,0.365091765
0.79859536,0.79859536,0.811062808,0.805559216,0.87573976,0.880196355
0.685870085,0.685870085,0.71192413,0.680677308,0.756179728,0.764658353
0.91741531,0.91741531,0.929610027,0.92875831,0.753095156,0.754625588
0.973957594,0.973957594,0.969523999,0.976077274,0.965162611,0.979616833
0.010116046,0.010116046,0.07553644,0.047887631,0.000188215,0.006445057
0.980334892,0.980334892,0.974716568,0.978735143,0.886534937,0.899940095
0.333782056,0.333782056,0.350605875,0.307976785,0.077283595,0.088036914
0.769049603,0.769049603,0.788116808,0.772894781,0.464265584,0.464841072
0.462573788,0.462573788,0.467309621,0.443600185,0.276751282,0.280325295
0.735991366,0.735991366,0.752463541,0.740485047,0.721786456,0.728432481
0.917749194,0.917749194,0.918128722,0.920790236,0.907927067,0.91085977
0.713026047,0.713026047,0.740912478,0.71674271,0.512898435,0.513760892
0.222000514,0.222000514,0.194680578,0.214939517,0.228824844,0.233160655
0.047433885,0.047433885,0.040331996,0.043884295,0.008078832,0.011530497
0.076504035,0.076504035,0.062164731,0.041541256,0.024780456,0.028572302
0.160078463,0.160078463,0.120347076,0.132042969,0.23481489,0.234589429
0.311074468,0.311074468,0.420562758,0.388779458,0.492689671,0.494884247
0.651705847,0.651705847,0.653306085,0.662447715,0.929326151,0.938287839
0.418265159,0.418265159,0.374668031,0.383100111,0.478949806,0.488422603
0.767615271,0.767615271,0.765039957,0.771750283,0.780013352,0.787174704
0.888991035,0.888991035,0.896447842,0.897091057,0.815658087,0.820827205
0.919059472,0.919059472,0.925811956,0.919358894,0.953775881,0.953860011
0.904686295,0.904686295,0.910404654,0.912553516,0.820125256,0.822492145
0.351159054,0.351159054,0.383196181,0.372575993,0.209902457,0.211011232
0.342548635,0.342548635,0.31194461,0.33444079,0.275047041,0.283588557
0.292473921,0.292473921,0.303147742,0.968214383,0.238597518,0.245163085
0.78947044,0.78947044,0.808924147,0.79491435,0.897407088,0.909936079
0.998138673,0.998138673,0.993765494,0.996516363,0.984845971,0.984079737
0.277186377,0.277186377,0.238165772,0.960927382,0.055902573,0.06477523
0.554535686,0.554535686,0.557285797,0.530993089,0.340487234,0.34786236
0.532838552,0.532838552,0.53096332,0.546993375,0.112480046,0.119794707
0.196405657,0.196405657,0.159871567,0.17574882,0.07906632,0.088250364
0.381901188,0.381901188,0.437037327,0.37871833,0.280940742,0.287410399
0.618160328,0.618160328,0.626576243,0.60631883,0.587217432,0.599633493
0.272581668,0.272581668,0.287526062,0.247014856,0.391089211,0.397687099
0.04887261,0.04887261,0.058517166,0.032746197,0.018898964,0.026534132
0.228393399,0.228393399,0.184039263,0.180657886,0.128666062,0.13428889
0.424099654,0.424099654,0.400347399,0.430239626,0.475382997,0.487097534
0.397510164,0.397510164,0.428207271,0.399563134,0.678419748,0.686170156
