"x_i_ordered","Emp_pdf","Emp_cdf","Emp_sur","Emp_haz"
0,0,0,1,0
0.00794841163712536,0.063246122140448,0.000251353106612095,0.999748646893388,0.0632620232465216
0.0158968232742507,0.159544460606647,0.00113676873688657,0.998863231263113,0.159726032166481
0.0238452349113761,0.113361496376362,0.00222135317904886,0.997778646820951,0.113613872914144
0.0317936465485014,0.320340880078471,0.00394497568708012,0.99605502431292,0.321609622218856
0.0397420581856268,0.312495820729983,0.00645999898563309,0.993540001014367,0.314527669153669
0.0476904698227522,0.248572451747842,0.00868979977872537,0.991310200221275,0.250751431481647
0.0556388814598775,0.296428989236365,0.0108557476766099,0.98914425232339,0.299682264280549
0.0635872930970029,0.363758200535331,0.0134794674475411,0.986520532552459,0.368728463860926
0.0715357047341283,0.400618931000873,0.0165172594912685,0.983482740508732,0.407347190245192
0.0794841163712536,0.396338939072793,0.0196845340956646,0.980315465904335,0.404297343924052
0.087432528008379,0.376607516574819,0.0227563823971367,0.977243617602863,0.385377310008553
0.0953809396455043,0.371453970199957,0.0257293327105197,0.97427066728948,0.381263628959886
0.10332935128263,0.387157651675322,0.0287442114322057,0.971255788567794,0.398615541067942
0.111277762919755,0.410285014515317,0.0319134127161507,0.968086587283849,0.42381024580296
0.11922617455688,0.426166670200195,0.0352376438684936,0.964762356131506,0.441732274784262
0.127174586194006,0.430318707860842,0.0386414930414976,0.961358506958502,0.44761522860214
0.135122997831131,0.427018741809178,0.0420487285224479,0.957951271477552,0.445762487637332
0.143071409468257,0.422478843591765,0.0454248067692033,0.954575193230797,0.442583095169139
0.151019821105382,0.42042212625222,0.0487746687080294,0.951225331291971,0.441979531475677
0.158968232742507,0.421761603080875,0.0521216801854438,0.947878319814556,0.444953317598179
0.166916644379633,0.426140299389157,0.0554914168598106,0.944508583140189,0.451176735707766
0.174865056016758,0.433133519260147,0.0589063478696252,0.941093652130375,0.460244863281835
0.182813467653883,0.442541469409919,0.0623864605047676,0.937613539495232,0.471987072251711
0.190761879291009,0.454230111873799,0.065950415341027,0.934049584658973,0.486301925865789
0.198710290928134,0.468014195666308,0.0696156040341892,0.930384395965811,0.503033152421342
0.206658702565259,0.483720613256162,0.0733979940495375,0.926602005950462,0.522037088361346
0.214607114202385,0.501329383911161,0.0773127854798551,0.922687214520145,0.543336220575988
0.22255552583951,0.521058182718925,0.0813759640959825,0.918624035904018,0.567215925507709
0.230503937476636,0.543326123715863,0.0856060463998024,0.914393953600198,0.59419260328292
0.238452349113761,0.568606178023281,0.0900250942232219,0.909974905776778,0.624859185032036
0.246400760750886,0.597218874335533,0.0946583229297325,0.905341677070268,0.659661307395197
0.254349172388012,0.629132940291482,0.0995320974470281,0.900467902552972,0.698673365822134
0.262297584025137,0.663829562759652,0.104670596549837,0.895329403450163,0.741436124181309
0.270245995662262,0.700264722896882,0.110091787996962,0.889908212003038,0.786895449948371
0.278194407299388,0.736937247095748,0.115803524428556,0.884196475571444,0.833454178404722
0.286142818936513,0.772046262706026,0.121800535473325,0.878199464526675,0.879124041737076
0.294091230573638,0.803705386854201,0.128062896847617,0.871937103152383,0.921746974579361
0.302039642210764,0.830173795883354,0.134556269002481,0.865443730997519,0.959246414468204
0.309988053847889,0.850065546262773,0.141233885972616,0.858766114027384,0.989868524593027
0.317936465485014,0.862506130237774,0.148039998294071,0.851960001705929,1.01237866626453
0.32588487712214,0.867216821114573,0.154914273311836,0.845085726688164,1.02618798747571
0.333833288759265,0.864520466590227,0.161796553716855,0.838203446283145,1.03139693641655
0.341781700396391,0.855274804151908,0.168631374088575,0.831368625911425,1.02875520857462
0.349730112033516,0.840749269371778,0.175371722829995,0.824628277170005,1.01954940504478
0.357678523670641,0.822467409203638,0.18198168823152,0.81801831176848,1.00543887266477
0.365626935307767,0.802038918322852,0.188437810730668,0.811562189269332,0.988265506855298
0.373575346944892,0.781003295079769,0.194729146306203,0.805270853693797,0.969864104105205
0.381523758582017,0.760702121361088,0.200856200942732,0.799143799057269,0.951896419966558
0.389472170219143,0.742190338574662,0.206829004901682,0.793170995098318,0.9357255158866
0.397420581856268,0.726190000847856,0.212664650590478,0.787335349409522,0.922338875540742
0.405368993493393,0.713083984602829,0.218384621637962,0.781615378362038,0.912320822163423
0.413317405130519,0.702942761579343,0.22401220337188,0.77598779662812,0.905868319880573
0.421265816767644,0.695574885846515,0.229570200343642,0.770429799656358,0.902840059090094
0.42921422840477,0.690591196245257,0.235079109652586,0.764920890347415,0.902826952381444
0.437162640041895,0.687473518410878,0.240555822459928,0.759444177540072,0.905232456502181
0.44511105167902,0.685640366233243,0.24601285964983,0.75398714035017,0.909352864977
0.453059463316146,0.684504294180698,0.251458096531519,0.748541903468481,0.914450201129617
0.461007874953271,0.683517728601079,0.256894897614381,0.743105102385619,0.919812993352832
0.468956286590396,0.68220602383507,0.262322564897862,0.737677435102138,0.924802618831105
0.476904698227522,0.680187993389305,0.26773699912829,0.73226300087171,0.928884830422385
0.484853109864647,0.677185211669366,0.273131479617795,0.726868520382205,0.931647461240013
0.492801521501772,0.673021998218319,0.278497480967596,0.721502519032404,0.932806165556981
0.500749933138898,0.667618257703287,0.283825461273279,0.716174538726721,0.932200492480839
0.508698344776023,0.660977344903865,0.289105573647677,0.710894426352323,0.929782708095508
0.516646756413149,0.653170942029048,0.29432826941606,0.70567173058394,0.925601683786529
0.524595168050274,0.644322650140342,0.299484775999607,0.700515224000393,0.919783936258866
0.532543579687399,0.634591664558653,0.304567444710527,0.695432555289473,0.912513599962983
