"","x.use","vol"
"1",1.13935109312244,100
"2",1.70428376170909,192
"3",0.567568740281344,100
"4",0.567043461937683,200
"5",0.566518751527526,1470
"6",0.565994608373892,100
"7",0.565471031800674,100
"8",1.69171108444645,100
"9",0.563382377820245,100
"10",0.562861624037917,500
"11",3.35849334783017,147
"12",2.23073966301238,100
"13",0.557170313222732,100
"14",0.556656265911203,100
"15",0.556142773157895,230
"16",1.11023489737545,187
"17",2.76281898100663,100
"18",0.552054716233324,100
"19",1.10207640319492,200
"20",0.550530765626089,100
"21",0.550023876351484,100
"22",0.549517533123984,100
"23",3.82191855817614,100
"24",0.545486367315133,500
"25",1.63195083528017,200
"26",1.62745710315974,100
"27",1.62297785389936,100
"28",0.54049599344046,301
"29",2.15405931046631,100
"30",1.0750548704559,100
"31",0.537034534458942,100
"32",0.536542163135432,100
"33",0.536050320629889,100
"34",0.535559006315595,100
"35",1.06915591951574,100
"36",2.6606727149709,100
"37",1.59202432915567,100
"38",0.530189231039911,2000
"39",2.63884651495787,100
"40",1.053609919366,100
"41",1.57608694936966,100
"42",2.0937839751549,100
"43",2.60531054940678,100
"44",1.55891368270917,316
"45",0.51916417119529,332
"46",1.03643648955448,190
"47",1.0345486811839,100
"48",0.516803145344666,200
"49",0.516332453866786,100
"50",1.03078515968258,150
"51",1.54195959669397,100
"52",2.55826557975733,100
"53",0.511187926854942,100
"54",0.510723234441601,100
"55",0.51025903812581,2600
"56",0.509795337322685,100
"57",0.509332131448088,100
"58",1.52383643269575,100
"59",0.507484245578271,100
"60",1.01312651416321,300
"61",0.506103499413294,100
"62",2.01707746316257,100
"63",1.50869667404645,100
"64",0.502443039809808,100
"65",1.00306558641813,100
"66",3.48853514276122,100
"67",0.497911142906977,100
"68",0.994021083303809,500
"69",2.47383704463216,100
"70",2.4626808891775,138
"71",1.47360936880157,100
"72",2.93129838991501,177
"73",0.488109142026105,100
"74",0.487669020147441,300
"75",0.973580354877649,197
"76",0.486351455513372,100
"77",0.485913199144649,300
"78",0.485475407786643,100
"79",0.485038080894035,100
"80",0.484601217922196,225
"81",0.484164818327194,130
"82",0.483728881565781,156
"83",1.44727152858291,100
"84",0.481989752015243,100
"85",0.962245900335472,3300
"86",1.91757940310808,800
"87",0.478963969527468,200
"88",1.9089800114832,100
"89",0.476816398125328,100
"90",3.31680187235722,100
"91",5.62510211397763,100
"92",5.56502493801752,400
"93",0.463337731865785,100
"94",0.462923822604724,118
"95",0.462510349875059,1000
"96",0.462097313167549,100
"97",1.84179806558693,100
"98",1.83523462163217,130
"99",1.82869879166999,300
"100",1.82219044721551,100
"101",1.36299536198454,100
"102",5.39408032090929,100
"103",1.34492971332089,100
"104",1.78688017569602,100
"105",1.33659607535743,100
"106",0.445136849904194,100
"107",0.888695486318751,200
"108",0.443953810666652,100
"109",1.32832347282852,100
"110",2.20408594264342,100
"111",2.19435061278139,291
"112",2.18466616893438,123
"113",2.2850026847363,100
"114",1.13947824498135,100
"115",1.89076798467629,230
"116",1.50728756964903,100
"117",1.12748028692881,100
"118",2.61461821274414,100
"119",0.373188281908983,600
"120",0.74506419809126,100
"121",1.48489534316413,100
"122",0.370897622356182,100
"123",1.10976306439205,100
"124",0.73854329957951,200
"125",0.368947471454418,300
"126",2.20205689139044,100
"127",1.0981350640758,100
"128",2.54664407707758,1000
"129",0.363487808516103,100
"130",1.44886865745355,100
"131",0.723167644329063,200
"132",2.5156422693825,100
"133",1.43249552053547,300
"134",0.357811296400668,100
"135",2.1356555664962,307
"136",0.710644550921431,100
"137",0.355012598384212,300
"138",4.5632064830522,150
"139",2.44220200939842,473
"140",0.348582990628484,100
"141",0.348280293366931,100
"142",5.83409487519014,100
"143",1.02687486815089,100
"144",0.683399068201985,100
"145",1.02244107004978,100
"146",0.680449298230594,100
"147",0.339930584166806,100
"148",0.678686727075823,100
"149",1.35269019862689,100
"150",1.34802621549029,180
"151",1.00840561703398,100
"152",0.67111160220174,100
"153",0.335266546054311,100
"154",2.00122353446158,500
"155",1.32956125412571,100
"156",1.65481627802044,100
"157",1.64771756992392,100
"158",0.986085490559056,550
"159",3.25886128224517,1000
"160",0.650655544273843,100
"161",3.22553103043736,100
"162",0.644003146728042,2000
"163",0.642902344767538,500
"164",3.18716008438405,100
"165",0.318444028212169,100
"166",2.21583553784333,100
"167",8.65473424968065,100
"168",0.308835484724014,100
"169",1.23115793058388,520
"170",0.307528647150305,400
"171",0.3072680770627,200
"172",1.22491377918631,100
"173",0.305969197255267,200
"174",0.305710213326991,100
"175",1.21870763116808,109
"176",3.02111951548349,100
"177",2.10232344780911,100
"178",0.898718741698681,100
"179",0.598136381889495,200
"180",3.33069272966033,100
"181",1.26034378300009,300
"182",0.314557902096523,100
"183",3.69964642180597,100
"184",1.52871183374019,100
"185",1.81621446067111,138
"186",0.903588400930481,100
"187",0.150472984685052,100
"188",0.749247275740883,100
"189",0.299201837177666,100
"190",0.447687144106813,100
"191",0.890931939678778,1000
"192",0.296485695829578,100
"193",0.738152389754353,303
"194",5.7136108721466,100
"195",0.711274201391812,100
"196",0.849336979404132,200
"197",2.78514311754968,100
"198",0.969242713959016,100
"199",1.64538032633249,100
"200",0.682789948053433,100
"201",0.544457372336884,100
"202",0.542689805129004,100
"203",2.27483473926159,100
"204",0.666365341389001,144
"205",0.398849712297639,100
"206",2.48758008096141,100
"207",0.911321994424797,300
"208",7.20813377810304,100
"209",3.28425526118773,300
"210",4.94211513740956,124
"211",1.16747884894265,100
"212",1.04333505440084,100
"213",7.16291191850417,100
"214",4.3774003337545,200
"215",1.58314891992115,100
"216",1.0473787246535,100
"217",2.7702347640524,100
"218",0.612803407842335,100
"219",5.38841839366115,100
"220",0.488017262918947,100
"221",0.486186966696196,100
"222",2.19823805451098,100
"223",4.06977253234321,100
"224",1.64287236692233,200
"225",0.545203168910363,100
"226",2.66649787779098,150
"227",2.52350440028376,200
"228",1.37614780849077,100
"229",0.85386683708055,100
"230",0.510095432159598,125
"231",1.34459441451968,100
"232",0.751436260116675,100
"233",1.80799096929071,100
"234",1.46030235418526,100
"235",0.162023847732286,100
"236",0.564253537958664,100
"237",1.19625035841199,100
"238",0.318093221775593,200
"239",0.238061429937838,101
"240",0.316514151202299,100
"241",1.32906439452912,100
"242",1.08374401676601,100
"243",1.97615880540064,100
"244",1.79373683725614,100
"245",0.298122087421557,102
"246",1.61473588890698,100
"247",1.2331211828485,100
"248",2.13149102843662,100
"249",5.50907709721948,418
