Parameter,miu,be,sig,a,p,q,LogL,AIC,BIC
Estimate,0.554512332,0.907856155,0.195547082,0.644790298,2.781713465,24.97817135,-9200.444875,18412.88975,18453.29035
Estimate,0.560423142,0.929912727,0.208026903,0.630492257,2.779985137,24.97799851,-9201.979131,18415.95826,18456.35886
Estimate,0.592449251,0.929941787,0.219768566,0.626764566,2.779984215,24.97799842,-9226.758085,18465.51617,18505.91677
Estimate,0.597022483,0.930121988,0.193517446,0.627884323,2.604217012,24.7604217,-9211.965723,18435.93145,18476.33204
Estimate,0.367206953,0.92000202,0.199993286,0.6240533,2.779981229,24.77799812,-9222.624938,18457.24988,18497.65047
Estimate,0.676284162,0.939185699,0.193423516,0.662411646,2.786419274,25.17864193,-9206.357132,18424.71426,18465.11486
Estimate,0.654887396,0.930001122,0.217057053,0.651186893,2.67998974,25.06799897,-9199.96802,18411.93604,18452.33664
Estimate,0.432588277,0.913262081,0.195982292,0.681002284,2.707722474,24.97077225,-9216.665571,18445.33114,18485.73174
Estimate,0.546900295,0.93824988,0.198636592,0.680234913,2.875960368,24.98759604,-9205.140536,18422.28107,18462.68167
Estimate,0.739871369,0.929817208,0.197843721,0.657812505,2.781364183,24.97813642,-9216.807278,18445.61456,18486.01515
Estimate,0.619609878,0.942610731,0.19397029,0.654139551,2.780440854,25.07804409,-9197.862093,18407.72419,18448.12478
Estimate,0.643767889,0.928856585,0.194061462,0.620469355,2.780340322,24.97803403,-9227.47489,18466.94978,18507.35038
Estimate,0.543892818,0.920035677,0.199235866,0.600748723,2.780861393,24.97808614,-9221.175586,18454.35117,18494.75177
Estimate,0.647206878,0.941768118,0.21041606,0.629265875,2.880821007,24.7880821,-9207.905924,18427.81185,18468.21244
Estimate,0.570543832,0.930252291,0.199705928,0.599503658,2.686412749,25.06864127,-9220.997434,18453.99487,18494.39547
Estimate,0.802681585,0.931154401,0.194367199,0.59813609,2.624317437,24.96243174,-9210.158833,18432.31767,18472.71826
Estimate,0.615524646,0.910187261,0.199499722,0.659652864,2.786737798,24.97867378,-9205.203614,18422.40723,18462.80783
Estimate,0.600502816,0.930000847,0.198498494,0.69625617,2.690542544,24.76905425,-9225.450751,18462.9015,18503.3021
Estimate,0.57646054,0.929656798,0.207615097,0.688400814,2.782805955,24.9782806,-9231.867431,18475.73486,18516.13546
Estimate,0.573821915,0.930080945,0.193486849,0.63648607,2.684760785,24.96847608,-9196.918743,18405.83749,18446.23808
Estimate,0.599716589,0.919972262,0.197059048,0.600176438,2.780031587,24.97800316,-9222.767797,18457.53559,18497.93619
Estimate,0.642584745,0.92708444,0.211872396,0.605412958,2.886978561,24.98869786,-9209.79539,18431.59078,18471.99138
Estimate,0.566491882,0.929615466,0.207086118,0.601013515,2.782993807,24.77829938,-9224.696664,18461.39333,18501.79393
Estimate,0.593981689,0.93060939,0.206366128,0.600237871,2.784913055,24.97849131,-9224.194878,18460.38976,18500.79035
Estimate,0.591962639,0.929302697,0.198391408,0.598605052,2.779942602,24.97799426,-9223.876989,18459.75398,18500.15458
Estimate,0.559159353,0.929717567,0.190313919,0.600384767,2.784663192,24.97846632,-9222.076114,18456.15223,18496.55283
Estimate,0.583287217,0.932662953,0.197281387,0.611088165,2.780172608,24.97801726,-9213.881278,18439.76256,18480.16315
Estimate,0.609041463,0.919509645,0.211130797,0.629766976,2.788518555,24.97885186,-9194.309423,18400.61885,18441.01944
Estimate,0.575116583,0.919927764,0.191285306,0.645830621,2.785033796,24.77850338,-9205.424747,18422.84949,18463.25009
Estimate,0.558122131,0.919967498,0.190086252,0.643330813,2.581354446,25.15813544,-9220.231201,18452.4624,18492.863
Estimate,0.634161006,0.889223803,0.197120662,0.645653018,2.779901142,24.97799011,-9201.846312,18415.69262,18456.09322
Estimate,0.414908871,0.901605173,0.215168813,0.649961932,2.777924116,24.97779241,-9200.798875,18413.59775,18453.99835
Estimate,0.67782586,0.929550445,0.217177157,0.623348234,2.709327689,24.97093277,-9201.785017,18415.57003,18455.97063
Estimate,0.554300755,0.921859732,0.194545162,0.610744332,2.782461039,24.9782461,-9211.983071,18435.96614,18476.36674
Estimate,0.82719686,0.929879634,0.193982189,0.636997945,2.779983471,24.97799835,-9229.191573,18470.38315,18510.78374
Estimate,0.581750173,0.932058011,0.199555393,0.673193391,2.779738962,24.9779739,-9201.805802,18415.6116,18456.0122
Estimate,0.64774944,0.89286521,0.199435945,0.650071043,2.780148102,24.97801481,-9203.636213,18419.27243,18459.67302
