Parameter,miu,be,sig,a,p,q,LogL,AIC,BIC
Estimate,0.412179669,0.930001857,0.197708975,0.643872965,2.779982664,24.77799827,-9192.358968,18396.71794,18437.11853
Estimate,0.602951993,0.929981159,0.195617063,0.641523841,2.879997295,24.98799973,-9204.440941,18420.88188,18461.28248
Estimate,0.762927106,0.943429768,0.191737593,0.643473652,2.772590099,24.97725901,-9213.816202,18439.6324,18480.033
Estimate,0.577208433,0.919035659,0.19937411,0.607425333,2.781852013,24.9781852,-9215.701451,18443.4029,18483.8035
Estimate,0.604172966,0.931071013,0.192409299,0.644055495,2.781516061,24.97815161,-9223.175409,18458.35082,18498.75141
Estimate,0.601853541,0.918594185,0.199775941,0.650263687,2.882073699,25.18820737,-9194.689954,18401.37991,18441.78051
Estimate,0.599824223,0.916878458,0.196993784,0.631753382,2.58769211,24.95876921,-9195.057885,18402.11577,18442.51637
Estimate,0.628798806,0.920297314,0.194255936,0.611488469,2.783250035,24.978325,-9212.342468,18436.68494,18477.08553
Estimate,0.532096266,0.943158031,0.198682619,0.639419487,2.779682607,24.97796826,-9202.734381,18417.46876,18457.86936
Estimate,0.593409341,0.927686894,0.201036923,0.624530719,2.680559316,24.96805593,-9229.887699,18471.7754,18512.176
Estimate,0.610575716,0.916542399,0.194455845,0.611715126,2.88131978,24.98813198,-9209.26094,18430.52188,18470.92248
Estimate,0.619314992,0.929708496,0.199870545,0.617300261,2.779987927,24.97799879,-9212.694506,18437.38901,18477.78961
Estimate,0.596518872,0.939978656,0.199998905,0.652020958,2.781599455,24.97815995,-9228.581549,18469.1631,18509.5637
Estimate,0.3840648,0.924115156,0.194993801,0.568468983,2.75973782,24.97597378,-9228.112037,18468.22407,18508.62467
Estimate,0.624410072,0.940001122,0.203322899,0.599998923,2.579998389,25.15799984,-9231.869517,18475.73903,18516.13963
Estimate,0.583106896,0.929978344,0.191454561,0.632021526,2.783458782,24.97834588,-9195.034884,18402.06977,18442.47036
Estimate,0.582337155,0.9211133,0.191234688,0.650054108,2.780010884,24.97800109,-9222.080353,18456.16071,18496.5613
Estimate,0.554753614,0.934973353,0.197428772,0.642207785,2.681360754,24.96813608,-9214.461132,18440.92226,18481.32286
Estimate,0.651152042,0.926118739,0.196030296,0.606506689,2.77808919,24.97780892,-9224.26479,18460.52958,18500.93018
Estimate,0.59128358,0.92995963,0.209911417,0.673466726,2.786737695,24.97867377,-9214.237499,18440.475,18480.8756
Estimate,0.611595028,0.928642896,0.190346202,0.597907364,2.781748215,25.17817482,-9225.668736,18463.33747,18503.73807
Estimate,0.486545434,0.82489502,0.191476893,0.643526774,2.693239073,24.96932391,-9206.709772,18425.41954,18465.82014
Estimate,0.55115664,0.911033157,0.1942533,0.668438861,2.778603012,24.9778603,-9181.039623,18374.07925,18414.47984
Estimate,0.608220115,0.929266897,0.195499656,0.599028178,2.887898609,24.98878986,-9215.453659,18442.90732,18483.30792
Estimate,0.610418367,0.929610822,0.190424858,0.599724196,2.680439157,24.96804392,-9226.046638,18464.09328,18504.49387
Estimate,0.570127953,0.930074498,0.217638656,0.669951102,2.880004702,24.98800047,-9210.646947,18433.29389,18473.69449
Estimate,0.495826503,0.919968151,0.191298702,0.660433711,2.779990027,24.977999,-9191.715441,18395.43088,18435.83148
Estimate,0.649087986,0.927692036,0.195544568,0.605109136,2.785253715,24.97852537,-9222.73558,18457.47116,18497.87176
Estimate,0.537634003,0.92271872,0.198507674,0.593067606,2.726085386,25.17260854,-9216.988501,18445.977,18486.3776
Estimate,0.607134167,0.920031643,0.199420523,0.714215066,2.679999516,24.96799995,-9228.732955,18469.46591,18509.86651
Estimate,0.551721789,0.92931519,0.193676917,0.66685765,2.888170348,24.78881703,-9230.450633,18472.90127,18513.30186
Estimate,0.51818899,0.92684513,0.212849643,0.670006214,2.780107234,24.97801072,-9198.745402,18409.4908,18449.8914
Estimate,0.605406746,0.92997853,0.198717452,0.637348786,2.786866197,24.77868662,-9187.202867,18386.40573,18426.80633
Estimate,0.625807485,0.929957857,0.213533838,0.678468524,2.79296392,24.97929639,-9212.427389,18436.85478,18477.25538
Estimate,0.589126664,0.946139723,0.195161358,0.652801318,2.881664761,24.98816648,-9204.790275,18421.58055,18461.98115
Estimate,0.540925108,0.929794398,0.19146383,0.605199411,2.680069072,25.06800691,-9226.565393,18465.13079,18505.53138
Estimate,0.585474289,0.947302484,0.190359063,0.645420744,2.778789589,24.97787896,-9205.405987,18422.81197,18463.21257
Estimate,0.5470363,0.915081947,0.191411075,0.626769637,2.784548346,24.77845483,-9197.712029,18407.42406,18447.82466
Estimate,0.605515401,0.935068007,0.199520652,0.636933113,2.780596609,24.97805966,-9217.038878,18446.07776,18486.47835
Estimate,0.53984261,0.912899015,0.198362036,0.652555156,2.78058788,24.97805879,-9185.695705,18383.39141,18423.79201
Estimate,0.611710007,0.915538073,0.197938077,0.650374422,2.779875291,24.97798753,-9195.049841,18402.09968,18442.50028
Estimate,0.582452396,0.9279806,0.201946213,0.60033166,2.879930048,25.087993,-9227.449257,18466.89851,18507.29911
Estimate,0.638596898,0.918267207,0.198317096,0.609243715,2.680004585,24.96800046,-9221.998754,18455.99751,18496.39811
Estimate,0.570899054,0.916054264,0.191563826,0.627133254,2.78465324,25.17846532,-9223.977238,18459.95448,18500.35507
Estimate,0.582596583,0.918053555,0.198545542,0.665373331,2.783139282,24.97831393,-9190.173141,18392.34628,18432.74688
Estimate,0.625135483,0.924477029,0.191677655,0.67725661,2.780774373,24.97807744,-9193.326712,18398.65342,18439.05402
Estimate,0.291575017,0.89850151,0.191339463,0.649006103,2.581261042,25.1581261,-9194.238632,18400.47726,18440.87786
Estimate,0.554203161,0.933812429,0.190723628,0.661284879,2.879923724,24.98799237,-9211.131657,18434.26331,18474.66391
Estimate,0.630215748,0.951909311,0.199103499,0.616548951,2.580161601,24.95801616,-9223.383261,18458.76652,18499.16712
Estimate,0.622185937,0.946852176,0.195384576,0.622003452,2.780979423,24.97809794,-9218.980332,18449.96066,18490.36126
Estimate,0.828872177,0.936266696,0.195686932,0.638231933,2.777092695,24.97770927,-9224.98912,18461.97824,18502.37884
Estimate,0.628005811,0.937985086,0.199721391,0.658143726,2.778962837,24.97789628,-9218.927567,18449.85513,18490.25573
Estimate,0.615068639,0.929394258,0.198791242,0.626011203,2.794965873,24.97949659,-9194.411932,18400.82386,18441.22446
Estimate,0.640114137,0.94179592,0.196842138,0.638366126,2.680573115,25.06805731,-9209.504442,18431.00888,18471.40948
Estimate,0.617603874,0.932070744,0.194024287,0.657966131,2.583042202,25.05830422,-9191.544238,18395.08848,18435.48907
Estimate,0.62869448,0.948791762,0.196154345,0.605374777,2.780437338,25.07804373,-9231.249556,18474.49911,18514.89971
Estimate,0.94974131,0.951051995,0.191720883,0.663942243,2.875420014,24.987542,-9218.139554,18448.27911,18488.67971
Estimate,0.593210351,0.929363368,0.199565137,0.635689316,2.781083651,25.07810837,-9226.214269,18464.42854,18504.82913
Estimate,0.57189766,0.937914612,0.199845858,0.628787796,2.779950386,24.97799504,-9215.570537,18443.14107,18483.54167
Estimate,0.627461679,0.935641498,0.196377451,0.629407649,2.883441242,24.98834412,-9204.666042,18421.33208,18461.73268
Estimate,0.624918869,0.919718694,0.193513896,0.654831522,2.784066873,24.97840669,-9223.30547,18458.61094,18499.01154
Estimate,0.580775783,0.944614459,0.192902429,0.606611679,2.581750572,24.95817506,-9215.590908,18443.18182,18483.58241
Estimate,0.305755024,0.907411409,0.197091369,0.623504908,2.508636593,25.05086366,-9201.963933,18415.92787,18456.32846
Estimate,0.642951389,0.946603287,0.190755833,0.633968764,2.781229972,24.978123,-9212.503016,18437.00603,18477.40663
Estimate,0.555499181,0.93000066,0.207023698,0.714528848,2.782543044,24.7782543,-9226.400354,18464.80071,18505.20131
Estimate,0.633326823,0.918553743,0.192970682,0.693304135,2.77973476,24.97797348,-9205.00325,18422.0065,18462.4071
Estimate,0.530009329,0.940266467,0.193007162,0.692154192,2.780381319,24.77803813,-9212.859106,18437.71821,18478.11881
Estimate,0.612622433,0.916933907,0.197318083,0.649930622,2.781784802,24.97817848,-9208.992441,18429.98488,18470.38548
Estimate,0.680343409,0.920509346,0.199392033,0.597986129,2.70539181,24.97053918,-9208.602584,18429.20517,18469.60577
Estimate,0.68516905,0.913278642,0.197653393,0.662844928,2.707643325,24.97076433,-9219.556323,18451.11265,18491.51324
Estimate,0.536574478,0.945881858,0.19005298,0.638361566,2.780605806,24.77806058,-9203.617853,18419.23571,18459.6363
Estimate,0.398725932,0.922681399,0.196123289,0.604328299,2.777511432,24.77775114,-9228.115467,18468.23093,18508.63153
Estimate,0.619542278,0.919661929,0.193898043,0.66520183,2.784248476,24.97842485,-9194.035064,18400.07013,18440.47073
Estimate,0.637390715,0.919442606,0.200589579,0.604185598,2.780525134,24.97805251,-9224.891393,18461.78279,18502.18338
Estimate,0.619806249,0.929579836,0.195288184,0.667512333,2.781932282,24.77819323,-9196.877439,18405.75488,18446.15548
Estimate,0.519074121,0.919668153,0.190729497,0.645687552,2.779991646,24.97799916,-9227.468475,18466.93695,18507.33755
Estimate,0.573420662,0.939399419,0.19194201,0.652601433,2.579452914,24.95794529,-9200.592279,18413.18456,18453.58516
Estimate,0.179400109,0.949750523,0.198439624,0.625490019,2.780980262,24.97809803,-9218.286289,18448.57258,18488.97318
Estimate,0.548880732,0.925047827,0.209672614,0.669968575,2.780217811,24.97802178,-9226.995582,18465.99116,18506.39176
Estimate,0.592238324,0.927687952,0.207546279,0.640766814,2.785709352,24.77857094,-9208.649094,18429.29819,18469.69879
Estimate,0.578189148,0.927395379,0.193821839,0.625834034,2.78242545,24.97824255,-9218.884311,18449.76862,18490.16922
Estimate,0.601630591,0.944743624,0.191599959,0.605164664,2.892664094,24.98926641,-9216.635678,18445.27136,18485.67195
Estimate,0.494235833,0.943368081,0.199671652,0.629705791,2.781379985,24.978138,-9225.441182,18462.88236,18503.28296
Estimate,0.590855435,0.920002121,0.200041605,0.648493721,2.579988925,24.95799889,-9228.759113,18469.51823,18509.91882
Estimate,0.674439028,0.924894456,0.193645689,0.629389537,2.683331131,25.06833311,-9211.258888,18434.51778,18474.91837
Estimate,0.606852756,0.944825877,0.191853323,0.632475213,2.778565285,24.97785653,-9206.435736,18424.87147,18465.27207
Estimate,0.625314067,0.928292924,0.192200771,0.667207276,2.779494193,25.07794942,-9202.464131,18416.92826,18457.32886
Estimate,0.548857196,0.916899814,0.193682804,0.63156469,2.525423353,24.95254234,-9192.126002,18396.252,18436.6526
Estimate,0.628398389,0.928782316,0.193676758,0.630147818,2.781421158,25.17814212,-9222.342013,18456.68403,18497.08462
Estimate,0.622707931,0.930000678,0.191767687,0.626985414,2.683496241,24.96834962,-9220.059111,18452.11822,18492.51882
Estimate,0.608742894,0.933597965,0.195464431,0.604442913,2.780520673,24.97805207,-9226.890979,18465.78196,18506.18255
Estimate,0.588365066,0.919719754,0.197096125,0.617720721,2.779971311,24.97799713,-9210.030422,18432.06084,18472.46144
Estimate,0.455438839,0.931368807,0.194631339,0.618911833,2.795246581,24.77952466,-9191.461532,18394.92306,18435.32366
Estimate,0.565657613,0.915815716,0.197495834,0.649663055,2.881370551,24.98813706,-9192.492536,18396.98507,18437.38567
Estimate,0.576357491,0.924370992,0.219278545,0.640706453,2.781139848,24.97811398,-9211.597904,18435.19581,18475.59641
Estimate,0.468244311,0.929900473,0.214958752,0.600065579,2.719105697,24.97191057,-9186.243026,18384.48605,18424.88665
Estimate,0.606409,0.920061147,0.19650254,0.600139142,2.879700192,24.98797002,-9206.641267,18425.28253,18465.68313
Estimate,0.651091058,0.930012396,0.191952094,0.599752089,2.669987924,24.96699879,-9209.215792,18430.43158,18470.83218
Estimate,0.464168152,0.930041478,0.214785109,0.621443847,2.779977876,25.07799779,-9212.787186,18437.57437,18477.97497
Estimate,0.474655107,0.888736403,0.193695441,0.651328449,2.880651443,24.78806514,-9183.925141,18379.85028,18420.25088
Estimate,0.634086464,0.931095274,0.190658173,0.679267563,2.780086665,24.97800867,-9215.665336,18443.33067,18483.73127
Estimate,0.574395724,0.932115083,0.191404022,0.599591598,2.779171004,24.7779171,-9232.397168,18476.79434,18517.19493
Estimate,0.533744333,0.922291099,0.202713117,0.626565348,2.783531056,24.97835311,-9198.556656,18409.11331,18449.51391
Estimate,0.388239845,0.925343215,0.193435991,0.658878861,2.779624944,24.97796249,-9230.517746,18473.03549,18513.43609
Estimate,0.657062442,0.91998141,0.193261055,0.631828706,2.781591033,24.9781591,-9204.614931,18421.22986,18461.63046
Estimate,0.463776497,0.933641328,0.2154813,0.609001393,2.782620787,24.97826208,-9214.466299,18440.9326,18481.3332
Estimate,0.63184265,0.921306516,0.194730087,0.620608313,2.787183164,25.07871832,-9212.376473,18436.75295,18477.15354
Estimate,0.551457485,0.919777231,0.20021879,0.660376435,2.780712944,24.97807129,-9193.276774,18398.55355,18438.95415
Estimate,0.403925453,0.929852426,0.219944232,0.599962604,2.799698863,24.97996989,-9199.720356,18411.44071,18451.84131
Estimate,0.595014879,0.917422343,0.212373613,0.648046184,2.784405631,25.07844056,-9201.602945,18415.20589,18455.60649
Estimate,0.660058221,0.929895162,0.192943435,0.681027605,2.779990181,24.97799902,-9212.322714,18436.64543,18477.04603
Estimate,0.590417654,0.931108405,0.196068689,0.645859978,2.782076918,24.97820769,-9205.906485,18423.81297,18464.21357
Estimate,0.506517844,0.92796879,0.19516422,0.652210646,2.780170847,25.17801708,-9200.156195,18412.31239,18452.71299
Estimate,0.614482167,0.919998976,0.199996777,0.635864029,2.579993544,24.95799935,-9225.668003,18463.33601,18503.7366
Estimate,0.615579191,0.929970406,0.20991308,0.643330252,2.679982739,24.96799827,-9232.604031,18477.20806,18517.60866
Estimate,0.268486424,0.930002359,0.191378992,0.599952826,2.783675739,24.97836757,-9229.020547,18470.04109,18510.44169
Estimate,0.625131817,0.929923563,0.191540415,0.623801573,2.783264718,24.97832647,-9226.222415,18464.44483,18504.84543
Estimate,0.650886544,0.939405641,0.191533302,0.697881809,2.876364197,25.18763642,-9221.566432,18455.13286,18495.53346
Estimate,0.551135304,0.93006718,0.196891124,0.601779896,2.880092135,24.78800921,-9219.556431,18451.11286,18491.51346
Estimate,0.70226626,0.935568646,0.215445794,0.61781338,2.779255996,24.7779256,-9223.079816,18458.15963,18498.56023
Estimate,0.670436665,0.938187465,0.215933625,0.658173032,2.784346652,24.97843467,-9225.000317,18462.00063,18502.40123
Estimate,0.582266507,0.938488826,0.1913859,0.669779805,2.779948327,25.17799483,-9201.675841,18415.35168,18455.75228
Estimate,0.588432006,0.920040727,0.190001687,0.630001546,2.879998145,24.98799981,-9219.295087,18450.59017,18490.99077
Estimate,0.598160561,0.929701936,0.212916674,0.625309527,2.6800766,24.96800766,-9208.577989,18429.15598,18469.55658
Estimate,0.633428015,0.930000547,0.199998177,0.650558054,2.680960025,24.768096,-9231.721243,18475.44249,18515.84308
Estimate,0.541123246,0.929500468,0.215056428,0.678988803,2.780098193,24.97800982,-9202.969864,18417.93973,18458.34033
Estimate,0.53491483,0.930001027,0.199996577,0.635842094,2.579990415,24.95799904,-9219.405357,18450.81071,18491.21131
Estimate,0.599038396,0.898673923,0.192263968,0.664814911,2.795556353,24.97955564,-9202.398953,18416.79791,18457.1985
Estimate,0.616606116,0.927879514,0.197629421,0.624198025,2.779345666,24.97793457,-9208.130113,18428.26023,18468.66082
Estimate,0.452500696,0.930002041,0.199993196,0.599959178,2.794559513,24.97945595,-9220.525311,18453.05062,18493.45122
Estimate,0.584468205,0.93850433,0.199850813,0.630067489,2.680527707,25.06805277,-9205.881715,18423.76343,18464.16403
Estimate,0.608232992,0.930551446,0.198472743,0.600299676,2.77984425,24.97798443,-9223.178743,18458.35749,18498.75808
Estimate,0.590275939,0.930162181,0.199625958,0.61076223,2.881124735,24.98811247,-9209.345004,18430.69001,18471.09061
Estimate,0.44534805,0.92026905,0.190693441,0.671565177,2.79186292,24.97918629,-9207.265749,18426.5315,18466.9321
Estimate,0.562245726,0.930726176,0.19911859,0.645848695,2.779996644,25.07799966,-9221.182328,18454.36466,18494.76525
Estimate,0.581238897,0.930250696,0.196539839,0.709543972,2.780231941,24.97802319,-9221.964332,18455.92866,18496.32926
Estimate,0.6027114,0.923674077,0.199402779,0.64665603,2.781165257,24.97811653,-9218.396307,18448.79261,18489.19321
Estimate,0.460313966,0.931012307,0.212513195,0.600960068,2.77874301,24.9778743,-9222.517158,18457.03432,18497.43491
Estimate,0.630267745,0.926181625,0.196971247,0.63304932,2.778331676,25.17783317,-9205.664265,18423.32853,18463.72913
Estimate,0.604730632,0.933107201,0.209814048,0.61476378,2.779926026,24.9779926,-9226.389965,18464.77993,18505.18053
Estimate,0.597355904,0.929755683,0.198827847,0.600022814,2.780056861,25.07800569,-9227.405866,18466.81173,18507.21233
Estimate,0.58464337,0.916039961,0.193304015,0.601605776,2.779523213,24.97795232,-9221.795196,18455.59039,18495.99099
Estimate,0.627095079,0.94137489,0.197170455,0.641360346,2.780963507,24.97809635,-9211.944536,18435.88907,18476.28967
Estimate,0.604805592,0.924485982,0.193134141,0.617483336,2.781383952,24.7781384,-9212.996445,18437.99289,18478.39349
Estimate,0.521883591,0.911951088,0.197821735,0.600357906,2.894699467,25.18946995,-9204.787885,18421.57577,18461.97637
Estimate,0.518621804,0.934425097,0.191779068,0.627920273,2.580083476,24.95800835,-9204.48716,18420.97432,18461.37492
Estimate,0.588197773,0.929795597,0.193315765,0.660830467,2.580228288,25.05802283,-9196.96229,18405.92458,18446.32518
Estimate,0.662788893,0.930880499,0.195101776,0.681076099,2.780849094,24.97808491,-9202.891034,18417.78207,18458.18267
Estimate,0.581414286,0.93790359,0.195910509,0.629403279,2.779017515,24.97790175,-9209.73481,18431.46962,18471.87022
Estimate,0.591891949,0.919996968,0.190294785,0.633947549,2.782090727,25.17820907,-9225.097876,18462.19575,18502.59635
Estimate,0.564139074,0.930019677,0.195827533,0.59996385,2.780300985,24.9780301,-9223.238243,18458.47649,18498.87708
Estimate,0.67553753,0.926554308,0.204955264,0.661434902,2.779847472,24.97798475,-9213.218995,18438.43799,18478.83859
Estimate,0.587387362,0.901151448,0.199257039,0.606530983,2.678777652,25.06787777,-9222.89986,18457.79972,18498.20032
Estimate,0.611789822,0.920502413,0.194615755,0.683441089,2.77655647,24.77765565,-9217.554673,18447.10935,18487.50994
Estimate,0.620935023,0.925800318,0.199219433,0.654043991,2.583898967,24.7583899,-9193.833047,18399.66609,18440.06669
Estimate,0.692848835,0.914256887,0.197069982,0.545955533,2.785815741,24.97858157,-9205.037922,18422.07584,18462.47644
Estimate,0.648706827,0.930218636,0.19862758,0.601826972,2.779196855,25.17791969,-9228.213707,18468.42741,18508.82801
Estimate,0.573001964,0.929168207,0.205034999,0.607929513,2.782147045,24.9782147,-9206.77748,18425.55496,18465.95556
Estimate,0.57923447,0.92987836,0.194540974,0.643305193,2.779879179,24.97798792,-9220.893836,18453.78767,18494.18827
Estimate,0.663318241,0.922617439,0.198307157,0.606777025,2.815855751,25.18158558,-9203.25569,18418.51138,18458.91198
Estimate,0.594441179,0.929985283,0.200625807,0.59999543,2.879997888,24.98799979,-9222.287503,18456.57501,18496.9756
Estimate,0.677492141,0.926252251,0.202177332,0.607632478,2.780979028,24.9780979,-9223.301461,18458.60292,18499.00352
Estimate,0.525744821,0.932751835,0.195697978,0.599097175,2.779751182,24.97797512,-9226.403911,18464.80782,18505.20842
Estimate,0.568492831,0.930001105,0.219996317,0.647065885,2.579989688,24.95799897,-9220.057106,18452.11421,18492.51481
Estimate,0.642774538,0.92080291,0.195208505,0.638542799,2.781318387,24.97813184,-9191.735946,18395.47189,18435.87249
Estimate,0.566347037,0.930035404,0.193184849,0.624147858,2.679989459,24.96799895,-9204.569374,18421.13875,18461.53935
Estimate,0.56032643,0.934910155,0.194750082,0.661166221,2.780464053,24.97804641,-9201.749785,18415.49957,18455.90017
Estimate,0.463491457,0.934933544,0.196619761,0.671392334,2.793269576,25.07932696,-9223.144001,18458.288,18498.6886
Estimate,0.629213821,0.939759293,0.198719006,0.61046831,2.881171601,24.98811716,-9218.892607,18449.78521,18490.18581
Estimate,0.730431853,0.937144751,0.199705182,0.604182287,2.700107867,24.97001079,-9226.122736,18464.24547,18504.64607
Estimate,0.761252178,0.915801162,0.192755321,0.637070766,2.779028335,24.97790283,-9226.472452,18464.9449,18505.3455
Estimate,0.545312749,0.937543596,0.213842338,0.64677962,2.785640494,24.97856405,-9195.395991,18402.79198,18443.19258
Estimate,0.604664298,0.923659455,0.20172453,0.628705578,2.880610201,24.98806102,-9222.636752,18457.2735,18497.6741
Estimate,0.808208041,0.909125762,0.19101879,0.639665276,2.580756486,25.15807565,-9225.658734,18463.31747,18503.71807
Estimate,0.602511388,0.919957035,0.197571881,0.59998678,2.679993831,24.76799938,-9227.181153,18466.36231,18506.7629
Estimate,0.143188111,0.93228343,0.19390387,0.567204586,2.76901244,24.97690124,-9220.577761,18453.15552,18493.55612
Estimate,0.396972093,0.930003045,0.191944345,0.599939109,2.705498716,24.97054987,-9219.75229,18451.50458,18491.90518
Estimate,0.603945224,0.931179289,0.193050727,0.619243064,2.780690406,24.97806904,-9212.016455,18436.03291,18476.43351
Estimate,0.497411004,0.932278855,0.19192256,0.625660658,2.780806534,24.97808065,-9231.524051,18475.0481,18515.4487
Estimate,0.890577677,0.930578385,0.218618265,0.630500581,2.822736321,24.98227363,-9224.443895,18460.88779,18501.28839
Estimate,0.624777096,0.930390703,0.19447473,0.63896986,2.782579869,25.17825799,-9205.335866,18422.67173,18463.07233
Estimate,0.563586491,0.929936237,0.196517389,0.662470339,2.782937872,24.97829379,-9220.290587,18452.58117,18492.98177
Estimate,0.510747871,0.915918549,0.19843314,0.639263631,2.579904857,24.95799049,-9187.421079,18386.84216,18427.24276
Estimate,0.552314962,0.929972762,0.191481827,0.628071874,2.779996089,24.97799961,-9215.070248,18442.1405,18482.54109
Estimate,0.648517291,0.93000114,0.191323018,0.5999772,2.77998936,24.97799894,-9227.435878,18466.87176,18507.27235
Estimate,0.343001394,0.920002105,0.191679023,0.599957909,2.779980358,25.07799804,-9227.105914,18466.21183,18506.61243
Estimate,0.641898144,0.929678924,0.192793275,0.654580074,2.77999024,24.97799902,-9221.53837,18455.07674,18495.47734
Estimate,0.593326385,0.933520437,0.193017238,0.630655353,2.787072006,24.9787072,-9191.533624,18395.06725,18435.46785
Estimate,0.580055469,0.952222026,0.195643597,0.615454934,2.583754788,24.95837548,-9229.501307,18471.00261,18511.40321
Estimate,0.617728011,0.919578032,0.191852265,0.662416867,2.880310074,24.98803101,-9192.365833,18396.73167,18437.13226
Estimate,0.587795759,0.937810303,0.195871604,0.67446898,2.680047903,24.96800479,-9232.253684,18476.50737,18516.90797
Estimate,0.604588299,0.930122701,0.190130452,0.645624788,2.780863979,24.9780864,-9226.908702,18465.8174,18506.218
Estimate,0.609170562,0.891627373,0.197784549,0.669083732,2.582541276,24.95825413,-9196.381559,18404.76312,18445.16371
Estimate,0.62631017,0.950845976,0.199501106,0.597421821,2.719465082,24.97194651,-9220.778938,18453.55788,18493.95847
Estimate,0.596719279,0.929581124,0.198940909,0.636126325,2.778391982,25.1778392,-9198.125033,18408.25007,18448.65066
Estimate,0.598468728,0.929969256,0.197418535,0.59999054,2.581185032,24.9581185,-9228.020366,18468.04073,18508.44133
Estimate,0.610823328,0.927539965,0.19510738,0.679068338,2.880085482,24.98800855,-9205.198313,18422.39663,18462.79722
Estimate,0.331070811,0.930788029,0.207186943,0.681128993,2.77997248,25.17799725,-9194.480833,18400.96167,18441.36226
Estimate,0.583081488,0.942032259,0.192993137,0.667270265,2.878861341,24.98788613,-9198.005571,18408.01114,18448.41174
Estimate,0.61072237,0.929982267,0.199999091,0.641345133,2.683450928,24.96834509,-9228.22833,18468.45666,18508.85726
Estimate,0.628575701,0.927981922,0.197953796,0.628968764,2.780094456,25.07800945,-9220.260333,18452.52067,18492.92126
Estimate,0.512807662,0.916049456,0.190555364,0.638144985,2.884767686,24.98847677,-9195.721201,18403.4424,18443.843
Estimate,0.693786962,0.930000881,0.197138516,0.683371671,2.779991776,24.97799918,-9207.172143,18426.34429,18466.74488
Estimate,0.713009127,0.928544888,0.194652215,0.664193865,2.780119735,25.07801197,-9206.875994,18425.75199,18466.15259
Estimate,0.564994637,0.92000072,0.193854352,0.62121115,2.67999215,24.96799922,-9209.994026,18431.98805,18472.38865
Estimate,0.494915062,0.885958474,0.192749849,0.642675097,2.57990568,24.95799057,-9186.828004,18385.65601,18426.05661
Estimate,0.719116901,0.903163978,0.199396084,0.656962409,2.782195974,24.9782196,-9212.541484,18437.08297,18477.48357
Estimate,0.637473661,0.916780678,0.197897451,0.600307064,2.787997097,25.17879971,-9213.882787,18439.76557,18480.16617
Estimate,0.43344222,0.940004896,0.199983679,0.626514418,2.784275928,24.77842759,-9220.416635,18452.83327,18493.23387
Estimate,0.524800989,0.930062058,0.199872538,0.639557403,2.790267782,24.77902678,-9221.933512,18455.86702,18496.26762
Estimate,0.603466121,0.923080649,0.191902774,0.610317936,2.779462358,24.97794624,-9224.908191,18461.81638,18502.21698
Estimate,0.592168408,0.925339668,0.199140473,0.649499925,2.780568619,25.17805686,-9218.349498,18448.699,18489.09959
Estimate,0.589717205,0.930932434,0.193127548,0.664794801,2.779865449,24.97798654,-9206.312931,18424.62586,18465.02646
Estimate,0.631638079,0.941705146,0.199019584,0.622629731,2.7802101,24.97802101,-9220.995571,18453.99114,18494.39174
Estimate,0.585196444,0.91949969,0.209419776,0.637557853,2.8825206,24.98825206,-9203.937959,18419.87592,18460.27652
Estimate,0.56979476,0.929949784,0.210028416,0.643768379,2.779991112,24.97799911,-9224.488115,18460.97623,18501.37683
Estimate,0.722313371,0.931749143,0.192870244,0.636077963,2.783530763,24.77835308,-9201.022652,18414.0453,18454.4459
Estimate,0.527086242,0.917840128,0.194140141,0.652669524,2.885014337,24.98850143,-9220.37212,18452.74424,18493.14484
Estimate,0.471067347,0.919944496,0.199980667,0.637944589,2.779934538,24.97799345,-9221.280026,18454.56005,18494.96065
Estimate,0.596556863,0.930325991,0.190467696,0.636254429,2.779995809,24.97799958,-9230.060748,18472.1215,18512.52209
Estimate,0.720786786,0.920119417,0.195102034,0.637423674,2.784133639,24.97841336,-9204.539707,18421.07941,18461.48001
Estimate,0.55812204,0.930581066,0.194262065,0.681966068,2.881119127,24.98811191,-9209.005741,18430.01148,18470.41208
Estimate,0.512127002,0.930001126,0.199996246,0.609903514,2.779989488,24.97799895,-9226.355148,18464.7103,18505.11089
Estimate,0.54365255,0.929953622,0.198333721,0.600026757,2.780003271,24.97800033,-9229.368281,18470.73656,18511.13716
Estimate,0.595192373,0.936967006,0.195149405,0.652066927,2.779304793,25.17793048,-9195.51185,18403.0237,18443.4243
Estimate,0.629302715,0.931484417,0.192645951,0.610950035,2.579887436,24.95798874,-9216.09663,18444.19326,18484.59386
Estimate,0.542060673,0.930302868,0.198809405,0.598048759,2.784101282,24.97841013,-9216.829242,18445.65848,18486.05908
Estimate,0.610399118,0.937596417,0.198980429,0.61456408,2.780691686,24.97806917,-9215.582091,18443.16418,18483.56478
Estimate,0.359594364,0.936558007,0.193131431,0.670027267,2.779302629,24.97793026,-9213.88631,18439.77262,18480.17322
Estimate,0.565293262,0.943128631,0.19708488,0.665431425,2.790186087,24.97901861,-9209.06554,18430.13108,18470.53168
Estimate,0.003806869,0.940006073,0.208197319,0.599878537,2.859679697,24.98596797,-9216.582058,18445.16412,18485.56471
Estimate,0.621972719,0.932402318,0.191668571,0.633235798,2.879734035,24.9879734,-9201.390024,18414.78005,18455.18065
Estimate,0.652228348,0.9189221,0.191057442,0.662449039,2.711142905,24.97111429,-9223.141682,18458.28336,18498.68396
