Parameter,miu,be,sig,lam,del,w,LogL,AIC,BIC
Estimate,0.616435956,0.958220362,0.039380452,0.128581598,1.108803359,0.147902193,-9117.809901,18247.6198,18288.0204
Estimate,0.562755081,0.960001406,0.139995312,-0.047275467,1.109981249,0.267511219,-9148.997525,18309.99505,18350.39565
Estimate,0.464656029,0.960986756,0.057277045,0.14192784,1.109751814,0.150291834,-9131.960616,18275.92123,18316.32183
Estimate,0.589549596,0.94994859,0.161591009,-0.054114957,1.11017624,0.192090363,-9124.624265,18261.24853,18301.64913
Estimate,0.539592527,0.956770433,0.160175843,0.076014399,1.112479236,0.261598968,-9144.67064,18301.34128,18341.74188
Estimate,0.736083179,0.971664869,0.156405769,-0.044429288,1.006747714,0.308493732,-9125.069904,18262.13981,18302.54041
Estimate,0.638917052,0.959905658,0.125160185,-0.03347822,1.110013682,0.200032914,-9112.827396,18237.65479,18278.05539
Estimate,0.609756218,0.949936173,0.040325694,-0.164407152,1.109552104,0.209714625,-9103.959277,18219.91855,18260.31915
Estimate,0.709784833,0.931336361,0.154573751,-0.025401071,1.085835842,0.111367696,-9156.791761,18325.58352,18365.98412
Estimate,0.608083252,0.960617422,0.040059161,0.174001989,1.109059432,0.201196211,-9160.906334,18333.81267,18374.21327
Estimate,0.966898944,1.029855728,0.140311414,0.185299311,1.333040203,0.049655552,-9152.444928,18316.88986,18357.29045
Estimate,0.715901399,0.959692352,0.10678251,0.258521155,1.129494876,0.085367972,-9171.884189,18355.76838,18396.16898
Estimate,0.610193245,0.960348326,0.041798716,0.13158339,1.111854225,0.150922062,-9118.072764,18248.14553,18288.54613
Estimate,0.548812532,0.95999249,0.098258182,-0.066428147,1.109996601,0.199983738,-9124.08298,18260.16596,18300.56656
Estimate,0.66617043,0.95987157,0.12194208,-0.231361935,1.11000983,0.243808457,-9170.331522,18352.66304,18393.06364
Estimate,0.565247067,0.959941107,0.139990652,-0.035978176,1.109962607,0.249987536,-9142.420726,18296.84145,18337.24205
Estimate,0.4619042,0.959985709,0.131037917,-0.092236277,1.118507444,0.149997732,-9147.479386,18306.95877,18347.35937
Estimate,0.606264618,0.964352783,0.03966609,0.130715148,1.10670423,0.145489186,-9109.659278,18231.31856,18271.71915
Estimate,0.658124109,0.949920499,0.139987314,0.002826058,1.109949255,0.217352766,-9113.682317,18239.36463,18279.76523
Estimate,0.58816538,0.958704233,0.144764473,-0.17114212,1.13946401,0.237515443,-9155.261214,18322.52243,18362.92303
Estimate,0.568937387,1.035870255,0.078547952,0.072486765,1.135926173,0.140746251,-9101.27675,18214.5535,18254.9541
Estimate,0.661115467,0.955032331,0.153367216,-0.07000855,1.107769196,0.229076169,-9130.656013,18273.31203,18313.71262
Estimate,0.447663912,0.99323384,0.050896074,0.225016083,1.097882886,0.171449872,-9114.640037,18241.28007,18281.68067
Estimate,0.54783552,0.948868537,0.144643864,-0.095500207,1.113720179,0.161239433,-9137.160246,18286.32049,18326.72109
Estimate,0.374148653,0.987658499,0.139471934,0.460410186,1.315258097,0.034662208,-9161.118152,18334.2363,18374.6369
Estimate,0.637621441,0.982383489,0.044899682,0.051755755,1.061248863,0.187841017,-9107.362989,18226.72598,18267.12658
Estimate,0.600411321,0.950120982,0.141407069,0.029427155,1.109778635,0.200884104,-9101.191947,18214.38389,18254.78449
Estimate,0.605564934,0.979637556,0.304499636,0.203874144,1.172527082,0.177835502,-9128.08594,18268.17188,18308.57248
Estimate,0.690179738,0.956940825,0.041029675,0.060456777,1.104505244,0.206509625,-9159.131622,18330.26324,18370.66384
Estimate,0.624084732,0.957790125,0.061670319,-0.029465718,1.11916479,0.139564115,-9131.144018,18274.28804,18314.68863
Estimate,0.315368665,0.961116122,0.16662359,0.216912302,1.153687046,0.079979998,-9126.606572,18265.21314,18305.61374
Estimate,0.760840992,0.937877673,0.103756363,-0.017591564,0.939520001,0.282410103,-9115.603042,18243.20608,18283.60668
Estimate,0.950380397,0.982289786,0.178042857,-0.136320667,1.052120317,0.431058509,-9157.82307,18327.64614,18368.04674
Estimate,0.590959147,0.958863111,0.13638554,-0.19910298,1.110054835,0.206992704,-9155.668549,18323.3371,18363.7377
Estimate,0.328171007,0.985876419,0.08278353,-0.105120679,1.096500589,0.208659984,-9165.796108,18343.59222,18383.99281
Estimate,0.627741245,1.040920612,0.11611114,0.038909791,1.00965507,0.301068281,-9109.33957,18230.67914,18271.07974
Estimate,0.591861946,0.938993048,0.155169539,-0.092912067,1.112036326,0.154868924,-9133.781327,18279.56265,18319.96325
Estimate,0.618936952,1.003112837,0.187664321,-0.144609612,1.067957057,0.325424573,-9132.667672,18277.33534,18317.73594
Estimate,0.500592623,0.948344464,0.141316052,0.216751001,1.13701809,0.200653135,-9111.139112,18234.27822,18274.67882
Estimate,0.721960746,0.98617399,0.094879637,0.139918378,1.254962033,0.117868554,-9181.270449,18374.5409,18414.9415
Estimate,0.601347729,0.957265946,0.044271023,0.146480665,1.113326338,0.149201865,-9112.350583,18236.70117,18277.10176
Estimate,0.603282396,0.949994191,0.143425482,0.011940796,1.117330291,0.2001693,-9117.127192,18246.25438,18286.65498
Estimate,0.595714729,0.960315467,0.114611913,-0.019088995,1.131741912,0.200500012,-9129.78367,18271.56734,18311.96794
Estimate,0.606740938,0.961841139,0.053606947,0.100388345,1.121913852,0.154024662,-9117.357066,18246.71413,18287.11473
Estimate,0.638808131,1.000386666,0.074891451,0.001651055,1.010510259,0.211602276,-9118.300119,18248.60024,18289.00084
Estimate,0.651832366,0.988859631,0.086906878,0.057045108,1.093233775,0.217853442,-9128.97763,18269.95526,18310.35586
Estimate,0.627741245,1.040920612,0.11611114,0.038909791,1.00965507,0.301068281,-9109.33957,18230.67914,18271.07974
Estimate,0.491175959,0.996619078,0.183825054,-0.006094361,1.011000437,0.087342888,-9151.420589,18314.84118,18355.24178
Estimate,0.567292956,1.042114002,0.138271335,0.006027123,1.165234086,0.159201203,-9157.109035,18326.21807,18366.61867
Estimate,0.598350473,0.939788767,0.149603117,0.331945995,1.117208362,0.125607992,-9170.584364,18353.16873,18393.56933
Estimate,0.596222447,0.972325489,0.064799353,-0.176542727,1.100613412,0.24928293,-9175.769715,18363.53943,18403.94003
Estimate,0.601951568,0.960003534,0.040410074,0.130752312,1.109997298,0.152060401,-9117.977277,18247.95455,18288.35515
Estimate,0.937195833,0.987670549,0.354180313,0.026361093,1.155024255,0.295315768,-9142.131378,18296.26276,18336.66335
Estimate,0.552173783,0.956315081,0.086742731,-0.233169776,1.123422156,0.199512409,-9176.546122,18365.09224,18405.49284
Estimate,0.525422514,0.847202563,0.254710366,0.274712686,1.134310807,0.174945005,-9174.003826,18360.00765,18400.40825
Estimate,0.600002732,0.949937478,0.14025558,-0.070637198,1.110068044,0.149975052,-9138.844712,18289.68942,18330.09002
Estimate,0.368401007,1.023361831,-0.007008859,0.011413163,1.108418431,0.095456123,-9184.489493,18380.97899,18421.37958
Estimate,0.526376874,0.960185596,0.066628174,0.120046723,1.118099923,0.159036534,-9108.763355,18229.52671,18269.92731
Estimate,0.700896794,0.960023195,0.03997323,0.16106111,1.109634952,0.150275054,-9118.847721,18249.69544,18290.09604
Estimate,0.573166594,0.969840066,0.159862573,-0.060920262,1.09592249,0.231441957,-9143.693181,18299.38636,18339.78696
Estimate,0.539837942,1.014196287,0.200274467,0.010813136,1.03852106,0.380819515,-9151.566291,18315.13258,18355.53318
Estimate,0.553038304,0.959926841,0.068336836,0.029137247,1.109953528,0.243983501,-9156.416763,18324.83353,18365.23412
Estimate,0.5997635,0.960045717,0.040043986,0.127162756,1.11001787,0.158093545,-9126.532759,18265.06552,18305.46612
Estimate,0.658174192,0.950000926,0.128632778,-0.205749045,1.109988888,0.199996759,-9148.641313,18309.28263,18349.68322
Estimate,0.759735509,0.963811814,0.198264659,0.031880685,1.160912962,0.173880112,-9150.046069,18312.09214,18352.49274
Estimate,0.615581842,0.96149979,0.128874379,-0.155330226,1.107519063,0.203753295,-9146.282003,18304.56401,18344.9646
Estimate,0.546163351,0.975433913,0.130187038,-0.08657487,1.07829142,0.266360422,-9144.32643,18300.65286,18341.05346
Estimate,0.621173188,0.896169455,0.101949838,-0.157418011,1.10845453,0.188746459,-9159.55568,18331.11136,18371.51196
Estimate,0.75357665,0.94221051,0.117795662,0.253684392,0.896594992,0.034666164,-9180.826131,18373.65226,18414.05286
Estimate,0.669878895,0.986191981,0.102060939,-0.009963923,0.967019059,0.214215578,-9146.266146,18304.53229,18344.93289
Estimate,0.553183496,0.959778791,0.10158562,-0.013071834,1.151523057,0.200296661,-9149.795739,18311.59148,18351.99208
Estimate,0.520614067,1.030314814,0.192064473,-0.053168323,1.155289803,0.06684348,-9127.3158,18266.6316,18307.0322
Estimate,0.546163351,0.975433913,0.130187038,-0.08657487,1.07829142,0.266360422,-9144.32643,18300.65286,18341.05346
Estimate,0.516642512,0.938989183,0.195950019,0.018284856,1.101462593,0.228722636,-9118.970569,18249.94114,18290.34174
Estimate,0.625437159,0.950346618,0.142182113,-0.061137212,1.110260047,0.149652752,-9126.259893,18264.51979,18304.92038
Estimate,0.637621441,0.982383489,0.044899682,0.051755755,1.061248863,0.187841017,-9107.362989,18226.72598,18267.12658
Estimate,0.554772654,0.967752644,0.126081256,0.096949678,1.076954255,0.173760437,-9107.434518,18226.86904,18267.26963
Estimate,0.569589115,0.950050252,0.141332985,-0.091467631,1.115699961,0.150952305,-9135.428223,18282.85645,18323.25704
Estimate,0.638808131,1.000386666,0.074891451,0.001651055,1.010510259,0.211602276,-9118.300119,18248.60024,18289.00084
Estimate,0.486482168,0.960004326,0.039990387,-0.022204564,1.109942324,0.199983178,-9178.240534,18368.48107,18408.88167
Estimate,0.525518932,1.032055153,0.15205056,-0.137995582,1.068685849,0.118441779,-9123.84235,18259.6847,18300.0853
Estimate,0.628786173,0.95998079,0.039997967,0.125563974,1.109987803,0.149996951,-9120.777912,18253.55582,18293.95642
Estimate,0.601977028,0.95999439,0.039999406,-0.145320796,1.109996438,0.207481143,-9176.081558,18364.16312,18404.56371
Estimate,0.619266979,0.949500087,0.162469875,0.002666315,1.11146971,0.203559085,-9113.924663,18239.84933,18280.24992
Estimate,0.540549949,1.029781095,0.138018924,0.146256884,1.273820465,0.049601445,-9100.696371,18213.39274,18253.79334
Estimate,0.58582621,0.994628564,0.09683343,-0.023814266,1.162586923,0.119079503,-9140.115225,18292.23045,18332.63105
Estimate,0.601743152,0.959937267,0.040032157,0.116943161,1.110040353,0.149956541,-9122.430737,18256.86147,18297.26207
Estimate,0.603490589,0.95995169,0.039994888,0.10095363,1.109969327,0.199991054,-9154.222999,18320.446,18360.8466
Estimate,0.675488432,1.030204359,0.132951096,-0.036646604,1.012235074,0.262980616,-9102.065389,18216.13078,18256.53138
Estimate,0.614808374,1.039739017,0.063752193,0.033015394,1.112453045,0.199708308,-9125.54937,18263.09874,18303.49934
Estimate,0.620578658,1.043777447,0.111428274,-0.003285536,1.071560711,0.270155995,-9149.344119,18310.68824,18351.08884
Estimate,0.709784833,0.931336361,0.154573751,-0.025401071,1.085835842,0.111367696,-9156.791761,18325.58352,18365.98412
Estimate,0.675488432,1.030204359,0.132951096,-0.036646604,1.012235074,0.262980616,-9102.065389,18216.13078,18256.53138
Estimate,0.589237209,0.949991667,0.13999867,0.028420891,1.109994681,0.199998449,-9108.275479,18228.55096,18268.95156
Estimate,1.671294476,1.03063617,0.150535692,0.072039202,1.11219434,0.051339569,-9100.719856,18213.43971,18253.84031
Estimate,0.763349816,0.902653678,0.171994848,0.450217163,1.124964838,0.068539615,-9168.993721,18349.98744,18390.38804
Estimate,0.609632896,0.959992904,0.043762591,0.012525133,1.109995495,0.149998874,-9122.621964,18257.24393,18297.64453
Estimate,0.585533417,0.962067091,0.143626297,-0.06531678,1.109565178,0.251483908,-9131.643112,18275.28622,18315.68682
Estimate,0.662393465,0.978388872,0.196400574,-0.178384669,1.519661806,0.08919082,-9110.390522,18232.78104,18273.18164
Estimate,0.417472629,0.968727168,0.104898835,-0.208562681,1.026419538,0.365624494,-9177.069288,18366.13858,18406.53917
Estimate,0.598282094,0.959598032,0.040241937,-0.068677451,1.109794957,0.202009352,-9163.320891,18338.64178,18379.04238
Estimate,0.501105077,0.908389042,0.012369089,-0.127476192,1.046354315,0.141524699,-9105.68651,18223.37302,18263.77362
Estimate,0.621145806,0.974232984,0.055841414,-0.029629872,1.107801383,0.189599833,-9140.377075,18292.75415,18333.15475
Estimate,0.525518932,1.032055153,0.15205056,-0.137995582,1.068685849,0.118441779,-9123.84235,18259.6847,18300.0853
Estimate,0.594711806,0.997704463,0.00256188,-0.113076897,1.077586095,0.154537243,-9173.266911,18358.53382,18398.93442
Estimate,0.679584572,0.972453756,0.117593047,-0.016365614,1.103971464,0.169843572,-9124.632685,18261.26537,18301.66597
Estimate,0.524489753,0.960033875,0.060782516,-0.016708882,1.109988439,0.199992506,-9141.551041,18295.10208,18335.50268
Estimate,0.747299731,1.027894247,0.203493977,0.296598791,1.106830237,0.26696449,-9178.709346,18369.41869,18409.81929
Estimate,0.668478842,1.038872785,0.103572837,0.006405909,1.111262497,0.201551154,-9118.14397,18248.28794,18288.68854
Estimate,0.58826618,0.961042424,0.044293132,0.028395868,1.113717876,0.208283414,-9160.803214,18333.60643,18374.00703
Estimate,0.640201632,0.950003306,0.145898908,-0.076848412,1.150149931,0.15002928,-9126.668995,18265.33799,18305.73859
Estimate,0.646244333,0.959915307,0.119712908,0.108849898,1.145742948,0.165813995,-9101.648655,18215.29731,18255.69791
Estimate,0.58398821,1.008317415,0.06168798,0.112502156,1.002140105,0.231522488,-9100.125253,18212.25051,18252.6511
Estimate,0.552438845,0.959790937,0.063275685,-0.135006711,1.110667016,0.220810855,-9158.338329,18328.67666,18369.07726
Estimate,0.588627108,0.957654479,0.042677005,0.029161963,1.110121011,0.151280247,-9139.114409,18290.22882,18330.62942
Estimate,0.619824804,0.959993988,0.139999046,0.032425956,1.117294064,0.249998728,-9131.647149,18275.2943,18315.6949
Estimate,0.465575594,0.959988063,0.244957432,0.417294119,1.109928278,0.149985909,-9122.998256,18257.99651,18298.39711
Estimate,0.602478855,0.960473126,0.139963325,-0.054546735,1.114954904,0.253750559,-9157.244767,18326.48953,18366.89013
Estimate,1.025147745,1.004870935,-0.049738432,0.354703537,1.055992345,0.090652577,-9144.416303,18300.83261,18341.2332
Estimate,0.66428932,0.933086463,0.138913333,-0.201464174,1.116577286,0.222990438,-9147.740803,18307.48161,18347.8822
Estimate,0.542937963,0.960241061,0.14154659,-0.147386314,1.10987948,0.250799901,-9158.164668,18328.32934,18368.72993
Estimate,0.707830001,0.951389857,0.10587719,0.052210063,0.915216268,0.454091889,-9182.046357,18376.09271,18416.49331
Estimate,0.599575842,0.964654525,0.037101146,-0.065564262,1.09758463,0.190813566,-9159.923922,18331.84784,18372.24844
Estimate,0.56392541,0.948391918,0.137875614,0.001195589,1.110723493,0.172387293,-9116.812455,18245.62491,18286.02551
Estimate,0.592575912,0.950066521,0.151887225,0.047426371,1.115397736,0.200328969,-9111.79677,18235.59354,18275.99414
Estimate,0.638171638,0.960290812,0.112397978,-0.071994007,1.156417188,0.150979466,-9128.414774,18268.82955,18309.23015
Estimate,0.734936721,0.938510155,0.103793487,-0.230101803,1.092636712,0.207284295,-9153.930325,18319.86065,18360.26125
Estimate,0.541790109,0.957246269,0.075131033,-0.08858519,1.172745079,0.203748476,-9102.401353,18216.80271,18257.2033
Estimate,0.592701519,0.95963249,0.067242649,0.132863007,1.107709289,0.203024405,-9125.223704,18262.44741,18302.84801
Estimate,0.651087708,0.941596907,0.091615047,-0.013834999,1.075260519,0.129279161,-9133.199981,18278.39996,18318.80056
Estimate,0.74172431,0.960002261,0.098928156,0.004951917,1.148345051,0.199991205,-9155.825886,18323.65177,18364.05237
Estimate,0.626210222,0.959985259,0.03999844,0.155494062,1.128779932,0.14999766,-9134.928417,18281.85683,18322.25743
Estimate,0.607605062,0.958923436,0.149707799,-0.072536873,1.121294634,0.252891822,-9151.364693,18314.72939,18355.12998
Estimate,0.556790576,0.924584567,0.058480088,0.099365751,1.262927509,-0.007600972,-9175.839443,18363.67889,18404.07948
Estimate,0.605204978,0.960000596,0.139998015,0.014725697,1.109992059,0.254059128,-9145.580378,18303.16076,18343.56135
Estimate,0.742508736,1.017348218,0.168728687,-0.099812965,1.088499268,0.309258956,-9150.101129,18312.20226,18352.60286
Estimate,0.696140654,0.961446158,0.114640196,0.12060892,1.099067964,0.175096155,-9102.793403,18217.58681,18257.9874
Estimate,0.590712248,0.948606907,0.159987167,-0.018316209,1.113595656,0.226775898,-9122.407711,18256.81542,18297.21602
Estimate,0.748245244,1.031461944,0.140120153,-0.07951286,1.027371971,0.316259203,-9128.653341,18269.30668,18309.70728
Estimate,0.754831882,0.933252224,0.172008179,-0.135280032,1.042348428,0.245798398,-9138.987706,18289.97541,18330.37601
Estimate,0.588819503,0.972173835,0.044878132,-0.101368085,1.114296807,0.201530785,-9156.821531,18325.64306,18366.04366
Estimate,0.528257565,1.038369016,0.136859853,-0.147515876,1.107028198,0.135036834,-9180.210796,18372.42159,18412.82219
Estimate,0.599751572,0.950028717,0.140340257,-0.074639058,1.111333473,0.150006135,-9128.052824,18268.10565,18308.50625
Estimate,0.656511104,0.949348032,0.139882721,-0.174638998,1.112499026,0.254237214,-9155.032976,18322.06595,18362.46655
Estimate,0.7674147,0.990667921,0.141407846,0.001290975,1.05504588,0.085315913,-9139.940384,18291.88077,18332.28137
Estimate,0.62143187,0.949993238,0.139998921,-0.075506841,1.109995684,0.149998921,-9136.17947,18284.35894,18324.75954
Estimate,0.604224937,0.960327526,0.07418113,0.147753096,1.113453244,0.181875048,-9114.483112,18240.96622,18281.36682
Estimate,0.603752567,0.957459392,0.14181716,-0.15098957,1.112058655,0.201551756,-9139.735256,18291.47051,18331.87111
Estimate,0.6231067,0.986386679,0.063857988,0.009254169,1.073423752,0.056168042,-9108.990034,18229.98007,18270.38067
Estimate,0.649697059,0.944851136,0.049141315,-0.002285649,1.023190432,0.200600922,-9127.369029,18266.73806,18307.13866
Estimate,0.585943254,0.949995261,0.148426503,-0.059123182,1.109996975,0.149999244,-9133.920852,18279.8417,18320.2423
Estimate,0.59105316,1.0299977,0.13970912,0.020066767,1.009580259,0.259860812,-9101.313639,18214.62728,18255.02788
Estimate,0.63531304,0.950764872,0.129178067,0.010449762,1.094537884,0.205913565,-9114.575787,18241.15157,18281.55217
Estimate,0.396440796,1.029690503,0.139929573,0.100971957,1.010848507,0.470068646,-9162.271175,18336.54235,18376.94295
Estimate,0.53592418,0.94168287,0.158744837,-0.069169925,1.128282273,0.194731624,-9129.260819,18270.52164,18310.92224
Estimate,0.598540923,1.00038983,0.060614927,-0.119301391,1.111474656,0.183287828,-9163.566225,18339.13245,18379.53305
Estimate,0.580282949,0.959964059,0.039996197,0.209354043,1.10997718,0.149994295,-9111.238054,18234.47611,18274.87671
Estimate,0.672226394,0.960353998,0.097457224,-0.154855503,1.109993574,0.200032285,-9146.57853,18305.15706,18345.55766
Estimate,0.318554863,0.909973354,0.20357158,0.073310947,1.104703874,0.191455993,-9137.214127,18286.42825,18326.82885
Estimate,0.615370748,0.964430348,0.119610794,-0.077915364,1.113210069,0.17168464,-9127.82562,18267.65124,18308.05184
Estimate,0.403414638,0.959153694,0.065554715,-0.041730565,1.107192325,0.197545291,-9156.935569,18325.87114,18366.27174
Estimate,0.571715547,0.966039378,0.102977411,0.028130729,1.104792705,0.165153665,-9113.161291,18238.32258,18278.72318
Estimate,0.600810839,0.91854574,0.107717094,-0.038483508,1.143458477,0.173741791,-9124.318298,18260.6366,18301.03719
Estimate,0.599884339,0.960007585,0.140406628,0.029821973,1.110142393,0.2507446,-9136.718501,18285.437,18325.8376
Estimate,0.429289768,0.968632242,0.116859875,0.000432878,1.032372549,0.261932316,-9119.530289,18251.06058,18291.46118
Estimate,0.302419406,0.992781803,0.216890977,0.114573957,1.012602194,0.514096666,-9165.614736,18343.22947,18383.63007
Estimate,0.612604733,0.949997883,0.041522236,0.00401052,1.116781715,0.200473651,-9165.209079,18342.41816,18382.81876
Estimate,0.600147401,0.94995482,0.140053877,0.030058665,1.109909091,0.199955363,-9107.466745,18226.93349,18267.33409
Estimate,0.589067156,0.949988353,0.140956506,0.027855124,1.109993059,0.232469813,-9114.658828,18241.31766,18281.71825
Estimate,0.647814255,0.964260567,0.051880557,0.250718075,1.078669599,0.26302114,-9161.060027,18334.12005,18374.52065
Estimate,0.560748465,0.959743978,0.117978594,-0.005728301,1.113172388,0.230842922,-9136.789473,18285.57895,18325.97954
Estimate,0.598789922,0.949972357,0.041293518,0.042526139,1.109956068,0.211387029,-9164.764529,18341.52906,18381.92966
Estimate,0.742160633,1.041995807,0.068245816,0.127395419,1.110650786,0.2007936,-9121.460641,18254.92128,18295.32188
Estimate,0.519749429,0.909209218,0.116654753,-0.10572236,1.132270768,0.195118173,-9152.569792,18317.13958,18357.54018
Estimate,0.550518707,0.914003515,0.178099017,-0.069807446,1.095132487,0.172865888,-9130.792806,18273.58561,18313.98621
Estimate,0.528265266,1.024801389,0.161800525,0.066836127,1.055067596,0.151391337,-9120.311174,18252.62235,18293.02295
Estimate,0.649697059,0.944851136,0.049141315,-0.002285649,1.023190432,0.200600922,-9127.369029,18266.73806,18307.13866
Estimate,0.387535966,1.026657056,0.020634985,0.072938404,1.032597793,0.174232863,-9142.217723,18296.43545,18336.83604
Estimate,0.806888794,0.959955469,0.203044039,0.061646483,1.109971727,0.199991754,-9142.806685,18297.61337,18338.01397
Estimate,0.603484537,0.950100853,0.145732735,0.028314161,1.115079664,0.205041149,-9115.256065,18242.51213,18282.91273
Estimate,0.754831882,0.933252224,0.172008179,-0.135280032,1.042348428,0.245798398,-9138.987706,18289.97541,18330.37601
Estimate,0.544572459,0.959938625,0.039993505,0.003321401,1.109961032,0.199988634,-9164.047454,18340.09491,18380.49551
Estimate,0.675924101,0.96425018,0.13189889,0.061839081,1.10512833,0.207552711,-9109.17387,18230.34774,18270.74834
Estimate,0.453634395,0.997143099,0.153451631,-0.10294807,1.133835442,0.277014217,-9122.157469,18256.31494,18296.71554
Estimate,0.597186154,0.95994331,0.143064098,0.029480504,1.111162834,0.250368737,-9128.374487,18268.74897,18309.14957
Estimate,0.710604512,1.036116828,0.135022895,0.217781279,0.993585939,0.419538904,-9138.933057,18289.86611,18330.26671
Estimate,0.552099291,0.96709989,0.072196297,0.036774543,1.118095145,0.140523287,-9116.732989,18245.46598,18285.86658
Estimate,0.501807197,0.960575564,0.115330019,-0.026589386,1.112538942,0.14794161,-9129.748739,18271.49748,18311.89808
Estimate,0.397135423,1.02508574,0.174445299,0.084555866,1.005397717,0.363540758,-9135.275042,18282.55008,18322.95068
Estimate,0.520677501,1.029532903,0.139146038,-0.024342745,1.035622033,0.219447204,-9117.428989,18246.85798,18287.25858
Estimate,0.453634395,0.997143099,0.153451631,-0.10294807,1.133835442,0.277014217,-9122.157469,18256.31494,18296.71554
Estimate,0.794082543,0.915330045,0.100341513,0.141830751,0.933027752,0.337665905,-9101.359383,18214.71877,18255.11936
Estimate,0.494199874,1.026240648,0.14210736,-0.121311547,1.109957814,0.227890776,-9133.628822,18279.25764,18319.65824
Estimate,0.617307663,0.96499922,0.108259402,-0.046562067,1.132774855,0.200494624,-9128.872167,18269.74433,18310.14493
Estimate,0.519749429,0.909209218,0.116654753,-0.10572236,1.132270768,0.195118173,-9152.569792,18317.13958,18357.54018
Estimate,0.602313773,0.960738843,0.054051047,-0.176286862,1.119119069,0.199438807,-9154.658109,18321.31622,18361.71682
Estimate,0.58398821,1.008317415,0.06168798,0.112502156,1.002140105,0.231522488,-9100.125253,18212.25051,18252.6511
Estimate,0.637978601,0.971406818,0.065511817,-0.187540985,1.116787762,0.184607084,-9160.536774,18333.07355,18373.47415
Estimate,0.598706369,0.950211611,0.142712505,-0.068159449,1.109842245,0.150005514,-9127.846197,18267.69239,18308.09299
Estimate,0.600076311,0.94999808,0.140007517,0.029835184,1.110006386,0.2000018,-9108.606906,18229.21381,18269.61441
Estimate,0.609737645,0.960092073,0.039899716,0.133409376,1.110304413,0.149967907,-9119.50621,18251.01242,18291.41302
Estimate,0.782377197,0.960002334,0.039994813,0.087137007,1.133504221,0.149992219,-9156.594101,18325.1882,18365.5888
Estimate,0.595035137,0.95982815,0.140110342,0.020038128,1.109985138,0.249775168,-9136.571894,18285.14379,18325.54439
Estimate,0.845406494,0.927621777,0.235823401,0.044214008,0.915799867,0.374927371,-9142.962129,18297.92426,18338.32486
Estimate,0.507247674,0.939777439,0.136579285,0.072382207,1.110474648,0.198264357,-9101.732139,18215.46428,18255.86488
Estimate,0.587054956,0.959865293,0.149854059,-0.065039709,1.108556379,0.249523861,-9142.383911,18296.76782,18337.16842
Estimate,0.6361677,1.039993261,0.039999316,0.002593403,1.121055366,0.20244056,-9115.885355,18243.77071,18284.17131
Estimate,0.569522507,0.960001945,0.077801853,0.257707584,1.109974065,0.199992436,-9120.89338,18253.78676,18294.18736
Estimate,0.520749474,0.957926402,0.118511352,-0.169552399,1.113239928,0.210820541,-9156.855253,18325.71051,18366.1111
Estimate,0.578449149,1.03693517,0.116954697,-0.130155006,1.092049366,0.301067794,-9172.109035,18356.21807,18396.61867
Estimate,0.937195833,0.987670549,0.354180313,0.026361093,1.155024255,0.295315768,-9142.131378,18296.26276,18336.66335
Estimate,0.183528043,1.043225332,0.107087773,0.546801579,1.119321506,-0.042432367,-9174.520894,18361.04179,18401.44239
Estimate,0.396597365,0.960157319,0.131716164,0.027442552,1.110178985,0.230642524,-9141.782755,18295.56551,18335.96611
Estimate,0.580234321,0.94994233,0.039984151,-0.011387186,1.109955007,0.199984347,-9165.017668,18342.03534,18382.43593
Estimate,0.516553361,0.959987872,0.139998075,-0.051972747,1.109992299,0.249997433,-9143.742547,18299.48509,18339.88569
Estimate,0.589373353,0.888397348,0.269847699,0.075587087,1.062002796,0.323681047,-9112.562381,18237.12476,18277.52536
Estimate,0.600566082,0.960001043,0.14103459,-0.070656246,1.109996687,0.249995787,-9141.025765,18294.05153,18334.45213
Estimate,0.573785059,0.960000714,0.039998413,0.140759633,1.10999048,0.14999762,-9124.476761,18260.95352,18301.35412
Estimate,0.591484185,0.938255351,0.105352615,-0.141249828,1.076009848,0.249003785,-9128.428121,18268.85624,18309.25684
Estimate,0.619576546,0.899369031,0.123636453,0.005894145,1.033233215,0.244492529,-9102.551028,18217.10206,18257.50265
Estimate,0.948734833,1.018184708,0.197721843,0.03090979,1.254706164,0.070676823,-9139.941956,18291.88391,18332.28451
Estimate,0.581502887,0.937128651,0.09942562,-0.071616189,1.101261061,0.23622101,-9138.804904,18289.60981,18330.01041
Estimate,0.718281662,0.963140188,0.08579111,-0.143170854,1.114505678,0.223689201,-9156.11648,18324.23296,18364.63356
Estimate,0.669878895,0.986191981,0.102060939,-0.009963923,0.967019059,0.214215578,-9146.266146,18304.53229,18344.93289
Estimate,0.598888056,0.950006134,0.140952851,0.029992101,1.110058459,0.199969918,-9115.013973,18242.02795,18282.42854
Estimate,0.382127833,0.906012781,0.203664903,-0.094654311,1.020437526,0.317297794,-9140.270954,18292.54191,18332.94251
Estimate,0.723369729,1.008934248,0.13175335,0.01539132,1.034022057,0.253596146,-9157.108544,18326.21709,18366.61769
Estimate,0.382127833,0.906012781,0.203664903,-0.094654311,1.020437526,0.317297794,-9140.270954,18292.54191,18332.94251
Estimate,0.648441229,0.951577812,0.15804244,0.018784095,1.097681905,0.203419901,-9105.887424,18223.77485,18264.17545
Estimate,0.601486747,0.959995396,0.140443366,0.032169826,1.110530104,0.249997174,-9131.317869,18274.63574,18315.03634
