"miu","be","sig","a","LogL","AIC","BIC"
0.379971556,0.976721733,0.156586347,0.322740946,-9352.097533,18712.19507,18739.1288
0.805020604,0.978868893,0.153001459,0.344857622,-9352.470627,18712.94125,18739.87499
0.602364982,0.966455372,0.120007279,0.35413303,-9352.641567,18713.28313,18740.21686
0.75761894,0.911447856,0.250196999,0.591895551,-9353.217757,18714.43551,18741.36925
0.516443563,0.961925835,0.143004973,0.306815363,-9353.442513,18714.88503,18741.81876
0.928521749,0.969194,0.275284924,0.526573219,-9354.065127,18716.13025,18743.06399
0.561408872,0.862690787,0.496073074,0.570449047,-9354.332201,18716.6644,18743.59813
0.773810791,0.948037427,0.224401832,0.58521417,-9354.56306,18717.12612,18744.05985
0.627038378,0.806621457,0.293845184,0.456147856,-9354.761327,18717.52265,18744.45639
0.276482437,0.924548189,0.306210877,0.631027449,-9355.17778,18718.35556,18745.28929
0.711093324,0.924412832,0.29303649,0.63238889,-9355.260307,18718.52061,18745.45434
0.502575931,0.899960748,0.432076942,0.656980549,-9355.550819,18719.10164,18746.03537
0.797461212,0.87943083,0.421988933,0.571599071,-9355.914076,18719.82815,18746.76188
0.493203185,0.899013127,0.373923377,0.679491663,-9355.93898,18719.87796,18746.81169
0.61194038,0.96806281,0.247830684,0.355361045,-9355.989886,18719.97977,18746.9135
0.761980394,0.988516129,0.17561108,0.376401152,-9356.037228,18720.07446,18747.00819
0.882268853,0.899922311,0.394199846,0.535766703,-9356.846106,18721.69221,18748.62594
0.976193492,0.977662322,0.17643638,0.35346279,-9357.2951,18722.5902,18749.52393
0.565602692,0.988955116,0.199269162,0.428519675,-9357.485181,18722.97036,18749.90409
0.92016098,0.948251892,0.281696966,0.586309179,-9357.488127,18722.97625,18749.90999
0.413253606,0.939764414,0.265050209,0.630098758,-9357.657669,18723.31534,18750.24907
0.742028908,0.965633575,0.277466175,0.537446081,-9357.717922,18723.43584,18750.36958
0.665078498,0.969450595,0.120073374,0.319087421,-9358.101778,18724.20356,18751.13729
0.697548378,0.946303632,0.260153259,0.601043207,-9358.32912,18724.65824,18751.59197
0.436252981,0.96966163,0.309642089,0.488038403,-9358.418391,18724.83678,18751.77051
0.444604265,0.920118481,0.151616029,0.346040429,-9358.567334,18725.13467,18752.0684
0.834569223,0.947290897,0.148268235,0.39756119,-9358.726625,18725.45325,18752.38698
0.720075337,0.918885445,0.290511459,0.334554946,-9358.830552,18725.6611,18752.59484
0.279913951,0.707198814,0.695538986,0.683904969,-9358.981516,18725.96303,18752.89676
0.7545363,0.98431442,0.158693788,0.455590275,-9359.67179,18727.34358,18754.27731
0.753418693,0.880759032,0.448340632,0.56094958,-9360.167158,18728.33432,18755.26805
0.632905542,0.964991905,0.170662984,0.30027093,-9360.174229,18728.34846,18755.28219
0.861746387,0.943672861,0.327818023,0.430049317,-9360.200667,18728.40133,18755.33507
0.721509874,0.951423387,0.160436673,0.504798804,-9360.782186,18729.56437,18756.4981
0.723537685,0.964338613,0.212100231,0.543424961,-9360.90712,18729.81424,18756.74797
0.585295572,0.77559917,0.485654319,0.76968181,-9361.840814,18731.68163,18758.61536
0.601008943,0.959669594,0.134764257,0.461280766,-9361.92792,18731.85584,18758.78957
0.772387728,0.938281311,0.353142611,0.591674466,-9362.877802,18733.7556,18760.68933
0.566867938,0.942164546,0.186517549,0.288159543,-9362.920401,18733.8408,18760.77453
0.436413929,0.950363906,0.125071687,0.458932669,-9363.33927,18734.67854,18761.61227
0.732602688,0.97322529,0.130016055,0.327810547,-9363.584057,18735.16811,18762.10185
0.659238608,0.971776436,0.131700696,0.475767318,-9363.682909,18735.36582,18762.29955
0.573983291,0.923468533,0.169009186,0.301196996,-9364.064804,18736.12961,18763.06334
0.648142678,0.986478969,0.165398399,0.439919982,-9364.065517,18736.13103,18763.06477
0.691829604,0.807946378,0.454654618,0.701344106,-9364.170823,18736.34165,18763.27538
0.425496766,0.989932042,0.218964124,0.414361319,-9365.385947,18738.77189,18765.70563
0.665174276,0.869856771,0.490811713,0.59050192,-9365.523105,18739.04621,18765.97994
0.575193697,0.946223141,0.292977505,0.61672462,-9365.67322,18739.34644,18766.28017
0.670384016,0.870345864,0.384763033,0.71026191,-9365.772423,18739.54485,18766.47858
0.617412067,0.67942112,0.51558309,0.539311233,-9366.386803,18740.77361,18767.70734
0.600160287,0.989940993,0.23208972,0.459305686,-9366.466872,18740.93374,18767.86748
0.54233397,0.813295936,0.344220414,0.340893167,-9366.568416,18741.13683,18768.07056
0.974430705,0.975849086,0.233556587,0.368446655,-9366.570049,18741.1401,18768.07383
0.71663899,0.849202271,0.359801903,0.66529555,-9366.584792,18741.16958,18768.10332
0.716024565,0.97616096,0.248021259,0.362212227,-9366.662988,18741.32598,18768.25971
0.69971087,0.893202595,0.310267169,0.665585642,-9366.999348,18741.9987,18768.93243
0.546405233,0.890131757,0.248937356,0.621720029,-9367.389425,18742.77885,18769.71258
0.609620375,0.962313251,0.323413726,0.456459611,-9368.099719,18744.19944,18771.13317
0.517129875,0.896660203,0.176853846,0.324999683,-9368.15416,18744.30832,18771.24205
0.648768616,0.960455671,0.337239399,0.511524244,-9368.186697,18744.37339,18771.30713
0.690408433,0.753249357,0.554193662,0.626933248,-9368.416166,18744.83233,18771.76606
0.472092834,0.84414985,0.446524355,0.772737221,-9368.417508,18744.83502,18771.76875
0.884909434,0.946735648,0.293805297,0.597668872,-9368.427735,18744.85547,18771.7892
0.690772501,0.893948253,0.363817572,0.681794862,-9368.519774,18745.03955,18771.97328
0.845624566,0.903210099,0.420304363,0.508566153,-9368.686783,18745.37357,18772.3073
0.681780533,0.989971469,0.201837285,0.376266356,-9368.873473,18745.74695,18772.68068
0.923634104,0.88867848,0.374644949,0.542678675,-9369.48198,18746.96396,18773.89769
0.358999033,0.937839985,0.221923067,0.283976508,-9369.932279,18747.86456,18774.79829
0.532892365,0.704361178,0.372037575,0.44936709,-9370.025571,18748.05114,18774.98487
0.666102668,0.966656751,0.312385889,0.439257165,-9370.667999,18749.336,18776.26973
0.52539751,0.958598459,0.350001014,0.546369609,-9370.728497,18749.45699,18776.39073
0.788131234,0.946752193,0.184451039,0.552761445,-9370.800624,18749.60125,18776.53498
0.630857013,0.975838804,0.142264851,0.294791514,-9371.032882,18750.06576,18776.9995
0.989446055,0.930355607,0.223823546,0.506422623,-9371.219731,18750.43946,18777.37319
0.772244035,0.842133478,0.452224432,0.483229934,-9371.450044,18750.90009,18777.83382
0.438561786,0.904984588,0.235862919,0.608790797,-9372.060674,18752.12135,18779.05508
0.619216526,0.962262961,0.308386344,0.581980995,-9372.096786,18752.19357,18779.1273
0.632141253,0.945324002,0.222933873,0.604313968,-9372.27364,18752.54728,18779.48101
0.387133973,0.966712806,0.124185794,0.39537203,-9372.326633,18752.65327,18779.587
0.848055111,0.917049354,0.336263066,0.62825898,-9372.374017,18752.74803,18779.68177
0.657841912,0.917703626,0.240767528,0.29720886,-9372.761965,18753.52393,18780.45766
0.578110559,0.963156331,0.338833149,0.506967306,-9373.003263,18754.00653,18780.94026
0.638489548,0.957035111,0.163932039,0.283224995,-9373.111053,18754.22211,18781.15584
0.469649027,0.926057909,0.168750717,0.285740769,-9373.431578,18754.86316,18781.79689
0.640600994,0.956797971,0.178277249,0.280821408,-9373.988649,18755.9773,18782.91103
0.652988122,0.920972101,0.247211435,0.629780118,-9374.191531,18756.38306,18783.31679
0.731628044,0.905367384,0.310816945,0.677932897,-9374.486858,18756.97372,18783.90745
0.680389629,0.894928531,0.379979483,0.704029138,-9374.521459,18757.04292,18783.97665
0.603625812,0.923020093,0.168670586,0.526265678,-9374.894515,18757.78903,18784.72276
0.555946139,0.980813289,0.102192598,0.361542667,-9375.023871,18758.04774,18784.98147
0.544841061,0.980386642,0.155874282,0.304326802,-9375.084018,18758.16804,18785.10177
0.810535656,0.846794907,0.464346124,0.521397115,-9375.408136,18758.81627,18785.75
0.672749756,0.887518586,0.454937447,0.487487394,-9375.931779,18759.86356,18786.79729
0.678483229,0.870583084,0.290912135,0.635890083,-9376.406755,18760.81351,18787.74724
0.656697338,0.896869126,0.312326201,0.676697308,-9376.576006,18761.15201,18788.08574
0.599237965,0.919249619,0.258984016,0.633372992,-9376.584888,18761.16978,18788.10351
1.179446177,0.949601201,0.28828971,0.42172057,-9376.606423,18761.21285,18788.14658
0.801599843,0.985717741,0.253188214,0.540321945,-9376.790256,18761.58051,18788.51424
0.600137503,0.666227424,0.643043029,0.700831607,-9377.531431,18763.06286,18789.99659
0.616746612,0.80164608,0.298443958,0.555620778,-9377.625182,18763.25036,18790.1841
0.458054818,0.929023825,0.291314581,0.680477262,-9377.726179,18763.45236,18790.38609
0.668531179,0.808324846,0.315096031,0.384280064,-9377.740297,18763.48059,18790.41433
0.487651288,0.900049926,0.260949393,0.641317017,-9378.460323,18764.92065,18791.85438
0.592215059,0.957856869,0.358192247,0.466542131,-9379.098562,18766.19712,18793.13086
0.121198206,0.623022242,0.691321149,1.083535018,-9379.252193,18766.50439,18793.43812
0.23727759,0.851229788,0.405701668,0.752741324,-9379.506431,18767.01286,18793.94659
0.639326313,0.972692812,0.307152566,0.424444511,-9379.584874,18767.16975,18794.10348
0.320768718,0.957871914,0.240143711,0.306114462,-9379.874757,18767.74951,18794.68325
0.716975963,0.919116926,0.366243488,0.386946623,-9379.935086,18767.87017,18794.8039
0.660150938,0.961903401,0.344611595,0.581974512,-9379.96046,18767.92092,18794.85465
0.540290109,0.979242804,0.09827769,0.329685803,-9380.472222,18768.94444,18795.87818
0.55752306,0.924334243,0.232165397,0.627665193,-9380.998404,18769.99681,18796.93054
0.699693889,0.953682422,0.364166246,0.509668955,-9381.022538,18770.04508,18796.97881
0.623893307,0.951827052,0.237423366,0.615376682,-9381.377388,18770.75478,18797.68851
0.640550828,0.983346161,0.130366586,0.308300352,-9381.824971,18771.64994,18798.58367
0.370686707,0.947950375,0.380913867,0.548928607,-9381.85612,18771.71224,18798.64597
0.497798051,0.959125727,0.247774653,0.606685412,-9382.253453,18772.50691,18799.44064
0.91201536,0.977051281,0.128858994,0.316474304,-9382.287908,18772.57582,18799.50955
0.727017054,0.916823076,0.21674006,0.592610609,-9382.511104,18773.02221,18799.95594
0.665660009,0.877230479,0.414421437,0.394432469,-9382.699151,18773.3983,18800.33203
0.796316698,0.91553198,0.203298753,0.535178967,-9382.740013,18773.48003,18800.41376
0.540230275,0.946720923,0.133180253,0.298444033,-9382.931315,18773.86263,18800.79636
0.445309508,0.97547184,0.099151193,0.31460168,-9383.041267,18774.08253,18801.01626
0.834684296,0.94498628,0.248112634,0.623996694,-9383.406117,18774.81223,18801.74596
0.598697658,0.904969833,0.272447638,0.65901106,-9383.46732,18774.93464,18801.86837
0.650534955,0.948944143,0.246281611,0.611095056,-9383.7144,18775.4288,18802.36253
0.426446764,0.989720468,0.189869084,0.340172726,-9383.804856,18775.60971,18802.54344
0.73799524,0.890606077,0.382217366,0.695976449,-9384.035328,18776.07066,18803.00439
0.661678554,0.967384367,0.105327069,0.406134474,-9384.295158,18776.59032,18803.52405
0.721593855,0.95780012,0.156917236,0.520334472,-9385.667034,18779.33407,18806.2678
0.626312377,0.879987348,0.229977386,0.303168416,-9386.065915,18780.13183,18807.06556
0.976441841,0.981956741,0.272563183,0.503011282,-9386.169264,18780.33853,18807.27226
0.128339473,0.401369493,1.01528892,1.635354535,-9386.485466,18780.97093,18807.90466
0.801151531,0.936615094,0.225238187,0.617457417,-9386.950379,18781.90076,18808.83449
0.452365823,0.918681265,0.252640842,0.628327006,-9387.159024,18782.31805,18809.25178
0.382716172,0.949745546,0.309906237,0.655254777,-9387.69809,18783.39618,18810.32991
0.625093848,0.840965281,0.412888607,0.774543246,-9388.217063,18784.43413,18811.36786
0.389874098,0.985103137,0.115817426,0.359309825,-9388.412363,18784.82473,18811.75846
0.647453634,0.953478509,0.376238969,0.597402286,-9388.775007,18785.55001,18812.48375
0.585292602,0.938649342,0.350614476,0.662537454,-9389.228484,18786.45697,18813.3907
0.567455018,0.878206923,0.181853775,0.442728451,-9389.505746,18787.01149,18813.94522
0.666333913,0.969734855,0.110383359,0.448714046,-9389.938618,18787.87724,18814.81097
0.657711621,0.971570982,0.279778855,0.601601174,-9389.975072,18787.95014,18814.88388
0.758938842,0.963731025,0.308386879,0.630613221,-9390.696555,18789.39311,18816.32684
0.670389764,0.96632711,0.273912931,0.609417178,-9390.788536,18789.57707,18816.5108
0.787629433,0.973142871,0.334739451,0.491334002,-9390.927495,18789.85499,18816.78872
0.738587714,0.944857514,0.129115211,0.394353418,-9390.972779,18789.94556,18816.87929
0.818686077,0.954504111,0.294710904,0.631285749,-9391.080827,18790.16165,18817.09539
0.633434412,0.928828711,0.16531149,0.28025097,-9391.105295,18790.21059,18817.14432
0.284766931,0.96806858,0.347339274,0.505962721,-9391.469965,18790.93993,18817.87366
0.670278918,0.946352472,0.22114589,0.280545042,-9391.640911,18791.28182,18818.21555
0.552511814,0.942500977,0.15632818,0.261015098,-9392.106763,18792.21353,18819.14726
0.618550711,0.950007227,0.330508326,0.673027294,-9392.508632,18793.01726,18819.951
0.665589641,0.940255074,0.412658271,0.53470234,-9392.933618,18793.86724,18820.80097
0.8487364,0.95489702,0.284140383,0.334176406,-9393.353427,18794.70685,18821.64059
0.537949616,0.948865413,0.294676272,0.658966696,-9393.509619,18795.01924,18821.95297
0.543932055,0.965031372,0.207091842,0.281263166,-9393.590397,18795.18079,18822.11453
0.518130809,0.747660863,0.677057355,0.805908271,-9393.91349,18795.82698,18822.76071
0.373266061,0.892499122,0.317174634,0.711868392,-9394.103818,18796.20764,18823.14137
0.429581638,0.710292566,0.313214659,0.479404514,-9394.657437,18797.31487,18824.24861
0.527421903,0.963795017,0.230215304,0.616498419,-9395.110064,18798.22013,18825.15386
0.94017943,0.901431343,0.437924691,0.612748638,-9395.464367,18798.92873,18825.86247
0.917724433,0.947370731,0.321913002,0.375054554,-9395.504907,18799.00981,18825.94354
0.423551524,0.958504747,0.149980092,0.560178316,-9395.851173,18799.70235,18826.63608
0.84055813,0.94999895,0.290399943,0.651787345,-9395.913196,18799.82639,18826.76012
0.534524281,0.962605808,0.376811391,0.542205341,-9395.948469,18799.89694,18826.83067
0.811969869,0.9182836,0.220486532,0.593480173,-9396.158809,18800.31762,18827.25135
0.489515138,0.946280241,0.3010009,0.657374144,-9396.162548,18800.3251,18827.25883
0.667765359,0.973741679,0.098100977,0.417551399,-9396.41712,18800.83424,18827.76797
0.633115604,0.987634359,0.11423326,0.334260938,-9396.42602,18800.85204,18827.78577
0.860522218,0.939144126,0.163812136,0.474657913,-9396.708856,18801.41771,18828.35144
0.782863348,0.950453263,0.317673728,0.661010659,-9397.22914,18802.45828,18829.39201
0.913380558,0.949844779,0.308885856,0.627588968,-9397.492404,18802.98481,18829.91854
0.365189127,0.987710408,0.097771438,0.360976073,-9397.740839,18803.48168,18830.41541
0.7291683,0.945177873,0.283140496,0.65746833,-9397.934913,18803.86983,18830.80356
0.772503171,0.868817119,0.403782834,0.720690119,-9398.292727,18804.58545,18831.51918
0.868145438,0.896598559,0.321373099,0.658769554,-9398.364588,18804.72918,18831.66291
0.763287219,0.913649434,0.405135479,0.705997258,-9399.033389,18806.06678,18833.00051
0.6232474,0.877729188,0.485930809,0.752033384,-9399.176311,18806.35262,18833.28635
