Parameter,miu,be,sig,a,p,LogL,AIC,BIC
Estimate,0.445830114,0.969927671,0.160511073,0.308448589,5.499833939,-9208.380103,18426.76021,18460.42737
Estimate,0.689883329,0.956729262,0.133959535,0.327969584,5.524484781,-9207.632688,18425.26538,18458.93254
Estimate,0.61301225,0.963609418,0.14770386,0.326538406,5.507832935,-9194.272456,18398.54491,18432.21208
Estimate,0.561954625,0.948402025,0.167458324,0.320840123,5.492662738,-9194.496786,18398.99357,18432.66074
Estimate,0.645995825,0.95932416,0.135974855,0.307582471,5.739256769,-9200.904025,18411.80805,18445.47522
Estimate,0.606582423,0.958774025,0.139809247,0.326162405,5.501372351,-9193.731737,18397.46347,18431.13064
Estimate,0.710388569,0.975060283,0.154487969,0.320569838,5.505963033,-9212.523867,18435.04773,18468.7149
Estimate,0.6062923,0.922643635,0.256816839,0.334677071,5.608761203,-9205.094971,18420.18994,18453.85711
Estimate,0.502553785,0.968213877,0.163095042,0.339289457,5.504680197,-9197.007374,18404.01475,18437.68191
Estimate,0.536866648,0.915303958,0.175848356,0.307062208,5.488427896,-9208.330677,18426.66135,18460.32852
Estimate,0.56236615,0.948706579,0.185432943,0.320551183,5.894608413,-9191.88639,18393.77278,18427.43995
Estimate,0.652603921,0.946075299,0.193253895,0.332103029,5.510996101,-9198.360294,18406.72059,18440.38775
Estimate,0.631559934,0.969949631,0.140348946,0.344892095,5.536897357,-9209.062922,18428.12584,18461.79301
Estimate,0.696694912,0.973296324,0.158658848,0.329393959,5.631429654,-9213.708434,18437.41687,18471.08403
Estimate,0.623113705,0.973071597,0.177647589,0.332319264,5.532450882,-9213.607107,18437.21421,18470.88138
Estimate,0.663463244,0.947635087,0.145124601,0.330085216,5.541845401,-9210.097665,18430.19533,18463.8625
Estimate,0.576134036,0.97718982,0.139761268,0.322061809,5.574705329,-9203.071052,18416.1421,18449.80927
Estimate,0.681981448,0.970665542,0.125393103,0.317557443,5.500437025,-9206.354781,18422.70956,18456.37673
Estimate,0.703510496,0.950814782,0.175323014,0.315529731,5.598803824,-9202.285625,18414.57125,18448.23841
Estimate,0.606044703,0.931257215,0.163378105,0.319359739,5.509809856,-9201.502851,18413.0057,18446.67287
Estimate,0.534411095,0.958092519,0.163264179,0.311541597,5.496698984,-9202.382099,18414.7642,18448.43136
Estimate,0.61957402,0.966185447,0.126716774,0.331883399,5.511587563,-9200.47478,18410.94956,18444.61672
Estimate,0.583721573,0.958358387,0.134770157,0.320410673,5.488197983,-9197.789673,18405.57935,18439.24651
Estimate,0.524988306,0.969974714,0.140316287,0.312209028,5.520689839,-9197.643965,18405.28793,18438.9551
Estimate,0.608718109,0.96736232,0.122659064,0.312186015,5.496404879,-9200.577328,18411.15466,18444.82182
Estimate,0.670479157,0.96738928,0.119154124,0.32591371,5.478812144,-9208.978739,18427.95748,18461.62464
Estimate,0.406656832,0.972915143,0.101150249,0.318246511,5.495198483,-9214.938941,18439.87788,18473.54505
Estimate,0.566330425,0.958974907,0.145696258,0.314653539,5.540686019,-9190.098964,18390.19793,18423.86509
Estimate,0.58699343,0.967851661,0.141036996,0.335436184,5.533685681,-9201.845822,18413.69164,18447.35881
Estimate,0.263503092,0.933320021,0.246188177,0.326851284,5.56139782,-9210.447414,18430.89483,18464.56199
Estimate,0.589241005,0.979897681,0.142391121,0.326389162,5.588925981,-9207.025144,18424.05029,18457.71745
Estimate,0.698384626,0.96183562,0.181800616,0.322416425,5.694455165,-9204.986889,18419.97378,18453.64094
Estimate,0.502896122,0.968756272,0.142951625,0.327753489,5.500027337,-9201.763944,18413.52789,18447.19505
Estimate,0.536992457,0.972296528,0.110509234,0.31705431,5.493643978,-9205.902677,18421.80535,18455.47252
Estimate,0.58548313,0.969020212,0.146806344,0.308598042,5.503598122,-9204.698806,18419.39761,18453.06478
Estimate,0.622150967,0.970000367,0.13663461,0.340375227,5.499917475,-9201.89906,18413.79812,18447.46529
Estimate,0.568100953,0.972823997,0.156487032,0.314851844,5.538187523,-9203.989656,18417.97931,18451.64648
Estimate,0.408897839,0.897592372,0.232577337,0.362984506,5.513626129,-9198.236457,18406.47291,18440.14008
Estimate,0.621402109,0.969977217,0.165461461,0.317162635,5.499947693,-9208.057031,18426.11406,18459.78123
Estimate,0.66571515,0.968009355,0.119857389,0.319619888,5.49961311,-9210.479047,18430.95809,18464.62526
Estimate,0.536778114,0.937204974,0.212391588,0.347413746,5.478389969,-9186.538469,18383.07694,18416.7441
Estimate,0.551056496,0.973801267,0.152843938,0.3264837,5.580427109,-9200.128882,18410.25776,18443.92493
Estimate,0.667759415,0.970000904,0.142198175,0.314072714,5.575606862,-9202.169367,18414.33873,18448.0059
Estimate,0.518585439,0.968281779,0.155411676,0.301871387,5.63113018,-9206.765279,18423.53056,18457.19772
Estimate,0.452055055,0.901101142,0.217177936,0.332580466,5.665143899,-9187.667274,18385.33455,18419.00171
Estimate,0.494606902,0.96183806,0.136378213,0.345808019,5.508743013,-9198.118348,18406.2367,18439.90386
Estimate,0.596575895,0.948698269,0.163682289,0.327045986,5.513524828,-9189.192927,18388.38585,18422.05302
Estimate,0.588256292,0.970834425,0.167340404,0.331465051,5.501262468,-9207.574662,18425.14932,18458.81649
Estimate,0.514876522,0.970004152,0.169423629,0.319266687,5.548353849,-9211.44017,18432.88034,18466.54751
Estimate,0.629404483,0.969975221,0.117214562,0.334180792,5.564880951,-9212.870747,18435.74149,18469.40866
Estimate,0.591716862,0.961388385,0.153801451,0.325487093,5.655989245,-9196.037971,18402.07594,18435.74311
Estimate,0.645423958,0.968654516,0.145998916,0.340217196,5.57283734,-9206.437618,18422.87524,18456.5424
Estimate,0.561487401,0.963348344,0.111633728,0.315223043,5.582175869,-9210.849437,18431.69887,18465.36604
Estimate,0.423585652,0.960152749,0.188860349,0.336327825,5.548220188,-9195.265892,18400.53178,18434.19895
Estimate,0.599404639,0.956895761,0.164707185,0.335116262,5.539073645,-9201.291973,18412.58395,18446.25111
Estimate,0.53579431,0.922274976,0.188381805,0.323480337,5.495524233,-9190.23901,18390.47802,18424.14518
Estimate,0.558220774,0.969562765,0.106574695,0.301062609,5.52594694,-9213.149705,18436.29941,18469.96658
Estimate,0.676193283,0.968803116,0.149204524,0.343585658,5.490322245,-9201.906572,18413.81314,18447.48031
Estimate,0.697563793,0.970270089,0.151261669,0.324478544,5.456965133,-9204.286991,18418.57398,18452.24115
Estimate,0.541800904,0.969251388,0.11186851,0.322175209,5.500520044,-9206.937016,18423.87403,18457.5412
Estimate,0.532478052,0.974856035,0.1019241,0.329418801,5.53043321,-9212.639962,18435.27992,18468.94709
Estimate,0.551417866,0.947841402,0.184321212,0.32942746,5.47350288,-9182.333812,18374.66762,18408.33479
Estimate,0.54279204,0.968118682,0.16065368,0.316318382,5.499070889,-9200.652773,18411.30555,18444.97271
Estimate,0.634912812,0.957101887,0.151018988,0.332082552,5.501518541,-9194.043904,18398.08781,18431.75497
Estimate,0.358432955,0.971191611,0.146501404,0.332393601,5.504066838,-9196.028836,18402.05767,18435.72484
Estimate,0.699536741,0.967669086,0.128117555,0.327270991,5.503024404,-9212.029448,18434.0589,18467.72606
Estimate,0.520392767,0.971105599,0.135180015,0.345525896,5.503303813,-9208.427832,18426.85566,18460.52283
Estimate,0.64581524,0.970722939,0.187838161,0.339225211,5.509906884,-9215.056663,18440.11333,18473.78049
Estimate,0.639347179,0.967561432,0.110266212,0.31671644,5.507485268,-9212.168602,18434.3372,18468.00437
Estimate,0.686311078,0.937144792,0.206548871,0.357098112,5.427479021,-9209.848798,18429.6976,18463.36476
Estimate,0.580822363,0.949539585,0.152422892,0.329199654,5.51590576,-9193.120113,18396.24023,18429.90739
Estimate,0.55826605,0.962075736,0.149892317,0.299977917,5.536697878,-9212.798417,18435.59683,18469.264
Estimate,0.612959427,0.96656608,0.179814026,0.338034988,5.510080682,-9199.755939,18409.51188,18443.17904
Estimate,0.628527164,0.952809435,0.131076684,0.326049123,5.511448192,-9202.727135,18415.45427,18449.12143
Estimate,0.546777896,0.938543184,0.15486248,0.338957781,5.574204699,-9199.294519,18408.58904,18442.2562
Estimate,0.522920166,0.961980492,0.131658629,0.313243241,5.564434601,-9197.672383,18405.34477,18439.01193
Estimate,0.504233143,0.969936789,0.182135317,0.330693469,5.912248325,-9212.429939,18434.85988,18468.52704
Estimate,0.646854746,0.948501507,0.173929112,0.324869558,5.617908892,-9197.109323,18404.21865,18437.88581
Estimate,0.653910027,0.939213878,0.178794296,0.321577304,5.49256453,-9197.6573,18405.3146,18438.98176
Estimate,0.598708733,0.964244959,0.148153841,0.32348456,5.535303906,-9194.127053,18398.25411,18431.92127
Estimate,0.547799726,0.967018431,0.143732552,0.325614624,5.510158834,-9194.407116,18398.81423,18432.4814
Estimate,0.570031243,0.969892159,0.146984505,0.337960291,5.49396984,-9202.814858,18415.62972,18449.29688
Estimate,0.586850046,0.968364721,0.145422506,0.335796176,5.496638015,-9196.567355,18403.13471,18436.80188
Estimate,0.670975047,0.972475886,0.117389657,0.332262768,5.500745078,-9210.420547,18430.84109,18464.50826
Estimate,0.353700651,0.942357038,0.16300616,0.342910293,5.452197427,-9189.111564,18388.22313,18421.89029
Estimate,0.601088527,0.960623446,0.17383297,0.311187592,5.48983932,-9209.388853,18428.77771,18462.44487
Estimate,0.563276813,0.970060677,0.197418624,0.344672478,5.49838282,-9212.444304,18434.88861,18468.55577
Estimate,0.636038645,0.97578764,0.134287693,0.319866673,5.494216681,-9198.345754,18406.69151,18440.35867
Estimate,0.584683003,0.965643944,0.110980163,0.326014863,5.549313323,-9215.150338,18440.30068,18473.96784
Estimate,0.410727283,0.95433498,0.152674872,0.365718601,5.497685331,-9214.173039,18438.34608,18472.01324
Estimate,0.56734536,0.964868154,0.156394488,0.296608891,5.618906122,-9211.164567,18432.32913,18465.9963
Estimate,0.64761644,0.923943127,0.259780306,0.334202026,6.039513428,-9212.617813,18435.23563,18468.90279
Estimate,0.519358524,0.968191427,0.098873575,0.325438853,5.533950344,-9213.905311,18437.81062,18471.47779
Estimate,0.58990889,0.959572572,0.143757824,0.34033794,5.479632334,-9199.30363,18408.60726,18442.27443
Estimate,0.518845263,0.939739573,0.179273496,0.354829289,5.626381869,-9205.06581,18420.13162,18453.79878
Estimate,0.223602551,0.904761038,0.299791419,0.347247203,5.740305832,-9209.803133,18429.60627,18463.27343
Estimate,0.548322741,0.970000526,0.155796514,0.319189512,5.565471213,-9205.78737,18421.57474,18455.2419
Estimate,0.633026759,0.969532135,0.147965478,0.317167009,5.550075126,-9205.648744,18421.29749,18454.96465
Estimate,0.640186467,0.976778963,0.112546651,0.307772529,5.522904788,-9214.68695,18439.3739,18473.04106
Estimate,0.37154845,0.936202075,0.139865186,0.328345157,5.782771,-9204.797798,18419.5956,18453.26276
Estimate,0.561245686,0.969983253,0.122710791,0.318332843,5.513302546,-9204.187944,18418.37589,18452.04305
Estimate,0.605650174,0.962154729,0.118272848,0.308887242,5.511296269,-9213.400332,18436.80066,18470.46783
Estimate,0.551991743,0.974159928,0.11767252,0.329630143,5.50675543,-9210.495972,18430.99194,18464.65911
Estimate,0.606458036,0.970972194,0.155667076,0.316800224,5.496748324,-9203.549619,18417.09924,18450.7664
Estimate,0.592902034,0.938233523,0.155151842,0.327718617,5.433758076,-9195.468419,18400.93684,18434.604
Estimate,0.614851109,0.971766428,0.122315399,0.330725664,5.536046036,-9211.451962,18432.90392,18466.57109
Estimate,0.563164841,0.971319037,0.154259039,0.313167076,5.505401672,-9203.502161,18417.00432,18450.67149
Estimate,0.343958607,0.973886191,0.145160045,0.341187859,5.482461663,-9199.148632,18408.29726,18441.96443
Estimate,0.719037689,0.968556517,0.122066897,0.323714889,5.575449213,-9213.620002,18437.24,18470.90717
Estimate,0.692878161,0.933151061,0.186393122,0.311779708,5.453635901,-9214.001323,18438.00265,18471.66981
Estimate,0.549831851,0.970637174,0.138558232,0.346130626,5.478149494,-9213.691901,18437.3838,18471.05097
Estimate,0.47593303,0.970000983,0.099995084,0.315227628,5.499778799,-9212.239107,18434.47821,18468.14538
Estimate,0.535488692,0.960700553,0.106571458,0.307104854,5.51793207,-9210.598297,18431.19659,18464.86376
Estimate,0.71016533,0.957678196,0.20245292,0.328550712,5.554138799,-9214.088022,18438.17604,18471.84321
Estimate,0.577357075,0.97005014,0.127786285,0.30002582,5.611787084,-9208.558225,18427.11645,18460.78362
Estimate,0.554624025,0.974913457,0.191003293,0.333834818,5.604098618,-9211.115661,18432.23132,18465.89849
Estimate,0.604326303,0.966484411,0.133499778,0.340463045,5.515385642,-9204.252,18418.504,18452.17116
Estimate,0.360502788,0.972669372,0.151409959,0.340719263,5.50723635,-9206.45954,18422.91908,18456.58625
Estimate,0.630181635,0.963118347,0.144743254,0.333524594,5.492206113,-9200.281464,18410.56293,18444.23009
Estimate,0.429213276,0.965907947,0.103881854,0.314857202,5.541423809,-9210.640528,18431.28106,18464.94822
Estimate,0.567777844,0.969115676,0.135409185,0.350160695,5.499283203,-9209.635493,18429.27099,18462.93815
Estimate,0.5682611,0.955797102,0.167458002,0.346866833,5.459426138,-9192.336926,18394.67385,18428.34102
Estimate,0.71689487,0.970248352,0.128890266,0.323199027,5.645476197,-9209.566904,18429.13381,18462.80097
Estimate,0.594023503,0.93757394,0.19001744,0.314989107,5.582608308,-9193.990604,18397.98121,18431.64837
Estimate,0.594807241,0.963649182,0.132433552,0.342223798,5.494638536,-9205.63885,18421.2777,18454.94486
Estimate,0.717841279,0.969955584,0.138053503,0.309175167,5.616958446,-9206.152535,18422.30507,18455.97223
Estimate,0.600028777,0.969807657,0.119352294,0.308390391,5.482891843,-9202.905721,18415.81144,18449.47861
Estimate,0.732404434,0.969833249,0.167520716,0.32607865,5.502208721,-9207.631449,18425.2629,18458.93006
Estimate,0.590565204,0.947791533,0.151850342,0.319479795,5.513555443,-9191.345833,18392.69167,18426.35883
Estimate,0.706914433,0.982521751,0.134233757,0.307400045,5.645638829,-9214.244469,18438.48894,18472.1561
Estimate,0.484639845,0.89547316,0.225620297,0.326131154,5.464752963,-9195.844704,18401.68941,18435.35657
Estimate,0.655387843,0.980313316,0.12533323,0.316825559,5.502565263,-9213.907478,18437.81496,18471.48212
Estimate,0.632440775,0.9716292,0.10130493,0.315323434,5.589443237,-9214.498455,18438.99691,18472.66407
Estimate,0.555542113,0.970084145,0.146923937,0.32208356,5.527837736,-9194.095799,18398.1916,18431.85876
Estimate,0.588182535,0.965138278,0.136186187,0.319974942,5.560456894,-9200.208771,18410.41754,18444.08471
Estimate,0.550735603,0.961181842,0.151564776,0.323028849,5.488218604,-9195.692385,18401.38477,18435.05194
Estimate,0.324422366,0.923917398,0.203871957,0.332657205,5.516486628,-9194.440942,18398.88188,18432.54905
Estimate,0.595327233,0.969687059,0.11557552,0.305607035,5.551725526,-9213.931959,18437.86392,18471.53108
Estimate,0.537145483,0.966766605,0.201734108,0.340651068,5.519739396,-9213.55787,18437.11574,18470.7829
Estimate,0.624485394,0.945982301,0.178007896,0.323883454,5.492955784,-9192.358819,18394.71764,18428.3848
Estimate,0.602080586,0.934684558,0.20424476,0.353940676,5.606034828,-9196.503717,18403.00743,18436.6746
Estimate,0.565702507,0.930804343,0.190722598,0.340088984,5.479699634,-9186.160523,18382.32105,18415.98821
Estimate,0.312572209,0.90527063,0.210570151,0.320506445,5.438859697,-9210.67924,18431.35848,18465.02564
Estimate,0.653596579,0.979965746,0.122808452,0.31666887,5.485295178,-9214.321947,18438.64389,18472.31106
Estimate,0.596433239,0.981972048,0.143593833,0.333759293,5.512520336,-9212.864029,18435.72806,18469.39522
Estimate,0.508186908,0.951890303,0.152415138,0.337690839,5.528530176,-9191.492376,18392.98475,18426.65192
Estimate,0.543582286,0.957942542,0.18669052,0.341433377,5.542777377,-9197.178898,18404.3578,18438.02496
Estimate,0.476177875,0.973297755,0.10819601,0.310097555,5.499618216,-9212.626098,18435.2522,18468.91936
Estimate,0.59803235,0.972060266,0.148045213,0.340010613,5.524178247,-9210.907944,18431.81589,18465.48305
Estimate,0.599668696,0.944308576,0.234067438,0.346935461,5.505168402,-9211.698883,18433.39777,18467.06493
Estimate,0.648420384,0.975336349,0.153823117,0.313244892,5.531230971,-9214.015516,18438.03103,18471.6982
Estimate,0.51885859,0.969906904,0.183069605,0.331946352,5.541985113,-9207.461778,18424.92356,18458.59072
Estimate,0.60058852,0.974033067,0.133618046,0.332802182,5.58905695,-9208.052084,18426.10417,18459.77133
Estimate,0.551191191,0.959089899,0.113428938,0.327776066,5.530632363,-9213.556467,18437.11293,18470.7801
Estimate,0.633700182,0.969885032,0.136564009,0.315496373,5.510192404,-9208.56957,18427.13914,18460.8063
Estimate,0.623649249,0.953029633,0.217475291,0.352103415,5.568863919,-9214.188217,18438.37643,18472.0436
Estimate,0.773203252,0.96741275,0.164173062,0.326486241,5.582316802,-9210.771993,18431.54399,18465.21115
Estimate,0.431610004,0.970753651,0.183501802,0.331427196,5.712179352,-9207.425709,18424.85142,18458.51858
Estimate,0.480206152,0.969650753,0.101910157,0.318249067,5.499674652,-9211.624629,18433.24926,18466.91642
Estimate,0.632556228,0.965009884,0.130498029,0.316397526,5.497110271,-9209.770296,18429.54059,18463.20776
Estimate,0.500420514,0.968118871,0.137304171,0.326539733,5.499895549,-9193.994,18397.988,18431.65516
Estimate,0.595924174,0.95603908,0.159392148,0.317123666,5.531082118,-9192.399478,18394.79896,18428.46612
Estimate,0.470875651,0.970041885,0.101009898,0.30927671,5.637889493,-9214.65461,18439.30922,18472.97639
Estimate,0.464021613,0.947550977,0.142969268,0.338167936,5.490143391,-9192.942605,18395.88521,18429.55237
Estimate,0.375583771,0.91457828,0.185878912,0.300845478,6.320182968,-9190.789993,18391.57999,18425.24715
Estimate,0.494560427,0.96426309,0.116638735,0.334531017,5.605972973,-9206.002485,18422.00497,18455.67213
Estimate,0.588657179,0.952041424,0.163599869,0.336778431,5.598107242,-9192.717885,18395.43577,18429.10294
Estimate,0.449526755,0.957858132,0.152618911,0.326962012,5.481256914,-9190.287365,18390.57473,18424.24189
Estimate,0.494633469,0.906362561,0.198568906,0.346762,5.457446907,-9189.758061,18389.51612,18423.18329
Estimate,0.521079413,0.961237987,0.137616441,0.329919854,5.546280727,-9194.226887,18398.45377,18432.12094
Estimate,0.555478825,0.966285316,0.121211282,0.312335027,5.479342342,-9204.17389,18418.34778,18452.01495
Estimate,0.404938345,0.963618156,0.189425804,0.336702343,5.635387745,-9201.984542,18413.96908,18447.63625
Estimate,0.578547941,0.960146097,0.18959266,0.342891003,5.511766529,-9202.573592,18415.14718,18448.81435
Estimate,0.638000522,0.940016347,0.192584502,0.325574394,5.520142322,-9194.299109,18398.59822,18432.26538
Estimate,0.653257277,0.969975735,0.137805261,0.318241577,5.498993834,-9202.249089,18414.49818,18448.16534
Estimate,0.678226163,0.969588552,0.158772773,0.341587868,5.500192019,-9208.077683,18426.15537,18459.82253
Estimate,0.549516389,0.96996766,0.136329817,0.329049117,5.499925749,-9202.376785,18414.75357,18448.42074
Estimate,0.524353511,0.970708712,0.103495506,0.313167146,5.589115181,-9206.411759,18422.82352,18456.49068
Estimate,0.615396167,0.973989988,0.113582581,0.304906137,5.545423801,-9210.410783,18430.82157,18464.48873
Estimate,0.594058307,0.974664854,0.139845242,0.317072969,5.759380127,-9205.105726,18420.21145,18453.87862
Estimate,0.524027959,0.969959503,0.129574132,0.332264652,5.499907021,-9206.268514,18422.53703,18456.20419
Estimate,0.570509276,0.969222297,0.123415894,0.321466433,5.512970057,-9207.864073,18425.72815,18459.39531
Estimate,0.55561669,0.959974343,0.120779126,0.306348888,5.515476637,-9208.978814,18427.95763,18461.62479
Estimate,0.588337539,0.971499012,0.164721708,0.307761416,5.671109191,-9207.727246,18425.45449,18459.12166
Estimate,0.66851544,0.972485512,0.111345189,0.324867051,5.519359411,-9210.610933,18431.22187,18464.88903
Estimate,0.612040648,0.968181914,0.139292495,0.317883136,5.505369162,-9206.336422,18422.67284,18456.34001
Estimate,0.546828338,0.887857095,0.220847993,0.3294323,5.474569322,-9202.810058,18415.62012,18449.28728
Estimate,0.695827187,0.960550345,0.138300987,0.329832681,5.495991131,-9202.302664,18414.60533,18448.27249
Estimate,0.38280464,0.936473753,0.214312776,0.349228407,5.603866658,-9192.918886,18395.83777,18429.50494
Estimate,0.672277627,0.969861548,0.142051723,0.310635944,5.498854056,-9212.993358,18435.98672,18469.65388
Estimate,0.569478694,0.967638152,0.135334466,0.326912319,5.498401104,-9200.362356,18410.72471,18444.39188
Estimate,0.552093866,0.966245589,0.141899818,0.307757283,5.570250661,-9207.691949,18425.3839,18459.05106
Estimate,0.425043963,0.969831852,0.138069522,0.329891475,5.579038973,-9196.890578,18403.78116,18437.44832
Estimate,0.574130486,0.970001007,0.194534524,0.345961993,5.499773449,-9212.433931,18434.86786,18468.53503
Estimate,0.507702545,0.965632236,0.136855549,0.338461067,5.516727338,-9196.001433,18402.00287,18435.67003
Estimate,0.631510655,0.969984637,0.126531765,0.32053846,5.499958805,-9206.464039,18422.92808,18456.59524
Estimate,0.581289118,0.956370193,0.117211313,0.299256276,5.565316785,-9211.308284,18432.61657,18466.28373
Estimate,0.52189646,0.952782116,0.199443445,0.35623588,5.521704277,-9207.030458,18424.06092,18457.72808
Estimate,0.488607813,0.968961548,0.100851646,0.325306579,5.505156249,-9213.521361,18437.04272,18470.70989
Estimate,0.7376334,0.96899914,0.159111477,0.328565242,5.541061541,-9212.364007,18434.72801,18468.39518
Estimate,0.522836943,0.9643972,0.14813063,0.310220627,5.478216552,-9204.484172,18418.96834,18452.63551
Estimate,0.48584509,0.978211547,0.123118619,0.327119248,5.513168989,-9205.268387,18420.53677,18454.20394
Estimate,0.208711243,0.965835621,0.167135861,0.325646269,5.539370884,-9203.107086,18416.21417,18449.88134
Estimate,0.604102811,0.970218992,0.131164023,0.311985472,5.499713525,-9201.826643,18413.65329,18447.32045
Estimate,0.425408434,0.92812915,0.259678527,0.336355992,5.497171622,-9202.038664,18414.07733,18447.74449
Estimate,0.523537576,0.971220071,0.109419098,0.324339033,5.543549915,-9211.295633,18432.59127,18466.25843
Estimate,0.700806539,0.936514841,0.212390636,0.310863619,5.752414309,-9207.585337,18425.17067,18458.83784
Estimate,0.669566879,0.938460421,0.212444918,0.347075545,5.514608776,-9200.962334,18411.92467,18445.59183
Estimate,0.446859133,0.957243302,0.161097181,0.349473146,5.45464526,-9194.860713,18399.72143,18433.38859
Estimate,0.525380009,0.957314586,0.129805268,0.338693601,5.520133326,-9203.483766,18416.96753,18450.6347
Estimate,0.563140647,0.970049942,0.153624433,0.305886681,5.499897881,-9211.729728,18433.45946,18467.12662
Estimate,0.614829925,0.943386622,0.179987129,0.347921488,5.508396307,-9195.974679,18401.94936,18435.61652
Estimate,0.648117377,0.972536111,0.132834112,0.329234547,5.565939865,-9200.66194,18411.32388,18444.99105
Estimate,0.58878971,0.962075018,0.161091224,0.299586268,5.491195773,-9213.715517,18437.43103,18471.0982
Estimate,0.675012315,0.973619676,0.14783012,0.316444409,5.56743769,-9201.104464,18412.20893,18445.87609
Estimate,0.521293993,0.969472104,0.1421129,0.32472388,5.5135271,-9195.664767,18401.32953,18434.9967
Estimate,0.504141345,0.967896865,0.116481799,0.320437505,5.494930035,-9198.268911,18406.53782,18440.20499
Estimate,0.548013502,0.97012114,0.099859159,0.313310604,5.53138993,-9214.557848,18439.1157,18472.78286
Estimate,0.595444158,0.963203083,0.159813251,0.329530451,5.407412321,-9196.68635,18403.3727,18437.03986
Estimate,0.561365909,0.971642724,0.133040823,0.338875655,5.500763397,-9210.823759,18431.64752,18465.31468
Estimate,0.415165129,0.868934266,0.250784757,0.335563791,5.794409076,-9198.74773,18407.49546,18441.16263
Estimate,0.553826729,0.973035074,0.112940619,0.311867486,5.496464099,-9209.412528,18428.82506,18462.49222
Estimate,0.61608776,0.969931447,0.130609778,0.317206872,5.499842608,-9201.283568,18412.56714,18446.2343
Estimate,0.527907888,0.970432103,0.106187908,0.311331295,5.506160219,-9211.031847,18432.06369,18465.73086
Estimate,0.648563376,0.944786359,0.210035075,0.34487523,5.542073354,-9213.812381,18437.62476,18471.29193
Estimate,0.593252227,0.972437576,0.130228894,0.327298929,5.517615079,-9207.637646,18425.27529,18458.94246
Estimate,0.562587167,0.957893137,0.146242379,0.309608112,5.527538799,-9199.064271,18408.12854,18441.79571
Estimate,0.746738444,0.970975387,0.17332699,0.3287379,5.557147462,-9213.757361,18437.51472,18471.18189
Estimate,0.62846937,0.96472617,0.139143676,0.31299063,5.51421218,-9203.677388,18417.35478,18451.02194
Estimate,0.565604666,0.962234767,0.169996568,0.322330368,5.539866154,-9195.647506,18401.29501,18434.96218
Estimate,0.599547924,0.949916336,0.156642508,0.295531644,5.590572332,-9209.291318,18428.58264,18462.2498
Estimate,0.54555088,0.969703545,0.128100607,0.328485505,5.511136069,-9195.030661,18400.06132,18433.72849
Estimate,0.524606305,0.957712309,0.110663204,0.314976599,5.563905623,-9209.837293,18429.67459,18463.34175
Estimate,0.531290994,0.943442894,0.175284967,0.333186427,5.547288159,-9188.927183,18387.85437,18421.52153
Estimate,0.64104097,0.953930034,0.157171399,0.326369051,5.526226654,-9195.757977,18401.51595,18435.18312
Estimate,0.653512299,0.968699278,0.135171258,0.328883813,5.500194796,-9199.84904,18409.69808,18443.36525
Estimate,0.594378815,0.941255974,0.161157929,0.314888256,5.513778043,-9197.04888,18404.09776,18437.76492
Estimate,0.354489818,0.973860229,0.126105258,0.323382996,5.492582506,-9201.085412,18412.17082,18445.83799
Estimate,0.692849269,0.96936169,0.116168072,0.325686048,5.499055566,-9208.097226,18426.19445,18459.86162
Estimate,0.684472353,0.969213286,0.13960898,0.32538012,5.609578857,-9205.311037,18420.62207,18454.28924
Estimate,0.611753173,0.969632233,0.188629381,0.328273144,5.504118288,-9215.05948,18440.11896,18473.78612
Estimate,0.587764899,0.971474713,0.112880021,0.317744355,5.493218736,-9206.027019,18422.05404,18455.7212
Estimate,0.561902905,0.963428881,0.158217855,0.305504474,5.565201278,-9203.420408,18416.84082,18450.50798
Estimate,0.678167218,0.96256645,0.189991945,0.329051872,5.571656242,-9208.547933,18427.09587,18460.76303
Estimate,0.567190548,0.970006037,0.099969817,0.284411274,6.448531203,-9209.735687,18429.47137,18463.13854
