x.use,Wei,GG,Burr,GB2,EGIG,TSCD
2.442202009,2.439886566,2.122492505,2.299234168,1.98859279,2.328440116,1.908237588
0.348582991,2.206785126,1.930542463,1.881819419,1.725624016,2.179756296,1.855248605
0.348280293,2.01682771,1.755659193,1.511453743,1.525760867,2.092562147,1.349783
5.834094875,2.519504494,2.128238964,2.239628881,2.042224778,2.31178343,1.986772412
1.026874868,2.422649657,2.08128139,2.050700605,1.950341384,2.30593171,2.012194894
0.683399068,2.301725304,1.993397852,1.793315056,1.808289122,2.237140394,1.995980196
1.02244107,2.210147345,1.917626727,1.735832311,1.763783739,2.201765499,1.823047021
0.680449298,2.154769015,1.804297614,1.560895785,1.604660531,2.173083885,1.830422436
0.339930584,1.90456538,1.644180514,1.285419852,1.408027642,2.044826307,1.25329087
0.678686727,1.846976686,1.579359511,1.259025794,1.325346969,2.051054279,1.198217014
1.352690199,1.911754533,1.64315362,1.399730086,1.418503088,2.058350055,1.279993125
1.348026215,1.906374301,1.691258441,1.509157906,1.485304888,2.050173106,1.369062242
1.008405617,1.924560031,1.710824813,1.511597325,1.468393875,2.049381457,1.41830223
0.671111602,1.904885967,1.637867206,1.414460698,1.379716539,2.003548394,1.433912353
0.335266546,1.799283702,1.53243273,1.236107083,1.2389104,1.908330591,1.113240581
2.001223534,1.961122198,1.657878793,1.52197498,1.419284725,1.976364122,1.327438639
1.329561254,1.975569724,1.687284339,1.588178024,1.470733715,1.97986738,1.428794913
1.654816278,2.090426332,1.7497507,1.718538092,1.603666749,2.047413866,1.53536011
1.64771757,2.183190032,1.796374906,1.792310248,1.681270857,2.129251414,1.63607254
0.986085491,2.140541861,1.784479795,1.688911339,1.641435341,2.115740288,1.70259525
3.258861282,2.362630551,1.967644228,2.052880986,1.917149827,2.25142276,2.050606576
0.650655544,2.213252154,1.903614055,1.81703498,1.765277005,2.224752883,1.977579362
3.22553103,2.520009894,2.083942586,2.212363995,1.988149265,2.320178564,2.15770591
0.644003147,2.44879242,1.969403696,1.874731285,1.795184351,2.247021971,2.078850353
0.642902345,2.267238454,1.873596359,1.656429668,1.642165093,2.228276234,1.679941377
3.187160084,2.551145486,2.048123184,2.062233312,1.901932295,2.326644563,1.928524707
0.318444028,2.381845191,1.891949935,1.681980721,1.628257414,2.21379306,1.838087012
2.215835538,2.508323881,2.014553284,1.922760833,1.808631159,2.246546428,1.964386289
8.65473425,3.03931636,2.492211775,2.826151386,2.460475322,2.553831669,2.389160725
0.308835485,2.672951991,2.214017625,2.21912492,2.048478974,2.395098136,2.228742663
1.231157931,2.550399169,2.18392821,2.050095367,1.931148288,2.366149593,1.979971216
0.307528647,2.310302031,2.008796988,1.657994437,1.644981388,2.21278134,1.860815364
0.307268077,2.228836412,1.779425839,1.375576076,1.40041038,2.070520881,1.171466067
1.224913779,2.164720069,1.822893155,1.47024809,1.458224417,2.087369236,1.236608507
0.305969197,1.905262759,1.671044005,1.2290523,1.273022661,1.993355673,1.214213065
0.305710213,1.784164892,1.549100819,1.064028821,1.148447929,1.914161978,0.949887893
1.218707631,1.823184137,1.601616879,1.219779155,1.23549686,1.914013343,1.064438047
3.021119515,2.11198559,1.76871241,1.663402936,1.529404834,2.018019483,1.224933999
2.102323448,2.247488724,1.87855981,1.888766429,1.631451484,2.058113392,1.329185195
0.898718742,2.179601978,1.797665178,1.731653507,1.562707909,2.075634207,1.364396488
0.598136382,2.108343692,1.690922847,1.553750034,1.436363966,2.013149896,1.228897927
3.33069273,2.393354443,1.882619533,1.985928435,1.743538744,2.150343527,1.659506426
1.260343783,2.374538191,1.919449982,1.952494419,1.766659598,2.166557898,1.71023058
0.314557902,2.102058867,1.776265301,1.620145434,1.533505681,2.058921581,1.669713727
3.699646422,2.394764978,2.004525853,2.097100927,1.855529584,2.188132657,2.07515518
1.528711834,2.379889982,2.068418326,2.063601357,1.885784663,2.211026021,2.1508137
1.816214461,2.426172824,2.145391909,2.087696979,1.918728941,2.267484255,2.209014979
0.903588401,2.366334637,2.096035017,1.909407125,1.784602347,2.239701146,2.149466995
0.150472985,2.174281457,1.793687842,1.527350861,1.514543165,2.024810046,0.945345668
0.749247276,2.139275563,1.725602124,1.460232206,1.473013,1.985623766,0.981749854
0.299201837,1.935373899,1.582535697,1.281235233,1.292169224,1.912115061,0.866314834
0.447687144,1.81589877,1.52313525,1.152634412,1.207003213,1.84219857,0.849479023
0.89093194,1.872723291,1.53737333,1.204678338,1.214295446,1.890791779,0.919279107
0.296485696,1.741892175,1.394558743,1.057387234,1.109237017,1.790956326,0.788457551
0.73815239,1.771045495,1.393983146,1.108198747,1.130922787,1.792821432,0.85719675
5.713610872,2.182763074,1.738370699,1.679038829,1.619653752,2.034306909,1.713278428
0.711274201,2.10109915,1.681234572,1.533261151,1.514386978,2.016809753,1.730599089
0.849336979,2.082781922,1.672951399,1.486062416,1.471498363,1.985329285,1.583498792
2.785143118,2.266185707,1.834535077,1.866142466,1.699663149,2.092137126,1.814104765
0.969242714,2.203889916,1.772923234,1.758502257,1.63923166,2.092414757,1.811960714
1.645380326,2.260774361,1.823747935,1.885168959,1.676195931,2.096770473,1.783874127
0.682789948,2.143815526,1.749831749,1.675558362,1.551414686,2.039949877,1.772005776
0.544457372,2.057673077,1.669899721,1.469847305,1.4327462,2.010164057,1.450857729
0.542689805,2.016787927,1.593806322,1.391242823,1.345205385,1.978498456,1.278510298
2.274834739,2.158171821,1.716743893,1.662875848,1.521143141,2.044945748,1.498361646
0.666365341,2.099721019,1.623779193,1.514747499,1.436262018,2.053404405,1.4867485
0.398849712,2.010301878,1.517308267,1.283134454,1.331130514,1.950533104,1.170202131
2.487580081,2.176873958,1.675517183,1.621110414,1.570547821,2.000609095,1.414430563
0.911321994,2.187382602,1.661073245,1.537341486,1.517651004,1.983170467,1.46195342
7.208133778,2.685001849,2.07709458,2.235592399,2.079130371,2.223850681,2.329336285
3.284255261,2.882177869,2.209652109,2.550677474,2.290144016,2.357387307,2.417680626
4.942115137,3.175551951,2.576364064,3.037839643,2.646110225,2.557572641,2.568192387
1.167478849,3.027843197,2.489267106,2.628002644,2.39012155,2.530609626,2.548776758
1.043335054,2.831837641,2.336160479,2.333422412,2.171171968,2.482417777,2.49811395
7.162911919,3.247599271,2.766079685,3.065302259,2.842998992,2.691799284,2.808894016
4.377400334,3.474248155,2.979192467,3.393759206,3.056899709,2.809691497,2.963137876
1.58314892,3.291511364,2.916762383,2.999423378,2.845807748,2.786201798,2.926915673
1.047378725,3.108218034,2.769122233,2.592174747,2.568805829,2.755699486,2.872825474
2.770234764,3.202431546,2.866556642,2.678372095,2.649495144,2.754923189,2.948542313
0.612803408,2.912583967,2.610404304,2.208212899,2.28154453,2.730831153,2.765305694
5.388418394,3.2165226,2.968780178,2.792349495,2.679827026,2.894887192,3.150873114
0.488017263,2.809642296,2.738491951,2.246772557,2.259495006,2.769230797,2.949151242
0.486186967,2.60691805,2.459423972,1.858081603,1.927819234,2.61636842,1.922836262
2.198238055,2.725290543,2.58112544,2.045682776,2.0403339,2.65270356,1.992396031
4.069772532,2.891420103,2.796082708,2.464607599,2.393477447,2.810159515,2.168344659
1.642872367,2.818640339,2.71401232,2.361661496,2.297855421,2.763391032,2.246417757
0.545203169,2.591767474,2.459439279,2.040837906,1.988451471,2.635837797,2.199973924
2.666497878,2.720982791,2.604019418,2.2832852,2.191974086,2.639272497,2.301940556
2.5235044,2.71981233,2.73517881,2.434413794,2.301205284,2.683860828,2.435746327
1.376147808,2.608364566,2.642954071,2.326022191,2.193983592,2.673092617,2.424720295
0.853866837,2.447371334,2.516724094,2.044815619,1.984500974,2.608566526,2.326407746
0.510095432,2.297008323,2.322102065,1.735932099,1.787727193,2.466271798,1.655566571
1.344594415,2.262868747,2.30306253,1.756085862,1.758250795,2.430864777,1.62455613
0.75143626,2.072028399,2.169131955,1.649611767,1.618101445,2.351342747,1.635255339
1.807990969,2.164443917,2.268564837,1.79553982,1.696710363,2.393311169,1.717946667
1.460302354,2.195038071,2.227831179,1.852508384,1.71738395,2.416243639,1.808242713
0.162023848,2.009410349,1.944979875,1.488736122,1.425747285,2.193159785,1.688377933
0.564253538,1.944399965,1.801376489,1.371658397,1.353208176,2.135041914,1.400978762
1.196250358,1.991407701,1.826031136,1.476947555,1.415763183,2.140801877,1.394741552
0.318093222,1.860980873,1.653603113,1.223259565,1.2702748,2.025481648,1.360206826
0.23806143,1.732910476,1.505079159,0.992160978,1.091333581,1.93090761,0.914916156
0.316514151,1.65529335,1.405124977,0.907349473,0.990099454,1.874208092,0.820496096
1.329064395,1.767396666,1.487462408,1.104270964,1.100562248,1.900316173,0.967996079
1.083744017,1.838924594,1.502525141,1.191097522,1.169515845,1.932079928,1.054816579
1.976158805,2.012197211,1.609829929,1.424733743,1.345808962,1.96933436,1.201319396
1.793736837,2.092365376,1.695915624,1.59425923,1.469403106,1.992635946,1.299797014
0.298122087,1.910526705,1.601813264,1.388627977,1.322408094,1.888256913,1.285019006
1.614735889,2.056742148,1.670230964,1.536549644,1.445007837,1.941766817,1.395623507
1.233121183,2.092266337,1.686003576,1.61703379,1.502074346,1.964729379,1.46502773
2.131491028,2.265116893,1.785159041,1.82873108,1.694399488,2.054144383,1.578262787
5.509077097,2.56469562,2.093821355,2.510193192,2.18334433,2.288889891,1.890346988
1.456265751,2.465326447,2.142167745,2.406357511,2.147764738,2.281158886,1.931714068
1.499126046,2.382808716,2.127512871,2.319017551,2.085079935,2.321029576,1.975582781
0.389508733,2.157488763,1.958045893,1.870378678,1.75590067,2.253004471,1.905073746
0.772796665,2.0894429,1.878225902,1.689737549,1.624772339,2.211692307,1.636184653
0.128627711,1.88276059,1.612488267,1.288054333,1.365933875,1.895452084,0.739368002
0.256570306,1.739873606,1.447590151,1.070833333,1.186807411,1.792748472,0.699929213
0.128114327,1.605459311,1.25073935,0.836122021,0.995296747,1.603294554,0.52891715
0.127943803,1.50382302,1.120657823,0.70825175,0.824331683,1.461060687,0.455066244
0.382302097,1.457205506,1.095685336,0.723792368,0.798648021,1.457458006,0.508295768
1.751265943,1.606289772,1.273976211,1.039781208,1.036378866,1.542841688,0.758203087
0.062503894,1.380346106,1.11914449,0.86848709,0.853309001,1.299121301,0.753554888
1.294535388,1.507509161,1.211704108,1.108814817,1.017402569,1.381286893,0.897120339
0.673207552,1.547538564,1.238428258,1.124323832,1.015097177,1.373946827,0.941393949
0.365762284,1.493184232,1.219667165,1.022895531,0.944649577,1.35312537,0.866410266
1.558271294,1.64619458,1.321497121,1.247160209,1.124913731,1.423523668,1.062756915
0.119710967,1.481306101,1.186775843,1.073178087,0.970014837,1.314303861,1.04274656
0.476357847,1.47235811,1.154647364,1.020395742,0.946152249,1.330363514,0.986286637
0.414922167,1.455829936,1.143426814,0.980409993,0.929253043,1.322787437,0.909340763
0.413042719,1.41126752,1.11620903,0.921007963,0.88224956,1.335640638,0.86827877
0.934376235,1.514712556,1.172310872,1.046432461,0.97110869,1.368310685,0.944103814
0.406947393,1.477265864,1.154037721,0.970292027,0.94975973,1.358961929,0.877036081
1.147843465,1.60998988,1.236851334,1.109278421,1.043519996,1.408846134,0.976444105
0.171845417,1.519850709,1.168607746,0.956653773,0.944681102,1.353820919,0.952391459
2.342187485,1.723719808,1.32782939,1.321968464,1.215522067,1.434250323,1.269224918
5.040148443,2.110750704,1.586404102,1.911660634,1.647153432,1.6723977,1.511333112
4.751392792,2.377931924,1.796167586,2.51367576,1.994377368,1.835509472,1.734964012
3.863094856,2.690678624,1.982226031,2.848019446,2.242939206,1.98487457,1.929074227
1.160412538,2.599333262,1.962456858,2.528177662,2.135066183,2.000163465,1.96759502
0.415530422,2.340552021,1.812678442,1.961016188,1.858578922,1.957346835,1.91200142
1.047617049,2.270716225,1.802604457,1.915980432,1.791012341,1.95148726,1.718188376
0.045521816,1.950492367,1.549844818,1.448966654,1.462043045,1.441878698,1.618206195
1.648257625,2.076224482,1.629061331,1.643577807,1.553513917,1.488766565,1.650696991
3.362602981,2.374470303,1.814046489,2.077464685,1.840800504,1.643257459,1.877191788
0.169870374,2.15629805,1.600958769,1.674723837,1.53396958,1.556975154,1.74200996
1.57934936,2.133974598,1.717835455,1.766258449,1.632890223,1.593226337,1.746052769
6.086736443,2.479675867,2.041082443,2.396083493,2.242695156,1.833291818,2.045919202
0.378369335,2.259605736,1.879407244,1.934715546,1.941707974,1.802690758,1.943368238
8.010180414,2.822539564,2.282850103,2.79124508,2.619761783,2.09443285,2.930244231
0.529720928,2.607312371,2.163033198,2.232760637,2.243986941,2.025338419,2.860766468
0.914096333,2.481965272,2.081293581,1.997540618,2.04925651,2.043027398,2.335431069
1.31154828,2.432181505,2.072821142,1.902277537,2.006100535,2.049706211,2.106470534
1.377496467,2.390081588,2.075393706,1.873964507,1.907429379,2.062590303,2.112829851
0.650775792,2.260412806,1.994366747,1.678019124,1.7314999,2.041106234,2.115062711
0.461486556,2.137521021,1.879383742,1.466836875,1.528594537,1.990563744,1.56974523
4.618738259,2.514558297,2.144746799,2.028519202,2.022851654,2.152223925,2.050136544
1.52940083,2.478721002,2.143187947,2.036918673,1.977842717,2.175516961,2.068251459
2.017114374,2.564636233,2.202904457,2.150737136,2.057722013,2.209559512,2.1656481
5.256286361,2.895980331,2.486614378,2.76087016,2.477301315,2.41998554,2.401152377
5.488477973,3.134173406,2.856958553,3.258404067,2.87672146,2.62148035,2.676332994
3.744355072,3.203976507,2.953194344,3.389562702,2.999205693,2.743499463,2.757709172
0.24997725,2.815679715,2.572079921,2.621167833,2.460836351,2.51671443,2.571003727
1.384113675,2.807786362,2.527620464,2.414000036,2.305809566,2.535393663,2.239187866
0.121882313,2.423968303,2.103503335,1.854363615,1.826262869,2.224648991,2.025527698
0.999007672,2.348803079,2.054750664,1.749491283,1.765815872,2.229464736,1.838694076
0.613170219,2.261374038,1.942972962,1.536020413,1.575068262,2.188834298,1.475338886
0.197160307,2.049206185,1.719037327,1.244182095,1.324195343,2.027461456,0.905640653
0.566491381,1.996984793,1.685459057,1.172135907,1.247467226,1.996100132,0.915427247
0.233521463,1.81437225,1.518887847,1.019652998,1.080173121,1.879495418,0.769674173
0.13592064,1.638930152,1.362841645,0.870375877,0.933731315,1.714194933,0.585382115
0.918207772,1.713336879,1.370872208,0.992154736,1.013431274,1.728895127,0.707109258
2.604002107,1.942324283,1.5436597,1.360166413,1.300029764,1.799412246,1.086660689
1.046287227,1.94195556,1.567826505,1.410464419,1.327435054,1.807599619,1.145773169
2.715692163,2.177299371,1.77804109,1.752237867,1.587632803,1.90615486,1.280111011
0.870879132,2.183485659,1.732706842,1.64666663,1.548384975,1.930122429,1.320421713
1.569039557,2.288355927,1.793266798,1.767415731,1.652895467,1.968928915,1.439225841
1.615596801,2.446367141,1.840527701,1.880264206,1.720057439,1.982401202,1.525857092
1.769108436,2.510058144,1.892058907,1.965450923,1.812390969,2.035862002,1.603074366
3.157135602,2.739859486,2.066805659,2.281548817,2.06327769,2.150363878,1.79008998
2.577783766,2.875764709,2.200308424,2.414579358,2.164045896,2.233501613,1.88570627
0.341542048,2.581928606,2.019853569,1.968003616,1.822410763,2.164451639,1.8190509
0.41410692,2.412230513,1.877658575,1.636469021,1.57737904,2.08388789,1.346643191
0.265534087,2.085378044,1.704171663,1.343531258,1.367425563,1.980863654,0.973216076
0.688892958,2.020685323,1.688770572,1.270616051,1.294615674,1.981303238,1.00088551
4.911974488,2.383961323,1.987680762,1.924993586,1.825767059,2.197291321,1.690816024
1.914402814,2.470547863,2.040852894,2.019059128,1.909626677,2.242890669,1.79180905
1.72107234,2.426539035,2.123159316,2.100251643,1.944257675,2.299259124,1.855617981
2.414979185,2.519811071,2.236137363,2.307438254,2.106510183,2.32236463,1.949252422
0.551611171,2.342149442,2.104979576,1.928583852,1.868223023,2.26708066,1.891277824
1.033565388,2.249006506,2.063768846,1.852828612,1.796136441,2.251051376,1.721757736
0.082683618,1.993053615,1.772004771,1.46991493,1.444312088,1.860069146,1.609191906
1.46149259,2.077197832,1.82822898,1.598039483,1.515938188,1.912359053,1.657903792
