Parameter,miu,be,sig,a,p,q,LogL,AIC,BIC
Estimate,0.680268483,0.958876003,0.108583262,0.557800643,2.999566889,23.91137312,-9999.705035,20011.41007,20052.30763
Estimate,0.55620012,0.937075586,0.140030729,0.518650262,3.028384656,23.91335814,-9973.348649,19958.6973,19999.59486
Estimate,0.67526923,0.954891782,0.119562395,0.499360667,3.393276952,23.91237455,-9987.633266,19987.26653,20028.16409
Estimate,0.515179667,0.961835695,0.098712957,0.498236317,3.205471708,23.90112223,-10000.43349,20012.86698,20053.76454
Estimate,0.621363939,0.959910811,0.148800554,0.500038717,3.000052638,23.94961321,-10012.70103,20037.40206,20078.29962
Estimate,0.497051034,0.875478966,0.223922356,0.565106917,3.061140378,23.83699256,-9961.289084,19934.57817,19975.47573
Estimate,0.548977089,0.952139135,0.109837587,0.570202128,3.069725876,23.89714991,-10013.16345,20038.3269,20079.22446
Estimate,0.692723084,0.951450561,0.111971902,0.517759961,2.992115972,23.89685219,-10009.50785,20031.01569,20071.91325
Estimate,0.589006924,0.960020267,0.22186614,0.566036145,2.999511552,24.20799155,-10011.44923,20034.89845,20075.79602
Estimate,0.655193449,0.951786101,0.164673091,0.505851633,3.050034531,23.91246975,-9997.147532,20006.29506,20047.19263
Estimate,0.643007598,0.959954727,0.133241378,0.557338822,2.999928394,23.97538601,-9980.374356,19972.74871,20013.64627
Estimate,0.671605899,0.959985844,0.100013223,0.557450117,3.058493158,23.89957939,-10011.53834,20035.07669,20075.97425
Estimate,0.551531889,0.960002222,0.137897524,0.499955569,3.127656548,24.08970297,-9988.148505,19988.29701,20029.19457
Estimate,0.641059953,0.960598411,0.107690082,0.540020199,3.027710929,23.89872593,-9989.626506,19991.25301,20032.15057
Estimate,0.678219789,0.959986024,0.101009388,0.52112524,3.014496539,23.89982083,-10010.06662,20032.13323,20073.03079
Estimate,0.566625298,0.960000681,0.099997713,0.562651168,2.999936045,23.89942882,-9997.80995,20007.6199,20048.51746
Estimate,0.650032323,0.960268361,0.117665135,0.51116003,3.001061728,23.91344968,-9998.356047,20008.71209,20049.60966
Estimate,0.695489675,0.955662477,0.128539221,0.499317509,3.001444355,23.90016296,-10013.18137,20038.36274,20079.2603
Estimate,0.697958092,0.953912545,0.136954488,0.547330814,3.004092288,23.91824853,-9987.348063,19986.69613,20027.59369
Estimate,0.65302057,0.959301215,0.143936818,0.502972526,3.000397908,23.89982674,-10012.18489,20036.36978,20077.26734
Estimate,0.430005956,0.926170627,0.134540651,0.565942486,2.961313266,24.4143083,-9980.350848,19972.7017,20013.59926
Estimate,0.654145541,0.95960163,0.132886646,0.576297198,3.001161766,23.90012679,-9994.210992,20000.42198,20041.31954
Estimate,0.812564595,0.963844204,0.15737998,0.512082256,3.234307522,23.87703101,-10005.08316,20022.16633,20063.06389
Estimate,0.557219615,0.950459685,0.157151846,0.557063841,3.031630894,23.87530645,-9969.97619,19951.95238,19992.84994
Estimate,0.649230267,0.922365518,0.157146138,0.561904991,2.952059119,25.03354123,-9983.237929,19978.47586,20019.37342
Estimate,0.588762546,0.944701222,0.139952431,0.515371963,2.997147243,23.94348183,-9985.89416,19983.78832,20024.68588
Estimate,0.620927438,0.950731372,0.201397573,0.54983478,3.001680475,23.99569708,-9986.873321,19985.74664,20026.6442
Estimate,0.625120823,0.943294442,0.154998257,0.510477275,3.190538468,23.93631939,-9972.949744,19957.89949,19998.79705
Estimate,0.523550236,0.953691469,0.169930982,0.539127608,3.138794524,23.85571855,-9966.499349,19944.9987,19985.89626
Estimate,0.680448736,0.960122237,0.101336047,0.558064209,3.000114833,23.93271056,-10008.20534,20028.41067,20069.30823
Estimate,0.569181353,0.958176384,0.126969237,0.542885207,3.041343103,23.89758068,-9978.683424,19969.36685,20010.26441
Estimate,0.668170092,0.9600009,0.111617308,0.550140638,2.999916039,23.89925035,-9996.928503,20005.85701,20046.75457
Estimate,0.594080955,0.959829707,0.148527928,0.501382816,3.000372432,23.94871799,-10010.30937,20032.61874,20073.51631
Estimate,0.591690607,0.958023224,0.127061742,0.522094972,3.036259279,23.91339409,-9980.728813,19973.45763,20014.35519
Estimate,0.625196011,0.960695313,0.133817591,0.552251441,3.008755569,23.90557556,-9986.857278,19985.71456,20026.61212
Estimate,0.527960049,0.967604427,0.108390064,0.498643098,3.004409705,23.89505436,-10011.48218,20034.96437,20075.86193
Estimate,0.594716599,0.959878947,0.209512136,0.544053034,2.9996081,23.96236627,-10007.33071,20026.66143,20067.55899
Estimate,0.444529693,0.96079288,0.101209271,0.50029789,3.095057615,23.89762301,-10008.88682,20029.77364,20070.6712
Estimate,0.658584194,0.963170598,0.148253626,0.52381075,3.011548589,23.88855215,-9990.388584,19992.77717,20033.67473
Estimate,0.520805845,0.968189796,0.145998693,0.546716765,3.109073044,24.00717969,-9986.945562,19985.89112,20026.78869
Estimate,0.709540452,0.961380246,0.211920451,0.546955372,3.034754473,23.92926939,-10008.64539,20029.29078,20070.18834
Estimate,0.573125047,0.943159194,0.15959085,0.547385308,3.024536554,23.90895199,-9966.018649,19944.0373,19984.93486
Estimate,0.72788149,0.960580063,0.161858349,0.535328586,2.999818658,23.90026922,-9987.336834,19986.67367,20027.57123
Estimate,0.642921018,0.959864601,0.165196109,0.519557999,2.999912731,23.89945843,-9998.766798,20009.5336,20050.43116
Estimate,0.636837029,0.950964969,0.141256628,0.54051859,2.99165919,23.90526505,-9972.797113,19957.59423,19998.49179
Estimate,0.940414266,0.964383177,0.167300282,0.555033831,2.996193423,23.89911198,-10008.62439,20029.24877,20070.14634
Estimate,0.752605284,0.960001153,0.200530435,0.570809108,3.004441697,23.95658351,-10002.10804,20016.21608,20057.11364
Estimate,0.614357136,0.903686052,0.200637112,0.520592137,2.965166785,23.89162312,-9986.375898,19984.7518,20025.64936
Estimate,0.629341732,0.931013217,0.183639775,0.535079734,2.976788658,23.96854328,-9977.223437,19966.44687,20007.34443
Estimate,0.606569354,0.90605792,0.285601439,0.579732925,2.875712184,23.75443934,-9994.452477,20000.90495,20041.80252
Estimate,0.663017317,0.959247815,0.127284051,0.499524807,3.208389153,23.89941126,-9997.008719,20006.01744,20046.915
Estimate,0.679374898,0.960056738,0.13694046,0.526376031,3.007570843,23.89885472,-9989.513978,19991.02796,20031.92552
Estimate,0.692773268,0.951897431,0.123286899,0.54768353,2.975017668,23.91474781,-9990.571044,19993.14209,20034.03965
Estimate,0.693757361,0.958474335,0.100959142,0.537358106,3.028131217,23.89954523,-10008.61041,20029.22082,20070.11838
Estimate,0.587455923,0.959921342,0.147882936,0.499975797,3.028545484,23.89899156,-10008.13878,20028.27756,20069.17512
Estimate,0.568342074,0.975052579,0.126715639,0.522242223,3.475207791,23.86573347,-10002.57073,20017.14146,20058.03902
Estimate,0.188274589,0.959165867,0.159023522,0.597062525,3.009894272,23.89799647,-10014.36843,20040.73686,20081.63442
Estimate,0.695328963,0.966239226,0.099848065,0.502652701,3.135163288,23.89796999,-10007.35554,20026.71108,20067.60865
Estimate,0.666540101,0.959948107,0.099997339,0.559709297,2.999925487,23.89933471,-10011.37393,20034.74786,20075.64542
Estimate,0.652062529,0.945522666,0.125972375,0.532704684,3.081201191,23.97937765,-9983.108991,19978.21798,20019.11554
Estimate,0.534235022,0.941774459,0.17382468,0.511006099,3.140078219,23.98477587,-9974.187705,19960.37541,20001.27297
Estimate,0.618093258,0.958558502,0.15314845,0.557347332,3.001049022,23.94407338,-9982.804855,19977.60971,20018.50727
Estimate,0.655667559,0.960159332,0.099913702,0.542792258,3.039593851,23.96715056,-10000.24319,20012.48637,20053.38394
Estimate,0.663298266,0.960341814,0.129990502,0.50351335,2.999681034,23.93899547,-10008.0099,20028.01979,20068.91736
Estimate,0.644740823,0.957128157,0.137558597,0.59193546,3.004199726,23.90625734,-9999.935021,20011.87004,20052.7676
Estimate,0.665671969,0.945912016,0.152087546,0.540049963,2.998158236,23.90353613,-9979.974758,19971.94952,20012.84708
Estimate,0.682060992,0.959913553,0.104774004,0.500019562,3.015662917,23.90026395,-10014.36043,20040.72086,20081.61842
Estimate,0.626765994,0.959831679,0.100028138,0.563645588,2.999803541,23.89882866,-10010.50952,20033.01903,20073.91659
Estimate,0.62603078,0.960379727,0.127539109,0.556576895,2.999413912,23.92594268,-9986.683537,19985.36707,20026.26464
Estimate,0.633757958,0.960000551,0.115899107,0.499988984,2.999948591,23.89954099,-10008.6313,20029.26261,20070.16017
Estimate,0.514037146,0.959849482,0.102001219,0.564341188,3.091544266,23.98719829,-10005.54122,20023.08244,20063.98
Estimate,0.654512318,0.961573506,0.105420337,0.53638952,2.998142446,23.89354993,-9997.906562,20007.81312,20048.71069
Estimate,0.68423427,0.962673909,0.149367321,0.53872774,3.119884461,23.88490726,-9983.229982,19978.45996,20019.35752
Estimate,0.529223204,0.959922628,0.104652355,0.562707875,3.102910118,23.89897524,-10000.44929,20012.89859,20053.79615
Estimate,0.636682326,0.943137354,0.181732821,0.562885798,2.989285204,23.90318173,-9973.022645,19958.04529,19998.94285
Estimate,0.598198746,0.960068639,0.107043755,0.543011088,3.033791759,23.89977054,-9990.901116,19993.80223,20034.69979
Estimate,0.640653174,0.930042842,0.138694512,0.527600348,3.008572666,23.89424194,-9988.691682,19989.38336,20030.28093
Estimate,0.332225265,0.925464878,0.197850147,0.55545698,2.919164901,23.80577701,-9972.706855,19957.41371,19998.31127
Estimate,0.698585932,0.959913767,0.150803448,0.586717962,2.999876178,23.95503288,-10000.68447,20013.36894,20054.2665
Estimate,0.537866488,0.932678051,0.157672681,0.517031198,3.234573172,24.16771182,-9962.253019,19936.50604,19977.4036
Estimate,0.79690191,0.958792087,0.150425184,0.509422862,3.002772666,23.89229717,-10015.16189,20042.32378,20083.22134
Estimate,0.652299541,0.961344083,0.157262028,0.546820558,3.118392931,23.97920435,-9979.454498,19970.909,20011.80656
Estimate,0.695129928,0.944553069,0.127373756,0.550201488,3.016641878,23.90364619,-9991.672789,19995.34558,20036.24314
Estimate,0.677678133,0.960489837,0.154937242,0.570641933,3.000720325,23.89065099,-9985.39108,19982.78216,20023.67972
Estimate,0.623163455,0.959811757,0.160368598,0.544105772,3.025476802,23.89962389,-9978.71399,19969.42798,20010.32554
Estimate,0.718447932,0.949457853,0.153372237,0.500991957,3.094870144,23.89882616,-9996.907511,20005.81502,20046.71258
Estimate,0.613961262,0.965947036,0.141000861,0.541264662,3.032469684,23.92593687,-9984.406228,19980.81246,20021.71002
Estimate,0.642480893,0.959895342,0.126088255,0.539874354,3.00009945,23.89965915,-9979.475237,19970.95047,20011.84804
Estimate,0.634515765,0.954005328,0.131692378,0.536132294,3.001293808,23.92431532,-9980.043148,19972.0863,20012.98386
Estimate,0.645564339,0.959704847,0.16640576,0.529643328,3.000187286,23.89900142,-9990.273885,19992.54777,20033.44533
Estimate,0.651267611,0.956018182,0.123611791,0.546197255,3.002876993,23.9056633,-9985.805817,19983.61163,20024.5092
Estimate,0.565049711,0.935605935,0.15760987,0.555365208,3.085933155,23.97118539,-9963.98941,19939.97882,19980.87638
Estimate,0.632815614,0.960607863,0.131666257,0.558038037,3.011370042,23.90046018,-9984.670522,19981.34104,20022.23861
Estimate,0.746288948,0.959423061,0.180748626,0.53751402,3.224924806,23.95253545,-9998.168321,20008.33664,20049.2342
Estimate,0.651233774,0.93734898,0.147304655,0.539171416,3.028587013,23.90582627,-9976.183165,19964.36633,20005.26389
Estimate,0.645992825,0.959512839,0.139979383,0.507812506,3.014246227,23.90052014,-10000.13935,20012.2787,20053.17626
Estimate,0.68697512,0.959950466,0.09999746,0.531600022,2.999928875,23.90038344,-10006.83999,20025.67998,20066.57754
Estimate,0.647679966,0.879748368,0.26125176,0.549549307,3.133709968,23.97770845,-9979.659882,19971.31976,20012.21733
Estimate,0.647164725,0.959959554,0.139567126,0.535306729,2.999922114,23.90526299,-9979.657243,19971.31449,20012.21205
Estimate,0.45406545,0.964141084,0.130446462,0.526250722,3.055046767,24.13332447,-9986.49306,19984.98612,20025.88368
Estimate,0.694062321,0.964061081,0.109876067,0.530248258,3.099678594,23.89867002,-9999.071237,20010.14247,20051.04004
Estimate,0.605218207,0.949762535,0.14242836,0.55103325,3.001446466,23.90592624,-9973.039325,19958.07865,19998.97621
Estimate,0.668437168,0.930711493,0.164274501,0.560653437,2.98284658,23.93401106,-9977.865186,19967.73037,20008.62793
Estimate,0.655424209,0.917080621,0.180082519,0.525066768,3.069812226,23.94552037,-9973.619706,19959.23941,20000.13697
Estimate,0.583090102,0.952320623,0.15872299,0.547299507,2.997924993,23.90259853,-9968.504443,19949.00889,19989.90645
Estimate,0.591121901,0.95996789,0.114655254,0.559510609,3.000751655,23.89961513,-9993.444467,19998.88893,20039.7865
Estimate,0.715746946,0.938076121,0.179082931,0.515417037,3.075130059,23.94162927,-9993.115139,19998.23028,20039.12784
Estimate,0.729705296,0.976392565,0.144072179,0.518200891,2.988636287,23.916983,-10012.17777,20036.35555,20077.25311
Estimate,0.726099105,0.938527969,0.179455171,0.517064766,3.153464673,23.87242723,-9984.054641,19980.10928,20021.00684
Estimate,0.506578931,0.908309146,0.174849894,0.531937095,3.119292861,23.94784909,-9963.629708,19939.25942,19980.15698
Estimate,0.635760518,0.9632079,0.137919299,0.50684613,2.99389162,23.89337397,-10003.41459,20018.82918,20059.72674
Estimate,0.462669764,0.931905779,0.20177464,0.531308304,3.001886902,23.90784273,-9973.42374,19958.84748,19999.74504
Estimate,0.645835999,0.958906755,0.129659832,0.513134728,3.031683585,23.90358811,-9987.92181,19987.84362,20028.74118
Estimate,0.550915739,0.944448168,0.164005888,0.583979235,3.00360785,23.9039963,-9976.333763,19964.66753,20005.56509
Estimate,0.626431407,0.961191461,0.134177436,0.501268565,2.997234592,23.89947612,-10008.95481,20029.90962,20070.80718
Estimate,0.64361687,0.960074863,0.149783273,0.567269604,2.99999228,23.89889022,-9983.364634,19978.72927,20019.62683
Estimate,0.678155601,0.958634342,0.129867287,0.500909844,2.998975897,23.90017839,-10011.69157,20035.38315,20076.28071
Estimate,0.669240462,0.960758646,0.131361943,0.565464935,3.001461405,23.97490004,-9991.07802,19994.15604,20035.0536
Estimate,0.672784985,0.959976999,0.140865444,0.499547938,3.016329875,23.89910746,-10014.66271,20041.32541,20082.22298
Estimate,0.611314147,0.961987896,0.12485636,0.502416049,3.000586045,23.90016671,-10002.40334,20016.80668,20057.70424
Estimate,0.599372565,0.916078942,0.175641268,0.547405326,2.997911206,23.88266521,-9966.551346,19945.10269,19986.00025
Estimate,0.653150413,0.960487701,0.127392921,0.547097522,3.107452482,23.89954005,-9980.478808,19972.95762,20013.85518
Estimate,0.54629538,0.959987868,0.100004839,0.54988552,3.001848415,23.99255548,-9992.142367,19996.28473,20037.18229
Estimate,0.622495551,0.946246799,0.152318232,0.551119583,2.979229923,23.8977552,-9966.766083,19945.53217,19986.42973
Estimate,0.501768758,0.965693721,0.114956875,0.525007745,3.260483273,23.89131516,-9989.141071,19990.28214,20031.1797
Estimate,0.60312281,0.965415723,0.116257949,0.558069581,2.973644076,23.90140596,-9993.7927,19999.5854,20040.48296
Estimate,0.599634704,0.912971197,0.179434138,0.561251518,3.017475717,23.91279015,-9965.548904,19943.09781,19983.99537
Estimate,0.570422434,0.959944878,0.099997173,0.523295894,3.018609118,23.89929331,-9993.960891,19999.92178,20040.81934
Estimate,0.58136619,0.959908594,0.202842212,0.576479902,2.99986875,23.9076025,-9999.459601,20010.9192,20051.81676
Estimate,0.658515152,0.959940937,0.100007276,0.534850082,2.999928684,23.89947276,-10001.48734,20014.97467,20055.87223
Estimate,0.62542757,0.962776383,0.141911789,0.500073979,3.000374051,23.89938976,-10010.06278,20032.12557,20073.02313
Estimate,0.597848775,0.960000895,0.149253064,0.499982094,3.049658125,23.93828004,-10000.47774,20012.95547,20053.85303
Estimate,0.640291694,0.959925204,0.139968212,0.534067603,3.043191534,23.90135201,-9983.686161,19979.37232,20020.26988
Estimate,0.67464537,0.946674109,0.150508609,0.514337182,3.052645531,23.89281081,-9986.196483,19984.39297,20025.29053
Estimate,0.651622468,0.95693285,0.097634432,0.531950956,3.012533973,23.90668903,-10005.70001,20023.40002,20064.29758
Estimate,0.673999683,0.959982467,0.140542607,0.500155999,3.03061347,23.89992445,-10011.23784,20034.47569,20075.37325
Estimate,0.685006633,0.97298792,0.104953648,0.542864495,3.002373107,23.89492781,-9996.869278,20005.73856,20046.63612
Estimate,0.510419726,0.954087755,0.163928151,0.56512799,2.957747737,23.88586348,-9971.662182,19955.32436,19996.22193
Estimate,0.668082698,0.960007939,0.126466229,0.546203413,3.009646435,23.92670552,-9987.263484,19986.52697,20027.42453
Estimate,0.67337307,0.94832471,0.143698424,0.525051832,3.055352769,23.88755905,-9981.806428,19975.61286,20016.51042
Estimate,0.616948885,0.959711892,0.099981568,0.499917655,3.007796138,23.8966205,-10013.85112,20039.70224,20080.59981
Estimate,0.656680318,0.960002534,0.099991554,0.49995006,3.222335874,24.11781432,-10001.59609,20015.19218,20056.08974
Estimate,0.653799126,0.95785033,0.127611118,0.560041476,2.997279601,23.94208659,-9984.676207,19981.35241,20022.24997
Estimate,0.76490524,0.960000896,0.134008498,0.53479444,2.999916343,23.89925306,-9991.594749,19995.1895,20036.08706
Estimate,0.504131645,0.963832835,0.167041543,0.518342779,3.080704269,23.99008807,-9991.430653,19994.86131,20035.75887
Estimate,0.638669505,0.959215,0.133123561,0.520073396,2.992649449,23.96600549,-9988.02432,19988.04864,20028.9462
Estimate,0.631350022,0.953841714,0.136412963,0.592097531,2.995356139,23.90002715,-10003.62289,20019.24578,20060.14334
Estimate,0.617227446,0.960011945,0.099972288,0.559913458,2.999938213,23.89993823,-10008.96932,20029.93863,20070.83619
Estimate,0.718252134,0.960001616,0.150176149,0.571824428,2.999929307,23.91556735,-9993.633538,19999.26708,20040.16464
Estimate,0.67629594,0.959292481,0.16923206,0.574169627,2.999991155,23.89942848,-9992.342074,19996.68415,20037.58171
Estimate,0.621346536,0.955815118,0.100640769,0.542467982,3.025835683,23.95489936,-9998.602749,20009.2055,20050.10306
Estimate,0.625443661,0.961278064,0.161866615,0.51683515,3.089791291,23.89618756,-9990.058518,19992.11704,20033.0146
Estimate,0.65175934,0.960003556,0.099985327,0.499910864,3.249675559,24.14548461,-10003.63541,20019.27081,20060.16837
Estimate,0.608360801,0.954553114,0.136210674,0.570552864,3.00244894,23.97160075,-9984.463414,19980.92683,20021.82439
Estimate,0.654150231,0.958296339,0.127868489,0.515498662,3.06685607,23.88495752,-9987.410608,19986.82122,20027.71878
Estimate,0.594443368,0.962720142,0.099014805,0.507631051,2.990841701,23.92324022,-10011.93361,20035.86722,20076.76478
Estimate,0.72457589,0.960000748,0.117483304,0.531366036,2.999930221,23.89937697,-10000.45086,20012.90172,20053.79928
Estimate,0.525188496,0.894891973,0.222432395,0.508488681,3.15047538,23.96615075,-9983.852715,19979.70543,20020.60299
Estimate,0.586162333,0.960547097,0.097652675,0.522999826,3.074567138,23.90198173,-9994.465316,20000.93063,20041.82819
Estimate,0.673959301,0.95908868,0.099640723,0.523994445,3.041494397,23.89943,-10008.55428,20029.10857,20070.00613
Estimate,0.762291835,0.958760111,0.14310269,0.550974661,3.07876788,23.89871892,-9996.912336,20005.82467,20046.72223
Estimate,0.666393746,0.958615854,0.133917972,0.498082885,3.001461774,23.89786841,-10011.74163,20035.48326,20076.38082
Estimate,0.57700667,0.960000981,0.099996731,0.547942015,3.067840542,23.90074689,-9998.348155,20008.69631,20049.59387
Estimate,0.61878304,0.962077774,0.101108541,0.541631643,2.998616045,23.9011738,-9993.007711,19998.01542,20038.91298
Estimate,0.650691693,0.962628547,0.127243396,0.506033012,3.005739231,23.90936966,-9996.57974,20005.15948,20046.05704
Estimate,0.653452044,0.960907697,0.112761352,0.502235007,3.008656145,23.90803638,-10008.14886,20028.29772,20069.19528
Estimate,0.636821432,0.950304285,0.122122369,0.543832551,3.000925661,23.8914211,-9984.075394,19980.15079,20021.04835
Estimate,0.670410415,0.954234687,0.140755555,0.5616124,3.015101641,23.92977744,-9982.658271,19977.31654,20018.2141
Estimate,0.562754271,0.960524162,0.173801593,0.551136408,2.994173331,23.91075766,-9986.845031,19985.69006,20026.58762
Estimate,0.637536156,0.960538536,0.138665236,0.553880965,3.012451279,23.90055377,-9982.769272,19977.53854,20018.4361
Estimate,0.626116652,0.957095723,0.135214687,0.498157357,3.031740559,23.90160086,-10002.46,20016.92001,20057.81757
Estimate,0.702614338,0.954255395,0.12489126,0.529820183,3.046595271,23.91744609,-9991.192392,19994.38478,20035.28235
Estimate,0.628722908,0.956079166,0.143334833,0.542991855,2.985308326,23.89227846,-9977.268869,19966.53774,20007.4353
Estimate,0.65986678,0.960104285,0.1501016,0.499935371,3.084620285,23.91581862,-10003.60541,20019.21082,20060.10838
Estimate,0.549821813,0.955508003,0.097868599,0.529636937,2.994786698,23.98118745,-9997.104981,20006.20996,20047.10752
Estimate,0.675989441,0.931122443,0.181983564,0.55378728,3.010689718,23.87477303,-9980.725901,19973.4518,20014.34936
Estimate,0.634721357,0.962660857,0.116361129,0.524931349,2.971750226,23.93238909,-9997.33206,20006.66412,20047.56168
Estimate,0.486145437,0.859550326,0.274800108,0.568236563,2.993546803,23.89210407,-9963.837295,19939.67459,19980.57215
Estimate,0.456887532,0.907370952,0.228870546,0.540059146,2.968369863,23.9253315,-9971.268982,19954.53796,19995.43553
Estimate,0.596959952,0.937481155,0.172556916,0.545643592,3.084866374,23.87845371,-9965.649041,19943.29808,19984.19564
Estimate,0.628961081,0.959993307,0.103062066,0.532002649,3.030002515,23.92156614,-9991.320801,19994.6416,20035.53916
Estimate,0.420498327,0.927297643,0.123669978,0.544345638,3.199649125,24.0081839,-9998.665512,20009.33102,20050.22859
Estimate,0.569159992,0.964646758,0.156252954,0.561191323,3.01195685,23.89884994,-9988.937937,19989.87587,20030.77343
Estimate,0.634962353,0.966134539,0.121401324,0.54970705,2.996986501,23.89749002,-9987.074013,19986.14803,20027.04559
Estimate,0.629317014,0.960059416,0.105888798,0.569497429,3.000215116,23.90727277,-10010.28771,20032.57543,20073.47299
Estimate,0.593500282,0.95277083,0.11815254,0.550812192,3.010872158,23.94347975,-9983.894245,19979.78849,20020.68605
Estimate,0.700131122,0.959411719,0.141204791,0.501018851,3.031140429,23.8994806,-10006.36956,20024.73911,20065.63667
Estimate,0.589955469,0.960221993,0.150456904,0.502227599,3.029993543,23.91275544,-10003.7669,20019.5338,20060.43136
Estimate,0.681400419,0.959458752,0.128386622,0.542988497,3.053009096,23.90894784,-9978.820164,19969.64033,20010.53789
Estimate,0.638819169,0.959952266,0.182819556,0.560576457,3.051262086,23.89938803,-9987.330086,19986.66017,20027.55773
Estimate,0.479561709,0.959509338,0.125952425,0.555393332,3.013540935,24.06000207,-9986.454003,19984.90801,20025.80557
Estimate,0.613598761,0.959919828,0.185981321,0.499954376,3.148604589,23.94747732,-10011.51095,20035.02191,20075.91947
Estimate,0.559635574,0.960001363,0.099995456,0.561844775,2.99987278,23.89886411,-9998.813887,20009.62777,20050.52534
Estimate,0.680912639,0.961650396,0.155364018,0.529820494,2.996902463,23.90121418,-9998.311894,20008.62379,20049.52135
Estimate,0.632731278,0.971617127,0.114555027,0.555166979,3.034683927,23.88823291,-9999.622461,20011.24492,20052.14248
Estimate,0.663051837,0.955013797,0.12512306,0.52883926,3.031230713,23.91044023,-9980.731613,19973.46323,20014.36079
Estimate,0.672635518,0.959732502,0.171818058,0.587922585,3.111569462,23.89913218,-10007.75975,20027.5195,20068.41706
Estimate,0.62816009,0.959974415,0.099997325,0.531751786,2.999963077,23.89967501,-9997.917014,20007.83403,20048.73159
Estimate,0.572889227,0.958630086,0.177111296,0.49549647,4.001315615,24.04688043,-9995.932216,20003.86443,20044.76199
Estimate,0.500862615,0.944910645,0.116691319,0.490600953,3.172609747,24.13861487,-9997.379574,20006.75915,20047.65671
Estimate,0.630661307,0.959971364,0.150396715,0.510459895,3.008092968,23.89963288,-9996.677682,20005.35536,20046.25292
Estimate,0.58283184,0.969300321,0.091716098,0.523177488,3.004388019,24.12024281,-10003.94184,20019.88367,20060.78123
Estimate,0.612526746,0.960755658,0.147418945,0.558529252,3.001400784,23.90085548,-9985.576566,19983.15313,20024.05069
Estimate,0.535000364,0.959357086,0.10267849,0.568503095,3.012213304,23.89537621,-10001.83615,20015.6723,20056.56986
Estimate,0.666658154,0.962343563,0.101563557,0.51795314,3.000805304,23.90953432,-10004.35313,20020.70627,20061.60383
Estimate,0.386837268,0.950580695,0.167312955,0.521081044,3.389207179,23.89342466,-9969.561298,19951.1226,19992.02016
Estimate,0.621286463,0.947110524,0.13350227,0.542271527,2.971670271,23.95281489,-9978.671294,19969.34259,20010.24015
Estimate,0.565712254,0.959893971,0.099994563,0.499967376,2.999847753,23.89864065,-10013.24958,20038.49917,20079.39673
Estimate,0.634756209,0.95667601,0.128614773,0.526606767,2.997828558,23.89454036,-9980.314908,19972.62982,20013.52738
Estimate,0.65882987,0.960389243,0.125416773,0.49848606,3.000091833,23.89857136,-10010.25879,20032.51757,20073.41514
Estimate,0.64613834,0.960000666,0.123825669,0.551441852,2.999937831,23.89954182,-9987.870459,19987.74092,20028.63848
Estimate,0.371023288,0.930763457,0.162820943,0.575283961,2.964680852,23.87520711,-9970.484844,19952.96969,19993.86725
Estimate,0.734283299,0.960000855,0.136425709,0.508252348,2.999920218,23.91111078,-10002.47272,20016.94544,20057.843
Estimate,0.658218989,0.960087982,0.132163706,0.552754405,3.000179281,23.89974495,-9985.968664,19983.93733,20024.83489
Estimate,0.612644201,0.96031875,0.1526378,0.533145148,2.998693111,23.89894306,-9982.980241,19977.96048,20018.85804
Estimate,0.786172667,0.95991499,0.172494246,0.544065888,3.39085817,23.89373597,-10004.04139,20020.08278,20060.98035
Estimate,0.498214615,0.959833609,0.103540193,0.575979782,3.022267905,23.89896993,-10013.9096,20039.8192,20080.71676
Estimate,0.639393925,0.96003901,0.095900743,0.521244871,3.027521125,23.92144298,-10006.62836,20025.25672,20066.15428
Estimate,0.576376011,0.891174997,0.190878654,0.582914508,2.975943756,23.9314709,-9976.652035,19965.30407,20006.20163
Estimate,0.68167306,0.969796809,0.134603037,0.509193005,2.99260803,23.89447826,-10011.24878,20034.49756,20075.39512
Estimate,0.653716946,0.959835993,0.101054297,0.545486482,2.997888637,23.89943915,-10002.20525,20016.41049,20057.30805
Estimate,0.71120014,0.934018695,0.19707952,0.585712132,3.000779885,23.96618998,-9986.681396,19985.36279,20026.26035
Estimate,0.626716134,0.946130801,0.172442477,0.55942687,3.036170197,23.8930207,-9975.934327,19963.86865,20004.76621
Estimate,0.655329065,0.956440376,0.100166346,0.528347149,3.010761196,23.89760339,-10002.6532,20017.30641,20058.20397
Estimate,0.620466649,0.956711952,0.189095704,0.577692969,2.999728555,23.9032693,-9988.37026,19988.74052,20029.63808
Estimate,0.491859253,0.960255432,0.128962021,0.563621986,3.208353546,23.97509813,-9997.584761,20007.16952,20048.06708
Estimate,0.573881948,0.967313489,0.170276972,0.542670775,3.033352513,23.89262168,-9993.69029,19999.38058,20040.27814
Estimate,0.668822203,0.959958573,0.129327293,0.526289958,3.029465175,23.89953808,-9982.776344,19977.55269,20018.45025
Estimate,0.651188807,0.9619618,0.108869682,0.541667593,2.998451989,23.91481232,-9988.313668,19988.62734,20029.5249
Estimate,0.513792737,0.925768758,0.190894062,0.545472234,3.013680955,23.97358173,-9961.134369,19934.26874,19975.1663
Estimate,0.705125504,0.96000066,0.148511482,0.551441612,3.015538532,23.9035103,-9987.45652,19986.91304,20027.8106
Estimate,0.636664195,0.908692476,0.216511851,0.525017618,2.963944531,23.99610773,-9990.414207,19992.82841,20033.72598
