"miu","be","sig","a","LogL","AIC","BIC"
0.521388278,0.747903806,0.402954532,0.893378123,-10057.1539,20122.30779,20149.57283
0.277143768,0.821767378,0.30224409,0.808667763,-10057.44621,20122.89242,20150.15746
0.619670506,0.928276973,0.21947679,0.798170772,-10057.47229,20122.94459,20150.20963
0.442016737,0.938695468,0.146088738,0.788018584,-10057.55403,20123.10806,20150.3731
0.483023179,0.90837271,0.262184823,0.925687366,-10057.58237,20123.16474,20150.42978
0.613717941,0.918021971,0.191838428,0.780225354,-10057.58656,20123.17312,20150.43816
0.398758648,0.856037666,0.337907016,0.805122418,-10057.63665,20123.2733,20150.53834
0.573175105,0.886956117,0.286203786,0.924826562,-10057.66675,20123.33349,20150.59853
0.666569894,0.929578074,0.209521911,0.887196824,-10057.91113,20123.82225,20151.08729
0.335392615,0.776332286,0.399472366,0.857692012,-10058.05331,20124.10661,20151.37165
0.610381151,0.939501371,0.184052804,0.877165043,-10058.23243,20124.46486,20151.7299
0.231675879,0.894476588,0.226016558,0.805214814,-10058.2328,20124.46561,20151.73065
0.263853773,0.899909466,0.193645354,0.799578803,-10058.24057,20124.48114,20151.74619
0.233547808,0.856538865,0.269282556,0.832079484,-10058.3159,20124.6318,20151.89684
0.475004965,0.900172624,0.251846534,0.953725993,-10058.33846,20124.67692,20151.94196
0.248172867,0.887616119,0.215118929,0.87270949,-10058.40345,20124.8069,20152.07194
0.609102898,0.900156127,0.237540943,0.800044108,-10058.41462,20124.82924,20152.09429
0.189976693,0.905004477,0.250393241,0.799223405,-10058.54626,20125.09251,20152.35755
0.413797207,0.898187282,0.299720571,0.812314585,-10058.59865,20125.1973,20152.46234
0.363430887,0.900006098,0.27579121,0.799925466,-10058.74644,20125.49289,20152.75793
0.634152378,0.902779064,0.225606263,0.807197044,-10058.79446,20125.58893,20152.85397
0.325313987,0.577910508,0.521557816,0.983468118,-10059.13291,20126.26583,20153.53087
0.636126653,0.897419829,0.242693384,0.798685352,-10059.14493,20126.28987,20153.55491
0.453470755,0.93314085,0.150300281,0.782200178,-10059.15673,20126.31347,20153.57851
0.66995995,0.888204864,0.299045854,0.872367808,-10059.22635,20126.45269,20153.71773
0.235327162,0.899910645,0.264698741,0.799908426,-10059.40478,20126.80956,20154.07461
0.413175094,0.948703775,0.170689196,0.785301679,-10059.44536,20126.89072,20154.15576
0.680061159,0.899928019,0.267652607,0.888229998,-10059.61584,20127.23168,20154.49672
0.64633713,0.846863513,0.309333615,0.90761472,-10059.85022,20127.70045,20154.96549
0.277214341,0.858007036,0.347012613,0.830166149,-10059.90418,20127.80835,20155.0734
0.668638193,0.894610399,0.25958524,0.849877565,-10059.99467,20127.98934,20155.25438
0.606689069,0.905206412,0.267370843,0.816499062,-10060.06537,20128.13074,20155.39578
0.305732857,0.900011068,0.297826093,0.799864722,-10060.1077,20128.21541,20155.48045
0.392360448,0.900005107,0.29556213,0.79993612,-10060.13831,20128.27663,20155.54167
0.661382685,0.943998038,0.219949419,0.824166006,-10060.15838,20128.31677,20155.58181
0.636891437,0.931118069,0.173394639,0.856275155,-10060.23833,20128.47666,20155.7417
0.558258499,0.903195129,0.179853273,0.867529266,-10060.26447,20128.52894,20155.79398
0.571350301,0.896191341,0.277084271,0.810653583,-10060.36699,20128.73398,20155.99902
0.266575514,0.903089032,0.280709349,0.796121147,-10060.37719,20128.75439,20156.01943
0.639812459,0.900944875,0.210201045,0.864267374,-10060.40652,20128.81304,20156.07808
0.614511208,0.923333427,0.176826689,0.801824977,-10060.43778,20128.87556,20156.1406
0.625789266,0.91901339,0.177936464,0.812673558,-10060.67517,20129.35033,20156.61537
0.566764385,0.95001995,0.202046934,0.790635337,-10060.69557,20129.39114,20156.65618
0.690341718,0.933188162,0.218046629,0.84408102,-10060.78252,20129.56505,20156.83009
0.449008057,0.965703919,0.12592482,0.79510749,-10061.09325,20130.1865,20157.45154
0.58663968,0.899981771,0.280871546,0.799887231,-10061.20517,20130.41034,20157.67538
0.502936693,0.852694334,0.255328067,0.77034508,-10061.44964,20130.89928,20158.16433
0.644840257,0.9006262,0.302744063,0.897526727,-10061.45948,20130.91897,20158.18401
0.633442179,0.883568196,0.22727521,0.815143883,-10061.47907,20130.95813,20158.22317
0.399004342,0.900562246,0.316590854,0.970096059,-10061.51118,20131.02235,20158.28739
0.661256498,0.897089069,0.281536426,0.840151825,-10061.69587,20131.39173,20158.65677
0.639325262,0.857339528,0.317319372,0.884136981,-10061.70351,20131.40702,20158.67206
0.525572351,0.918491285,0.211591154,0.74610232,-10061.72695,20131.4539,20158.71894
0.64652882,0.90000845,0.225239875,0.799915469,-10061.73599,20131.47197,20158.73702
0.635820624,0.895469335,0.302541323,0.931034552,-10061.74449,20131.48899,20158.75403
0.462718635,0.900628601,0.313356888,0.937970147,-10061.83956,20131.67911,20158.94415
0.646739164,0.932012714,0.220009075,0.859054922,-10061.85093,20131.70186,20158.9669
0.629563228,0.895794566,0.230006302,0.802624513,-10061.88523,20131.77045,20159.03549
0.635295321,0.878471126,0.302207842,0.834364787,-10061.89066,20131.78133,20159.04637
0.389269569,0.900149757,0.30512685,0.799776361,-10062.04657,20132.09314,20159.35818
0.619174062,0.936377231,0.195046234,0.770844366,-10062.05606,20132.11212,20159.37717
0.283259139,0.92154797,0.191345487,0.766918331,-10062.10776,20132.21552,20159.48056
0.404574526,0.884532942,0.293934078,0.783958435,-10062.11711,20132.23422,20159.49926
0.603334593,0.914395243,0.296812647,0.896227406,-10062.26599,20132.53198,20159.79702
0.529086253,0.94351942,0.223940683,0.781995281,-10062.40168,20132.80337,20160.06841
0.712830489,0.940272039,0.187453175,0.817179931,-10062.43584,20132.87169,20160.13673
0.623791816,0.87139491,0.268770778,0.804308248,-10062.49964,20132.99927,20160.26431
0.691162262,0.899905863,0.240838079,0.847221469,-10062.69747,20133.39493,20160.65997
0.497286593,0.900003427,0.317303028,0.864681137,-10062.77369,20133.54739,20160.81243
0.682611171,0.919849724,0.188386382,0.831898798,-10063.01984,20134.03968,20161.30472
0.653429393,0.903256755,0.202746116,0.852818948,-10063.10653,20134.21306,20161.4781
0.513039536,0.93815337,0.179226507,0.751260471,-10063.11198,20134.22396,20161.489
0.643150521,0.944040383,0.201406659,0.795405241,-10063.1349,20134.2698,20161.53484
0.414296196,0.888525394,0.299269682,0.793198054,-10063.1397,20134.27941,20161.54445
0.489899036,0.899207309,0.296566657,0.801608344,-10063.20162,20134.40324,20161.66828
0.458200646,0.87488374,0.314987644,0.794787062,-10063.38367,20134.76733,20162.03237
0.650258184,0.897365837,0.296624159,0.877661215,-10063.53082,20135.06164,20162.32668
0.664748558,0.917034448,0.235886805,0.890921034,-10063.54179,20135.08358,20162.34862
0.518237394,0.908919838,0.185834459,0.896590555,-10063.55686,20135.11371,20162.37875
0.631424335,0.926516522,0.221323068,0.780745819,-10063.57318,20135.14637,20162.41141
0.654265538,0.894928304,0.281675089,0.823756288,-10063.60282,20135.20563,20162.47067
0.566106914,0.900009157,0.294720931,0.799885177,-10063.72872,20135.45744,20162.72248
0.363743071,0.900003017,0.300233504,0.799936986,-10063.7446,20135.48919,20162.75423
0.707443164,0.927885896,0.219562187,0.803342688,-10063.74705,20135.4941,20162.75914
0.630332356,0.899963191,0.300533756,0.928001542,-10063.76501,20135.53002,20162.79506
0.558027484,0.83444001,0.363258562,0.865333384,-10063.79118,20135.58235,20162.84739
0.672861793,0.882758561,0.273787374,0.842226647,-10063.86204,20135.72409,20162.98913
0.721149327,0.942689338,0.201774547,0.808214839,-10064.06201,20136.12402,20163.38906
0.318407983,0.755624676,0.449943504,1.067164707,-10064.11037,20136.22075,20163.48579
0.598346202,0.905318653,0.317906342,0.883003622,-10064.28397,20136.56795,20163.83299
0.527671871,0.855561256,0.350062499,0.828117269,-10064.32027,20136.64053,20163.90557
0.514406566,0.92403531,0.174996451,0.892695149,-10064.33266,20136.66531,20163.93036
0.662551101,0.890083743,0.260433232,0.812187321,-10064.37336,20136.74672,20164.01176
0.521179356,0.888030927,0.282787052,0.780150244,-10064.52535,20137.05071,20164.31575
0.46034549,0.921375003,0.150083248,0.843175773,-10064.65826,20137.31653,20164.58157
0.627905225,0.901268511,0.194566859,0.798437793,-10064.68681,20137.37363,20164.63867
0.649881001,0.892686582,0.230587596,0.805953561,-10064.73556,20137.47113,20164.73617
0.597692541,0.878117549,0.255736612,0.783631826,-10064.81713,20137.63426,20164.8993
0.585399022,0.899526036,0.283155009,0.800016485,-10064.81868,20137.63736,20164.9024
0.424716997,0.900003532,0.329817522,0.875806662,-10064.85384,20137.70769,20164.97273
0.651708512,0.919588794,0.245748193,0.796707274,-10064.89367,20137.78733,20165.05237
0.306015412,0.947913469,0.159930669,0.758834044,-10064.92137,20137.84274,20165.10779
0.577868395,0.919077476,0.228139454,0.923600988,-10064.99398,20137.98796,20165.253
0.585921745,0.854448717,0.307835212,0.801888149,-10065.02289,20138.04578,20165.31082
0.587699652,0.858982966,0.273808607,0.80662607,-10065.0255,20138.05099,20165.31604
0.602899895,0.898734028,0.266891976,0.77908179,-10065.16226,20138.32453,20165.58957
0.326721882,0.916130607,0.179758895,0.764243742,-10065.37067,20138.74134,20166.00638
0.219698073,0.952723528,0.159838412,0.812869683,-10065.3858,20138.77161,20166.03665
0.596818291,0.878170487,0.24753397,0.775105108,-10065.59132,20139.18264,20166.44768
0.260451788,0.887377254,0.286392986,0.787596283,-10065.61128,20139.22256,20166.48761
0.593034922,0.900753199,0.233428716,0.76440858,-10066.24691,20140.49381,20167.75885
0.615939992,0.892961373,0.322497539,0.838836023,-10066.25323,20140.50646,20167.7715
0.66188888,0.93914386,0.210158368,0.783122644,-10066.33423,20140.66846,20167.9335
0.243751544,0.953297305,0.202074635,0.88554142,-10066.36557,20140.73114,20167.99618
0.141426185,0.884459896,0.257410305,0.822045639,-10066.39529,20140.79058,20168.05562
0.676704149,0.902944571,0.283369546,0.831286063,-10066.40205,20140.8041,20168.06914
0.558234763,0.921168746,0.244315194,0.77370597,-10066.42626,20140.85253,20168.11757
0.474466611,0.899903296,0.320927465,0.839340903,-10066.4637,20140.92741,20168.19245
0.415966549,0.900515642,0.29773435,0.797145963,-10066.4718,20140.94359,20168.20863
0.424668138,0.945229326,0.189114872,0.757476923,-10066.54727,20141.09454,20168.35958
0.63357999,0.956788556,0.194950636,0.794195734,-10066.96043,20141.92086,20169.1859
0.338581656,0.792611558,0.377759906,0.806981963,-10067.00095,20142.00191,20169.26695
0.724805992,0.904319038,0.276314512,0.864216615,-10067.0191,20142.03821,20169.30325
0.21489698,0.949424264,0.175142922,0.825026298,-10067.14193,20142.28386,20169.5489
0.33199888,0.900840876,0.172154682,0.800455575,-10067.32286,20142.64572,20169.91076
0.731257908,0.92802914,0.248394397,0.880790409,-10067.34035,20142.6807,20169.94574
0.596685281,0.958724285,0.134709745,0.785735536,-10067.3928,20142.78559,20170.05063
0.629876006,0.842080604,0.366729071,0.922804265,-10067.41466,20142.82933,20170.09437
0.497428533,0.914202163,0.244998214,0.750997507,-10067.41616,20142.83231,20170.09735
0.649261678,0.865104871,0.266427266,0.82559653,-10067.42704,20142.85407,20170.11911
0.503114636,0.931810696,0.146375378,0.780065992,-10067.4498,20142.8996,20170.16464
0.500548255,0.825027982,0.349047021,0.811154912,-10067.48023,20142.96046,20170.22551
0.60665846,0.851324257,0.315606022,0.823181081,-10067.73863,20143.47727,20170.74231
0.555052253,0.875779557,0.20311085,0.813187447,-10067.84548,20143.69095,20170.95599
0.577216625,0.785275911,0.360481343,0.871086996,-10067.85785,20143.71569,20170.98073
0.482202874,0.899849203,0.297555647,0.799107386,-10067.92282,20143.84563,20171.11067
0.480150746,0.900003377,0.349435491,0.920444212,-10067.92951,20143.85902,20171.12406
0.537170554,0.760660559,0.426205509,0.934095361,-10067.99504,20143.99007,20171.25512
0.618828583,0.900003627,0.252364965,0.946696904,-10068.0759,20144.15179,20171.41683
0.511717603,0.871987674,0.344965654,0.989188043,-10068.1009,20144.20181,20171.46685
0.630351304,0.899997092,0.322293064,0.921469051,-10068.24855,20144.49711,20171.76215
0.326588718,0.864998465,0.310534572,0.775169902,-10068.31974,20144.63947,20171.90451
0.57927346,0.899900854,0.332332646,0.909813197,-10068.45011,20144.90022,20172.16526
0.263757742,0.721310392,0.502637769,0.928167002,-10068.47515,20144.95031,20172.21535
0.209680521,0.948478433,0.172013017,0.816822767,-10068.53947,20145.07893,20172.34397
0.57463515,0.906817825,0.286710848,0.941448123,-10068.58097,20145.16194,20172.42698
0.560594142,0.948100823,0.15158092,0.749189769,-10068.61188,20145.22375,20172.48879
0.561493157,0.90000939,0.278885565,0.971054485,-10068.62297,20145.24594,20172.51098
0.571160324,0.962698843,0.139890886,0.780931116,-10068.62476,20145.24952,20172.51456
0.635790947,0.882588336,0.285841186,0.945850741,-10068.65534,20145.31069,20172.57573
0.676985268,0.948016928,0.179852087,0.846666818,-10068.66196,20145.32392,20172.58896
0.692439278,0.933519211,0.201238269,0.792035445,-10068.77111,20145.54222,20172.80726
0.710369057,0.914098362,0.266680152,0.898317344,-10068.77908,20145.55817,20172.82321
0.228452142,0.900118522,0.282034861,0.799898471,-10068.79628,20145.59255,20172.85759
0.374801229,0.896488493,0.323914603,0.818077529,-10068.93531,20145.87062,20173.13566
0.505824106,0.918777017,0.150993235,0.802329106,-10068.94641,20145.89282,20173.15786
0.646939725,0.939013652,0.158641493,0.815038874,-10069.01411,20146.02823,20173.29327
0.271891772,0.847372975,0.249769511,0.803166969,-10069.07341,20146.14683,20173.41187
0.439552709,0.822969977,0.261783072,0.782695919,-10069.10112,20146.20224,20173.46728
0.535728397,0.943067287,0.186184744,0.907820675,-10069.11331,20146.22662,20173.49166
0.709900023,0.941392227,0.18884796,0.780116362,-10069.30948,20146.61896,20173.884
0.291292588,0.9401853,0.147674479,0.810845917,-10069.37505,20146.7501,20174.01515
0.554925025,0.905713725,0.178435999,0.878957065,-10069.70363,20147.40726,20174.6723
0.557441763,0.899832697,0.333356433,0.914889601,-10069.93829,20147.87659,20175.14163
0.679130323,0.900006759,0.250037265,0.799917388,-10070.10892,20148.21783,20175.48287
0.560693379,0.899956356,0.231835612,0.959220215,-10070.29543,20148.59086,20175.8559
0.637499584,0.882795865,0.24724331,0.780566249,-10070.43439,20148.86878,20176.13382
0.57521329,0.809853105,0.333926322,0.987384776,-10070.47362,20148.94724,20176.21228
0.225702684,0.895760803,0.331288248,0.946781118,-10070.50702,20149.01404,20176.27908
0.684369213,0.887722565,0.32404088,0.870716855,-10070.5219,20149.0438,20176.30884
0.594004855,0.937459498,0.162678324,0.877869393,-10070.71251,20149.42501,20176.69005
0.421963994,0.898542055,0.342744607,0.873425925,-10070.80237,20149.60473,20176.86977
0.492997787,0.902591618,0.224013119,0.95257852,-10070.93274,20149.86548,20177.13052
0.443018786,0.900006732,0.308149516,0.799439717,-10071.08832,20150.17663,20177.44168
0.746201738,0.958117883,0.19046168,0.824715986,-10071.13937,20150.27875,20177.54379
0.669371958,0.900928795,0.279956331,0.82759637,-10071.15194,20150.30387,20177.56891
0.571085315,0.875203267,0.294815221,0.780666853,-10071.31538,20150.63076,20177.8958
0.675834141,0.900004968,0.248165063,0.799952478,-10071.47887,20150.95774,20178.22278
