x.use,Wei,GG,Burr,GB2,EGIG,TSCD
0.231557638,1.727993486,1.587164885,1.644434458,1.614802595,1.697059891,1.328514421
0.692982476,1.64854224,1.486549973,1.524479849,1.55572371,1.663629914,1.313782113
1.150293085,1.671665137,1.529934049,1.522247623,1.573502857,1.649117619,1.336280605
3.633516664,1.939536966,1.851964679,1.957887556,1.820485721,1.973835347,1.663893159
2.921357925,2.052792339,2.054432742,2.238487422,1.959566913,2.153438902,1.954660789
2.229129073,2.08689695,2.158038624,2.30791972,2.033327509,2.201054979,2.169313762
5.461755259,2.441136892,2.584861438,2.831961506,2.346439349,2.554701466,2.636896467
5.353297884,2.769847527,2.946218109,3.329968245,2.627656282,2.873423836,3.071593976
1.702122128,2.610842787,2.821348603,3.042203441,2.531030339,2.76698515,3.084484573
1.270482359,2.454914417,2.633753756,2.678968095,2.393499488,2.519528229,2.90361691
0.633720371,2.177576396,2.366200819,2.252437141,2.187434896,2.233536012,2.546660239
0.421805931,2.013604221,2.025607159,1.824137121,1.970371233,1.931542633,2.088743438
1.676485588,2.042918693,2.006000761,1.930805634,1.979082953,1.904984328,2.035688717
1.665828428,2.080070041,2.037107629,2.004369588,2.004594313,1.974488913,2.162596708
1.655251567,2.092624044,2.045817519,1.968358316,1.998350045,2.015881931,2.248770119
0.619239679,1.934614206,1.806804095,1.741024993,1.854119568,1.879089925,2.034694685
3.662695037,2.161966231,2.156280778,2.139444232,2.091415721,2.171368894,2.108136551
0.406321087,1.943929467,1.860634494,1.745938747,1.88402781,1.904253033,1.76579702
1.815450536,1.974508264,1.925507748,1.90773802,1.932476955,1.970468054,1.720096478
4.750219229,2.242562821,2.327244709,2.4086784,2.212500504,2.267392398,2.062425167
0.197769694,1.994492654,1.836390773,1.910313043,1.916534872,1.847252333,1.482194809
0.197613734,1.730808914,1.518865522,1.540708593,1.669351452,1.604852239,1.279074022
3.122210807,1.852707886,1.826037023,1.928126129,1.84639634,1.806250426,1.424651647
0.778100275,1.783418957,1.689550823,1.770285638,1.768840317,1.75704442,1.445070785
0.388438752,1.631398944,1.509915509,1.530280429,1.605116043,1.641967141,1.306373829
4.947722593,1.997757974,1.95546832,2.082216516,1.93907647,2.003175052,1.599404858
0.19014806,1.780108304,1.647406687,1.632907016,1.695123788,1.694062737,1.254839975
0.3797011,1.630400066,1.424808723,1.377234876,1.548603798,1.597764848,1.190638712
0.568215981,1.580456447,1.330943748,1.277934172,1.452851276,1.526292343,1.198867968
0.378218408,1.514164786,1.193407222,1.138709955,1.353371708,1.458300199,1.161518551
0.18896135,1.425484189,1.033474604,0.984007045,1.21974639,1.306533697,1.041152153
2.985829563,1.676902688,1.339675757,1.353994794,1.436008926,1.52563253,1.248590507
0.929440307,1.642725023,1.329283568,1.371077191,1.424091297,1.490283471,1.328332328
11.4885708,2.383945827,2.174385749,2.08087695,2.066652641,2.271164308,2.03375768
2.44789321,2.398074317,2.258783192,2.254311018,2.142332503,2.296358305,2.198687989
0.174714901,2.050278228,1.866655784,1.785063438,1.869759926,1.881614917,1.595037169
1.56158055,2.00182215,1.903240427,1.797326409,1.878454623,1.923798905,1.56901493
1.379562985,1.971305525,1.862442673,1.832540915,1.869084521,1.899564228,1.674339932
0.516145654,1.788781955,1.665848349,1.602327208,1.705408719,1.786274136,1.563241561
1.197888234,1.788404777,1.661849495,1.618959443,1.696627946,1.782385458,1.521445338
0.512201129,1.584512777,1.493749183,1.485099519,1.604762467,1.680424707,1.407785824
0.170602891,1.447636999,1.312514449,1.260245953,1.386764757,1.450325716,1.223675432
0.340683227,1.353699953,1.185782246,1.13979231,1.264281791,1.345350925,1.167573317
2.19251485,1.566904273,1.353457945,1.413308932,1.421560723,1.487997004,1.303045924
1.174285874,1.593412756,1.376910815,1.469583603,1.437488849,1.545403224,1.404217302
0.835579502,1.579973096,1.363063347,1.414105936,1.417890901,1.544415638,1.424519845
2.314782482,1.676836289,1.534134989,1.682203938,1.542529711,1.718800703,1.5000351
0.494893068,1.622219497,1.406723399,1.503468574,1.462663528,1.630583447,1.407769699
3.249513759,1.845155867,1.688954428,1.862127056,1.636936548,1.863344501,1.574203481
4.764810562,2.117550236,2.052110334,2.358916884,1.915331699,2.171311216,1.912060513
1.105929616,1.981458226,1.920172327,2.242024015,1.828767911,2.11522369,1.958655629
0.630056041,1.903135223,1.739256109,1.962672472,1.726302091,1.956145329,1.821708212
1.563317329,1.891059797,1.772068025,1.944022223,1.745050816,2.029824805,1.808266421
3.079984159,2.074745952,2.006303308,2.282829239,1.921164383,2.223639932,2.055397939
0.614151077,1.952986999,1.779708711,1.966697039,1.810874068,2.04062605,1.880759724
0.153422671,1.693222018,1.441946687,1.539354579,1.578336566,1.711263129,1.464393282
1.068339326,1.695781671,1.454555238,1.549782848,1.57210371,1.708807358,1.471654073
0.152505638,1.52454605,1.22425229,1.299488375,1.378809147,1.422073672,1.052163773
1.963384522,1.667046842,1.405893436,1.544326173,1.499521923,1.543158601,1.194999472
1.499059196,1.744083099,1.495796133,1.645514789,1.536264665,1.588457574,1.348710181
0.597837185,1.655030785,1.387933473,1.502964451,1.454721328,1.547064128,1.32061984
3.379213331,1.88459096,1.678652214,1.882881622,1.725468296,1.748852201,1.490246292
0.877614711,1.814004095,1.595890234,1.773915797,1.661767509,1.733567919,1.515067249
1.01858054,1.773830665,1.569799117,1.677785314,1.632826444,1.708689066,1.470274119
1.157211959,1.737014702,1.589479342,1.679801576,1.628961489,1.68070374,1.477958603
1.007328358,1.726472552,1.534311583,1.630786771,1.623288952,1.657781429,1.564014047
2.55606346,1.90623605,1.733102495,1.891748979,1.789092811,1.821081203,1.629505162
0.56634138,1.763120701,1.584762421,1.696347735,1.657412213,1.718364911,1.518485761
2.652767815,1.949538226,1.763661826,1.979664771,1.810528016,1.843611383,1.636362021
0.417935969,1.821058658,1.592646716,1.713359617,1.677595302,1.676638605,1.457783516
0.694007701,1.726166216,1.486499107,1.569946805,1.611598347,1.605912054,1.426821908
1.377874697,1.705709923,1.560910784,1.645603434,1.62707155,1.654263701,1.434144786
1.367824288,1.713054456,1.624681761,1.681060963,1.65906777,1.679037395,1.556581213
2.563050736,1.873994486,1.824725647,1.928865165,1.834501641,1.898086477,1.794031073
1.20614033,1.831508657,1.809508288,1.884399995,1.792358813,1.879395779,1.839606652
0.133918049,1.623495244,1.461882902,1.499407286,1.549917364,1.51819719,1.183239298
0.267446444,1.51023078,1.284111408,1.224346587,1.396354906,1.37029995,1.112324214
0.798844917,1.473523702,1.263333242,1.225566396,1.367412315,1.371303778,1.147865612
0.398552348,1.359094296,1.150454741,1.090659177,1.274645478,1.290997226,1.14622894
0.661845525,1.369400435,1.132447591,1.092430411,1.257677224,1.29115572,1.157656358
0.264354066,1.308654234,1.003846424,0.989586879,1.165227691,1.205057887,1.065607233
0.395668694,1.27262421,0.949582949,0.958066471,1.109272564,1.161755346,1.034508878
2.343253527,1.437708214,1.215711316,1.273186006,1.295260544,1.35566511,1.204021367
0.130086616,1.32304496,1.032529394,1.100599492,1.149262895,1.135167471,0.895475332
0.129992563,1.17476806,0.871667966,0.921740273,1.023663835,0.992800279,0.823917624
3.442078924,1.462983222,1.211377726,1.347120659,1.276223322,1.273265595,1.082499911
3.130371242,1.705748715,1.465136797,1.715187137,1.49277159,1.522567078,1.297462928
1.366552034,1.731164505,1.505759353,1.763169088,1.524987058,1.576442495,1.421918874
1.23346737,1.754273197,1.517074501,1.74561237,1.558674315,1.615945661,1.51209676
2.1919097,1.868855674,1.672294201,1.947697943,1.678105995,1.731727955,1.688738205
2.282624476,1.989420445,1.80021014,2.108211174,1.800362626,1.835575758,1.865619688
12.33349528,2.794159176,2.554350772,3.028292485,2.443182234,2.714541011,2.302144227
2.083409414,2.673763813,2.52630606,2.877980829,2.421206157,2.611573366,2.449414074
0.872366158,2.455947347,2.294777486,2.434481212,2.228246406,2.402879368,2.29129035
1.725497319,2.416159976,2.231246323,2.360283019,2.218859262,2.367115011,2.136913791
1.071006048,2.246434572,2.066348199,2.118956663,2.087119311,2.176649499,2.100799792
1.5899712,2.219708441,2.098750238,2.112359958,2.074770453,2.145984972,2.191612763
0.2117043,1.948473627,1.788147545,1.718184369,1.837563158,1.806191372,1.621156033
0.316901177,1.742587384,1.5731097,1.448273836,1.673424362,1.632292367,1.452489075
1.464705634,1.766959424,1.610821012,1.591495657,1.680730021,1.684441291,1.487802573
1.450708509,1.790363815,1.655786566,1.690781946,1.723629936,1.716883088,1.638086858
0.413354322,1.654786829,1.455320181,1.46807371,1.570565807,1.556733687,1.470929049
0.309379877,1.506747925,1.294069007,1.267122253,1.448123587,1.42725558,1.354820459
1.024240339,1.522088161,1.292861356,1.367408108,1.446587529,1.431718406,1.35644217
0.510374943,1.455551172,1.221625171,1.300946022,1.364652976,1.36139835,1.286176177
1.114435594,1.487282453,1.257762549,1.372920571,1.406787414,1.416152878,1.314520308
0.101243349,1.330693307,1.054301057,1.177778669,1.231221212,1.180720197,0.868673935
1.205042383,1.426719959,1.10736134,1.306069145,1.268132257,1.267971106,0.962366814
1.589371241,1.518086366,1.22701338,1.496397911,1.350628271,1.395003609,1.131658123
1.280049923,1.535657328,1.302876729,1.611762079,1.400031036,1.466133729,1.236155779
1.365543438,1.568388451,1.385205696,1.679863607,1.459202996,1.558691792,1.364174337
0.872540717,1.556713352,1.376521883,1.579716752,1.459447166,1.601470411,1.437570338
0.386753031,1.433483001,1.229960661,1.392933604,1.376528374,1.489694467,1.344419773
0.577793088,1.390014541,1.176640431,1.335776597,1.315172367,1.470231353,1.283474196
0.575468495,1.385988203,1.147530012,1.257432011,1.263301784,1.417705231,1.248037445
0.095847035,1.201850905,0.949043375,1.048925817,1.107817245,1.148962351,0.954058873
0.667785272,1.230560395,0.979529745,1.062887291,1.096470188,1.171944816,1.009258242
2.068077552,1.403728134,1.186581125,1.342489925,1.241243418,1.343650755,1.153150883
0.748023036,1.394068331,1.166440849,1.314435048,1.241625512,1.361833789,1.187704492
0.465958449,1.357700245,1.095208635,1.211068145,1.193846231,1.305051589,1.178638113
1.475274578,1.432221207,1.218177788,1.368815179,1.286621065,1.398741785,1.262398577
1.097676925,1.474205281,1.253281509,1.439870852,1.31338361,1.429494274,1.362136071
1.627010321,1.524690176,1.367213169,1.584657788,1.400394848,1.534276984,1.526769915
0.540191314,1.452999629,1.288853507,1.441411151,1.319912383,1.491027529,1.437642034
0.359178001,1.379056042,1.184003918,1.281106537,1.236403197,1.362622509,1.335673289
1.333670509,1.431167936,1.272759883,1.403017442,1.304082205,1.4499725,1.36793595
0.088852886,1.314780867,1.044313904,1.215961137,1.13665404,1.170568218,0.933408784
0.794958759,1.302839965,1.06101378,1.267077854,1.142004941,1.193726515,0.991111985
0.176425624,1.220102612,0.92322084,1.087982741,1.02192795,1.115587053,0.921450683
2.339994717,1.453433139,1.182398997,1.384028954,1.222926279,1.334812806,1.076387155
3.377547498,1.730843143,1.470721941,1.774910324,1.43285338,1.611746369,1.301284787
6.870732267,2.125457161,1.959901874,2.462991367,1.858747743,2.096312743,1.652948039
1.965751052,2.129915073,2.025017341,2.434570367,1.916637648,2.112691682,1.835923429
3.661348432,2.314413553,2.247763724,2.715856497,2.087622497,2.309021286,2.138016047
0.757996333,2.1409057,2.01855766,2.353457199,1.949867787,2.095513009,2.036205725
2.231624297,2.16144119,2.100478311,2.44917117,2.021000476,2.175637606,1.974150983
2.973011851,2.247566779,2.277398075,2.666210396,2.145751719,2.268818485,2.209424459
3.378967329,2.328885175,2.436308891,2.859868892,2.29066715,2.405581736,2.509978364
0.560401469,2.113399079,2.126136485,2.350427073,2.087025585,2.111582037,2.135762924
4.698723468,2.415198591,2.401339376,2.761328183,2.33885709,2.425474308,2.253294281
0.931825639,2.197010424,2.198045796,2.382440722,2.180081398,2.285322074,2.168295119
2.34479487,2.200088794,2.319202109,2.477283913,2.268211742,2.268297262,2.11805697
0.324691923,1.956659388,1.947394315,2.038121675,1.9910031,1.957808998,1.651030633
8.039372508,2.472286562,2.611733821,2.772528311,2.496851153,2.528938786,2.080899954
1.419932886,2.345684133,2.491151083,2.5122488,2.435559992,2.431274886,2.14684471
1.972423339,2.257642936,2.462958123,2.524550227,2.400150733,2.43907852,2.325476388
1.598434323,2.214253618,2.311988959,2.401738437,2.322362891,2.347544931,2.393804414
1.128762492,2.138627506,2.177294733,2.154644446,2.213284393,2.227509542,2.371195416
3.640552716,2.332199185,2.450508781,2.50755166,2.422935652,2.419131992,2.633793821
0.324922074,2.062696099,2.018874973,2.03654881,2.142026853,2.094690752,2.022840367
0.805500737,1.930222014,1.849546818,1.847888304,1.976462688,2.013938752,1.836527932
2.203212477,2.022135912,1.947720698,2.078585653,2.023981789,2.065301566,1.840889872
0.573524319,1.86886829,1.737691193,1.836515468,1.815579557,1.913862906,1.713449768
0.311794677,1.683813257,1.512200169,1.544388017,1.641913637,1.720798145,1.48170749
0.15563904,1.499111273,1.27006921,1.336609361,1.423564487,1.442684152,1.203344449
1.880854255,1.633400442,1.413000113,1.534065335,1.534941057,1.589538879,1.304739875
1.104971262,1.591998242,1.399126994,1.540004038,1.561155364,1.616903561,1.422915923
0.796643183,1.564146159,1.387679802,1.470259632,1.484864955,1.572501084,1.465243709
2.281398309,1.689089224,1.593429154,1.767764614,1.61515644,1.707246219,1.535899623
0.386656499,1.556369926,1.421605236,1.522739417,1.457170924,1.572309483,1.367111104
1.660236294,1.656457958,1.525016379,1.705016147,1.535938049,1.655557641,1.413423069
0.565599478,1.58193554,1.420368467,1.508742066,1.426298947,1.559601523,1.365107853
0.281899776,1.498180349,1.290724127,1.306688363,1.312509335,1.396980674,1.244321444
0.699168995,1.46780933,1.266049962,1.272000753,1.319151656,1.419929687,1.24355684
0.093123958,1.331659453,1.058152506,1.057440765,1.155403101,1.176213785,0.966941131
2.663309984,1.536349502,1.347525022,1.431170714,1.346502149,1.410437563,1.15483561
1.420670418,1.57603479,1.425629468,1.54142524,1.407141158,1.491704905,1.276177813
0.309647559,1.462521835,1.268343785,1.327478611,1.28357,1.377422291,1.138239678
0.176575915,1.33765543,1.090265189,1.113934819,1.149961418,1.228259684,1.046374788
0.482834729,1.286368038,1.0467224,1.049890535,1.100167216,1.191702028,1.058155806
2.388569827,1.510229954,1.279170572,1.372317342,1.249683882,1.372946322,1.207655519
1.177444692,1.528834413,1.311193726,1.447663373,1.291103042,1.434573206,1.326344687
0.584577284,1.470323052,1.205930276,1.371956735,1.268770555,1.388702947,1.282079345
1.516541667,1.540187728,1.30280406,1.49853667,1.347396096,1.478743611,1.332150586
0.407836408,1.4511791,1.194402451,1.333551722,1.268570654,1.368539598,1.220612895
