"miu1","miu2","be1","be2","sig1","sig2","lam1","lam2","del1","del2","w1","w2","LogL","AIC","BIC"
0.14313308,0.883654201,0.90001763,0.980025438,0.18275333,0.072950627,0.161256271,-2.383592728,1.14987473,0.500009128,0.409873795,2.244884455,-9737.74897,19499.49794,19581.29306
0.232030345,1.280756449,0.905944117,0.981656818,0.196741604,0.109776926,0.097459809,-2.458024902,1.165192669,0.48255308,0.442881402,2.282126134,-9737.85816,19499.71632,19581.51144
-0.089904752,0.973644027,0.898366418,0.981248104,0.350570822,0.069393888,0.830948879,-1.932581421,1.141289302,0.495578359,0.504262723,2.198629055,-9738.48497,19500.96994,19582.76506
0.212831311,0.929435125,0.793782666,0.982478403,0.19891437,0.14960303,0.107600156,-2.484438387,1.180787746,0.60039763,0.428026171,2.252355397,-9738.83777,19501.67554,19583.47066
0.230236942,0.903417151,0.912992024,0.967362311,0.16612615,0.110170075,0.16560236,-2.397905294,1.224720847,0.588008923,0.367002306,2.203153674,-9739.93763,19503.87526,19585.67038
0.266975518,1.096248489,0.806148394,0.970413026,0.203558307,0.116050935,0.087312497,-2.411519157,1.272973315,0.516096072,0.283424706,2.287197178,-9739.9494,19503.8988,19585.69392
0.209851795,0.983735851,0.799955574,0.979948026,0.253178465,0.119232005,0.026256919,-2.502949172,1.227030496,0.502864678,0.408175435,2.311591315,-9740.16231,19504.32462,19586.11974
0.09734928,1.356650253,0.800280864,0.949909755,0.202113783,0.083537401,0.143919298,-2.093038967,1.097877568,0.604619215,0.640158868,2.144948032,-9740.38405,19504.7681,19586.56322
0.187708253,1.185372667,0.791409933,0.95891113,0.222593626,0.083171095,0.265617245,-2.532479574,1.330139245,0.482866307,0.297749487,2.256738464,-9740.42777,19504.85554,19586.65066
0.16887209,0.887080364,0.80092647,0.977039657,0.329829729,0.237639035,0.393516334,-2.466107681,1.220212236,0.620577461,0.310789494,2.213452342,-9740.83842,19505.67684,19587.47196
0.073252699,1.157869786,0.799444565,0.979186517,0.200406666,0.101049747,0.20414073,-2.086612247,1.148375677,0.576305244,0.433650339,2.20011449,-9741.25615,19506.5123,19588.30742
0.29685448,1.37036816,0.893334667,0.975227926,0.191441388,0.142132879,0.07839762,-2.492910605,1.262288732,0.493314349,0.361037503,2.279218222,-9741.29984,19506.59968,19588.3948
0.180493539,1.029105587,0.843027339,0.959620061,0.145036002,0.194101399,0.126913102,-2.524349363,1.211925445,0.524137889,0.350476737,2.277251642,-9741.57479,19507.14958,19588.9447
0.193362501,1.097173376,0.823929198,0.978704345,0.169666009,0.117197721,0.126808737,-2.528937855,1.206327819,0.476138856,0.389786531,2.284173792,-9741.71863,19507.43726,19589.23238
0.063062608,0.77477149,0.926605671,0.952914828,0.223254092,0.292011276,0.631681588,-1.752874885,1.135100009,0.476968208,0.323183187,2.193680843,-9742.1847,19508.3694,19590.16452
0.204203729,0.966612147,0.800699019,0.97584365,0.2421662,0.080122806,0.141483966,-2.470739083,1.1841587,0.533765625,0.490943744,2.206320674,-9742.18768,19508.37536,19590.17048
0.204203729,0.966612147,0.800699019,0.97584365,0.2421662,0.080122806,0.141483966,-2.470739083,1.1841587,0.533765625,0.490943744,2.206320674,-9742.18768,19508.37536,19590.17048
0.35156827,0.783947988,0.900273766,0.979140078,0.292756739,0.100441091,0.1294805,-2.371823769,1.16981074,0.499519997,0.496364104,2.200960263,-9742.86108,19509.72216,19591.51728
0.208800309,1.180558349,0.908560811,0.979898123,0.242524917,0.198669296,-0.049045742,-2.261728793,1.143617436,0.485327445,0.482867079,2.20571627,-9742.93073,19509.86146,19591.65658
0.206092424,1.07645266,0.768473416,0.965049758,0.191021387,0.293056587,0.316227235,-2.459016441,1.292655628,0.464373096,0.421581962,2.276165033,-9743.77844,19511.55688,19593.352
0.15283474,1.092720832,0.81507306,0.935720489,0.246396348,0.209244469,0.04224534,-2.478859111,1.167652827,0.462064302,0.394175546,2.286233882,-9743.78236,19511.56472,19593.35984
0.355031698,1.108436855,0.900015597,0.979903478,0.199672329,0.129250421,0.051788578,-2.443771187,1.254831361,0.587735878,0.356716277,2.200064843,-9743.86834,19511.73668,19593.5318
0.394090563,0.999359555,0.761590323,0.927025891,0.329778005,0.281149084,0.022909473,-2.398534871,1.349529193,0.485301238,0.322236742,2.314587454,-9744.14821,19512.29642,19594.09154
0.26298639,1.076218643,0.884127213,0.963001955,0.222601262,0.233638505,0.299157892,-2.413922089,1.31003008,0.64114777,0.418679579,2.200356447,-9746.15549,19516.31098,19598.1061
0.371549401,1.400235414,0.898685504,0.983721493,0.206614473,0.098032114,0.065336214,-2.44370049,1.269346828,0.501500415,0.333114175,2.267184101,-9746.23713,19516.47426,19598.26938
0.104003188,0.865955388,0.81695159,0.944687064,0.21522505,0.205784574,0.079886102,-2.430802607,1.282048938,0.543289154,0.274980582,2.222275971,-9746.3952,19516.7904,19598.58552
0.285211764,1.081911916,0.800001833,0.987727504,0.196810021,0.117603125,-0.016250096,-2.474123731,1.312457204,0.567962402,0.31818875,2.223031251,-9746.49829,19516.99658,19598.7917
0.285211764,1.081911916,0.800001833,0.987727504,0.196810021,0.117603125,-0.016250096,-2.474123731,1.312457204,0.567962402,0.31818875,2.223031251,-9746.49829,19516.99658,19598.7917
0.285211764,1.081911916,0.800001833,0.987727504,0.196810021,0.117603125,-0.016250096,-2.474123731,1.312457204,0.567962402,0.31818875,2.223031251,-9746.49829,19516.99658,19598.7917
0.407894117,0.968086467,0.805718546,0.974135722,0.192036062,0.063889821,0.059221365,-2.364175163,1.158357677,0.507237752,0.451086817,2.21903062,-9746.7832,19517.5664,19599.36152
0.219975576,1.046528466,0.802572374,0.978488317,0.238294703,0.066288491,0.115821017,-2.517220468,1.345047359,0.529339157,0.290937119,2.236690453,-9746.80151,19517.60302,19599.39814
0.222403004,1.014764008,0.804871128,0.984998843,0.207083342,0.152070222,0.137966156,-2.511329003,1.248656239,0.575268487,0.316633114,2.20656595,-9747.48111,19518.96222,19600.75734
0.207590181,0.972218039,0.827356094,0.985538943,0.211942594,0.137003686,0.057105165,-2.375380893,1.202411965,0.528822917,0.387245761,2.313255655,-9747.74173,19519.48346,19601.27858
0.278368991,0.920791793,0.800117324,0.979882494,0.201421548,0.100090512,0.079872454,-2.492995539,1.251133223,0.50010532,0.331756976,2.291238483,-9748.26202,19520.52404,19602.31916
0.330854423,1.208625246,0.902056583,0.967421162,0.161048396,0.155049235,0.118571495,-2.531358737,1.150704171,0.513011251,0.45413746,2.252511549,-9748.47999,19520.95998,19602.7551
0.345598252,1.210610163,0.897858431,0.9791689,0.195772691,0.09942588,0.059124536,-2.401420885,1.292298784,0.502576085,0.298706807,2.201736412,-9748.89878,19521.79756,19603.59268
0.19684694,0.945885068,0.94329549,0.948374637,0.209387638,0.183958733,0.064257405,-2.396087655,1.263675613,0.45490184,0.34786885,2.252920367,-9749.14201,19522.28402,19604.07914
0.165446638,1.02409051,0.816967073,0.989470333,0.259607702,0.112083637,0.179606877,-2.483084052,1.167256014,0.518762099,0.349645531,2.253016169,-9750.33202,19524.66404,19606.45916
0.247950295,1.25937127,0.895542193,0.986396178,0.215035053,0.143140605,0.160638712,-2.430366696,1.138712128,0.469208636,0.511972711,2.203858121,-9751.74865,19527.4973,19609.29242
0.221801403,0.986511732,0.897477126,0.980935282,0.291488236,0.091426952,0.191075253,-2.440563297,1.260858817,0.505548218,0.451864846,2.224878972,-9752.15577,19528.31154,19610.10666
0.170599112,1.157779967,0.821938666,0.923491896,0.178088601,0.234751438,0.035074412,-2.586755049,1.253883285,0.497018345,0.354990345,2.276524773,-9752.32034,19528.64068,19610.4358
0.28711049,1.210701425,0.813408458,0.965178414,0.232028702,0.064533832,0.168909295,-2.462317342,1.261868944,0.643243345,0.309036956,2.196625735,-9752.46355,19528.9271,19610.72222
0.261292189,1.162140236,0.892676195,0.962130519,0.239550145,0.091040773,0.097801068,-2.483397614,1.259697882,0.502210721,0.337317817,2.252573545,-9753.06795,19530.1359,19611.93102
0.214299772,1.079536977,0.912738391,0.976966962,0.169808232,0.137083092,0.074813297,-2.47755225,1.321113101,0.527119978,0.292018039,2.242999923,-9753.17983,19530.35966,19612.15478
0.179562024,0.991253527,0.780584959,0.948015613,0.216090672,0.249073588,0.036303979,-2.467947881,1.211115726,0.483359015,0.335157759,2.264352098,-9753.69894,19531.39788,19613.193
0.388100571,1.238007864,0.90323842,0.97884406,0.228162098,0.111516004,0.184151511,-2.490596275,1.269515747,0.501228079,0.30064095,2.245638832,-9754.17215,19532.3443,19614.13942
0.247063265,1.186653263,0.899917689,0.979595773,0.20000521,0.100163799,0.169341494,-2.475691985,1.149907264,0.499949752,0.512670314,2.312566614,-9754.2853,19532.5706,19614.36572
0.37538996,1.038270614,0.818288572,0.953419772,0.223086792,0.100748937,0.22548696,-2.552834634,1.205151427,0.542585712,0.418022587,2.230896114,-9754.31082,19532.62164,19614.41676
0.213005853,1.174734174,0.753033926,0.950537663,0.136567264,0.166725891,0.180742066,-2.435608291,1.132949501,0.480192057,0.396098149,2.310351363,-9754.43057,19532.86114,19614.65626
0.284923139,0.753531561,0.765846051,0.989743664,0.376853876,0.040509873,-0.011256883,-2.392683991,1.379826035,0.474567122,0.396537183,2.211240784,-9754.53526,19533.07052,19614.86564
0.297625354,1.313304473,0.894897055,0.981895231,0.195043728,0.223137222,0.127568282,-2.540261693,1.235585599,0.505669832,0.439639087,2.279765596,-9754.93986,19533.87972,19615.67484
0.262154667,0.947791262,0.80001772,0.979967238,0.216904617,0.059859356,0.331934848,-2.46683212,1.319861583,0.67011498,0.300277171,2.19998499,-9754.96096,19533.92192,19615.71704
0.282293726,0.96189318,0.868024084,0.986479801,0.20839284,0.086103462,0.188122047,-2.492194549,1.198847305,0.5731402,0.49400814,2.271679823,-9755.32568,19534.65136,19616.44648
0.282293726,0.96189318,0.868024084,0.986479801,0.20839284,0.086103462,0.188122047,-2.492194549,1.198847305,0.5731402,0.49400814,2.271679823,-9755.32568,19534.65136,19616.44648
0.372440835,1.384714731,0.858724092,0.989416188,0.225145729,0.186286672,-0.010098017,-2.539387531,1.20471664,0.513328465,0.382103341,2.273614485,-9755.69254,19535.38508,19617.1802
0.191507056,0.995836154,0.798417353,0.983378302,0.161352067,0.107426734,0.166902462,-2.377384148,1.2111323,0.498491835,0.358782534,2.3004886,-9755.85436,19535.70872,19617.50384
0.134658921,1.095099063,0.899716041,0.967077638,0.218969703,0.08860211,0.118883237,-2.46460298,1.173304355,0.551178347,0.448899603,2.259102349,-9756.18633,19536.37266,19618.16778
0.259436905,0.929409027,0.898047542,0.979577906,0.158736862,0.084200367,0.094541207,-2.405097174,1.285447157,0.563743745,0.330139897,2.195402076,-9756.28042,19536.56084,19618.35596
0.28905903,1.157343563,0.899457159,0.969687905,0.281765325,0.234686517,0.169774881,-2.402231194,1.248948223,0.631995762,0.362405905,2.201835231,-9757.1133,19538.2266,19620.02172
0.24805145,1.070586366,0.89681932,0.980246524,0.207820403,0.173245374,0.034109084,-2.504644853,1.231485924,0.582329535,0.398766511,2.215217011,-9757.37918,19538.75836,19620.55348
0.352015161,1.380307455,0.902163856,0.971430296,0.174401955,0.142006308,0.087844296,-2.334772876,1.147998692,0.507277009,0.382017691,2.268833409,-9757.49287,19538.98574,19620.78086
0.26375067,1.196189822,0.897564858,0.983710665,0.174266472,0.092254168,0.197798121,-2.490284585,1.205781719,0.60568988,0.376362755,2.192410766,-9757.79531,19539.59062,19621.38574
0.335331762,1.057968864,0.804091223,0.947048825,0.236570551,0.139291821,0.003914956,-2.505310614,1.188557814,0.512129462,0.376790749,2.266217873,-9758.06494,19540.12988,19621.925
0.280253996,1.475762688,0.89989098,0.978261505,0.200443271,0.100793295,0.063742718,-2.442334206,1.19983708,0.518907356,0.369054137,2.254722443,-9758.16626,19540.33252,19622.12764
0.224681853,1.276168497,0.893785555,0.981899081,0.161017402,0.195447652,0.101150893,-2.560868225,1.170115476,0.497044529,0.405951996,2.272292628,-9758.20879,19540.41758,19622.2127
0.279305591,1.217737036,0.906956403,0.971957601,0.142553562,0.126696166,0.057499864,-2.331321258,1.279892481,0.493598128,0.372668618,2.236172231,-9758.6901,19541.3802,19623.17532
0.125165101,0.988157437,0.79959548,0.979555179,0.272915739,0.061111469,-0.063437931,-2.262494406,1.276873026,0.596196391,0.444804226,2.223780016,-9759.11703,19542.23406,19624.02918
0.031168805,1.11828022,0.909287586,0.946166155,0.161851503,0.134945326,0.298792431,-2.516171307,1.156866862,0.517379483,0.384943111,2.208893348,-9759.32597,19542.65194,19624.44706
0.169503384,1.400800175,0.900866539,0.978316912,0.200138571,0.098735989,0.022231252,-2.444248302,1.198770579,0.520814787,0.377791917,2.227120187,-9759.91482,19543.82964,19625.62476
0.245702786,1.251882583,0.883890228,0.989880802,0.235407405,0.030645278,0.032037205,-2.425527137,1.245114909,0.545933446,0.362106305,2.233495605,-9760.08017,19544.16034,19625.95546
0.095156481,1.19168851,0.902440716,0.971877671,0.184719612,0.218925232,-0.014537051,-2.409129571,1.201022523,0.56741602,0.521392389,2.230805044,-9760.50106,19545.00212,19626.79724
0.120687918,0.976564518,0.793137784,0.96736074,0.250351371,0.086637344,0.111543459,-2.369160148,1.230430088,0.615131143,0.303581478,2.214032928,-9760.539,19545.078,19626.87312
0.21555532,0.83676896,0.762388122,0.922015253,0.173019927,0.240587063,0.210021843,-2.519078443,1.227943627,0.38856359,0.312871673,2.265606212,-9760.71836,19545.43672,19627.23184
0.29553665,1.383648742,0.900107292,0.979879818,0.276974929,0.099473785,0.10717854,-2.469244089,1.297679199,0.499841192,0.3568037,2.261730733,-9762.17409,19548.34818,19630.1433
0.357267887,1.224839073,0.901493667,0.970099862,0.34739365,0.220879366,0.102904744,-2.196768242,1.307833262,0.496972527,0.437691653,2.214399879,-9762.30079,19548.60158,19630.3967
0.279749849,1.182183497,0.896706023,0.969943257,0.263328757,0.095687083,0.042360082,-2.433819766,1.305416485,0.496137546,0.384227346,2.231046004,-9762.78766,19549.57532,19631.37044
0.094991386,0.930086311,0.799915154,0.979903577,0.391126239,0.060022093,0.032215537,-2.494552132,1.294310074,0.499977989,0.377205003,2.255651263,-9762.97706,19549.95412,19631.74924
0.3187606,1.080451704,0.877867336,0.953018467,0.225463258,0.086250959,0.031320636,-2.466936696,1.32208679,0.408123146,0.282916845,2.27200685,-9763.37914,19550.75828,19632.5534
0.116571606,0.853416407,0.800018265,0.979955953,0.314055979,0.060735191,0.165469235,-2.150127687,1.418726711,0.499928384,0.299491855,2.321996751,-9763.48088,19550.96176,19632.75688
0.320315549,1.054750773,0.793552086,0.973586124,0.209774788,0.169520485,0.232477826,-2.49526107,1.164723432,0.548710413,0.294064843,2.280069753,-9763.51974,19551.03948,19632.8346
0.264219344,1.213114975,0.900075986,0.980037854,0.159876707,0.137197853,0.11022615,-2.458574621,1.149952469,0.499915465,0.49293741,2.20001393,-9763.91892,19551.83784,19633.63296
0.492885221,1.192638218,0.898008633,0.978800086,0.276007139,0.061824083,0.110719694,-2.296695482,1.298848213,0.587420039,0.299520704,2.197992371,-9764.10324,19552.20648,19634.0016
0.199307036,1.015197015,0.77861404,0.933298163,0.178749506,0.151417717,0.067737215,-2.511060826,1.213356018,0.501598437,0.326660844,2.2464693,-9764.17263,19552.34526,19634.14038
0.134796588,1.033532313,0.813067871,0.971258747,0.184060815,0.133897778,0.11974916,-2.497413058,1.269243387,0.565136356,0.307307756,2.266220287,-9765.00209,19554.00418,19635.7993
0.149947937,0.9486586,0.808025607,0.967784926,0.218630998,0.063813969,0.29334879,-2.491465046,1.186937946,0.508065891,0.307118044,2.27883164,-9765.64407,19555.28814,19637.08326
0.446219275,1.069856847,0.899656709,0.978328441,0.158450646,0.254682147,0.225188442,-2.556317426,1.187231657,0.701121154,0.430039174,2.200060145,-9766.02198,19556.04396,19637.83908
0.248755055,1.025617396,0.799313687,0.979697479,0.38342834,0.059677789,0.043497382,-2.446605025,1.149685875,0.503835846,0.531979771,2.199886679,-9766.21235,19556.4247,19638.21982
0.248755055,1.025617396,0.799313687,0.979697479,0.38342834,0.059677789,0.043497382,-2.446605025,1.149685875,0.503835846,0.531979771,2.199886679,-9766.21235,19556.4247,19638.21982
0.197976756,0.915339939,0.86174383,0.977520525,0.197851474,0.099527907,0.053334974,-2.447066879,1.179449417,0.497001829,0.329276276,2.248582229,-9766.22178,19556.44356,19638.23868
0.419491533,0.959884056,0.801115271,0.982478784,0.40474353,0.023031578,0.024004987,-2.360294887,1.397346904,0.495139533,0.322512514,2.196553008,-9766.25293,19556.50586,19638.30098
0.153377938,0.511249989,0.899265002,0.980003889,0.36355154,0.099961111,0.65148777,-1.792066833,1.199572223,0.499494446,0.498769873,2.199961111,-9766.26676,19556.53352,19638.32864
0.214095986,1.020240487,0.785776573,0.971839666,0.180265454,0.093040773,0.078239308,-2.485210174,1.237434444,0.486672448,0.328708038,2.267087406,-9766.27651,19556.55302,19638.34814
0.283788204,0.890472599,0.823112127,0.948910052,0.297809146,0.116226477,0.045022759,-2.507120636,1.204600966,0.541713563,0.362019491,2.260106375,-9766.38874,19556.77748,19638.5726
0.343255257,1.127710298,0.907118955,0.963389802,0.235898475,0.080116777,0.040182397,-2.445412547,1.183997531,0.561254849,0.449241481,2.224158606,-9766.4738,19556.9476,19638.74272
0.354589072,1.095077663,0.893042997,0.980522876,0.19947014,0.142957726,0.101269372,-2.537851323,1.372281905,0.559474854,0.306391978,2.245459082,-9766.86087,19557.72174,19639.51686
0.236148556,1.295755095,0.899783838,0.979774841,0.200288548,0.16247325,-0.025645672,-2.4592361,1.250741925,0.500583515,0.356874472,2.223247529,-9766.94925,19557.8985,19639.69362
0.230934787,1.314798166,0.908349551,0.983953082,0.298578973,0.06209899,0.174908396,-2.377713278,1.243375244,0.479283499,0.333888309,2.226750824,-9767.62258,19559.24516,19641.04028
0.279867326,1.202597862,0.885349773,0.987472194,0.174350277,0.100862539,0.088494013,-2.548892462,1.195612106,0.505457124,0.343400647,2.278612146,-9767.78129,19559.56258,19641.3577
0.278892472,0.917069674,0.799980446,0.97992121,0.216115673,0.21202334,0.180174104,-2.62448986,1.171892054,0.533202828,0.347760322,2.312920573,-9767.86212,19559.72424,19641.51936
0.338479232,1.061884993,0.899495847,0.980060886,0.15985899,0.059619253,0.118194289,-2.387091361,1.149791999,0.499680565,0.368351785,2.200057284,-9768.47307,19560.94614,19642.74126
0.323943934,1.246726148,0.901306763,0.970945948,0.164404329,0.114253151,0.07526015,-2.480745567,1.170995113,0.516126099,0.367585248,2.257188667,-9769.20418,19562.40836,19644.20348
0.385122197,1.030782614,0.799485828,0.980325475,0.192126767,0.10827673,0.056169031,-2.514405823,1.259090538,0.49928537,0.329294926,2.313645154,-9769.21551,19562.43102,19644.22614
0.183656566,1.371926237,0.901461321,0.980920897,0.198659395,0.099735655,-0.113880271,-2.377624645,1.149904863,0.602893687,0.530986421,2.199856648,-9769.26531,19562.53062,19644.32574
0.191618885,0.971154257,0.929922286,0.97000081,0.159993524,0.222794236,0.017824861,-2.409490477,1.1499575,0.499947381,0.459199885,2.213503833,-9769.56269,19563.12538,19644.9205
0.13012199,1.057213598,0.923625945,0.96456692,0.223764448,0.116486963,-0.074547846,-2.291985806,1.268887963,0.523991263,0.432460692,2.217568436,-9770.27052,19564.54104,19646.33616
0.421488148,1.28830509,0.902558479,0.970215544,0.161410736,0.136399874,0.278234894,-2.329998305,1.1498136,0.498946793,0.299739455,2.283969865,-9770.60408,19565.20816,19647.00328
0.11945854,0.794340721,0.906232478,0.978399909,0.175036328,0.108215751,0.023823761,-2.514154911,1.157572412,0.612255586,0.5065635,2.214354416,-9770.63744,19565.27488,19647.07
0.090476308,1.064298343,0.899457292,0.983372928,0.17080504,0.087652965,0.086622157,-2.520180357,1.223190214,0.500632495,0.358894901,2.291194002,-9770.74721,19565.49442,19647.28954
