window,miu,be,sig,a,LogL
781,0.367735333,0.867232134,0.283551639,1.231990889,-10058.70217
782,0.39861291,0.899885979,0.30117754,1.299991325,-10106.40812
783,0.357051512,0.88936052,0.321071632,1.285271433,-10105.17572
784,0.454884844,0.920747225,0.273229919,1.023199175,-10155.6736
785,0.407180754,0.899999062,0.301217042,1.301677062,-10116.07054
786,0.604833093,0.939735049,0.291254003,1.051680572,-10180.16041
787,0.402583926,0.898058988,0.328594256,1.299324347,-10136.31436
788,0.408681932,0.899995137,0.305835629,1.310795344,-10118.35656
789,0.60530434,0.898198712,0.262250407,1.027806679,-10143.53293
790,0.358860288,0.883241296,0.282105429,1.056608436,-10106.70234
791,0.389579449,0.900000739,0.299997586,1.304634569,-10121.3729
792,0.403362844,0.900006628,0.29999568,1.300018395,-10116.97644
793,0.402937069,0.943114322,0.231056684,0.984789503,-10197.24154
794,0.377700337,0.9524203,0.158218312,1.120811442,-10095.06341
795,0.532252777,0.900061817,0.299902613,1.300199087,-10133.39065
796,0.355282839,0.89829353,0.293519846,1.28384973,-10104.58002
797,0.409718758,0.900234523,0.300075906,1.300798351,-10105.62628
798,0.405894065,0.899972563,0.301694374,1.305064618,-10121.4571
799,0.488185099,0.841565897,0.272480474,1.202845198,-10075.79282
800,0.468217641,0.899664726,0.299943312,1.299762498,-10111.33343
801,0.398345684,0.899911513,0.301914063,1.301932682,-10108.08905
802,0.70158501,0.893647584,0.251407381,1.127017412,-10098.05086
803,0.419815732,0.900138774,0.299872606,1.299413349,-10112.67043
804,0.403052601,0.900003617,0.303602386,1.306093325,-10121.82897
805,0.363431505,0.903934486,0.254202604,1.03536766,-10126.75002
806,0.430822285,0.899877778,0.299937662,1.299767911,-10107.88955
807,0.451499076,0.863158981,0.273823258,1.287792662,-10089.93076
808,0.400066181,0.899996422,0.299985463,1.299953648,-10137.45959
809,0.399270968,0.899944829,0.303887479,1.299953867,-10105.91435
810,0.413976801,0.899990758,0.299998533,1.299993643,-10117.43431
811,0.383243067,0.899590562,0.306944549,1.299970275,-10117.76893
812,0.400095579,0.899950526,0.300066268,1.30009362,-10116.69552
813,0.240677769,0.899848414,0.302433128,1.301997996,-10129.79304
814,0.398552154,0.898948761,0.333970535,1.301076145,-10139.75967
815,0.572940895,0.922716829,0.297902965,1.18599025,-10121.48855
816,0.439178445,0.884170337,0.278137423,1.297320436,-10128.01592
817,0.399981865,0.900007184,0.300168281,1.300106901,-10120.74966
818,0.525614348,0.891535121,0.299330871,1.306249491,-10129.42832
819,0.407763667,0.899993059,0.299998898,1.299995226,-10112.41714
820,0.388116529,0.900044377,0.299996666,1.306515023,-10109.95594
821,0.542546232,0.900159035,0.30277222,1.300311735,-10123.81527
822,0.3994821,0.899833482,0.30001123,1.300972063,-10118.18748
823,0.523837554,0.841261346,0.32868289,1.201313426,-10075.05954
824,0.382890358,0.899985027,0.299997623,1.31089978,-10138.84616
825,0.39685343,0.89999906,0.300792108,1.299999354,-10119.9502
826,0.355943291,0.899994447,0.300020778,1.3001914,-10117.68434
827,0.415850921,0.90013955,0.336052882,1.299803915,-10130.30899
828,0.390072964,0.899706835,0.334116353,1.294480976,-10116.26614
829,0.663124414,0.89960408,0.24994763,1.312294008,-10164.45722
830,0.821129934,0.903940143,0.249782712,1.162966753,-10134.55512
831,0.478847876,0.898994991,0.24870353,1.219460619,-10065.58203
832,0.538778703,0.876933269,0.301312635,1.275578086,-10092.33365
833,0.434415279,0.899971494,0.300064864,1.307562083,-10124.96928
834,0.388271651,0.875708735,0.288903527,1.298042659,-10105.48466
835,0.411303952,0.902638152,0.290993128,1.291053366,-10116.97504
836,0.476925679,0.899941951,0.315365219,1.299960849,-10121.74924
837,0.335728229,0.900014469,0.29995177,1.299791002,-10132.65023
838,0.417625601,0.903572131,0.318923785,1.303684294,-10136.50141
839,0.397040891,0.90088582,0.298878201,1.300960327,-10125.40306
840,0.453747294,0.8999003,0.299984175,1.299931423,-10121.90626
841,0.507149479,0.898793369,0.236854092,1.029848959,-10123.39556
842,0.386180038,0.899980875,0.299996964,1.299986845,-10123.34042
843,0.329751404,0.905455535,0.300795915,1.295877922,-10122.31801
844,0.450212677,0.90000213,0.299992899,1.299969227,-10136.38939
845,0.425004277,0.89999352,0.315315239,1.299995543,-10126.3608
846,0.406969489,0.899607014,0.299742389,1.308149896,-10129.71454
847,0.397765263,0.899996794,0.311710274,1.314055074,-10129.14358
848,0.373415282,0.901918862,0.298255769,1.300615851,-10125.81779
849,0.659838429,0.938246588,0.214656927,1.101801404,-10110.25481
850,0.392647843,0.899540741,0.328345584,1.300330193,-10141.74045
851,0.443644926,0.884793986,0.31916191,1.299000249,-10115.70177
852,0.353262009,0.899990745,0.299991449,1.302533934,-10122.23357
853,0.522453904,0.811331939,0.303831224,1.03948084,-10152.82276
854,0.435247296,0.89997877,0.312441388,1.299985397,-10131.6492
855,0.409424352,0.91354883,0.238899923,1.128746989,-10078.21594
856,0.386998669,0.894226788,0.321655447,1.323638252,-10131.91882
857,0.491877197,0.91139476,0.198142569,1.121913971,-10076.93507
858,0.516094283,0.903698745,0.309236676,1.295387322,-10117.08722
859,0.360412801,0.900002413,0.299991958,1.29996515,-10131.63774
860,0.385720363,0.895647785,0.300891854,1.294797034,-10119.79649
861,0.454279303,0.899982298,0.29999719,1.299987824,-10118.62476
862,0.381287898,0.83207974,0.191170303,1.122614187,-10182.34514
863,0.39312098,0.896762954,0.316399079,1.302010995,-10140.9331
864,0.330059207,0.873838906,0.280335483,1.282328688,-10099.44879
865,0.544112262,0.975414563,0.247476815,1.106956553,-10178.44345
866,0.470044574,0.877639083,0.323640141,1.275064276,-10110.81518
867,0.364314971,0.900535488,0.308805622,1.301444404,-10148.15588
868,0.402218393,0.900112887,0.298925556,1.296386225,-10124.33085
869,0.400117432,0.89999945,0.300107723,1.299999266,-10128.94425
870,0.395631778,0.898902596,0.306959983,1.300442218,-10133.47028
871,0.403859202,0.900000648,0.316722424,1.299990646,-10136.49894
872,0.589315809,0.896541158,0.308586254,1.300014843,-10136.31701
873,0.549181194,0.896173439,0.327585267,1.299251121,-10142.04269
874,0.839087525,0.909544571,0.264169421,1.468067265,-10407.41186
875,0.377979972,0.893477522,0.306926499,1.307656977,-10131.90204
876,0.42789663,0.848275114,0.331363494,1.262985061,-10095.69395
877,0.439060369,0.899727727,0.30250974,1.319848072,-10162.49461
878,0.528115531,0.899875273,0.300049687,1.299992818,-10142.70828
879,0.432622691,0.89688892,0.327392416,1.293064754,-10136.50532
880,0.402673608,0.878976384,0.240711603,1.15592849,-10078.01918
881,0.441453983,0.895338037,0.29651043,1.299147612,-10130.28502
882,0.439829934,0.889042261,0.221726896,1.100938878,-10084.00133
883,0.379848062,0.899996218,0.317646148,1.301005745,-10145.76993
884,0.405228301,0.900278268,0.315974488,1.299604755,-10140.23463
885,0.191549697,0.903027464,0.211897798,1.099705133,-10122.97006
886,0.201673069,0.89994626,0.29999147,1.299963036,-10144.72595
887,0.40759585,0.899997378,0.299999361,1.30478398,-10145.99204
888,0.35606772,0.981555504,0.172026357,1.140946669,-10167.1371
889,0.025258454,0.898842019,0.479122962,1.665446694,-10554.95123
890,0.266444637,0.900003278,0.299989072,1.299952644,-10139.7259
891,0.398785881,0.911775835,0.19983926,1.089748989,-10085.94746
892,0.455012599,0.88705465,0.326813276,1.281764758,-10113.73121
893,0.010752298,0.900024404,0.648428577,1.667335316,-10582.18483
894,0.346000858,0.89535393,0.396258278,1.23048712,-10159.04437
895,0.705100071,0.898461992,0.24979656,1.297152564,-10175.64804
896,0.577455409,0.898213193,0.250814807,1.399331896,-10274.18678
897,0.403724576,0.899989115,0.299762996,1.303572215,-10127.83647
898,0.391755786,0.900926614,0.282347576,1.137114017,-10094.34273
899,0.479999055,0.936372113,0.19613981,1.05949994,-10124.0381
900,0.440183011,0.894036903,0.496965741,1.253232453,-10267.80148
901,0.423965932,0.899874954,0.299990244,1.299914443,-10136.24818
902,0.400051717,0.900170862,0.302351603,1.299805534,-10140.60051
903,0.403755717,0.899636164,0.305616142,1.304457822,-10133.82901
904,0.430449821,0.882749998,0.242161379,1.161369245,-10085.50353
905,0.344300835,0.899984801,0.299997587,1.299989545,-10149.90978
906,0.898910426,0.93536145,0.2665982,1.104456159,-10176.15595
907,0.341619045,0.873921248,0.254025831,1.161313172,-10082.25474
908,0.400052266,0.899874589,0.300753072,1.300981808,-10135.73293
909,0.399221888,0.899992207,0.299980449,1.300430842,-10139.21315
910,0.634236627,0.900003912,0.299986961,1.299943498,-10160.91325
911,0.572626212,0.882607999,0.243944217,1.137348056,-10094.58657
912,0.520338046,0.802682491,0.325947266,1.107771636,-10119.2602
913,0.400013861,0.899990699,0.301078206,1.300762115,-10134.98054
914,0.488963023,0.899674138,0.299945665,1.299775598,-10139.36702
915,0.572428945,0.901440848,0.249678472,1.192064447,-10093.45826
916,1.071153396,0.899526805,0.632121638,1.60661408,-10579.50957
917,0.403129587,0.897404546,0.281329599,1.290134375,-10121.17485
918,0.396191083,0.899996782,0.310427186,1.309954028,-10149.40999
919,0.779888661,0.900724166,0.357500477,1.209867372,-10178.03067
920,0.405332347,0.90238026,0.321418819,1.306555288,-10135.07602
921,0.398545131,0.899982411,0.30000501,1.300263921,-10129.72757
922,0.502919804,0.899731747,0.249450886,0.863432805,-10426.3676
923,0.443021939,0.900001011,0.299996629,1.299985391,-10139.73002
924,0.390908464,0.899987014,0.318349378,1.318205151,-10162.69059
925,0.400628015,0.896106689,0.321244161,1.318253985,-10149.74547
926,0.399358554,0.900091967,0.307314725,1.300296355,-10152.21159
927,0.390319233,0.95358883,0.163400754,1.052641758,-10128.36861
928,0.257773009,0.897353333,0.299926806,1.299915207,-10148.18098
929,0.448485001,0.902103284,0.30138911,1.329582919,-10158.30861
930,0.487541929,0.899903973,0.299991655,1.299966132,-10136.6718
931,0.501873306,0.917803822,0.154957449,1.073309106,-10127.30578
932,0.449508371,0.894724305,0.333683389,1.276016361,-10130.01686
933,0.39982468,0.900002181,0.30000092,1.300090415,-10146.93729
934,0.400590737,0.899999082,0.304806521,1.299999404,-10141.61434
935,0.402523808,0.89999947,0.301384635,1.302163963,-10153.05455
936,0.393081924,0.900114706,0.299865052,1.304627594,-10135.24268
937,0.333808563,0.900214994,0.301835106,1.29952027,-10152.59791
938,0.546215995,0.908811064,0.208970204,1.072649938,-10110.23754
939,0.41990242,0.800151117,0.34838814,1.259376523,-10086.63597
940,0.40333205,0.899921764,0.302782841,1.300133289,-10128.8255
941,0.432347051,0.91487656,0.312150118,1.087820117,-10150.6557
942,0.410458197,0.95145642,0.174651139,1.226756121,-10171.39154
943,0.397120035,0.898831579,0.30183275,1.301862401,-10139.37919
944,0.376282725,0.897754259,0.297632964,1.300642866,-10126.42706
945,0.400000647,0.900000666,0.300001893,1.300001824,-10137.69116
946,0.42115636,0.870196951,0.196346099,0.994595907,-10183.33211
947,0.420773548,0.899896975,0.249986372,1.02596383,-10150.26819
948,0.439338117,0.929089155,0.235804213,1.270628056,-10150.12863
949,0.628136848,0.890256406,0.274312293,1.15022789,-10105.37485
950,0.379629054,0.80388323,0.257889538,1.156322523,-10130.22496
951,0.402474963,0.899995521,0.307113354,1.299997019,-10141.2482
952,0.416531678,0.873560744,0.304737552,1.307784179,-10120.98405
953,0.375015464,0.900000537,0.29999821,1.312974923,-10154.61147
954,0.552374066,0.901880234,0.328939408,1.082358553,-10157.43083
955,0.737322822,0.955596536,0.276832168,1.076126335,-10193.05181
956,0.012458078,0.97060782,0.234657559,1.077681252,-10193.24139
957,0.603824064,0.900012335,0.476354889,1.281269455,-10264.34238
958,0.379301087,0.900562902,0.249776478,1.192867045,-10083.90469
959,0.636300295,0.901236925,0.340549047,1.262322966,-10140.97488
960,0.398429988,0.89195066,0.244963167,1.296445467,-10140.98035
961,0.374109072,0.898088035,0.219692157,1.08314431,-10102.09384
962,0.596599855,0.87567542,0.271639711,1.157811197,-10097.7048
963,0.35358459,0.899981653,0.391930532,1.171675535,-10172.51035
964,0.565520262,0.857464228,0.226019181,0.896631214,-10346.02632
965,0.186288273,0.850293736,0.277874752,1.155758514,-10129.16187
966,0.810259207,0.899454961,0.249932277,1.245993451,-10190.29421
967,0.938314279,0.899391289,0.249919483,1.090356224,-10221.03344
968,0.531627171,0.900263096,0.250832335,1.169477157,-10095.37466
969,0.108240683,0.899402642,0.249991708,1.151605312,-10142.92368
970,0.710019465,0.911033642,0.273875023,1.159186983,-10122.37468
971,0.88808662,0.897126238,0.285317297,1.13720436,-10186.28324
972,0.376915382,0.765049289,0.414522543,1.168315037,-10114.99724
973,0.505928498,0.879624073,0.25545606,0.967347241,-10220.18235
974,0.504333475,0.943167143,0.214334696,1.071326965,-10125.68595
975,0.48411714,0.888214179,0.196831331,1.284837898,-10199.38315
976,0.525030656,0.933708946,0.187874816,1.183686425,-10125.02755
977,0.511577251,0.814966978,0.377660191,1.179879208,-10111.07858
978,0.468899926,0.878688398,0.184906175,1.106025472,-10133.75828
979,0.668837347,0.942852267,0.176433788,1.335202271,-10288.37955
980,0.543534946,0.883167173,0.224753354,1.132372072,-10107.74705
981,0.415230373,0.980476059,0.225668322,1.035982299,-10226.01393
982,0.488366392,0.900831733,0.248812395,1.231483458,-10103.34042
983,0.528762777,0.900006001,0.249983331,0.79994666,-10615.11182
984,0.487488833,0.829823555,0.329695193,1.19761905,-10082.52326
985,0.724431423,0.942909632,0.292155936,1.244905906,-10179.22439
986,0.495748298,0.916103938,0.307514446,1.195771654,-10123.83227
987,0.681816464,0.806096711,0.437928013,1.281689647,-10176.17865
988,0.313028193,0.900018029,0.249949919,1.184010421,-10099.36536
989,0.400169487,0.872272518,0.232829164,1.075673252,-10112.64521
990,0.524537121,0.861529238,0.222283363,1.131367522,-10116.88875
991,0.522717748,0.831206456,0.336590149,1.162976958,-10099.46329
992,0.140306335,0.961765674,0.185018871,1.080245826,-10151.76858
993,0.557058142,0.930091363,0.338279504,1.137846806,-10173.15597
994,0.377945833,0.974205323,0.2402068,1.170437828,-10184.73339
995,0.504250618,0.910313453,0.244687981,1.034565716,-10149.86066
996,0.468276851,0.942035909,0.199036731,1.160422762,-10102.73446
997,0.413050736,0.899840068,0.249978998,1.282878629,-10130.92245
998,0.472892664,0.937845792,0.229043302,1.029582528,-10161.76949
999,0.471972935,0.900937527,0.249715473,1.157489454,-10100.35038
1000,0.472471797,0.877951239,0.247617265,1.069462098,-10119.48429
1001,0.402849613,0.90038728,0.302275886,1.30026817,-10161.79773
1002,0.496465647,0.900296726,0.249912765,0.869822554,-10417.59235
1003,0.399955513,0.899998046,0.300480906,1.300787214,-10169.19502
1004,0.456314204,0.902207825,0.25160379,1.33703585,-10206.68359
1005,0.602959613,0.900110673,0.263087797,0.991143853,-10213.18559
1006,0.664787679,0.863841799,0.30129402,1.18028985,-10130.38904
1007,0.395233054,0.905407249,0.295454962,1.293267051,-10149.95141
1008,0.402276003,0.899846327,0.309315112,1.299791748,-10161.30386
1009,0.4110871,0.90028949,0.301126157,1.300107075,-10146.62153
1010,0.37870748,0.886742767,0.253057546,1.350047421,-10203.58008
1011,0.346837344,0.899976477,0.300006084,1.299990294,-10151.94582
1012,0.378127344,0.899864221,0.258561138,1.292790324,-10155.98499
1013,0.367700696,0.900000742,0.310037352,1.307618245,-10158.00795
1014,0.415016177,0.90004342,0.300073543,1.311815454,-10160.34426
1015,0.42024177,0.89998952,0.299998336,1.300287031,-10168.31277
1016,0.421545509,0.897871446,0.300069852,1.298490641,-10147.92206
1017,0.386526489,0.899993765,0.316275532,1.305409002,-10160.67532
1018,0.142756794,0.89018047,0.285988306,1.112391512,-10155.90334
1019,0.40370414,0.899998133,0.31455109,1.308411191,-10172.85589
1020,0.371855931,0.897452747,0.301957099,1.301517516,-10157.809
1021,0.406944945,0.899987837,0.31929859,1.300073774,-10161.42949
1022,0.410817067,0.900717193,0.299000249,1.298878065,-10158.93441
1023,0.589883553,0.899873748,0.377412356,1.077994542,-10223.02842
1024,0.466174556,0.89996179,0.305403803,1.299973721,-10180.36802
1025,0.433050358,0.89131919,0.297425911,1.312843858,-10181.50851
1026,0.455328589,0.893546949,0.224457511,1.013051175,-10167.66802
1027,0.401363627,0.900546075,0.299672663,1.299543186,-10171.94211
1028,0.382117922,0.899996268,0.308853305,1.313136407,-10160.8667
1029,0.414351957,0.900002421,0.300002132,1.300000791,-10159.26487
1030,0.429199548,0.900485121,0.299779889,1.318189633,-10178.76671
1031,0.517701343,0.893966402,0.215112291,1.074452177,-10136.43556
1032,0.30691445,0.900036711,0.300414617,1.300090789,-10191.35899
1033,0.451687845,0.888545727,0.258616394,1.287196171,-10169.46835
1034,0.403535408,0.89727105,0.328613095,1.301817575,-10169.38346
1035,0.400750607,0.900057592,0.300347408,1.300008013,-10149.10597
1036,0.376668479,0.899928921,0.299988718,1.30271303,-10175.02418
1037,0.434103149,0.898903965,0.295930348,1.29658586,-10166.59715
1038,0.399689545,0.900050633,0.303191836,1.300005347,-10178.08323
1039,0.393170869,0.899997282,0.307731902,1.302143916,-10187.60761
1040,0.422290374,0.900000845,0.299997182,1.309900667,-10182.96408
1041,0.392560267,0.904635937,0.314801979,1.307298012,-10178.2541
1042,0.323887367,0.900001101,0.299996328,1.29998409,-10184.50586
1043,0.553065883,0.887884056,0.248192457,1.151270981,-10111.82334
1044,0.393329334,0.899995224,0.323741283,1.299996715,-10184.55438
1045,0.40126108,0.900443509,0.300695727,1.301815538,-10184.30892
1046,0.588459574,0.847577145,0.21980747,0.93842949,-10311.82737
1047,0.373518741,0.898969288,0.301941222,1.305240956,-10205.80394
1048,0.452825957,0.898845712,0.302559906,1.299748587,-10185.45875
1049,0.406751495,0.897090276,0.321238223,1.305212116,-10164.17777
1050,0.481469444,0.900000679,0.299997737,1.299990193,-10177.71286
1051,0.384599433,0.896548437,0.296382641,1.299625341,-10179.11777
1052,0.258384061,0.89996149,0.299993887,1.303224666,-10187.52419
1053,0.439621488,0.849207893,0.216333408,0.947549788,-10282.3586
1054,0.427292027,0.900000879,0.29999707,1.324405082,-10196.09195
1055,0.354954806,0.900000808,0.299997305,1.299988322,-10185.2398
1056,0.505222531,0.89997742,0.299996416,1.299984469,-10195.7467
1057,0.103397893,0.929370376,0.244097823,1.113371007,-10176.68115
1058,0.40221101,0.899284096,0.297963788,1.301092118,-10180.21824
1059,0.534178074,0.885905335,0.29322761,1.022460399,-10196.63413
1060,0.383471094,0.926343168,0.269085951,1.241344032,-10173.4697
1061,0.395558334,0.900020943,0.304948068,1.301524779,-10175.23724
1062,0.31776639,0.899885747,0.299981865,1.299921414,-10185.17157
1063,0.461916737,0.900001812,0.299993959,1.29997382,-10194.99962
1064,0.390073206,0.899997471,0.308294371,1.29999826,-10176.57712
1065,0.214420138,0.899972948,0.299995706,1.299981393,-10203.5839
1066,0.410612881,0.900001324,0.310255403,1.322999621,-10214.54495
1067,0.582715195,0.852196348,0.189780919,1.0017101,-10261.76176
1068,0.484655214,0.899006143,0.265969799,1.160102696,-10127.27913
1069,0.579436977,0.900037971,0.246833862,1.112037188,-10134.11032
1070,0.435334182,0.879092815,0.340760152,1.244005677,-10138.75371
1071,0.586176395,0.785843947,0.247961446,1.017661957,-10274.82894
1072,1.054914279,0.899372862,0.249917045,1.202241041,-10330.50125
1073,0.38335039,0.900508599,0.32019772,1.300475225,-10204.61129
1074,-0.433416936,0.781729242,0.570405323,1.471777513,-10538.99276
1075,0.66346111,0.741244154,0.346796882,1.147208438,-10250.49002
1076,0.152416423,0.97864498,0.271311049,1.042131909,-10286.56223
1077,0.382995272,0.899935262,0.299810896,1.299859196,-10207.70539
1078,0.602994111,0.911484577,0.257470776,1.06174296,-10173.33954
1079,0.76207683,0.898656755,0.268454841,1.095610354,-10190.10094
1080,0.382851046,0.88329029,0.323717838,1.29453022,-10182.48235
1081,0.399838212,0.900127327,0.300453773,1.29990688,-10182.95647
1082,0.401236784,0.900023961,0.301868462,1.30001648,-10181.85757
1083,0.39868836,0.899912169,0.301866962,1.303187328,-10210.16251
1084,0.626798991,0.812881395,0.394341988,1.208867207,-10190.62062
1085,0.387378168,0.899985884,0.331116511,1.319401711,-10232.88599
1086,0.658421289,0.942662256,0.358966421,1.063866275,-10296.18415
1087,0.51238467,0.899989777,0.299998377,1.299992968,-10228.44911
1088,0.382078054,0.85510596,0.346332706,1.28920582,-10201.5804
1089,0.365882478,0.955595731,0.109662671,0.875791407,-10415.52804
1090,0.702026047,0.899732483,0.381810596,1.296450981,-10284.22309
1091,0.147809761,0.911032433,0.259049447,1.220852374,-10224.10181
1092,0.498277735,0.899012542,0.376824477,1.302833912,-10235.66001
1093,0.301311229,0.900103708,0.348577828,1.299236967,-10275.06711
1094,0.553277149,0.897136155,0.133647955,0.954571244,-10333.41815
1095,0.379775823,0.899983602,0.323542485,1.299988721,-10232.5654
1096,0.658937517,0.900015935,0.739918742,1.353420546,-10624.61532
1097,0.38526859,0.899962634,0.30001523,1.300118556,-10255.49453
1098,0.634720653,0.888071742,0.268833574,1.056648095,-10188.20168
1099,0.345482525,0.900018248,0.558039147,1.170851565,-10413.3538
1100,0.389520851,0.900012237,0.299826515,1.299920742,-10217.81563
1101,0.550460717,0.821749655,0.378728511,1.094770266,-10193.26333
1102,0.082513801,0.900001324,0.4056482,1.299980877,-10306.59467
1103,0.638532689,0.899556566,0.250082437,0.933233192,-10316.82577
1104,0.672837264,0.851638746,0.445749051,1.264236051,-10221.79467
1105,0.558484995,0.897442512,0.258228919,0.938192324,-10298.93243
1106,0.394662726,0.909398802,0.33204749,1.301898832,-10232.96447
1107,0.570629512,0.895260019,0.38315991,1.273684032,-10215.44036
1108,0.414260861,0.900019787,0.31966247,1.316052519,-10258.21024
1109,0.457839303,0.901811635,0.384862013,1.303234511,-10248.49016
1110,0.466852139,0.897562845,0.274322982,1.286410914,-10206.34301
1111,0.401411323,0.898861798,0.299964718,1.300296999,-10221.81801
1112,0.763078151,0.899730825,0.24996462,1.112672207,-10192.03836
1113,0.395013596,0.899997921,0.314834102,1.306498506,-10228.16174
1114,0.273835243,0.901040257,0.30356938,1.29880621,-10210.56447
1115,0.419104087,0.899997856,0.304939357,1.307711442,-10204.64066
1116,0.517586692,0.923304784,0.207577248,0.995482093,-10190.34736
1117,0.397414425,0.900609269,0.310792552,1.308300961,-10187.26116
1118,0.693928097,0.950353232,0.296808813,1.210271505,-10195.78813
1119,0.398387696,0.899990321,0.300018572,1.299998554,-10186.75532
1120,0.596233339,0.900256465,0.300800296,1.302117566,-10209.08503
1121,0.400303497,0.899792666,0.301404638,1.30196389,-10178.04363
1122,0.389130635,0.900481614,0.300045757,1.299810767,-10200.48492
1123,0.779801403,0.849453389,0.424977734,1.318080255,-10218.13221
1124,0.398213149,0.899195783,0.308833402,1.30021075,-10164.34902
1125,0.335264062,0.799112826,0.378650677,1.189104727,-10140.64003
1126,0.706095578,0.804176626,0.278014577,1.018320718,-10279.74468
1127,0.644816247,0.890805817,0.24946605,1.139608463,-10112.50439
1128,0.192332956,0.899969429,0.310885324,1.299978972,-10175.95343
1129,0.463580807,0.899204062,0.300003557,1.29987983,-10165.27879
1130,0.401395099,0.899997715,0.30479244,1.302347078,-10156.27765
1131,0.390280677,0.904129831,0.303389994,1.30341463,-10178.33829
1132,0.366343875,0.379768271,0.69591603,1.171660635,-10254.7927
1133,0.816508572,0.905516225,0.258719416,1.128534557,-10156.12487
1134,0.659795191,0.907450515,0.280777599,1.155839701,-10101.04544
1135,0.731594283,0.926902568,0.243038283,1.236457591,-10169.85011
1136,0.429195235,0.899945607,0.249962244,0.887744431,-10351.33386
1137,0.343023804,0.899987782,0.303998803,1.299991596,-10178.99674
1138,0.384559469,0.898756881,0.32144758,1.299605129,-10160.00839
1139,0.592930932,0.940107434,0.221832666,1.078384257,-10121.59221
1140,0.424622963,0.899994289,0.299914843,1.299953272,-10144.04059
1141,0.360735526,0.901625605,0.298454658,1.300126104,-10169.61983
1142,0.339244874,0.878966861,0.254340719,1.004957299,-10167.53238
1143,0.603564329,0.750992466,0.301460786,1.105965625,-10209.58648
1144,0.417829649,0.901217121,0.361750839,1.317422244,-10179.68046
1145,0.516044523,0.910582441,0.307108524,1.068846214,-10153.82958
1146,0.405226018,0.89986536,0.302825861,1.303961759,-10176.92128
1147,0.27315585,0.899985423,0.299998411,1.29999022,-10151.05399
1148,0.39954435,0.895431155,0.302310743,1.307887082,-10168.82138
1149,0.408122413,0.89883807,0.317658896,1.296663801,-10148.40988
1150,0.583328846,0.899943006,0.299990953,1.299960797,-10166.15015
1151,0.399596798,0.893225289,0.299134526,1.295997481,-10169.64045
1152,0.667112585,0.900006059,0.299979805,1.299912487,-10164.077
1153,0.418480062,0.900002019,0.29999327,1.303456529,-10182.87674
1154,0.605992071,0.88761663,0.271323469,1.088478264,-10132.70943
1155,0.468824299,0.899964258,0.299994327,1.299975416,-10183.6074
1156,0.315641937,0.900000787,0.299997375,1.299988626,-10175.71126
1157,0.463598571,0.899979696,0.299996777,1.299986035,-10156.39737
1158,0.389624573,0.899753337,0.307200087,1.299972301,-10172.69691
1159,1.099846351,0.982542274,0.116600694,1.160974202,-10238.12607
1160,0.597472234,0.85525721,0.362911009,1.128984178,-10147.77449
1161,0.442463451,0.900001852,0.345976951,1.299973181,-10168.86323
1162,0.603291167,0.908587148,0.246681225,1.073918404,-10134.48289
1163,0.396184711,0.89997499,0.299957393,1.299943804,-10182.59154
1164,0.455699592,0.89921065,0.306710545,1.302256949,-10171.69527
1165,0.395517276,0.899993897,0.299999031,1.299995802,-10163.76158
1166,0.403418902,0.904035321,0.329661314,1.305163213,-10162.87866
1167,0.398059548,0.899984035,0.327071468,1.307261873,-10167.30851
1168,0.407841768,0.90865619,0.342879181,1.269636375,-10166.5444
1169,0.562402937,0.962163502,0.189975203,1.106298473,-10160.11282
1170,0.474082024,0.899950161,0.299992089,1.299965719,-10191.10194
1171,0.577052741,0.901846883,0.307798356,1.299781243,-10193.55796
1172,0.433764778,0.927409659,0.328178646,1.157360785,-10176.86942
1173,0.32564241,0.895282925,0.310638613,1.298869981,-10201.43424
1174,0.309351015,0.900072553,0.300636275,1.299278117,-10193.24914
1175,0.377013167,0.853319269,0.301661004,1.262211742,-10152.73022
1176,0.396386322,0.8999915,0.348251547,1.33139319,-10210.65406
1177,0.605928064,0.963235547,0.185682323,1.067964748,-10177.58101
1178,0.91875376,0.900023152,0.24993575,1.073685861,-10253.91259
1179,0.391402786,0.900503379,0.32220136,1.300795275,-10213.65403
1180,0.597429826,0.900303337,0.367572803,1.10662275,-10217.05974
1181,0.395671833,0.898831437,0.301056942,1.300631971,-10182.63566
1182,0.410484281,0.899357448,0.299482227,1.300068045,-10188.37676
1183,0.501675714,0.899945993,0.299994234,1.29997057,-10199.74048
1184,0.387358089,0.899998608,0.30773594,1.301069108,-10198.05725
1185,0.400247821,0.899987869,0.30144695,1.299995605,-10197.89762
1186,0.6303646,0.904370924,0.293163298,1.304069467,-10222.1246
1187,0.710729501,0.811875517,0.332814752,1.103461132,-10230.05071
1188,0.917065123,0.913011274,0.274478819,1.258121186,-10237.65869
1189,0.415548605,0.88632986,0.359008547,1.321617381,-10227.52367
1190,0.428016145,0.900020268,0.325029479,1.299992486,-10192.84752
1191,0.544075867,0.954524656,0.252435619,1.141347177,-10197.40615
1192,0.64497854,0.9208467,0.22150046,1.083778561,-10159.8705
1193,0.573072004,0.881944885,0.36898065,1.086528645,-10210.13152
1194,0.526454522,0.904287071,0.30347458,1.298995348,-10222.98121
1195,0.463614358,0.898962879,0.312441589,1.30072934,-10205.76537
1196,0.536180846,0.898831492,0.299814523,1.299196264,-10203.48965
1197,0.272702605,0.899976122,0.299996208,1.299983577,-10234.84561
