forc.use,Wei,GG,Burr,GB2,EGIG,TSCD,r
0.448670156,1.580287993,1.835560949,1.783565497,1.550992893,1.583635605,1.435278252,1.043871073
0.938534783,1.792661405,1.6909762,1.716384319,1.617013747,1.694931797,1.452196608,1.043871073
1.311963612,1.73110323,1.460909491,1.460833528,1.749948426,1.506635612,1.509649897,1.043871073
0.518913941,1.678590549,1.455837122,1.453580486,1.720621343,1.536168714,1.465758837,1.043871073
2.664223024,1.506545878,1.402252115,1.365279977,1.528618002,1.662623065,1.335944391,1.042502277
1.301193494,1.729355543,1.623107424,1.564227207,1.732080802,1.749361051,1.712216656,1.042502277
0.485211582,1.632978074,1.812663858,1.699513174,1.624281427,1.705612726,1.804895077,1.042502277
0.986457007,1.311884218,1.358673672,1.32354632,1.393350434,1.608540247,1.520186604,1.042293893
1.001093115,1.805286555,1.452746815,1.44915447,1.846564462,1.840749771,1.559707396,1.042293893
2.372344515,1.666343798,2.017374067,2.025053707,1.627274609,1.598102451,1.40788585,1.042293893
3.117297861,1.727851231,1.632462849,1.662752996,1.794870886,1.591960557,1.644013258,1.042502277
0.480429623,1.824318448,1.855535962,1.75903712,1.767009608,1.647264863,2.042398347,1.042502277
1.42840756,1.709424602,1.560219286,1.595248687,1.685424068,1.715431772,1.703432607,1.042293893
5.308412331,1.828529508,1.614464665,1.516395002,1.711965412,1.696500447,1.716330764,1.042502277
1.317707897,1.843864131,2.455482164,2.374307011,1.853355615,2.112592311,2.323275604,1.043903544
0.898358017,2.050749975,1.914882316,1.847298416,2.041343259,1.727590405,2.269842287,1.044266603
4.90083924,2.147590865,1.764345475,1.687102063,2.130732768,1.811326381,1.839478442,1.043871073
0.839818593,1.884620322,3.387338313,3.192499251,1.921141627,2.00163466,2.668284855,1.043871073
0.455400723,2.048879015,1.964274616,2.026309044,1.955742005,1.826781356,2.227255627,1.043871073
1.765833541,1.827460558,1.356466015,1.402878336,1.791213494,1.785415866,1.813080681,1.043871073
3.982545387,1.799707567,1.828740612,1.73298775,1.881893035,1.819925948,1.763722367,1.043871073
1.185421849,2.338798394,1.590744679,1.616198678,2.272383779,1.791474022,2.398935223,1.042502277
0.813439228,1.991281187,1.840337327,1.872072616,2.066465856,1.896972328,1.881447747,1.043871073
2.619343996,1.741945456,1.717817875,1.667301909,1.81521414,1.932661723,1.683590734,1.042502277
1.772101929,2.063328787,1.979290392,1.862617436,2.012962216,2.099367017,1.949112184,1.042502277
0.392690845,1.904082914,1.771684792,1.736738705,1.844430849,1.941779801,1.780622214,1.042293893
0.807724482,1.998289938,1.54642619,1.516303968,1.99593562,1.878133983,1.591372337,1.042293893
0.43839491,1.69010752,1.490309282,1.486274503,1.718397804,1.821628297,1.499640862,1.042502277
0.47098035,1.51482618,1.300670066,1.29947113,1.484366209,1.696943833,1.261898356,1.042502277
5.796685554,1.617568712,1.243452581,1.205402687,1.66147249,1.728117581,1.16151521,1.043871073
1.9438842,2.108745264,1.431142032,1.384352466,2.048819198,1.833334743,2.441023828,1.042502277
1.497075296,2.097961232,1.840488644,1.755783352,2.027326023,1.831095101,2.276089589,1.042502277
1.76564521,1.885520322,1.478577815,1.538954704,1.805424363,1.766317377,1.92701048,1.043871073
0.391141943,1.863208175,1.798459647,1.83671981,1.88375005,1.765681447,1.824691017,1.042290266
0.42672592,1.764307021,1.54688301,1.602369127,1.773789738,1.777484915,1.603008372,1.043042366
1.645581243,1.731927415,1.304718239,1.338470886,1.754302223,1.761614798,1.456906907,1.042502277
0.444646732,1.783048943,1.582744942,1.546178957,1.854309357,1.648266657,1.830425142,1.042502277
2.874850017,1.710636051,1.344402217,1.295137049,1.65978382,1.709624777,1.395637527,1.042606166
0.443828345,1.964879968,1.655174239,1.63929591,1.88755697,1.778084428,1.755836915,1.042502277
4.685155509,1.578261544,1.43321203,1.394492981,1.623429093,1.692991565,1.611646556,1.042502277
0.426369431,1.876354361,2.323604391,2.213149365,1.862955665,1.82176216,2.377268921,1.042293893
2.012112006,1.939018852,1.533465872,1.512060403,1.869072355,1.803773574,2.105818782,1.042502277
3.556449462,1.872779392,1.917209209,1.81380345,1.941955474,1.733590374,2.016999893,1.042293893
0.392315501,2.429163582,2.084797663,2.023596148,2.388822157,1.752411193,2.329330016,1.042310694
1.854935154,1.934201419,1.705150259,1.699200128,1.843425627,1.892370772,2.079622035,1.042502277
0.763523121,2.010666432,1.750897414,1.776851102,2.036663429,1.83120605,1.917555097,1.042290266
0.78316944,2.238494752,1.722091945,1.659729172,2.109599956,1.899330717,1.768323838,1.042293893
1.164373974,1.827338742,1.459447621,1.519050521,1.899667633,1.832239381,1.50922464,1.042290266
0.418268321,1.863179324,1.289014092,1.28589874,1.867711496,1.686807617,1.704911038,1.042290266
1.240958359,1.760251541,1.347064608,1.388364057,1.693079997,1.596459508,1.233911359,1.042293893
1.228274437,1.806064503,2.128824368,2.062160433,1.789751773,1.74095269,1.329269084,1.042290266
5.048400373,1.878495783,1.432994255,1.42494657,1.756604435,1.502596953,1.388468622,1.042293893
1.401476432,2.007121956,1.901917861,1.925157799,1.989019922,1.709363156,2.33219362,1.043871073
1.975945741,2.027686812,1.635999419,1.669946683,1.972682205,1.825453366,2.142850325,1.042502277
3.206129572,2.011384342,2.407532716,2.407938644,2.026904679,1.824401994,2.006695632,1.042502277
0.882620283,2.291778758,2.001723873,2.07428859,2.36894942,1.871180033,2.153490872,1.042293893
2.63153731,1.88358335,2.197141619,2.081737101,1.952470847,1.699331411,2.04966268,1.042293893
2.554353631,1.841013518,2.033832301,2.012203926,1.888824428,2.225836061,1.932135395,1.042290266
0.716447914,1.904336945,2.224793937,2.132777055,1.965177556,1.899261556,1.98670898,1.042008045
1.162453477,1.804084445,1.63531073,1.569934246,1.77687711,1.694211563,1.814309383,1.042102664
0.928072431,1.781068562,1.927397456,1.894231104,1.733453351,1.759509765,1.733253403,1.042008045
2.09795383,1.879675858,1.570482844,1.562904614,1.798920001,1.881061244,1.641549836,1.042008045
1.390541477,1.824171476,1.985060476,2.004276485,1.896705673,1.841274566,1.776044957,1.041746476
0.22811964,1.861595386,1.749532179,1.748826885,1.977017288,1.701554844,1.636984579,1.042008045
0.484773582,1.64152685,1.495282644,1.446085607,1.683360507,1.75177908,1.559469518,1.042290266
0.511323133,1.71583629,1.152297438,1.156488513,1.715645325,1.685142185,1.257032058,1.042102664
1,1.685041435,1.169916243,1.183181495,1.715077806,1.568572271,1.108359871,1.042293893
0.664895438,1.603579279,1.26245978,1.228158985,1.586931477,1.435840676,1.154811297,1.042290266
0.992945461,1.623079143,1.380603194,1.389645199,1.58287103,1.647076015,1.22344384,1.042290266
0.589775757,1.55951971,1.237345231,1.212085096,1.611544566,1.671868417,1.25497688,1.042293893
0.653518306,1.636673293,1.330932514,1.336526844,1.653019691,1.557046084,1.305177388,1.042290266
0.499449371,1.526025274,1.258858473,1.23549447,1.545169055,1.445534634,1.355340242,1.042290266
0.304262907,1.680197929,1.208357824,1.22176773,1.647617888,1.277859653,1.20293075,1.042102664
1.922547942,1.583706309,1.362591118,1.462733171,1.564759425,1.493549482,1.006657869,1.042290266
0.586137968,1.749465141,1.4172567,1.43559641,1.640852658,1.552893303,1.431796932,1.042102664
0.331324514,1.586240207,1.165763809,1.174382849,1.550993001,1.379950278,1.240947694,1.042290266
0.36628324,1.451601145,1.095564199,1.088492781,1.410473058,1.468728319,1.223651339,1.042290266
2.044102046,1.632937818,1.02627753,0.994952689,1.591227549,1.53281484,1.031004338,1.042293893
1.919777519,1.733902621,1.353755666,1.293321891,1.729719435,1.62442787,1.457915248,1.042502277
2.632317476,1.648974188,1.464773779,1.492333989,1.75296981,1.591451576,1.597088734,1.042290266
0.606149031,1.728146473,1.776217576,1.829919057,1.773782983,1.589245,1.73015892,1.042290266
1.733766444,1.614974397,1.632810514,1.617606988,1.634306932,1.626845835,1.523294068,1.042290266
3.894797301,1.98331551,1.644310307,1.601562261,1.875493559,1.620551096,1.66662059,1.042290266
0.278975801,2.465679993,2.621193864,2.716885771,2.421052343,1.734337207,2.114223747,1.042102664
0.301826135,1.791018454,1.885590975,1.857644593,1.776099097,1.708839494,1.765210749,1.042290266
2.266648272,1.827223229,1.342698455,1.373681952,1.842330878,1.512912659,1.541090772,1.042293893
0.305126595,1.737507873,1.626504866,1.630237922,1.738262566,1.697246301,1.866068233,1.042290266
0.626698977,1.820783077,1.305915071,1.31109265,1.851310523,1.738638319,1.615071267,1.042293893
1.233887164,1.78355046,1.3029224,1.311458989,1.710322475,1.451412581,1.247382482,1.042293893
4.395924072,1.663388248,1.458606134,1.448251015,1.785742945,1.536740467,1.389751916,1.042293893
0.296500728,1.912729528,1.971110103,1.89011365,1.970510199,1.682110526,2.132971719,1.042102664
0.31759611,1.996647377,1.495046559,1.35943666,2.017429661,1.790718945,1.973076565,1.042293893
0.338031497,1.704571509,1.2696017,1.324740565,1.624686372,1.556086083,1.635489859,1.042290266
0.357816983,1.748855748,0.968703249,1.057309056,1.753794987,1.495339781,1.277959612,1.042290266
0.37696945,1.563717532,1.102947373,1.115620401,1.598527663,1.371556528,1.067529257,1.042290266
2.175024468,1.604087572,0.914342131,0.888676884,1.612131818,1.450479126,0.961444583,1.042293893
1.759307607,1.64820453,1.458922784,1.53616384,1.639040507,1.553557016,1.459080702,1.042290266
1.382932907,1.851484919,1.437577843,1.462298959,1.748296967,1.526180223,1.696738251,1.042293893
4.984498218,1.694719665,1.71147542,1.78594168,1.730721815,1.637594573,1.468034537,1.043871073
0.931152214,1.965424982,1.820260716,1.965355244,2.021007654,1.697867403,2.291630906,1.04383924
4.497360847,1.974121163,1.729587392,1.784413482,1.82601955,1.78279259,2.112983139,1.043088079
4.022034861,2.170118239,1.928054396,1.985827777,2.153222359,1.855330759,2.614446784,1.042290266
2.766430797,1.986278104,3.170010145,3.119534328,2.214142753,2.133333979,2.99471491,1.042290266
2.187840299,2.033393648,2.441039998,2.621261498,1.967908983,2.051502904,2.56102806,1.042502277
0.867825502,2.159513764,2.97258028,2.852791637,2.07963169,1.914148974,2.56731911,1.042293893
0.17722771,2.000633239,1.754033918,1.664110378,2.004911938,1.7306111,1.952664489,1.042293893
0.561448834,2.218171634,1.907141112,1.906345414,2.321973065,1.863920703,1.869875137,1.042293893
1.252820792,1.740379774,1.515684506,1.491231607,1.771379341,1.771298052,1.444319218,1.042290266
0.56393594,1.868526301,1.512669091,1.410956039,1.968086033,1.878391505,1.713367262,1.042290266
0.216209691,1.841077812,1.35160654,1.387073357,1.794980387,1.733757276,1.306879678,1.042102664
1.808514065,1.716531436,1.41641612,1.463317696,1.803034532,1.610472595,1.339708791,1.042102664
3.626784466,1.684410844,1.485957644,1.518010283,1.777501366,1.727018587,1.384197712,1.042102664
0.184348183,1.861192632,1.76544974,1.802636732,1.885250215,1.826121503,1.912506555,1.042293893
0.404101205,1.845322274,1.41826175,1.389928023,1.980257092,1.667926331,1.780961084,1.042290266
0.436755703,1.734194411,1.275777803,1.309061247,1.716872627,1.70318229,1.58685242,1.042102664
1.271057338,1.832891934,1.170599154,1.18253495,1.998776209,1.567600697,1.3421669,1.042102664
0.239692658,1.890624881,1.141346942,1.147034026,1.879772164,1.547095271,1.362558219,1.042290266
1.602376447,1.71046234,1.09389284,1.115827911,1.736501607,1.623307872,1.250706744,1.042293893
2.871316523,1.728620373,1.262323603,1.196467832,1.839748746,1.634285231,1.548923208,1.042293893
0.636954806,1.894406178,1.575823426,1.692040904,1.952869042,1.796910315,1.698453347,1.042102664
0.237878815,1.799305069,1.46686508,1.485243323,1.846733832,1.623779178,1.589259881,1.042290266
3.763868567,1.809482703,1.462027481,1.465657487,1.768163151,1.769011612,1.344090568,1.042293893
1.036169365,1.828169622,1.833319575,1.8156374,1.812825407,1.711053862,2.07437006,1.042293893
2.618476458,1.83378017,1.569366823,1.66988375,1.811016771,1.740056818,1.821186913,1.04226138
1.268260906,1.869521895,2.353225771,2.393010963,1.921426413,1.829772821,2.052697465,1.042008045
3.532179577,1.847069713,1.86507851,1.87751211,1.953232185,1.878473011,1.891095236,1.042102664
0.488477083,1.851399401,2.086015856,2.200068563,1.898875975,1.608038139,2.182215513,1.042102664
1.80654872,1.951505277,1.617081766,1.623903134,1.977980012,1.776876252,1.887796158,1.042008045
0.762446316,2.009565109,1.922176235,1.917095579,1.968255518,1.997261546,1.838419336,1.042102664
1.445329765,1.748594556,1.535552724,1.57857079,1.69429592,1.836054771,1.65802416,1.041746476
0.166842721,1.780001436,1.760247396,1.729126745,1.839541018,1.660477281,1.678769001,1.042008045
3.69516053,1.910992895,1.445657681,1.424245887,1.857007335,1.742584633,1.465140723,1.041746476
3.284511377,1.886761252,2.648630317,2.396974671,2.017119572,1.730225282,2.074158595,1.041746476
0.261357841,2.251179989,1.88204925,1.877810772,2.241053455,1.819544739,1.97039386,1.042290266
1.57907818,2.10954509,1.464470165,1.464192488,2.046421677,1.900118466,2.008661178,1.041746476
0.394010517,2.099517445,1.89506721,1.905991495,2.083508946,1.75908587,1.64859924,1.042102664
1.372738305,1.942734499,1.503144763,1.543824598,1.971336704,1.58773223,1.553550527,1.041746476
0.641371149,1.826117893,1.498254251,1.618532384,1.869519503,1.790751978,1.7161601,1.041746476
0.411032033,1.884364603,1.466657861,1.474690465,1.987482437,1.699269539,1.365494855,1.041659918
1.316788906,1.74011352,1.596190251,1.606387005,1.663423491,1.568770285,1.490911898,1.041659918
0.419600308,1.627514688,1.501399202,1.452573616,1.640132019,1.606840002,1.371140469,1.041746476
0.578360642,1.646272227,1.139010005,1.138156212,1.621407776,1.654722398,1.153263808,1.04174972
1.89116345,1.613753504,1.205688387,1.187786954,1.623280892,1.393949419,1.117830935,1.042008045
0.153639607,1.669562221,1.297905709,1.317923634,1.680056359,1.446954787,1.408566296,1.042008045
0.630764619,1.448665827,1.399234873,1.355536324,1.455706927,1.552753905,1.32395411,1.042290266
2.068309322,1.575058738,1.357692165,1.313323195,1.592264444,1.560545815,1.153207934,1.042290266
3.780422283,1.689036002,1.425493838,1.405886414,1.719379287,1.492897189,1.505245518,1.042290266
1.784902418,1.791664208,1.804605394,1.742039197,1.81684554,1.75572273,1.777801362,1.042102664
1.364412936,1.787844164,1.814068985,1.806116894,1.718718066,1.663276218,1.930503419,1.042290266
2.064371783,1.82095654,1.713134002,1.737238109,1.904428283,1.88702575,1.75786546,1.042102664
0.230629507,1.736324394,1.877067703,1.899251987,1.664233634,1.717797888,1.734665264,1.042008045
2.994583932,1.796815698,1.447783423,1.469485796,1.859377424,1.726662915,1.645520712,1.042290266
0.513492211,1.935381367,1.918146232,1.911695188,1.910859037,1.836268967,1.990902505,1.042102664
2.773735997,2.173207766,1.500225386,1.4762501,2.031403804,1.698078601,1.800964,1.042102664
0.513660658,2.197582865,1.90359908,1.825466378,2.162425611,1.769187208,1.98299188,1.042008045
1.077384375,1.828055738,1.615200947,1.593351535,1.854734234,1.685059088,1.734355948,1.041746476
0.102153531,1.892848115,1.391313381,1.479012484,1.941891648,1.777658669,1.666117273,1.041746476
0.12202646,1.583011615,1.564920884,1.651720182,1.592897294,1.500779977,1.474838154,1.042102664
1.514301585,1.174057532,1.126520445,1.051866855,1.238978568,1.464821779,1.115481141,1.042290266
2.517734621,1.478368451,1.543138244,1.604659395,1.498614583,1.699011199,1.362368329,1.042102664
0.124152117,1.636719241,1.800696753,1.664580068,1.551803825,1.77907086,1.675910289,1.042102664
0.398705692,1.657706408,1.294997572,1.348615576,1.693924494,1.6959971,1.530006556,1.042102664
2.225935302,1.689665334,1.271262887,1.371791236,1.683961387,1.690531298,1.531985547,1.042102664
2.28379303,1.716249368,1.406973372,1.366889581,1.753768055,1.476287194,1.722882861,1.042290266
0.368380046,1.668449404,1.925493627,1.992481405,1.703782439,1.659003441,1.791320893,1.042290266
0.269115812,1.616127913,1.440408867,1.443920958,1.575807759,1.49047541,1.540500694,1.042102664
2.497270199,1.374328899,1.525539016,1.437161967,1.288432304,1.643663608,1.515893589,1.042008045
1.449276167,1.665891529,1.72056926,1.69294161,1.613148258,1.533260204,1.767944516,1.042290266
0.73747313,1.672035408,1.90341429,1.872167252,1.695781747,1.64968883,1.678423159,1.042290266
3.898160378,1.689728751,1.515258714,1.415926448,1.598216234,1.592027116,1.534049706,1.042290266
1.690138481,1.76015951,2.295058186,2.131199305,1.852027538,1.814465777,2.029678091,1.042102664
3.482962968,1.85987695,1.810181579,1.85051557,1.871109075,1.809698822,2.089865962,1.042293893
2.691250258,1.883083651,2.24308301,2.258161574,1.815330925,1.92698164,2.146872196,1.042290266
2.856001554,1.977934347,2.370801455,2.280745022,2.155012841,1.82263833,2.292838467,1.042102664
1.665101751,2.18923934,2.716738227,2.982314678,2.101358058,2.018206918,2.439874096,1.042102664
0.370270067,1.76952601,2.136289087,2.005907915,1.883268406,1.970365959,2.180662024,1.042008045
1.278684193,1.903856242,1.859364379,1.820303501,1.890862642,1.840427796,2.327047083,1.042008045
0.655563099,1.845048829,1.931646097,1.925905268,1.840874183,1.86616912,1.762510908,1.042290266
0.385431077,1.928357472,1.691010849,1.759817175,1.866682588,1.746286312,1.477535397,1.042290266
0.675238724,1.875804591,1.358786367,1.348651653,1.822740942,1.747598295,1.392800956,1.042102664
0.195166348,1.796864106,1.229481546,1.244983998,1.758059908,1.614438413,1.170455793,1.042008045
1.684466015,1.75867383,0.953812607,0.959065002,1.795756927,1.39548975,1.367695899,1.042290266
1.002853821,1.781945511,1.695473128,1.704040364,1.765969436,1.705211038,1.473614258,1.042290266
0.879930496,1.633182059,1.311378266,1.335745885,1.56318964,1.732754117,1.494383084,1.042290266
0.137850766,1.675563816,1.360789654,1.381168615,1.570275288,1.698448063,1.243410435,1.042290266
0.230974025,1.572146589,1.178770152,1.193471919,1.62412924,1.576394638,1.127098304,1.042290266
0.851916385,1.688423133,0.948897712,0.969302545,1.65873952,1.573715895,1.010537943,1.043871073
1.350433811,1.488426229,1.227159757,1.230384635,1.508957297,1.80885035,1.025512808,1.042502277
0.169710067,1.598073799,1.285807511,1.258969617,1.679853229,1.501228451,1.212164653,1.043871073
0.362663892,1.477142427,1.091773739,1.152809445,1.432078738,1.508500235,1.224134511,1.042502277
0.910665865,1.615007307,0.949729541,0.992604853,1.716114657,1.474878301,0.990368863,1.042502277
0.653983384,1.62905074,1.044154156,1.078674629,1.686238229,1.426728266,1.038220264,1.042502277
4.350390221,1.576643997,1.098640926,1.142028609,1.566970069,1.465337325,1.05756017,1.042502277
1.078593367,1.803676885,1.582009363,1.619827341,1.866399308,1.660839475,1.71518124,1.042502277
4.103830891,1.529542135,1.470162162,1.503968676,1.542773181,1.49074895,1.751898499,1.042502277
3.731360314,1.805940092,2.015883274,1.936320738,1.792618921,1.674674446,2.350219868,1.042293893
1.093582642,1.888303152,2.52561605,2.60809754,1.945871416,1.857205257,2.036041338,1.042102664
